100kb name,genes,overlap_pct,gene,chrom_id,100kb bin
chr1-g200,"['Pkhd1', 'Pkhd1']","[0.68888, 1.0]",Pkhd1,1,200
chr1-g201,"['Pkhd1', 'Pkhd1', 'Pkhd1', 'Pkhd1']","[1.0, 1.0, 1.0, 1.0]",Pkhd1,1,201
chr1-g202,"['Pkhd1', 'Pkhd1', 'Pkhd1', 'Pkhd1']","[1.0, 1.0, 1.0, 1.0]",Pkhd1,1,202
chr1-g203,"['Pkhd1', 'Pkhd1', 'Pkhd1', 'Pkhd1']","[1.0, 1.0, 1.0, 1.0]",Pkhd1,1,203
chr1-g204,"['Pkhd1', 'Pkhd1', 'Pkhd1', 'Pkhd1']","[1.0, 1.0, 1.0, 1.0]",Pkhd1,1,204
chr1-g205,"['Pkhd1', 'Pkhd1', 'Pkhd1', 'Pkhd1']","[1.0, 1.0, 1.0, 1.0]",Pkhd1,1,205
chr1-g206,['Pkhd1'],[0.72228],Pkhd1,1,206
chr1-g213,['Kcnq5'],[0.06408],Kcnq5,1,213
chr1-g214,"['Kcnq5', 'Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 1.0, 1.0]",Kcnq5,1,214
chr1-g215,"['Kcnq5', 'Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 1.0, 1.0]",Kcnq5,1,215
chr1-g216,"['Kcnq5', 'Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 1.0, 1.0]",Kcnq5,1,216
chr1-g217,"['Kcnq5', 'Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 1.0, 1.0]",Kcnq5,1,217
chr1-g218,"['Kcnq5', 'Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 1.0, 1.0]",Kcnq5,1,218
chr1-g219,"['Kcnq5', 'Kcnq5', 'Kcnq5']","[1.0, 1.0, 0.506]",Kcnq5,1,219
chr1-g222,['Rims1'],[0.56112],Rims1,1,222
chr1-g223,"['Rims1', 'Rims1', 'Rims1', 'Rims1']","[1.0, 1.0, 1.0, 1.0]",Rims1,1,223
chr1-g224,"['Rims1', 'Rims1', 'Rims1', 'Rims1']","[1.0, 1.0, 1.0, 1.0]",Rims1,1,224
chr1-g225,"['Rims1', 'Rims1', 'Rims1', 'Rims1']","[1.0, 1.0, 1.0, 1.0]",Rims1,1,225
chr1-g226,"['Rims1', 'Rims1', 'Rims1', 'Rims1']","[1.0, 1.0, 1.0, 1.0]",Rims1,1,226
chr1-g227,"['Rims1', 'Rims1', 'Rims1', 'Rims1']","[1.0, 1.0, 1.0, 1.0]",Rims1,1,227
chr1-g228,['Rims1'],[0.24012],Rims1,1,228
chr1-g242,"['Col19a1', 'Col19a1']","[0.69272, 1.0]",Col19a1,1,242
chr1-g243,"['Col19a1', 'Col19a1', 'Col19a1', 'Col19a1']","[1.0, 1.0, 1.0, 1.0]",Col19a1,1,243
chr1-g244,"['Col19a1', 'Col19a1', 'Col19a1', 'Col19a1']","[1.0, 1.0, 1.0, 1.0]",Col19a1,1,244
chr1-g245,"['Col19a1', 'Col19a1', 'Col19a1', 'Col19a1']","[1.0, 1.0, 1.0, 0.49748]",Col19a1,1,245
chr1-g250,"['Adgrb3', 'Adgrb3']","[0.301, 1.0]",Adgrb3,1,250
chr1-g251,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,251
chr1-g252,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,252
chr1-g253,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,253
chr1-g254,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,254
chr1-g255,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,255
chr1-g256,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,256
chr1-g257,"['Adgrb3', 'Adgrb3', 'Adgrb3', 'Adgrb3']","[1.0, 1.0, 1.0, 1.0]",Adgrb3,1,257
chr1-g258,"['Adgrb3', 'Adgrb3']","[1.0, 0.18828]",Adgrb3,1,258
chr1-g321,"['Khdrbs2', 'Khdrbs2']","[0.09116, 1.0]",Khdrbs2,1,321
chr1-g322,"['Khdrbs2', 'Khdrbs2', 'Khdrbs2', 'Khdrbs2']","[1.0, 1.0, 1.0, 1.0]",Khdrbs2,1,322
chr1-g323,"['Khdrbs2', 'Khdrbs2', 'Khdrbs2', 'Khdrbs2']","[1.0, 1.0, 1.0, 1.0]",Khdrbs2,1,323
chr1-g324,"['Khdrbs2', 'Khdrbs2', 'Khdrbs2', 'Khdrbs2']","[1.0, 1.0, 1.0, 1.0]",Khdrbs2,1,324
chr1-g325,"['Khdrbs2', 'Khdrbs2', 'Khdrbs2', 'Khdrbs2']","[1.0, 1.0, 1.0, 1.0]",Khdrbs2,1,325
chr1-g326,"['Khdrbs2', 'Khdrbs2', 'Khdrbs2']","[1.0, 1.0, 0.34276]",Khdrbs2,1,326
chr1-g334,"['Prim2', 'Prim2']","[0.84772, 1.0]",Prim2,1,334
chr1-g335,"['Prim2', 'Prim2', 'Prim2', 'Prim2']","[1.0, 1.0, 1.0, 1.0]",Prim2,1,335
chr1-g336,"['Prim2', 'Prim2', 'Prim2']","[1.0, 1.0, 0.79176]",Prim2,1,336
chr1-g339,"['Dst', 'Dst', 'Dst', 'Dst']","[0.67104, 1.0, 1.0, 1.0]",Dst,1,339
chr1-g340,"['Dst', 'Dst', 'Dst', 'Dst']","[1.0, 1.0, 1.0, 1.0]",Dst,1,340
chr1-g341,"['Dst', 'Dst', 'Dst', 'Dst']","[1.0, 1.0, 1.0, 1.0]",Dst,1,341
chr1-g342,"['Dst', 'Dst', 'Dst', 'Dst']","[1.0, 1.0, 1.0, 1.0]",Dst,1,342
chr1-g343,['Dst'],[0.34648],Dst,1,343
chr1-g381,['Aff3'],[0.9604],Aff3,1,381
chr1-g382,"['Aff3', 'Aff3', 'Aff3', 'Aff3']","[1.0, 1.0, 1.0, 1.0]",Aff3,1,382
chr1-g383,"['Aff3', 'Aff3', 'Aff3', 'Aff3']","[1.0, 1.0, 1.0, 1.0]",Aff3,1,383
chr1-g384,"['Aff3', 'Aff3', 'Aff3', 'Aff3']","[1.0, 1.0, 1.0, 1.0]",Aff3,1,384
chr1-g385,"['Aff3', 'Aff3', 'Aff3', 'Aff3']","[1.0, 1.0, 1.0, 1.0]",Aff3,1,385
chr1-g386,"['Aff3', 'Aff3']","[1.0, 0.08976]",Aff3,1,386
chr1-g445,"['Gulp1', 'Gulp1']","[0.9332, 1.0]",Gulp1,1,445
chr1-g446,"['Gulp1', 'Gulp1', 'Gulp1', 'Gulp1']","[1.0, 1.0, 1.0, 1.0]",Gulp1,1,446
chr1-g447,"['Gulp1', 'Gulp1', 'Gulp1', 'Gulp1']","[1.0, 1.0, 1.0, 0.87344]",Gulp1,1,447
chr1-g460,"['Dnah7b', 'Dnah7b']","[0.32592, 1.0]",Dnah7b,1,460
chr1-g461,"['Dnah7b', 'Dnah7b', 'Dnah7b', 'Dnah7b']","[1.0, 1.0, 1.0, 1.0]",Dnah7b,1,461
chr1-g462,"['Dnah7b', 'Dnah7b', 'Dnah7b', 'Dnah7b']","[1.0, 1.0, 1.0, 1.0]",Dnah7b,1,462
chr1-g463,"['Dnah7b', 'Dnah7b', 'Dnah7b']","[1.0, 1.0, 0.94184]",Dnah7b,1,463
chr1-g464,"['Dnah7c', 'Dnah7c', 'Dnah7c']","[0.97932, 1.0, 1.0]",Dnah7c,1,464
chr1-g465,"['Dnah7c', 'Dnah7c', 'Dnah7c', 'Dnah7c']","[1.0, 1.0, 1.0, 1.0]",Dnah7c,1,465
chr1-g466,"['Dnah7c', 'Dnah7c', 'Dnah7c', 'Dnah7c']","[1.0, 1.0, 1.0, 1.0]",Dnah7c,1,466
chr1-g467,"['Dnah7c', 'Dnah7c', 'Dnah7c', 'Dnah7c']","[1.0, 1.0, 1.0, 1.0]",Dnah7c,1,467
chr1-g468,['Dnah7c'],[0.29908],Dnah7c,1,468
chr1-g509,"['Tmeff2', 'Tmeff2', 'Tmeff2']","[0.89912, 1.0, 1.0]",Tmeff2,1,509
chr1-g510,"['Tmeff2', 'Tmeff2', 'Tmeff2', 'Tmeff2']","[1.0, 1.0, 1.0, 1.0]",Tmeff2,1,510
chr1-g511,"['Tmeff2', 'Tmeff2', 'Tmeff2', 'Tmeff2']","[1.0, 1.0, 1.0, 0.4908]",Tmeff2,1,511
chr1-g533,['Dnah7a'],[0.11996],Dnah7a,1,533
chr1-g534,"['Dnah7a', 'Dnah7a', 'Dnah7a', 'Dnah7a']","[1.0, 1.0, 1.0, 1.0]",Dnah7a,1,534
chr1-g535,"['Dnah7a', 'Dnah7a', 'Dnah7a', 'Dnah7a']","[1.0, 1.0, 1.0, 1.0]",Dnah7a,1,535
chr1-g536,"['Dnah7a', 'Dnah7a', 'Dnah7a', 'Dnah7a']","[1.0, 1.0, 1.0, 1.0]",Dnah7a,1,536
chr1-g537,['Dnah7a'],[0.27136],Dnah7a,1,537
chr1-g539,"['Hecw2', 'Hecw2', 'Hecw2']","[0.76744, 1.0, 1.0]",Hecw2,1,539
chr1-g540,"['Hecw2', 'Hecw2', 'Hecw2', 'Hecw2']","[1.0, 1.0, 1.0, 1.0]",Hecw2,1,540
chr1-g541,"['Hecw2', 'Hecw2', 'Hecw2', 'Hecw2']","[1.0, 1.0, 1.0, 0.80136]",Hecw2,1,541
chr1-g546,"['Ankrd44', 'Ankrd44', 'Ankrd44']","[0.18644, 1.0, 1.0]",Ankrd44,1,546
chr1-g547,"['Ankrd44', 'Ankrd44', 'Ankrd44', 'Ankrd44']","[1.0, 1.0, 1.0, 1.0]",Ankrd44,1,547
chr1-g548,"['Ankrd44', 'Ankrd44', 'Ankrd44', 'Ankrd44']","[1.0, 1.0, 1.0, 1.0]",Ankrd44,1,548
chr1-g549,"['Ankrd44', 'Ankrd44']","[1.0, 0.05548]",Ankrd44,1,549
chr1-g554,"['Plcl1', 'Plcl1', 'Plcl1', 'Plcl1']","[0.7622, 1.0, 1.0, 1.0]",Plcl1,1,554
chr1-g555,"['Plcl1', 'Plcl1', 'Plcl1', 'Plcl1']","[1.0, 1.0, 1.0, 1.0]",Plcl1,1,555
chr1-g556,"['Plcl1', 'Plcl1', 'Plcl1', 'Plcl1']","[1.0, 1.0, 1.0, 1.0]",Plcl1,1,556
chr1-g557,"['Plcl1', 'Plcl1', 'Plcl1']","[1.0, 1.0, 0.1714]",Plcl1,1,557
chr1-g616,"['Pard3b', 'Pard3b', 'Pard3b']","[0.44708, 1.0, 1.0]",Pard3b,1,616
chr1-g617,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,617
chr1-g618,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,618
chr1-g619,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,619
chr1-g620,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,620
chr1-g621,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,621
chr1-g622,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,622
chr1-g623,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,623
chr1-g624,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,624
chr1-g625,"['Pard3b', 'Pard3b', 'Pard3b', 'Pard3b']","[1.0, 1.0, 1.0, 1.0]",Pard3b,1,625
chr1-g626,"['Pard3b', 'Pard3b']","[1.0, 0.69136]",Pard3b,1,626
chr1-g661,['Map2'],[0.98688],Map2,1,661
chr1-g662,"['Map2', 'Map2', 'Map2', 'Map2']","[1.0, 1.0, 1.0, 1.0]",Map2,1,662
chr1-g663,"['Map2', 'Map2', 'Map2', 'Map2']","[1.0, 1.0, 1.0, 1.0]",Map2,1,663
chr1-g664,"['Map2', 'Map2', 'Unc80', 'Unc80']","[1.0, 0.70332, 0.28268, 1.0]","Map2,Unc80",1,664
chr1-g665,"['Unc80', 'Unc80', 'Unc80', 'Unc80']","[1.0, 1.0, 1.0, 1.0]",Unc80,1,665
chr1-g666,"['Unc80', 'Unc80', 'Unc80', 'Unc80']","[1.0, 1.0, 1.0, 0.966]",Unc80,1,666
chr1-g680,"['Erbb4', 'Erbb4', 'Erbb4']","[0.71256, 1.0, 1.0]",Erbb4,1,680
chr1-g681,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,681
chr1-g682,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,682
chr1-g683,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,683
chr1-g684,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,684
chr1-g685,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,685
chr1-g686,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,686
chr1-g687,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,687
chr1-g688,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,688
chr1-g689,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,689
chr1-g690,"['Erbb4', 'Erbb4', 'Erbb4', 'Erbb4']","[1.0, 1.0, 1.0, 1.0]",Erbb4,1,690
chr1-g691,['Erbb4'],[0.32236],Erbb4,1,691
chr1-g736,"['6030407O03Rik', '6030407O03Rik', '6030407O03Rik', '6030407O03Rik']","[0.2648, 1.0, 1.0, 1.0]",6030407O03Rik,1,736
chr1-g737,"['6030407O03Rik', '6030407O03Rik', '6030407O03Rik', '6030407O03Rik']","[1.0, 1.0, 1.0, 1.0]",6030407O03Rik,1,737
chr1-g738,"['6030407O03Rik', '6030407O03Rik', '6030407O03Rik']","[1.0, 1.0, 0.57864]",6030407O03Rik,1,738
chr1-g739,"['Tns1', 'Tns1', 'Tns1', 'Tns1']","[0.59076, 1.0, 1.0, 1.0]",Tns1,1,739
chr1-g740,"['Tns1', 'Tns1', 'Tns1', 'Tns1']","[1.0, 1.0, 1.0, 1.0]",Tns1,1,740
chr1-g741,['Tns1'],[0.98192],Tns1,1,741
chr1-g787,['Gm29536'],[0.33512],Gm29536,1,787
chr1-g788,"['Gm29536', 'Gm29536', 'Gm29536', 'Gm29536']","[1.0, 1.0, 1.0, 1.0]",Gm29536,1,788
chr1-g789,"['Gm29536', 'Gm29536', 'Gm29536', 'Gm29536']","[1.0, 1.0, 1.0, 1.0]",Gm29536,1,789
chr1-g790,"['Gm29536', 'Gm29536', 'Gm29536', 'Gm29536']","[1.0, 1.0, 1.0, 1.0]",Gm29536,1,790
chr1-g791,"['Gm29536', 'Gm29536', 'Gm29536', 'Gm29536']","[1.0, 1.0, 1.0, 1.0]",Gm29536,1,791
chr1-g792,['Gm29536'],[0.98044],Gm29536,1,792
chr1-g805,"['Dock10', 'Dock10', 'Dock10', 'Dock10']","[0.95732, 1.0, 1.0, 1.0]",Dock10,1,805
chr1-g806,"['Dock10', 'Dock10', 'Dock10', 'Dock10']","[1.0, 1.0, 1.0, 1.0]",Dock10,1,806
chr1-g807,"['Dock10', 'Dock10', 'Dock10']","[1.0, 1.0, 0.34212]",Dock10,1,807
chr1-g810,['Nyap2'],[0.91188],Nyap2,1,810
chr1-g811,"['Nyap2', 'Nyap2', 'Nyap2', 'Nyap2']","[1.0, 1.0, 1.0, 1.0]",Nyap2,1,811
chr1-g812,"['Nyap2', 'Nyap2', 'Nyap2', 'Nyap2']","[1.0, 1.0, 1.0, 1.0]",Nyap2,1,812
chr1-g813,['Nyap2'],[0.00384],Nyap2,1,813
chr1-g840,"['Pid1', 'Pid1', 'Pid1']","[0.54832, 1.0, 1.0]",Pid1,1,840
chr1-g841,"['Pid1', 'Pid1', 'Pid1', 'Pid1']","[1.0, 1.0, 1.0, 1.0]",Pid1,1,841
chr1-g842,"['Pid1', 'Pid1', 'Pid1', 'Pid1']","[1.0, 1.0, 1.0, 0.3858]",Pid1,1,842
chr1-g843,"['Dner', 'Dner']","[0.20648, 1.0]",Dner,1,843
chr1-g844,"['Dner', 'Dner', 'Dner', 'Dner']","[1.0, 1.0, 1.0, 1.0]",Dner,1,844
chr1-g845,"['Dner', 'Dner', 'Dner', 'Dner']","[1.0, 1.0, 1.0, 1.0]",Dner,1,845
chr1-g846,"['Dner', 'Dner', 'Dner', 'Dner']","[1.0, 1.0, 1.0, 0.84884]",Dner,1,846
chr1-g867,"['Dis3l2', 'Dis3l2', 'Dis3l2', 'Dis3l2']","[0.84788, 1.0, 1.0, 1.0]",Dis3l2,1,867
chr1-g868,"['Dis3l2', 'Dis3l2', 'Dis3l2', 'Dis3l2']","[1.0, 1.0, 1.0, 1.0]",Dis3l2,1,868
chr1-g869,"['Dis3l2', 'Dis3l2', 'Dis3l2', 'Dis3l2']","[1.0, 1.0, 1.0, 1.0]",Dis3l2,1,869
chr1-g870,"['Dis3l2', 'Dis3l2', 'Dis3l2']","[1.0, 1.0, 0.00388]",Dis3l2,1,870
chr1-g894,"['Agap1', 'Agap1']","[0.8076, 1.0]",Agap1,1,894
chr1-g895,"['Agap1', 'Agap1', 'Agap1', 'Agap1']","[1.0, 1.0, 1.0, 1.0]",Agap1,1,895
chr1-g896,"['Agap1', 'Agap1', 'Agap1', 'Agap1']","[1.0, 1.0, 1.0, 1.0]",Agap1,1,896
chr1-g897,"['Agap1', 'Agap1', 'Agap1', 'Agap1']","[1.0, 1.0, 1.0, 1.0]",Agap1,1,897
chr1-g898,"['Agap1', 'Agap1', 'Agap1', 'Agap1']","[1.0, 1.0, 1.0, 0.81128]",Agap1,1,898
chr1-g919,"['Hdac4', 'Hdac4', 'Hdac4']","[0.84888, 1.0, 1.0]",Hdac4,1,919
chr1-g920,"['Hdac4', 'Hdac4', 'Hdac4', 'Hdac4']","[1.0, 1.0, 1.0, 1.0]",Hdac4,1,920
chr1-g921,"['Hdac4', 'Hdac4', 'Hdac4', 'Hdac4']","[1.0, 1.0, 1.0, 0.21364]",Hdac4,1,921
chr1-g978,"['Pam', 'Pam', 'Pam', 'Pam']","[0.15628, 1.0, 1.0, 1.0]",Pam,1,978
chr1-g979,"['Pam', 'Pam', 'Pam', 'Pam']","[1.0, 1.0, 1.0, 1.0]",Pam,1,979
chr1-g980,"['Pam', 'Pam', 'Pam', 'Pam']","[1.0, 1.0, 1.0, 0.82584]",Pam,1,980
chr1-g997,"['Cntnap5b', 'Cntnap5b']","[0.104, 1.0]",Cntnap5b,1,997
chr1-g998,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,998
chr1-g999,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,999
chr1-g1000,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,1000
chr1-g1001,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,1001
chr1-g1002,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,1002
chr1-g1003,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 1.0]",Cntnap5b,1,1003
chr1-g1004,"['Cntnap5b', 'Cntnap5b', 'Cntnap5b', 'Cntnap5b']","[1.0, 1.0, 1.0, 0.62392]",Cntnap5b,1,1004
chr1-g1047,"['Cdh20', 'Cdh20']","[0.25924, 1.0]",Cdh20,1,1047
chr1-g1048,"['Cdh20', 'Cdh20', 'Cdh20', 'Cdh20']","[1.0, 1.0, 1.0, 1.0]",Cdh20,1,1048
chr1-g1049,"['Cdh20', 'Cdh20', 'Cdh20', 'Cdh20']","[1.0, 1.0, 1.0, 0.81924]",Cdh20,1,1049
chr1-g1061,"['Phlpp1', 'Phlpp1']","[0.12528, 1.0]",Phlpp1,1,1061
chr1-g1062,"['Phlpp1', 'Phlpp1', 'Phlpp1', 'Phlpp1']","[1.0, 1.0, 1.0, 1.0]",Phlpp1,1,1062
chr1-g1063,"['Phlpp1', 'Phlpp1', 'Phlpp1', 'Phlpp1']","[1.0, 1.0, 1.0, 0.7698]",Phlpp1,1,1063
chr1-g1156,['Cntnap5a'],[0.61056],Cntnap5a,1,1156
chr1-g1157,"['Cntnap5a', 'Cntnap5a', 'Cntnap5a', 'Cntnap5a']","[1.0, 1.0, 1.0, 1.0]",Cntnap5a,1,1157
chr1-g1158,"['Cntnap5a', 'Cntnap5a', 'Cntnap5a', 'Cntnap5a']","[1.0, 1.0, 1.0, 1.0]",Cntnap5a,1,1158
chr1-g1159,"['Cntnap5a', 'Cntnap5a', 'Cntnap5a', 'Cntnap5a']","[1.0, 1.0, 1.0, 1.0]",Cntnap5a,1,1159
chr1-g1160,"['Cntnap5a', 'Cntnap5a', 'Cntnap5a', 'Cntnap5a']","[1.0, 1.0, 1.0, 1.0]",Cntnap5a,1,1160
