fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g131,chr7-g132,chr7-g133,chr7-g134,chr7-g135,chr7-g136,chr7-g137,chr7-g138,chr7-g139,chr7-g140,chr7-g141,chr7-g142,chr7-g143,chr7-g144,chr7-g145,chr7-g146,chr7-g147,chr7-g148,chr7-g149,chr7-g150,chr7-g151,chr7-g152,chr7-g153,chr7-g154,chr7-g155,chr7-g156,chr7-g157,chr7-g158,chr7-g159,chr7-g160,chr7-g161,chr7-g162,chr7-g163,chr7-g164,chr7-g165,chr7-g166,chr7-g167,chr7-g168,chr7-g169,chr7-g170,chr7-g171,chr7-g172,chr7-g173,chr7-g174,chr7-g175,chr7-g176,chr7-g177,chr7-g178,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195
3,157,2,2,,,-0.82785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0898,-0.9401,,-0.972845,-0.8091250000000001,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,2,2,,,,,,,,,,,,,,,-1.0569,,-0.797115,,,-0.90513,-0.98104,,,,-0.610275,-0.7241299999999999,,,,,-0.6599,,,,,,,,-0.43803,,,,-0.81755,,,,,,-0.5402100000000001,-0.35239666666666664,-0.35629,-0.78252,-0.6268166666666667,-0.595675,-0.1558233333333333,-0.7007800000000001,,,,,,,,,
0,99,2,2,,,,,,,,,,,,,,,,,,,,,,,,1.1194,,1.6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,89,2,2,,,,,-0.77837,-0.79953,,,,,,,,,,,,,,,,,,,-0.66732,,,,,,,-0.65145,-0.64088,,,,,,,,,,,,,,,,,-0.79424,-0.8471200000000001,,,,,,,,-0.64088,,,,,,
3,455,2,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.6449600000000001,-0.69953,,,,,,,-0.53582,,-1.0597,,,,,,,,-0.895995,-0.53582,-1.2833999999999999,,-1.26705,,-0.92871,,,,-1.0815,,,,,,,,,,,,
2,1001,1,2,,,,,,,,0.6268699999999999,,,0.7145199999999999,,,,-0.096262,,,,,,,,,-0.42496399999999995,-0.8194,-0.17661,,0.3347,,,,,,,,,,,,,,,,,,,,,-0.0597419999999999,0.57209775,-0.03783,0.816785,-0.24966,,,,,,,,,,,,
0,648,2,1,,-0.446525,,,,-0.41858,-0.39763,,-0.23696,-0.29284,-0.54432,-0.11122,,,,,,,,,,-0.4605,,,,,,-0.99838,,,,,,,,,,,,,,,,,,,-1.0403,,-0.96345,-0.92852,,-0.80977,,-0.537335,-1.0123,,,-0.41858,,-0.86565,,-0.8237399999999999,,,
1,142,2,3,,-1.00324,,,-1.3667,-1.09495,,,,,,,,,,,,,,-1.3157999999999999,-1.139135,-0.3815699999999999,,,-0.74846,,-0.91152,-0.9319,,,,,,,,,,,,,,-0.6329600000000001,-1.0270299999999999,-1.1221,,,-1.1629,-1.1901,-1.0202,,-1.326,,-1.04739,,,,,,,,,,,,
1,194,1,1,-1.2261,,,,,,,,,,,-0.64831,,,,,,,,,,,,,,,,,,,,,-0.61942,,,,,,,,,,,,,,,1.1621,,1.9421,1.3643,1.2295,,1.3258,,,,,,,0.47836999999999996,,,,
2,14,2,1,,,,,,,,,,,,,,,1.025,,,,,,,,,,,,,,,,,,,,,,,0.19949,,,,,,,,,,,,,,,,,,,,,,,-0.0277,,,,
3,853,2,1,,-0.6229899999999999,,,,-1.01106,,-1.060975,,,,,,,,,,0.3195199999999999,,,,,0.36941500000000005,,,,,,,,,,,,,,,-1.1109,0.68543,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,2,1,,-0.34601,-0.50146,,,0.36217,,,,,,,,,,,-0.44677,-0.2366199999999999,-0.546085,,,,,,0.80838,0.438455,,0.729215,0.80838,,1.0492633333333334,0.80838,,0.3074699999999999,,,1.0214,1.4978500000000001,,2.075,,-0.2207815,-0.2654,-0.27404,0.09827999999999999,0.23981949999999994,0.3352996666666666,,,,,1.6087,2.0002,0.9595,2.5529,,,1.66948375,2.0145999999999997,2.7112499999999997,2.5846,2.3216666666666668,1.38269,,
1,142,2,2,,-0.80961,-0.7824300000000001,-0.9828399999999999,-0.7280800000000001,-0.7507233333333333,,,,,,,-0.8639600000000001,-0.32042,,,,,,,,,,,,,,,,,,-1.0474,-0.90473,,-0.7280800000000001,,-1.12215,,,,,-0.5989800000000001,,-0.8232,-0.714485,,,,,,-0.9387,,-0.83678,-0.60578,-0.91832,-0.9064274999999999,,-0.87755,,,,,,,
2,636,2,1,-1.0423,,,-1.0083,-0.94037,-0.71395,-0.79886,,,-0.71395,-0.6573466666666666,-0.5894199999999999,-0.8950799999999999,-0.76489,,,-1.002655,,-0.31772,,,,,-1.1102,,,,,,,,,,,,,,-0.81584,,,,-0.346025,-0.046024,-0.5979125000000001,,,-0.39130499999999996,-0.5290443333333333,-0.5667800000000001,,-0.583765,0.837,-0.6686650000000001,-0.09130000000000005,-0.98565,-0.73659,,,-0.36301,-0.37433,,,,,
1,81,1,2,,,,,,,,,,,,-0.6328600000000001,,,,,,,-1.6441,-1.6285,,,,,,,,,,,,,,,,,,,-1.3952,,,,,,,,,,,,,,,,,,,,,,-0.625085,,,,
2,117,1,1,,,,,,,,,,,,,,,,,,,,,,,,-1.2657,,-1.2657,,,-1.1196,-1.2657,,-1.1196,0.13239,-1.1927,,-1.1301,,0.4558399999999999,0.021103333333333325,,,,,,,,,,,,,,,,,,,,,,-1.2657,,,,
3,455,2,2,,,,,,,,,,0.39729499999999995,0.5773699999999999,,0.5773699999999999,,,,,,,,,,,,0.009858,,,,,,,,,,,,0.064424,,,,0.22813,,,-0.21933,,,,,,,,,,,,,,,,,,,,,
1,1098,2,1,,,,,,,-1.1351,,,,,,,,,,,,,,,,,,,,,,,,-0.8709399999999999,,,,,,,,,,,-1.3993,,,,,,,,,,,,,,,,,,,,,,,
0,620,2,2,,2.0697,1.8227,,,,,,,,,,,,,,,,,,,,,,,2.3907499999999997,,1.5262,0.49587,,1.395685,2.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,407,1,2,,,,,,-0.7309973333333333,-0.4245199999999999,-1.0721,,,,,,-0.72034,,0.43895,,-0.05141666666666669,,0.6388199999999999,,,,-0.76431,,,,,,,,,,,0.063179,,,,,0.151125,0.1911,0.30303,,,-0.34457,,,0.3190199999999999,,,-0.16868,0.087164,,-0.112715,,,,0.0711715,,-0.34457,,,,,
0,750,1,1,,,,,,,,,,-0.58111,,,,,,-1.2699,,,-1.1551,,-1.2289,-1.1633,,,-0.19571,,,,,,,-1.1715,-1.2043,-1.1633,-1.0977,,-0.95011,,-1.2371,-0.96651,,,,-0.82711,-1.2207,,,,,,,,,-1.2043,,,,,,-0.99931,-0.9829049999999999,,,,
0,407,1,1,,-0.74432,-0.73633,-0.2966,-0.43251,-0.48848,-0.1367,-0.69635,,,,-0.66437,,0.007214,,-0.96818,,,-0.41652,-0.87224,,,,,-0.86425,,,,-0.84026,,,,,,,-0.008777,,1.1345,,,,0.7027800000000001,,,,,,-0.40853,,-0.38454,,,,,-0.71234,,,,,,0.2390699999999999,0.2470699999999999,,,
2,555,1,2,,,,,,,,,,,,,,,-1.3071,0.50472,,,,,-0.20624,,,,,,,,-1.0892,-0.95159,-1.1351,-0.66492,,,,,-1.0089,-0.48145,,-1.1007,,-0.57318,-0.762385,,-0.8369133333333334,0.28685,,,,,,,,,,,,,,,,,,,-0.80252
2,566,1,1,-0.57271,-1.0906,-1.1051666666666666,-1.14055,-1.1093,,,,,,,,,,,,,,,0.29257,,,,,,,,,,,,-0.32311,,,,,,,,-0.32311,,,-0.79735,-0.7131125,,-1.0844,,,-1.1468,-0.8410299999999999,-1.003255,-0.89719,,,-0.75158,-1.334,,-0.58519,,,,,,,
0,27,2,1,-0.15679500000000002,-0.817095,-0.587756,-0.80079,-0.54863,-0.8225299999999999,,-0.68123,,,,,0.23177500000000004,-0.29538,-0.018213,,-0.70025,-0.7328600000000001,0.59046,,0.22905999999999999,-0.51276,-0.28994,,0.57958,-0.44483,0.6611100000000001,-0.29718633333333333,,0.10406449999999995,0.01982899999999995,-0.10244799999999996,0.31873,,,-1.1323,-0.90948,,-0.9570400000000001,,-0.94753,,,,,,,,-0.94753,-0.94209,,-0.92035,-0.8442700000000001,-0.404067,-0.5200033333333333,-0.8334,,,,,-0.96926,-0.82796,,,
2,210,2,1,-0.7837,,-0.96265,-0.0902179999999999,,,-0.134955,-0.2356199999999999,-0.28036325,,-1.3318,-0.7920849999999999,,-0.571165,-0.769695,-1.164,-0.50406,-1.1752,,-0.98502,-0.43695,-0.94028,-0.8657133333333333,,,-1.1192,-0.8396100000000001,-0.26918000000000003,,,,,-0.96265,-0.73895,-0.68302,,-1.0297399999999999,-0.987795,-0.64947,1.3824633333333332,,-0.9924766666666667,-0.6830266666666667,-0.16851,,-1.0801,-0.8284299999999999,-0.755725,-1.17515,-0.7277600000000001,-1.0577425,-0.40787600000000007,-0.14614000000000002,-0.98129,-1.102455,-0.845185,-0.55999,,-0.71658,-0.98129,-0.61591,,,,
0,353,1,1,,,,,,,0.33368,0.5791,,-0.25098,,2.4342,0.557445,,-0.0994039999999999,0.4371433333333334,-0.40978,,,,,,,-1.2182,0.65128,0.2687199999999999,0.136388,,,,,,,,,,,,,-0.15715,,0.63684,0.97611,-0.2630133333333333,,1.5583599999999997,,-0.47475,,,-0.6371586666666667,0.10992,-0.3400066666666666,-0.6652859999999999,0.14240300000000006,-0.8284299999999999,2.1238,,,0.441943,,0.25428,,,
1,233,1,1,1.4999,,-0.40751,,-0.32565,0.030465,-0.30928,,0.7386,3.5384,4.0132,1.1152,-0.40751,0.0386515,,,,,0.9187,,,1.14791,,,0.10005000000000004,,-0.1701,-0.4157,0.091864,,,,-0.57943,,,-0.6531100000000001,,,,,,,,,-0.16192,,,,,,0.45206999999999997,0.3783835,0.2088042857142857,-0.56306,-0.460725,0.01818533333333333,,,,,0.30062,,,,
0,610,2,1,,,,,,,,-0.7013199999999999,-1.4282,,,-1.4559,,,,,,,,,,,,,,-0.27208,,,,,-1.1929,-0.38977,-0.38977,,-1.0959,,,,-1.0821,,1.9503,,,-1.0613,,-0.77055,,,-1.026695,-1.0406,,,-1.0613000000000001,-1.14785,-1.2482,,,,,,,,,,
2,569,2,1,,-0.9491916666666667,,-0.4663765,,-0.56375,-0.7706733333333333,,-0.679365,,,-1.1601,-1.1115,-1.0019,,-1.0749,,,,,,,,-0.953225,,-0.8984575,-0.8558600000000001,,,,,-0.47855,,,,0.2639,-0.33654999999999996,-0.5150600000000001,-0.02415666666666667,,-0.23512,-0.9897300000000001,-0.60026,-0.21687,-0.24729500000000001,-1.03235,-0.8558566666666666,-0.8274633333333332,-0.61243,-0.852815,-1.01814,-0.84369,-0.92888,,-1.0789866666666665,-0.9045449999999999,,-0.941065,,-0.98974,,,,,-0.47855
2,636,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0.2709565,0.25964,,-0.00074,,1.72,,0.7577750000000001,,,0.71813,,,2.5690999999999997,,,,-0.1479099999999999,,-0.029043499999999996,,0.7860349999999999,2.6257,2.32,2.0672,,,0.3502,,1.7313,0.423789,,,,,,,,,,
2,603,2,1,,-1.0868,-0.64818,,,,-0.74939,-0.911345,-0.79438,-0.66842,,,-1.1678,-1.1408,,-0.25681,,-1.2892000000000001,-0.66842,-1.3702,-1.1813,,-1.2217,,,-0.85736,,,,,,-1.1813,,,,,-0.30404,,-0.26355,,-1.2892000000000001,,-0.4659899999999999,,,,,-0.83037,,-0.5435975000000001,,1.03874,-0.6728999999999999,,-1.5996,-0.17921899999999996,,,,,,,,,
3,741,2,1,-0.49290666666666666,-0.6043850000000001,-0.5202275,-0.497275,-0.385795,-0.67104675,-1.1792799999999999,-0.93008,-0.9432,,,,,,,-0.44482,-0.19562499999999994,,,-0.038240000000000024,-0.32678,-0.5563,-0.24809000000000003,-0.6022,-0.30055,-0.8186100000000001,-0.8776200000000001,-0.8164186666666667,-0.84483,-0.064472,-1.0219,-0.36612,-0.857955,,,,-0.69401,,,,,-1.1268,-0.33989,,,,,-0.064472,-1.0219,0.26341000000000003,0.163734,0.21532199999999999,-0.04698333333333338,0.027334999999999984,0.09946999999999995,0.22407,-0.4666836666666667,-1.3826,-0.30055,-0.68089,,,,,0.7880199999999999
2,80,2,1,,,-0.24691,,0.39357,,0.21273,0.14868000000000003,0.670489,0.054491,0.1863585,,0.1599799999999999,-0.27705,-0.32226,-0.26198,-0.2808225,,0.32576,0.15245,1.066085,,0.2504,,-0.57092,,,,-0.6161300000000001,,-0.23938,,-0.051,-0.6199,-0.20546799999999996,-0.40515,-0.21978879999999998,-0.09055974999999997,-0.13238,-0.08867500000000006,0.64223,-1.3947633333333334,-0.582225,-0.6111066666666667,,,-0.463924,-1.099888,-0.53325,-0.5407850000000001,-0.44283,,-0.53325,,,-0.37501,0.03565499999999999,0.28808,-0.020859999999999972,,,,,,-0.310965
0,352,1,1,,-0.6534,-0.682515,-0.758945,0.36567,0.6713899999999999,,,-0.56605,0.54037,,,,-0.47142,,-0.98824,-0.40591,-0.14387,0.2856,,,,,0.8388100000000001,-0.92273,-0.20939000000000002,-1.2794,,-1.2175,,,,0.1291,0.045389999999999986,,,,,,,,,,,,0.1764099999999999,-0.52966,,,-0.23849333333333333,,-0.304,,0.25648333333333334,-0.28945399999999993,-0.5903133333333334,0.023553,0.04173499999999997,,-0.43503,,,,,
0,275,1,1,-1.0854,-1.0424,0.014690000000000036,-0.72705,-1.1714,-0.30423,0.30493,-0.24689,0.1616,,,-0.84172,0.4196,,,0.46976,0.075602,-0.99938,0.2117699999999999,,,,,-0.21822999999999998,,-0.1609,,0.2117699999999999,,-0.59806,-1.15705,-1.0065333333333333,,-1.1857,,-0.80589,-0.73422,,,,-0.99938,-0.4403899999999999,,,0.3550985,,,,,-1.4007,-0.3520033333333333,-1.2717,,,-0.67689,,,-1.0066,,,-0.90622,,,,-0.67689
1,826,1,1,,-0.6638200000000001,-0.8401000000000001,-1.0497,,-0.963975,,,,-1.0307,,,0.16039,,,0.16039,-0.1064099999999999,,-0.19215949999999993,,,,,0.065106,,,,-0.09052333333333336,,,,,-0.47801,,,,,0.18898,,-0.9449,,,-0.3827249999999999,-0.2302699999999999,,,,0.37001,,0.79402,,0.198505,,0.35572000000000004,,,,,0.4653,,,-1.1831,,,
2,260,1,1,-0.5740500000000001,-0.88469,-1.2540499999999999,-1.3052,,-0.35053000000000006,,-0.8960600000000001,-0.53238,-0.80514,-0.53238,-0.674445,-0.8467933333333333,,,-0.043688,0.024502,-0.94152,-1.3279,-0.8960599999999999,-0.55511,-0.16017774999999995,,,-0.68012,-0.8903749999999999,-0.56648,-0.91879,-0.771045,-0.8392333333333334,-0.7331599999999999,-0.7861983333333334,-0.6914899999999999,-0.93015,-0.93015,-0.856275,-0.8392299999999999,-0.6365583333333333,,,,-0.4982899999999999,-0.5267,-0.5522674999999999,0.445,-0.90742,,,-0.27099,,-0.66876,-0.754,-0.8619600000000001,,,-0.29372,,-0.5693175,-0.47556,,,,,,
0,310,1,1,,,-0.32868,0.186462,,-0.236451,-0.564885,,-0.099229,,,,-0.308435,,,,,0.15721500000000005,-0.24095,0.032369499999999995,,,,,,,,,,-0.15659499999999998,-0.3624199999999999,-1.1655,-0.80108,-0.99679,,,-0.072234,,-0.75384,,-0.42541333333333337,,0.20446,-0.45691,,,,0.04924500000000001,0.008749,1.9456,1.3045,1.6554,,-0.4704,,0.19094499999999998,-0.2769446666666667,0.20783,,0.4119775,,-0.72685,-0.72685,,-0.80108
1,718,1,1,,,,,,,,,,,,,,,,,0.68145,,-0.003925,0.49693,,,-0.100581,,,,,,,0.18059999999999998,,,,0.277255,0.69024,,,,0.066371,-0.083007,,,,0.268465,,,1.34485,,0.0004699999999999427,0.8044849999999999,0.496955,1.24825,-0.56629,0.37830775,0.593585,0.49693,,0.24210700000000002,,,,,,,-0.60144
2,770,2,1,1.139,,,,1.4143,,,0.35333000000000003,3.2264,1.3569,,,,,,1.4257,1.4371800000000001,0.29025,1.2537,1.00517,1.4257,-0.065309,1.4143,,,,,,,,,,,,,,0.10290866666666665,1.0702,0.12967,,,,,,,,,,,0.29025,0.27878,0.71462,-0.40939,,-0.28896449999999996,0.382,,0.40494,,,0.026448,,,,
3,353,2,2,0.15143,-0.99626,0.24819249999999998,0.478385,-0.4090633333333334,,0.22481999999999996,-1.1831,-0.72934,-1.0674333333333335,,-0.96957,-0.8672733333333333,-0.519166,,0.15143,,,,0.3115699999999999,,,0.19146499999999997,-0.76939,-0.79608,-1.5301,,-0.872815,-1.3432,,,-1.2899,,,-0.90284,-0.23558,-0.71601,-0.39573,-1.2365,-0.11548,,-0.10213000000000003,-0.20889,-0.322327,,-0.4891399999999999,-0.34901499999999996,,,-0.70934,-1.063,-0.35568000000000005,-0.976245,0.5784699999999999,-0.52918,-0.46244999999999997,,-0.66263,,-0.66263,,,,-0.07544,
2,584,2,1,-0.016378999999999998,-0.4976293333333333,,-0.2666199999999999,0.0927019999999999,-1.3574,,,-0.106213,,,-0.97244,,,-0.5617800000000001,-0.69011,-0.07412999999999999,-0.3350666666666666,0.33653266666666665,-0.41741000000000006,-0.523285,-0.36929,-0.330785,,,-0.80561,,-0.58745,,,,,-0.66445,,,,,,-0.80561,,,-0.35645,-0.18320699999999995,-0.4676766666666666,-0.45912,-0.3307899999999999,0.18895149999999994,,,,,-0.35645333333333334,,-0.21529,-0.35645,-0.16396,,,,-0.5361199999999999,,,,,-0.11263
2,591,2,2,,,,,,-0.54209,,,-1.1222,,-1.1918,,,,,,,,,,,-0.6233,,,,,,-0.99456,,-1.331,,-0.94815,,,,-0.44927,,-0.47248,,,,,,,,,,,-1.2111333333333334,-1.0090625,-0.8066099999999998,,-1.099,-1.1802,,,,-1.3194,,-1.273,,,,,
2,1229,1,1,0.3418199999999999,-0.048215666666666636,0.3418199999999999,-1.11,-0.2324,-0.9149400000000001,,,,,-1.0233,-0.43825,,,,,,-0.13489,,,,,,,,0.27681,,,,,,,-0.17823,,,,,,,,,,,,,,,,,-0.32991,,,,,,,,-1.0883,,,-0.11322,,,,
2,198,2,1,0.753825,-0.524745,,0.18449,,-0.72646,0.330244,-0.028061999999999993,0.086891,-0.108315,,0.20401,-0.40112,,-0.59632,,,,-0.17988899999999997,-0.3035199999999999,,,,,-0.36208,,,,-0.6679,,-0.8435799999999999,,,,,,,,-0.59632,,-0.59632,,-0.13433799999999996,-0.3881,,,-0.32954,-0.307853,-0.34256,,,,,,,-0.4792,,-0.004204,0.1519599999999999,,,,,,
0,646,2,1,0.13474,-0.20904,-0.3489399999999999,-0.73669,0.041466333333333334,0.86226,,0.19070166666666669,,,,-0.5767899999999999,-0.69671,,,-0.42489,-0.16106666666666666,,-0.68872,-0.2490099999999999,-0.43022,,,-0.06513,-0.017162,,,-0.12109,-0.48086,0.022811,,-0.42489,-0.48086,0.21468,,,-0.265,,-0.0531375,,,-0.79265,0.12274500000000002,-0.6967099999999999,-0.752675,-0.6727333333333333,1.4378950000000001,,-0.27299,,,,0.499827,-0.1330875,-0.16506475,,0.29463,,,,,,-0.5608,,
1,98,1,1,,,,-0.36775,,,,,,,,-0.23285999999999996,,-0.20446,3.4235,,1.50655,1.8722,1.3042500000000001,1.3450725,1.1658,0.6617099999999999,1.2794,-0.35355549999999997,0.16472,-0.69079,,0.2641199999999999,1.44621,,-0.70854,2.0816,,,,,,0.086625,,0.31382,0.0369275,1.3646,1.0664,,0.2144199999999999,,2.1739,1.535,0.51972,-0.1453,0.13632,0.86049,0.20022,0.1824695,,,,0.44161,1.7054,2.2733,,,,,
1,843,2,1,-0.88265,,-0.25648,,,-0.38914000000000004,,0.10437,,,,,,-0.99939,,,,,,,,,,,,,,,,,,,,,,,-0.097283,,,0.15743,,,-0.72345,,,,,,,,,,,0.5925695000000001,,,,,,-0.18219,,,,,
2,43,2,1,0.5997899999999999,,1.071905,0.61988,0.9123066666666665,-0.07213000000000004,0.32522166666666663,-1.379159,,,-0.023018,0.14775175000000002,-0.15193449999999997,-0.3400033333333334,-0.32437499999999997,-0.08663899999999997,-0.026364999999999972,-0.2708,0.02720499999999998,-0.57216,-0.57886,,,-0.52528,0.11762,-0.44938666666666666,,-0.52528,-0.41144,-0.35786500000000004,-0.4097625,-0.2775,,,-0.46501,,-0.394697,-0.364557,-0.36456,-0.319355,-0.22057500000000002,,0.30513500000000005,0.033903499999999955,0.010466,,0.037254,0.17119,,-0.37460499999999997,-0.023018,-0.151935,-0.2462483333333333,-0.02301766666666667,-0.237315,-0.14802766666666667,,,,,,,,,
2,30,1,1,,,,-1.1003,,,,-0.34597666666666665,,-0.63021,-1.0456,-1.0347,,-0.4990300000000001,,-0.8379200000000001,-0.73953,-0.2147995,-0.33505,-0.6630024999999999,-0.85432,-1.0784,,,,-1.4938,-1.48835,-1.45285,,-1.4392,-1.30255,-1.2132333333333334,-0.8324499999999999,-0.79418,-0.8816649999999999,,-1.2861,-0.98003,-0.2148,-0.9417500000000001,-1.0675,-0.93631,0.59416,0.058499999999999996,-1.2096,,-0.9745649999999999,,-1.1331,-0.622015,-0.7258865,-0.881645,-0.39791,-0.6411399999999999,-0.5609816666666667,,,,,,,-0.63021,,,
2,841,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4442399999999999,,,,,,,,,,-0.87823,,,,,,,-1.0322,-0.59124,-0.3835766666666666,-0.9482200000000001,-0.19574999999999998,-0.115251,-0.4932275,-0.5328983333333334,,,0.129745,,,,,,,
2,730,2,1,,-0.7079300000000001,-0.87125,-0.388115,,-0.31326,,,,,-0.55823,,-0.53101,-0.5945233333333334,-0.27923499999999996,-0.2248,0.5305300000000001,,-0.619475,-0.3994533333333334,-0.50379,-0.1771599999999999,-0.5174,,,,,,,,,,,,-1.0073,,,,-0.13634,,,,,-0.40853,,,-0.40853,,-0.9256900000000001,-0.7487633333333333,-0.7533,-0.578645,-0.77598,-0.49018,,-0.73515,-0.85764,,-0.14995,,,,,,
1,468,1,1,,,,-0.68174,,,0.3579199999999999,-0.13618,,,,,-0.4244,,,,,,,-0.8395766666666667,,,,,,,-1.1964,,-1.3714,,,,-0.59939,-0.3214599999999999,,,,-0.45527999999999996,-0.50675,-0.84644,-0.5719366666666666,,,,,0.40939,,1.0836000000000001,,0.16234,-0.11559,,-0.21852,-0.47929666666666665,-0.9082,,-0.65086,,-0.37293,,-1.2685,,,,-0.4346899999999999
3,823,2,1,,-0.24122,,-0.67781,,,,0.015597,0.12474499999999994,,,,,,,,,,,,-0.4852,-0.43383,,,,,,,,,0.24673,,-0.31826,,-0.51088,,-0.18986,-0.395305,-0.04860999999999999,,,-0.21981666666666663,-0.6136,,,,0.27241,,-0.09997,,0.4265,-0.56224,-0.15133333333333332,-0.4552333333333333,,-0.022925,0.60628,1.0814,0.7304033333333333,0.8887700000000001,,,,,
2,578,2,1,,-1.2476666666666667,-1.2235,-1.3395,,,,-1.2235,,-0.87549,-0.730485,-0.12872899999999995,,-0.88999,,1.3575,-0.37522999999999995,-0.30273,-0.49848,,0.241025,,0.25550999999999996,-0.10697599999999996,-0.64348,,-0.1214799999999999,-0.11422500000000002,,,,,,-0.38248,,,,-0.82474,-0.563735,-1.267,,,0.023523,,-0.75949,,-0.14081199999999994,-0.20847899999999994,-1.4845,-0.8609899999999999,,-0.1069799999999999,-1.093,,-1.1365,,0.067024,0.023523,0.110526,0.41503,0.41503,,,,
3,62,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50231,,,,,,,,,,,,,,,,,,,,,,,,,,
