fov,cellID,rep,dbscan_ldp_nbr_allele,chr13-g279,chr13-g280,chr13-g281,chr13-g282,chr13-g283,chr13-g284,chr13-g285,chr13-g286,chr13-g287,chr13-g288,chr13-g289,chr13-g290,chr13-g291,chr13-g292,chr13-g293,chr13-g294,chr13-g295,chr13-g296,chr13-g297,chr13-g298,chr13-g299,chr13-g300,chr13-g301,chr13-g302,chr13-g303,chr13-g304,chr13-g305,chr13-g306,chr13-g307,chr13-g308,chr13-g309,chr13-g310,chr13-g311,chr13-g312,chr13-g313,chr13-g314,chr13-g315,chr13-g316,chr13-g317,chr13-g318,chr13-g319,chr13-g320,chr13-g321,chr13-g322,chr13-g323,chr13-g324,chr13-g325,chr13-g326,chr13-g327,chr13-g331,chr13-g332,chr13-g333,chr13-g334,chr13-g335,chr13-g336,chr13-g337,chr13-g338,chr13-g339
2,1001,1,1,,,,,-1.3307,,,0.46617,-0.49801,,,,,,,,-0.96549,,,,,,,0.40774,-0.5564399999999999,0.39313,,,-0.6732906666666666,0.97748,0.174,-0.030524,-0.90705,0.20322,-0.9946900000000001,-0.90705,-0.549135,-0.68792,,-1.0824,-0.70253,,,-0.687935,-0.57105,,0.071737,,,,,,-0.74635,-0.80479,-1.0239,-0.75365075,,
0,352,1,1,,,,,,-0.99552,,,1.1518,,,,1.1518,0.52581,,,,-1.11565,,,,,,,-0.37313499999999994,-0.6412666666666667,,-0.98824,,,-0.3840699999999999,-0.642485,-0.3768,-0.7534975,,-0.71891,-0.0419579999999999,-0.55877,-1.061,-1.061,,-0.76259,-0.7989833333333333,,-1.0731633333333332,,-0.93728,-0.6133649999999999,-0.92273,,,,-0.758945,,-0.75167,0.30016,-0.06379499999999999,0.43118
1,84,1,1,,,-0.7842899999999999,,,-0.63725,-0.58824,,,,-0.395575,3.5085,3.5085,,0.4979,0.1621445,0.3446695,0.50016,-0.006859999999999991,,,-0.38543,-0.6626,,1.0511300000000001,0.7119900000000001,-0.58148,-0.096997,-0.14883,1.6764,,-0.36515,0.92605,1.90625,2.1361,1.7508,,0.030299999999999994,1.0342,,,-1.102,,-0.26375,1.1356106666666668,1.8133225,,,,,,,,-0.25023,,,,
1,612,2,1,0.21586,,,,-0.765725,-0.37483,-0.51381,,-0.70492,-0.94814,,,-1.0263499999999999,-0.8265299999999999,,,-1.08715,,,-0.77441,,,1.6405,,,,,,,-0.73966,,,,-0.5311899999999999,,,,,,-1.035,-0.392203,,,,,,,,,,,,,,-0.2011,0.7718,,-0.366145
2,730,2,3,-0.21799,,,-0.27243,0.42165,-0.2316,,,,,,,,,,,,,,,,,-0.32687,,0.34,,-0.32687,-0.2452099999999999,,-0.05014333333333327,,0.09502333333333335,,1.0613,0.2538033333333334,,1.456,,,0.38082,-0.13634,0.031513000000000034,-0.13634,,,,,,,,,,,,,,0.16987499999999994,
2,80,2,2,,0.52167,,,,0.13361,,-0.096211,-0.2243099999999999,,,-0.29588999999999993,0.8456799999999999,0.84569,0.4953,0.67991,0.35338200000000003,1.0139733333333334,0.73265,0.90596,0.26547,-0.48050499999999996,0.18259,0.0884,,,,,,-0.66888,-0.4579,-0.6349750000000001,,-0.7367,0.25416999999999995,,,,,-0.12635,0.062027,0.10724000000000002,0.20016899999999996,,-0.02086033333333329,,,0.71005,,,,,-0.02086,,,,,
0,610,2,1,,-0.54901,,0.094848,,-0.61131,,-0.057461,0.40639000000000003,0.24023,0.52581,0.046386,,-0.10823133333333333,,,,,,,,,,,,,,,,-0.099,,-0.099,,,0.34408075000000005,,-0.022846,-0.279,-0.590545,,,,,,,-0.7843899999999999,,-0.8536299999999999,,,,,,,,-0.87439,,
2,566,1,1,,-1.3714,-0.6351100000000001,,,-1.1655,,1.1371,,0.35081,0.999795,,,,-0.58935,-0.33559,-0.35743,0.05129000000000003,,-1.0719,-0.6559033333333333,,,0.38825,,-0.93463,,-0.8472700000000001,0.013853,-0.78487,,-0.69127,-0.52279,-0.76615,-0.37303,-0.38550925,,-1.2716,-0.14839,,-0.06519,-0.75991,-0.79735,-0.990785,-0.011109999999999981,0.40906766666666666,-0.036067,-0.23575000000000004,,,,-0.2232699999999999,-0.32311,-0.30438999999999994,0.13865,-0.42295,,0.21977750000000001
3,853,2,1,,,,,,,,,,,,,-0.97782,,-0.39013,-0.29034,-0.33469,-0.31806,-0.29034,,,,,,,-0.3236,-0.20163,,,1.2288,,,,,,,-1.0443,,,,,,,,,,,,,,,,,,,,,
1,468,1,2,,,,,,,0.16234,,,,,-0.002358,,,0.2344,,,0.028524999999999995,,,,,,,,-0.50675,,,,,0.090285,,,,-0.3008699999999999,-0.61998,-0.22366950000000002,,-0.5582199999999999,,,,,-0.41925,-0.26999,,,,,,,,,,,,-0.17735,-0.63027
0,99,2,1,0.47423499999999996,0.28124,,0.556955,,0.044135,0.44115,0.22196,0.13512640000000004,-0.1571296666666667,-0.183325,0.95396,0.358425,0.61071,-0.5513899999999999,,,0.33086333333333334,-0.08407000000000003,-0.13783,,0.341894,-0.3694233333333334,0.7141,-0.38183,0.275725,0.29227,-0.015414800000000029,,-0.079932,0.48251,0.24057525,0.79062275,1.0532,0.23161299999999999,0.99532,-0.05511966666666668,-0.37217666666666666,0.1781274,0.6139295555555555,0.41716699999999995,0.2955794,0.085491,0.11857666666666666,0.18888,-0.749895,0.15166,-0.49900666666666665,,,-0.3901,,0.07725000000000004,-0.5817183333333333,-0.8905,,-0.9484,
2,578,2,1,-0.005477,,-0.31722999999999996,,,,,,,,,,,,,,,,,,,-0.41148,,,-0.93349,,-0.781235,-0.93349,,-0.61448,,,,-0.65799,-0.73049,,,-1.0495,,-1.2815,-1.2742499999999999,-1.151,-0.8609899999999999,-1.035,,,,,,,,,-1.064,,-0.8174899999999999,,,
0,648,2,1,-0.18108,0.3987199999999999,,,,,,,0.3498199999999999,,0.14724,,,,,,0.3568,,,0.3498199999999999,-0.42557,,0.4825399999999999,,,-0.25093,,0.3568,0.82483,,,,,,,,,,-0.3627,0.11580700000000006,-0.16012,,-0.11296725000000002,0.11231,,,,-0.47447,,,,0.63622,,,,,,
1,663,1,1,,1.0035,,,,,0.56686,,,,,,,,,,,,,1.4111,,,,,,,,,0.8385600000000001,,,,,,,,,,,0.32427,,,,,,,,,,,-0.24825,0.62508,-0.72373,0.110786,,,-0.29677,
2,119,1,1,,,,,,,,,,,,,,,,,0.12789,,,,,,,,,-0.944915,-0.68509,-0.685095,,-0.66833,-0.66833,,,-0.60128,0.65591,-0.8778600000000001,,-1.02455,,,,-0.727,,,-1.0175333333333334,-1.0916,-1.1377,-1.0580500000000002,,,,,0.085983,-0.4001333333333333,-0.67671,0.63915,,0.20332
2,569,2,1,-0.600265,,,,,0.31258,,,,-0.77066,-0.7098,,-0.25947,,-0.03632333333333334,0.30041,0.11784,0.09755999999999997,-0.43798833333333326,0.1787,-0.271635,,,-0.11341,,0.37344,,0.37344,,1.17676,0.05698500000000001,-0.52723,0.397776,-0.47449,0.9049166666666667,-0.09211,0.409955,1.2741,,1.694035,1.3917666666666666,1.2133,0.99417,,,,0.68989,-0.29598,,,,,0.343005,-0.10124,-0.3000366666666667,0.632072,1.9678499999999999,-0.58809
0,407,1,1,,1.36638,2.5576149999999997,0.4469399999999999,0.90266,,-0.10472,-0.48049,-0.04875500000000001,-0.20865,,-0.48848,-0.48848,-0.44051,-0.19265999999999997,-0.49381,-0.884235,-0.348568,-0.21665,,,-0.4271833333333333,-0.60041,,,-0.09272499999999999,-0.84026,,0.55887,,,,-0.2886,-0.81628,,-0.94018,,,-0.54844,-0.2886,-0.31259025,-0.91222,,2.4937,4.5724,,,,,,,0.81471,,0.3861716,0.1724416666666666,0.023204,0.762745,-0.30859
1,189,2,2,,,,,,,,,,,,,,,,,-0.32238,-0.32238,,-0.46007,-0.18468399999999993,,,-1.2862,-0.46006549999999996,-1.2862,,,,-0.6085533333333333,-0.670655,-0.8245399999999999,-0.54106,,,,,,,,-0.41957,,-0.35477,-0.49246,,,-0.70305,-0.64635,,,,,,,,-0.6058600000000001,-0.86504,-0.97033
0,149,2,2,,,,,,,,-0.41875,,,,-0.1695,,0.052798,,-0.07013924999999999,,-0.64105,,,,-0.034776,,,-0.13582,0.158335,,,,1.1306233333333333,,,,4.24285,0.58497,,,-0.45243,-0.21441333333333332,-0.72863,,0.052799999999999986,0.54456,,,1.5618,1.5618,0.74665,,,,,0.23468,,0.6893799999999999,,,
2,260,1,1,-0.99834,0.31999,-0.73695,,0.081326,,,-0.10050999999999999,,,-0.6573899999999999,,,0.30863,-0.36569333333333337,-0.57216,0.08701099999999995,-0.79377,-0.53238,,-1.0097,,,-0.35508759999999995,,-0.38085133333333326,-1.0665466666666668,-0.64887,-0.58921,-0.8216620909090909,-0.514198,-0.59488075,-0.7341125,-0.9187924999999999,-0.5437599999999999,-0.55511,-0.37705933333333336,-0.10051399999999999,-0.072099,-0.98698,-0.15733699999999998,-0.28235,0.160881,-0.543745,,-1.0267600000000001,,-0.5039625,,,0.001772,,,-0.4073699999999999,-0.8392299999999999,-0.76536,-0.73695,-0.72558
3,741,2,1,,,,-0.2612,,,,,-0.838275,-1.035,-0.29399,,,0.092912,0.66343,1.109345,,0.32242999999999994,0.6043999999999999,0.6699849999999999,-0.28087500000000004,-0.40984233333333336,-0.63499,-0.66778,,-0.66778,-0.621875,-0.52351,-0.35301,0.31587,,,,,0.014223333333333338,-0.64155,0.0142199999999999,-0.48416,-0.54974,-0.72024,-0.82516,-0.6634033333333332,0.10603,0.10603,-0.1956246666666667,-0.021849,0.32899,0.1191435,0.13226,,-0.28743,,,,0.18033333333333337,-0.45793249999999996,-0.530065,-0.40546866666666664
2,555,1,1,,,,,,,-0.7967850000000001,-0.1317,-0.1575025,0.0919059999999999,-0.80252,,,,-0.81019,-1.1121,,-0.796805,,,,,-0.7337199999999999,-1.1351,-0.9171750000000001,-0.49291,-0.6725633333333333,-0.34384,,-0.575474,-0.4929133333333333,-0.19477,-0.687835,-0.7222550000000001,-0.5082033333333333,-0.8483899999999999,,-0.9343950000000001,-0.945845,,,-0.95159,-0.46998,-0.58465,,,-0.0571659999999999,,,,,,-0.24064,-0.2349065,-0.35244,-0.7107899999999999,-0.6649149999999999,-0.4126399999999999
2,603,2,1,1.3694,,0.64064,-0.2028245,-0.15559,,,,-0.53347,0.27627,-0.13310066666666667,0.35724,,,0.81609,,0.05134333333333335,-0.499725,,,,-1.0193,-1.0733,-0.5604600000000001,,-1.2082,,-0.439,,-0.4659899999999999,,-0.385015,-0.84386,,-0.62793,,-0.5199699999999999,-0.70891,,-0.445745,,,-0.26355,-0.33103,,,-0.6414300000000001,,,,,,,-0.70891,-0.83037,-0.6785424999999999,-0.587445,-0.57935
2,578,2,2,,,,,,,-0.26648,,,,,-0.20123000000000002,,,,,,,,,-0.26648,-0.179478,,,,,-0.54198,,0.48753,-0.24472999999999995,,-0.5274800000000001,-0.22298,-0.00547999999999995,-0.19397999999999999,-0.36314899999999994,0.7340300000000001,,0.7533533333333334,0.7581966666666666,0.66153,-0.29547850000000003,-0.14322899999999988,,0.2603566666666667,,-0.019977,-0.17948,,,,0.28453,0.64703,1.6765,-0.10697999999999996,,0.6832800000000001,0.61078
1,77,2,2,,,-0.8469200000000001,,,,,,,,,,,-0.79798,,,,,,,,,-0.62525,-0.4841899999999999,-0.52737,,-0.8195650000000001,-0.63389,-0.62525,-0.6204533333333334,-0.85267,,-0.6741900000000001,-0.57343,,-0.67419,-0.77495,-1.0196,,,,,,,,,,,,,,,,,,,,
1,77,2,1,-0.76055,,,,,,,,-0.92176,,,-0.85555,-0.9707,0.87171,-0.9131499999999999,-0.9256166666666666,,-0.841875,-0.668435,-0.94479,,,,,,,,,,0.15778,-0.029345,0.6126275,-0.48707,-0.48707,,-0.48707,-0.20494899999999996,-0.52449,-0.44197,-0.30954666666666664,-0.28556,-0.6089366666666666,-0.5475233333333334,-0.58495,,,,,,,,,,0.38808,-0.36616,,,
1,137,1,1,,,,0.0261779999999999,,-0.053478000000000026,,,,,,,,1.9543,,,0.4265,0.2059135,,-0.6846,,,,,,,,,,,-0.46401499999999996,,,-0.055521,,1.0229,-0.1576455,,,-0.51303,,,1.3824,,,,-0.1127099999999999,-0.006502,,,,,,,-0.006502,,,
3,91,2,1,,,,,,,-0.68965,-0.38174,,,,-0.37212,-0.43947499999999995,-0.16043,,-0.7377600000000001,,,-0.40099,,,-0.99756,,-0.72333,-0.77625,0.91725,0.59009,0.91725,,,,,0.012766,-1.675905,0.10899,,,,,,,,,,,,,,,,,0.3303,,,,,,
1,53,1,3,,,0.7284,,,,,,,,,,,0.29766,,,,,,,,,0.62584,,2.1027,,,,,0.98137,0.33526,0.34209999999999996,0.01562749999999999,0.43098000000000003,0.143825,-0.36554,0.63951,0.12673,,,,-0.14675,,0.79221,0.53012,,,,,,,,,,,,,
2,199,2,1,-0.045270000000000046,-0.24885,,0.30251,-0.024065000000000003,0.20920499999999995,0.27706,,0.573945,,,0.26858,,0.57394,,0.3534,0.8538600000000001,,1.19318,1.4928566666666665,,,,,1.4391,0.6927,,,2.7454,,0.65877,0.76056,,0.33644,,,,0.55698,,0.86235,-0.028305,,,0.822065,2.1177,0.7803466666666666,0.654525,0.620595,,,,,,,,,,
0,275,1,2,,,,,,,,,,,,,,,,,,,,,,,,-0.1895599999999999,,-0.28989,,,,,,,,,-0.626725,-0.61956,,-0.90622,-0.684055,-0.35439,,-0.68406,,-0.053396,,,-0.010397,,,,,,,,,-0.18239,,-0.61239
0,158,2,1,,-0.2075566666666667,-0.1838275,0.4610966666666667,-0.61305,0.1834,0.3467699999999999,0.19579999999999995,-0.7306300000000001,-0.8374000000000001,,0.95508,0.50857,0.579745,,-1.09625,,-0.21295174999999997,0.26914,,,-0.74681,-0.17736,-0.83093,,0.12354100000000001,,-0.93447,-0.145,0.670345,0.61857,-0.11911999999999995,0.49562,,-0.056027500000000036,0.06853999999999999,-0.34236999999999995,0.7642,0.40503,1.5072333333333334,0.922715,-1.0833,0.15050500000000003,-0.46208333333333323,-0.34236999999999995,-0.12343666666666668,0.010300000000000004,,,1.8416,,1.6733,,-0.4836566666666666,-0.7877766666666667,0.10520999999999996,0.27399249999999997,0.5042366666666666
1,718,1,1,,,,,,,0.628735,0.404665,0.373915,,0.90991,,-0.021499,-0.1533,,,,,0.26847,,,,0.10152,,-0.30706999999999995,,0.20037750000000004,0.127881,,0.16083224999999998,-0.01798400000000001,-0.10057999999999999,,-0.57507,0.11616133333333334,1.0241,0.5848,,0.43981500000000007,,,1.4459,,1.0417,,,,,,,,,0.1806,,0.5584399999999999,,1.1999,
1,468,1,1,1.5623,,1.1299,0.97554,0.3991,,0.97554,,,,,-0.40381,0.49173999999999995,,,,,,,,,,,-0.7023250000000001,-0.79497,-0.6457125,-0.084707,,,,,,-0.17735,-0.2768566666666667,,,,,1.6858,1.2123,1.5417,,,,0.3579199999999999,0.13146,-0.3214599999999999,0.043964999999999976,,,0.76967,,,,,-0.31117,0.15205,
