fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195,chr7-g196,chr7-g197,chr7-g198,chr7-g199,chr7-g200,chr7-g201,chr7-g202,chr7-g203,chr7-g204,chr7-g205,chr7-g206,chr7-g207,chr7-g208,chr7-g209,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242
3,455,2,1,0.2320199999999999,,,,0.71187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39037,,,,,,,,,,,,,,,,,,,,,-1.7066,,,,
0,648,2,1,0.75717,-0.038874,,0.5969899999999999,,1.007165,0.063059,,,0.097037,,-0.26215,,0.11645,,,,,,,,,,,,0.0145199999999999,,,,,,,,,,0.84454,0.52904,0.37371,,0.60185,0.9464733333333334,0.57272,0.45623,0.5969899999999999,,,,,,,,,,,,,,,,,,,,
2,578,2,1,-0.34506,1.6716,,1.9808,-0.14292,,0.6513800000000001,,0.72272,0.31131,0.30655,0.22807,0.19478,,,,,,,0.3255699999999999,,,0.11154,,0.2815765,,,,,,,0.066356,,0.90822,,,,,,,,0.3667933333333333,1.1614974999999998,1.050895,0.95699,0.16445749999999998,1.6122,-0.24518,1.4053,0.21142499999999997,-0.3189,0.8951550000000001,,,,,0.22569,,1.8381,,2.3185,0.083003,,1.794675
2,569,2,1,-0.04728,0.08228099999999999,0.20630333333333337,0.570705,0.06419000000000001,,-0.12681000000000003,-0.0199,,0.10036900000000004,,0.11504,,,,,0.4787899999999999,,0.9139116666666668,0.3282025,0.52768,0.92858,1.303575,1.559062,0.93642,,,,,-0.15484,0.66066,0.56679,0.35949,,,0.57657,0.9393449999999999,,0.99507,,0.20597700000000002,0.15708299999999997,-0.18613,,,,,,0.048547999999999945,-0.31716,-0.36018,-0.07954849999999995,-0.30151,-0.055103,,0.11503999999999995,,,,0.07690499999999999,-0.3093349999999999,,0.11243000000000003,0.1756625
0,620,2,1,-0.028797,-0.44250500000000004,-0.48585,,,-0.51737,-0.4582699999999999,,,,,,-0.60011,,,,,,0.1288099999999999,,0.13931333333333332,,,,,,,,,,,,,,,,0.57404,,,,,,,,,,,,,,,,,,,,0.71194,,1.1217,,,,,
1,831,1,1,,1.4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007325,,,,0.8327600000000001,,0.73881,,0.71868,,,,,,,,,,,,,,,,,,,,,,,0.34958,,,
2,1001,1,2,0.34207,0.5249824999999999,0.536785,0.55055,0.40107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7590399999999999,,0.42861,,,,,,,0.44041,,,,,,,,0.50335,0.50335,,,0.52695,,,,,,,,
2,947,1,1,,,,,,0.65374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68972,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,853,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.8766299999999999,,,,0.5367649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,455,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64949,,0.56312,,0.9326,,,,,,,,,,,,,,,,,,,,,,,,,1.3597,,,,,,1.542,
2,636,2,2,0.051577999999999964,,,-0.10137,,0.16183,-0.05013,,,,,,,,,,,,0.80701,-0.12233,0.550805,0.49257,,0.49257,-0.03537666666666666,,0.718485,0.88968,0.648625,0.45239225,0.821005,0.992765,0.6618366666666666,,1.0376233333333333,1.55355,,0.275955,0.057012666666666705,,-0.20619,-0.269075,-0.08739666666666666,0.0442,,0.031392,,,,,-0.18755499999999994,,,,-0.33429499999999995,-0.026838,-0.0862339999999999,,,,,,,-0.2411199999999999
0,646,2,2,,,,,,,,,,,,,,,,,,,,,,,0.973875,0.98228,1.0092,,,0.94533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,841,2,1,-0.11473,-0.23446566666666666,-0.39753499999999997,-0.2728899999999999,-0.30907999999999997,-0.337225,-0.15583666666666665,,,-0.244745,,,,,,,,,,,,,1.0192,,,,,0.90391,0.23643,1.37705,,,,,,,,1.8019,,,,,,,-0.18040499999999998,-0.1844299999999999,,-0.28093,,,,,-0.29701,,-0.22732000000000002,,,,,,,,,
2,636,2,1,0.2852699999999999,,0.07564799999999995,-0.12233,0.083797,0.047700000000000006,0.00577,0.029062,,,-0.008205,0.080305,,,,,,,,0.6544449999999999,0.53683,0.54847,,0.22937,0.22937,,,,1.1983,1.5267,,,1.28105,,1.4848,0.15484,0.65469,1.4499,,,,1.2635,,,,,,,,,,,,,,,,,1.161,,1.2146,0.65561,0.95142,
1,233,1,1,,,1.3702400000000001,1.3584,1.554007142857143,2.0905,3.7429,1.4631,,,,,0.9182400000000001,,,,,,0.3224885,0.98493,,1.6192,1.267965,1.150935,0.8802066666666667,0.75522,1.2161,,1.9640333333333333,,,,1.45322,0.2380199999999999,0.35065,2.0905,0.90194,1.1183,,,,,,-0.38441,0.37583999999999995,,,0.762635,0.38918,,,0.445492,0.43265,0.54923,0.8663599999999999,1.9512,2.4431666666666665,,2.2624,,3.0804,,,
0,646,2,1,-0.40869,,,,-0.31012999999999996,-0.03070500000000005,-0.41792499999999994,,-0.24405,,,,,,1.0932,,,,,0.7555000000000001,0.7218950000000001,0.374155,0.74038,,1.61055,,,0.9470050000000001,1.7315,,1.7298499999999999,2.2725,,,,1.1906,1.2611500000000002,0.30696,,-0.70435,0.13224750000000002,0.16808666666666663,1.1385100000000001,,0.8546100000000001,0.0028955000000000057,,,-0.4288399999999999,-0.68755,-0.5733199999999999,-0.12646,,-0.71107,-0.6883900000000001,,,,0.6194266666666667,0.96549,,,,0.05496999999999999
0,352,1,1,,2.1403,,3.6898,,3.6937333333333338,2.25979,4.188666666666666,3.2855,1.5098,,1.4318,,,,,,5.5955,4.6426,5.2928,3.3067,,5.9596,,0.90925,,,,2.1895499999999997,,,2.4887,,,,,,-0.2162,,,-0.11217,-0.3628,0.54986,0.32130433333333336,,1.0062,1.3136,0.14318500000000006,,,-0.0625179999999999,,,,,,,1.2308,,3.96405,1.0724,4.9216,,
2,260,1,1,-0.13939,,0.09305675000000002,0.248615,0.19774999999999998,,,0.25098,,0.20839749999999999,0.21076,,,,,,,,0.4520899999999999,0.905135,1.1737166666666667,1.0932475,1.02345,0.65556,0.65556,,3.4355,,1.471815,2.766,2.22655,,0.97022,,,,0.57985,0.57038,0.42606,,0.59641,0.0889159999999999,,,,-0.040814333333333334,0.19893,,-0.080246,,,,,-0.11810133333333334,-0.44933,,,0.30658349999999995,0.41423,0.08891774999999999,0.08359475,0.4426199999999999,-0.26242,-0.00571950000000002
0,610,2,1,0.02389000000000001,0.031281,,,0.004194499999999948,0.22827,-0.31838,,,,,,,,,,,,,,,,,,,,1.01994,,2.2228,,,,,,,,,,,,,,,,-0.5646100000000001,,,,,,,,,,,,,,,,,,,0.09038000000000006
2,555,1,2,,,,,,,,,,,,,,,,,3.4364,,2.975566666666667,,1.926,,1.5234,,1.99145,1.9072,,,1.9020333333333335,,,,,,1.1801,,1.5577,,,,,,,,,,-0.45821,0.61217,,,,,,,,,,,-0.055646,0.047335,,,,
2,648,2,1,,,,1.7321,1.36972,,,0.98757,,,,,,,,,,,,3.8968,2.0798,2.7257,,4.2445,2.9575,,4.1754,,,,,,,,,1.1478,,1.1737125000000002,0.32353666666666664,-0.69266,0.10985449999999995,-0.22298425,-0.283387,,-0.431315,-0.5837666666666667,-0.37337750000000003,-0.16135,,,,-0.505285,,,,,0.44023,,,,,,,
1,826,1,1,,1.3807999999999998,,1.4437,,1.1256,,,,,2.3279,,,5.074,,,,2.3351,,1.5767,,1.3706399999999999,3.7693,1.8372899999999999,,1.4569033333333332,,1.0268,0.69609,-0.59788,,2.75385,,3.0468,,3.8088,,,,,1.0196,,,0.8146999999999999,,,0.12817699999999999,,,,,,0.5451199999999999,,,1.141805,,,,,,0.7607866666666666,0.7571899999999999,0.13896
0,750,1,1,,,,,,0.78015,,,,,,1.6866,1.4716,,,,,,,,,,,,,,,,,,,2.593,,,,,0.93036,,,,,,,,,,,,,,3.2637,3.243,,5.6023,,,,,,1.0184,,1.3965,,
0,613,1,1,,,,0.37766,0.1147,0.21531,0.32735,,,,,,-0.065947,,,,,,,,,-0.03926666666666667,0.056006999999999973,0.4211,0.47827,1.3861,,,,2.2184,2.6063666666666667,3.268713333333333,1.7451,1.912,,1.3861,,1.5919,0.63376,,0.5148550000000001,0.37309,,,-0.20772,,,,,,1.2854,,1.2854,,-0.40894,,,3.208519,,0.22445,0.002652,-0.015641,8.1568,
2,43,2,1,,0.919205,0.92586,2.681765,1.2329233333333334,1.3943366666666668,1.36035,2.532366666666667,,,,,,,,,,,,0.087202,0.15395,0.15395,0.05686133333333337,-0.04660500000000003,,3.9868,1.25535,-0.10577600000000001,0.27592999999999995,2.3677,,,2.6268000000000002,3.0025,,5.4578,,-0.0511579999999999,-0.022331500000000004,,-0.3439575,-0.51496,-0.5396650000000001,-0.5232833333333332,-0.4820166666666667,-0.3952366666666667,-0.4630016666666667,,0.8087385,,,-0.16949,0.282606,-0.27629499999999996,-0.28135333333333334,-0.293285,0.7288200000000001,1.0539100000000001,0.91082,1.5917666666666666,1.0945733333333332,0.82602625,,0.38844599999999996
0,55,2,1,0.35057,1.5714,0.31036233333333335,0.7896700000000001,0.1245885,1.1403266666666665,1.9968,1.03575,,0.55645,1.2239,,,,,,,,,-0.1030099999999999,,0.1093099999999999,,,,1.0277,1.277,,,2.1976,1.998572,2.04266,,,1.8335,2.144,2.076025,1.9370266666666665,2.7005,,1.42017,0.4216634,-0.21237866666666663,,-0.1786,-0.20513999999999996,,,,-0.29119,,,,,,0.08437999999999998,0.259695,0.276585,1.1371,0.780825,1.4089,0.04228966666666664,0.95695,0.305535
3,91,2,1,-0.3938,0.37694249999999996,-0.3747275,-0.17737,,,-0.10730250000000001,-0.06682,,-0.40159,0.2041099999999999,,-0.39847,,,,,,0.076431,-0.054362,4.8613,2.5140249999999997,0.15064999999999998,0.39874,0.324,0.22201749999999998,0.25394,,-0.06059,0.27885,,5.5962,-0.099517,,,,5.2583,5.1524,0.7413,5.2941,,-0.24665749999999997,-0.268455,-0.2272,0.1278099999999999,,-0.43896,,,,,,,-0.31906,-0.12443,1.491025,2.407354666666667,,1.0708933333333333,3.081566666666667,,,2.5677,
1,843,2,2,0.3992199999999999,0.89374,,0.31679999999999997,0.53855,0.46593999999999997,,,,,,,,,,,,,0.60331,,,,,,,,,,2.87285,,,2.35575,,,0.8446799999999999,,,,,,,,,,-0.4034,,,,,,,,,,,,,,,,,,4.5516,
2,730,2,1,-0.012053500000000002,0.09467333333333333,0.24238,0.6140300000000001,0.1709099999999999,0.5254,,0.1594799999999999,0.15662,,1.2144,,,,,,,,-0.39513,,,2.5437,-0.418,,,,,,1.508845,3.5871750000000002,1.6432,3.1069,2.5209,,,,,,-0.0091939999999999,,,,,,,-0.59525,,,0.31195999999999996,,-0.26649,,,,,,,,,,,,,
2,198,2,1,2.092,,,,,,,0.91073,,2.0998,0.68337,,,,,,,,,,2.5467,,,1.8045,,1.713,1.7300250000000001,1.98745,1.2452,,,3.080766666666667,1.8908,,,,,2.5493,2.2828,2.0267,,,,,,,,,,,,,,,,1.8829500000000001,0.743475,2.04235,2.4997,1.85025,1.3140733333333332,1.310608,2.6486,2.3272
1,81,1,1,,,1.1652,0.26111,,0.15965,2.3558,,,,5.465,2.66985,1.3771,2.3006,,3.6717,,,1.62775,2.1499,3.0093,4.3162,,3.2122,,,,,2.866024,2.142455,0.61619,,3.0093,,,1.9112,,,,,1.3055,0.17457,,,,,,,,,,,,0.32078,,,0.8827400000000001,1.2756,,1.1682,,1.271145,,1.398
1,718,1,1,0.055345000000000005,-0.12451649999999989,-0.28966000000000003,-0.1294205,-0.1365073333333333,-0.2111775,-0.1703,-0.088544,,1.5351,,,,,,,7.3643,,4.565,0.8696299999999999,5.6311,5.3106,,,7.4002,1.86051,1.0364,1.60215,7.034,3.19475,,0.39218,1.3242,,,,1.2588,,,,,-0.23243,0.014469999999999983,,,,-0.03949,,,,,,,,-0.22916,,,2.3478,2.1515,1.8735499999999998,0.1305599999999999,,,0.95138
1,208,2,1,0.4682199999999999,0.36928,0.93211,0.5505833333333333,0.522166,0.5519557142857143,0.9114466666666666,0.921755,,0.467102,0.7548750000000001,0.944355,0.97901,,,,,,1.968175,1.3823,2.64475,1.3346,2.26125,1.6022999999999998,2.176125,3.2497,,2.146735,2.4722,1.6043075,8.4872,-0.34542,0.209065,1.79189,,2.9337666666666666,,1.4842966666666666,0.837678,0.9673449999999999,,,,,0.023731,,-0.11489,,,-0.0937935,0.36526433333333336,0.373798,0.13674,,0.46521,0.3333705,1.56901,1.49583,2.0955,1.6661,,0.71307,,1.767
2,210,2,1,0.305195,-0.15647,0.29413,-0.18946199999999996,-0.4850366666666666,1.25299,0.165384,0.765855,5.4559,,-0.11288666666666664,0.4724918333333334,3.67865,,,,,,,2.7060666666666666,1.4266966666666665,1.7887750000000002,1.3904450000000002,0.8523499999999999,2.4284499999999998,1.6331666666666667,2.7563,4.68445,2.54815,5.1511499999999995,,3.0842,1.3844,1.7431766666666666,1.012276,0.6340950000000001,,0.6773195000000001,,0.37258,,,,-0.096124,-0.096124,-0.016664500000000002,,,-0.54069,-0.45419,,0.010492,-0.001578,-0.29795333333333335,1.0002,0.66427,1.9959500000000001,,,0.7769199999999999,0.24517866666666668,,0.26597,
2,199,2,1,,1.003465,1.0985366666666667,0.86803,0.6678900000000001,1.048928,2.2171,0.5392899999999999,0.30763,,0.14070499999999994,0.6159399999999999,,,,,,0.91232,1.1104633333333334,0.9912466666666667,1.2530000000000001,,0.891885,1.7742200000000001,1.0247366666666666,2.07745,3.6411,2.87545,1.989872,1.7098219999999997,2.4862,0.88762,2.117142,,2.7894,2.9018,3.9886,1.2921675000000001,1.8588333333333333,-0.1676,,,0.02573149999999995,,,0.22928,,,,0.49671,0.812675,,,,0.44731,-0.034737,1.1763350000000001,2.6804,,,0.7811600000000001,1.8925999999999998,2.9291,2.7298
2,117,1,1,,,,,,,,,,,,,2.3212,,,,,,1.01483,,,0.11753,,,-0.8379850000000001,,-1.7935,,2.375,4.1636,2.224215,0.37362499999999993,3.3345333333333333,,1.8733,1.3836,,7.3318,,,,,,,,,,-0.48267,,-0.45878,-0.11538,-0.288575,-0.367705,,,0.184713,0.2519,1.9749,0.036905,,,,0.22353149999999994,
0,158,2,1,,1.7709,2.2359,2.5165,0.1178,,1.755872,2.2994,2.6968,2.4202,2.1416500000000003,1.7381,5.369999999999999,,,,0.44351,0.59509,1.989045,2.6056,,0.6340100000000001,0.9276300000000001,0.71117,1.64595,2.2789,2.37315,2.8197,3.101036666666667,2.17645,3.3461,2.088416666666667,4.1,,,1.5312,1.5312,1.142,1.9112,,1.2157749999999998,0.21613,,,,,,,0.88597,,1.0007,1.87995,2.128033333333333,,-0.4455199999999999,0.72414,,,3.6411,4.5793,,,,
2,808,2,1,,,,-0.0862115,-0.16598,-0.17998,,-0.124,,,,,,,,,,,1.2027,0.2314699999999999,0.47498,-0.1687799999999999,0.81925,3.2011,1.9752,,,,,4.0436,2.7897,,2.9548,,,,,-0.30033,,,-0.1156,-0.034431,-0.3703,-0.24715,,-0.30313,,,-0.5606300000000001,,,,,,,,,,,-0.012039,,0.97319,,
2,80,2,2,,0.600055,,,,,0.25599,0.33073,,,,,,,,,,,4.1181,1.33135,2.3565,3.6464,0.80948,1.0283133333333334,0.8474799999999999,,,,,,0.21604,,,3.0279,,3.0846,,2.689,3.0279,,,,0.09619249999999996,,-0.09066,,-0.1319,-0.0945255,,,,0.26887,,,0.900315,4.5717,1.2096,,5.35,,2.5149999999999997,0.685095,0.5261666666666667,0.35908
2,770,2,1,,-0.17256,0.1012899999999999,0.516165,-0.045852,,-0.2073025,-0.15825,,-0.21139,,,2.4168,,,,,,2.830125,,2.3943,2.14905,2.2076333333333333,2.4004,,,,4.0047,,3.4202,3.4284,3.1995,3.3794,0.27296,2.2764373333333334,-0.035633,4.8774,1.1389775,0.8840188,0.292375,-0.1071599999999999,,-0.22910166666666662,0.32405,-0.57925,,,-0.179374,-0.49546,-0.30744,,,0.17793,0.262745,,,3.5234499999999995,,,5.3883,,,,
1,94,1,1,0.4487375,3.5298,,1.8937766666666667,3.4017,1.1589450000000001,1.4897,1.7287,,1.6646,3.7983,,,,,,,,,,,,,,,,2.3003,2.0712,1.63141,2.54855,3.5692,2.9766500000000002,2.6970333333333336,3.10475,3.414,,2.5492,0.36374,,3.993,,,,,,0.20359,-0.303965,,,,,0.57316,-0.27194,,-0.2017205,0.63065,0.6799333333333334,0.8540399999999999,1.0733,2.3693,2.3693,2.3077199999999998,3.2366,1.8555949999999999
0,407,1,2,,,1.4038,0.77092,,0.803369,,,,0.9700850000000001,,0.56585,,,,,,,1.5307,,,,,,,2.1415,,2.6785,,,,,,2.6224,3.1506,,,1.9112999999999998,,,,,,,,,,-0.40491,,,,,,,,-0.24704999999999994,,,,,,,,0.96714
2,172,2,1,-0.0452529999999999,-0.18453,-0.055139999999999995,-0.1403953333333333,-0.026339750000000023,-0.0246195,-0.07448433333333333,-0.08007149999999999,,-0.15358,1.0569,,,,,,,,,,,0.95032,,,,1.0449,,1.0019,1.124,3.9846000000000004,3.7049000000000003,,7.2453,,,0.59095,,2.4119,1.4644,,,1.0277,0.32959,-0.035794999999999993,,,0.075109,,,,,,-0.5714100000000001,,,,2.0594,,,,,3.4624,,1.1051
2,584,2,1,,,,0.5892936666666667,,2.7461,0.064717,2.1706,,,,0.83883,,,,,1.2106,,2.7003,3.07715,2.0025,2.3769,3.2757,2.5857,,,,0.27607,1.7631583333333334,,3.739825,2.8683,,3.9735,,,,,,-0.41656,1.4461499999999998,1.0655,1.1419,0.45941,,-0.16701,,,-0.23321,-0.24679399999999996,,-0.34015999999999996,,,,0.35882800000000004,0.2378699999999999,,0.30917,1.3200973333333332,,1.6308,,
1,468,1,1,,0.10995,0.40449,,0.13338,0.33085666666666663,0.21705,,1.0572,,0.37771,,0.99693,,,,1.1609,,1.6262,1.4119549999999998,1.1174333333333333,2.85125,0.64213,,1.2948,1.6027,6.32885,0.6320899999999999,,1.5994,,,,,,,,,,,0.48482,,,-0.1846,-0.50257,,0.11999,,,,,0.079824,,,0.12334,,0.488165,3.9323,,0.2605699999999999,,,,
2,711,2,1,0.3937695,0.5088625,0.4140433333333333,0.30789249999999996,,0.6018950000000001,0.8434200000000001,,0.25064025,0.64185,0.031179999999999986,0.4212,-0.17833999999999997,,,,2.1387,,1.666856,0.2566,0.86251,1.0247,0.12063499999999999,0.47964199999999996,,,,4.9297,0.36156,4.9058,0.946,,2.4333045,3.8014,,,,3.2313,0.039529,,0.57387,0.50469,0.29,,,-0.1059799999999999,,0.35441,,0.48799,,,,,0.64782,0.35441,2.654,3.3958,2.8615,1.54713,,,,8.8681
0,27,2,1,1.1904,0.93682,,0.37673,1.5334,0.67686,0.4138366666666667,-0.048337,,,,,2.1756,2.6298,,,,0.5464100000000001,,0.6941799999999999,1.090065,0.32931,0.28917,0.33478,1.028,,,3.0294,2.6645,2.3878,2.209,2.66905,2.6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,157,2,1,1.2314,0.20763,,0.55731,0.936845,0.8350900000000001,0.66214,0.33771,0.043883,0.29027,-0.002027,,,0.7157,,,0.7157,4.5477,1.0916599999999999,1.8313020000000002,2.7428,2.5985333333333336,0.99575,3.6319666666666666,1.8940866666666667,,2.693936666666667,4.7825500000000005,2.9469033333333337,2.32335,4.8537333333333335,2.81455,3.02955,1.5431100000000002,2.497,,0.87026,1.5084,,0.77385,,,,,,,,,-0.43128500000000003,-0.6968,-0.5686325,-0.5759,-0.21168,-0.33258,,0.229055,0.8113575,0.1249915,1.0959785,0.22905199999999998,0.1234595,-0.008148,3.0968999999999998,0.33771
3,86,2,1,,0.1242099999999999,0.79925,0.4311773333333333,2.2276,,,0.08114199999999999,-0.119333,-0.12742666666666666,-0.22505,0.053732,,,,,,,-0.4599899999999999,0.630885,,0.17903,0.4311899999999999,1.0897999999999999,,1.2362,0.4056233333333334,2.90738,3.1321225,1.5439500000000002,4.5456,2.9334666666666664,0.6207149999999999,3.7469,1.1947400000000001,5.2301,3.909375,4.0609,,1.302,-0.33468666666666663,-0.37306,2.6145,0.25421,,0.03807,,0.073312,,-0.43884500000000004,-0.583715,0.34192,-0.23915,-0.05308619999999994,-0.098191,0.6355715,,3.8424,2.22686,1.7773599999999998,3.0076,,3.9316999999999998,
2,555,1,1,0.078541,0.251735,0.69017,0.763515,0.60593,,,,,3.4925,,,,2.1631,,,,,,3.3615,4.4818,1.2956,1.35643,2.061196666666667,,,-0.0774909999999999,,,,5.5688,,,,,,,,,,,,,,,-0.29594,,,,,,-0.02756,1.8854,3.1742,2.1226,,,,6.4119,,4.1354,,6.1357,
3,353,2,2,,0.07123950000000005,0.063128,-0.021040000000000003,0.611745,0.026621,0.33287,0.5316299999999999,,2.8397,,2.8397,,,,4.7907,,-0.064646,0.21118,0.4139856666666666,,1.2827266666666668,1.1978900000000001,0.27709449999999997,1.1096575,0.58233,3.9612,3.0891,,2.6064249999999998,,,4.2188,3.1135,1.6349,4.230266666666666,5.2227,,-0.53112,0.41298450000000003,,,,,,,,,,1.0184,,,,-0.5270600000000001,,1.407785,0.126,,1.5132250000000003,3.1895,1.425,2.337675,,
2,591,2,1,0.5170600000000001,0.22818999999999995,0.2661199999999999,0.24763999999999997,,,0.028803,0.036584,,,,,,,,,,,0.061872,1.4158,0.9703,,1.583,0.87498,,1.0481,,1.03253,0.74465,4.5203500000000005,4.1935,3.2968,4.9036,,,,,,,,,,,,,-0.4847399999999999,-0.33107,0.28459,,,,,-0.26493,-0.17739,,,-0.54504,,,,,,,
2,119,1,1,0.080561,0.021892000000000002,0.13294499999999998,-0.52244,-0.35131825,0.74875,-0.25562959999999996,0.09840899999999997,0.68589,,,1.17365,,,,,,,,,2.5671,,2.5671,,,3.9966,4.1246,3.0443,1.7180333333333333,4.35745,2.78438,,,,,,,,0.22491,0.1085005,,,,,,,,,-0.25858,-0.2838,-0.22792,-0.096381,-0.2384,-0.14993,,,,,,,0.26449,,,6.1176
0,275,1,1,,1.3042,0.7157733333333334,1.5751,,,1.5284,,,1.2832,,,1.5985,,,,1.2248,,0.55232,1.7806,3.1864,6.5902,8.335333333333333,5.0451,,3.95,,3.748,2.696,,,,2.8501,3.6791,,,2.2827,1.5261,,4.8326,-0.15523,,,,,,,,,,,-0.21360666666666664,0.30012,,,,,,1.0707,,,,1.12328,
