fov,cellID,rep,dbscan_ldp_nbr_allele,chr17-g157,chr17-g158,chr17-g159,chr17-g160,chr17-g161,chr17-g162,chr17-g163,chr17-g164,chr17-g165,chr17-g166,chr17-g167,chr17-g168,chr17-g169,chr17-g170,chr17-g171,chr17-g172,chr17-g173,chr17-g174,chr17-g175,chr17-g176,chr17-g177,chr17-g178,chr17-g179,chr17-g180,chr17-g181,chr17-g182,chr17-g183,chr17-g184,chr17-g185,chr17-g186,chr17-g187,chr17-g188,chr17-g189,chr17-g190,chr17-g191,chr17-g192,chr17-g193,chr17-g194,chr17-g195,chr17-g196,chr17-g197,chr17-g198,chr17-g199,chr17-g200,chr17-g201,chr17-g202,chr17-g203,chr17-g204,chr17-g205,chr17-g206,chr17-g207,chr17-g208,chr17-g209,chr17-g210,chr17-g211,chr17-g212,chr17-g213,chr17-g214,chr17-g215,chr17-g216,chr17-g217,chr17-g218,chr17-g219,chr17-g220,chr17-g221,chr17-g222,chr17-g223,chr17-g224,chr17-g225,chr17-g226,chr17-g227,chr17-g228,chr17-g229,chr17-g230,chr17-g231,chr17-g232,chr17-g233,chr17-g234,chr17-g235,chr17-g236,chr17-g237,chr17-g238,chr17-g239,chr17-g240,chr17-g241,chr17-g242,chr17-g243,chr17-g244,chr17-g245,chr17-g246,chr17-g247,chr17-g248,chr17-g249,chr17-g250
1,94,1,2,,,,,,0.33786499999999997,,,,,,,,,,,,,,,,,,,,,,,,0.011405,,,,,,,,,,,,,,,,,,,,-0.4000599999999999,,,,,,-0.1080915,0.17771599999999996,-0.004610000000000003,0.06561,,,0.10503,,,,,,,,,,,,,,,,,,-0.38897,,,,-0.33846,0.124742,,0.082857,-0.14135,0.055755,,-0.12657,,,
0,215,1,1,,,,,,,-0.14672,,0.17590999999999996,,-0.17828999999999995,-0.2192,,,0.120581,,-0.45533,-0.38753,,,2.4507,,,,-0.27064,0.47985,0.4027,-0.36649,-0.362985,-0.23323,0.49154,0.230855,0.47517,-0.0274885,-0.24959,,-0.5589833333333334,0.334895,-0.027488,-0.13035766666666668,,-0.11282199999999995,0.059016,0.11513,,-0.49508,,,-0.11749999999999994,-0.11399,,,0.17825,,-0.10932,-0.043854,0.028623333333333296,0.20397,-0.1934799999999999,-0.0228125,-0.07191,,-0.091785,0.09486333333333336,,-0.05320499999999999,-0.016967000000000003,-0.029242249999999987,-0.020475,,,,0.42841,,,-0.074248,,,-0.46702,-0.54651,-0.46001,,-0.50443,-0.49742,,,,,,,,,,
2,1001,1,2,,,,,-0.32273,,,,-0.3542,,,,,,,,,,-0.28733,-0.28733,,,-0.22045666666666666,,,-0.06703866666666665,0.10998,-0.30306500000000003,-0.52335,,,,-0.33846499999999996,0.13751,,,-0.20865,-0.20865199999999995,0.13751,,,,0.34993333333333326,0.24372,0.12178,0.28043999999999997,0.24372,-0.019836,,0.11784,,-0.035571,-0.13785,,-0.55089,0.23979,0.066706,,,0.062772,,,0.13358,,-0.086709,,,,,,,,,,,-0.09851,,,,-0.53909,-0.18899,,,,-0.023769999999999958,-0.12605,-0.22045,0.054905,-0.13785,,,,,0.33026
2,636,2,1,,-0.25277,-0.28538,,,-0.0175205,-0.22715,-0.032659999999999995,,0.1199,-0.36224,,,0.0197455,-0.18638649999999998,,3.7289499999999998,-0.13398149999999995,,,-0.13165,-0.1968695,-0.15028566666666668,,,,-0.31799,-0.094385,,0.096609,-0.38087,0.8559200000000001,-0.11224,0.7895449999999999,0.5426495,,0.23170249999999998,0.8023699999999999,0.2410199999999999,0.131545,-0.25684375,,-0.42513,-0.34594,-0.10215099999999999,-0.3832049999999999,,,-0.34128,0.049445,,0.28410500000000005,,,-0.09516333333333334,-0.13708599999999993,-0.40417,-0.33196,,,,,-0.18056,-0.005875,-0.019851,-0.15572099999999997,0.10825,-0.32381,0.061669,0.012757666666666667,,-0.3273,-0.16426,,,-0.038484,-0.26209,,,,,-0.31566,,,,0.23985499999999998,0.1525099999999999,,,,,0.224715,,
0,89,2,2,,-0.16914,,,,,,,,,,,,,,0.16863,,,,,,,,,,,,,,,,,0.36774,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20647,,,-0.16025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,157,2,1,-0.14129,-0.18261,-0.11170199999999997,-0.1382285,-0.16118333333333332,-0.050998,-0.050998,0.15866,-0.04793466666666666,0.089793,,,,,,,,0.088262,,-0.20785599999999999,-0.3524749999999999,-0.34291,-0.08568633333333332,-0.220099,0.07755,-0.0295735,,0.05268124999999998,,-0.4993899999999999,0.11581,0.089793,0.09775239999999999,-0.12802366666666662,-0.009168166666666649,-0.22290666666666667,0.210384,0.267695,0.18543500000000002,-0.0035580000000000047,0.16592749999999998,-0.028805000000000053,0.12737077777777778,0.11121849999999997,-0.0776244,-0.048318999999999994,0.08392716666666665,-0.32084666666666667,-0.051761749999999995,0.05000375000000003,-0.022687,-0.0196285,0.1709,0.04209733333333334,-0.07905533333333334,0.39280000000000004,0.006772500000000004,0.128055,0.17304399999999998,-0.256065,0.097444,,,,,-0.16883,-0.22699,-0.088491,-0.11527,-0.06783299999999999,-0.18923833333333331,,-0.57896,-0.4205749999999999,-0.35706,,-0.508565,-0.4213399999999999,-0.36701,-0.585085,-0.3957075,-0.38078,-0.16883,-0.241525,,,-0.17801499999999998,-0.072423,-0.2224,,-0.15965,-0.21627499999999994,,-0.011209
2,516,2,1,-0.0735136666666667,,,-0.063477,,0.22311,0.03309399999999999,-0.095816,-0.140424,,,,,,0.098217,,,-0.141541,,-0.11366,-0.28985,-0.09894079999999997,-0.04563699999999995,-0.14265,-0.17611,-0.017759999999999956,,-0.27647,-0.29208,,-0.11143,0.30117,0.23203399999999996,0.15248833333333334,,0.21753499999999998,0.49075,0.26437499999999997,0.049151,0.29783000000000004,,,0.110482,,-0.33892,,,,,,0.18817000000000003,-0.15157566666666666,-0.12258333333333336,,-0.21737,-0.25863,-0.18168299999999996,-0.15975333333333333,0.08260499999999997,0.207505,0.060302,0.080375,,,,-0.13373,,,,,-0.075746,,,-0.36568,,-0.10362199999999995,-0.4437399999999999,-0.24079,-0.3523,,-0.082436,0.002315,,-0.15604,,-0.041176000000000046,-0.059389999999999964,-0.086897,,-0.1310564,0.053611,0.22757,-0.022218999999999947,0.13167
1,189,2,3,-0.11864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15055,,,0.06673,-0.14604,0.0215975,,,,,,,,,-0.13637,,,,,,,,,,,,,,,,,,,,,,,
2,1001,1,1,-0.3896,,,,-0.11424,,,-0.031637,,,,,,,,-0.59416,,,,,,,,,-0.26766,,,0.23979,,-0.0532735,,0.32829949999999997,-0.12211000000000001,,-0.10441,-0.25586,0.21094333333333334,0.229955,0.29092666666666667,,0.013602499999999997,-0.129981,0.001799999999999996,,0.1188275,0.03654799999999999,0.23979049999999993,,0.34599500000000005,,-0.035571,,-0.55875,-0.43090999999999996,0.060805,-0.004101,-0.13391,,0.14538,,,,,,,0.5269499999999999,0.086374,0.0903075,-0.011968,,,,,,,,,,-0.20472,,,-0.11424,,-0.0513049999999999,,,,,0.22799,-0.11555666666666664,,,,
1,194,1,1,,,,,,,,,,,0.87098,1.1137,,1.078,,,1.1361,,,,,,,,,,,,,,,,,,,,,,,,,-0.37409,,,,-0.42323,-0.11792733333333333,,,,-0.16856,,,,,,0.48375,,0.69375,-0.2378165,,-0.58408,,,1.2969,,,,,,0.1576,,,0.27971666666666667,0.38099,,0.33631,0.26929,,,1.0378,1.5762,,,,,,,,,,,,1.0601
0,885,1,2,,0.59244,,,,,,,,,,,,,,,,,,,0.015916,,,,,,,-0.041736,0.33562499999999995,-0.27496649999999995,0.380175,,,,,0.83878,,,,,,,-0.36669,-0.141318,-0.34048,0.12598333333333334,-0.1020105,,,0.54003,0.59768,0.15743,,,,-0.020772,0.06963849999999999,-0.26186,,,-0.16228,-0.185866,0.084051,-0.020772,0.084051,-0.13608,-0.010289,0.48762,,,,0.047363,,-0.1151099999999999,,,-0.094148,,,,,,,,0.36707,,,,,,,-0.15704333333333334,,1.3577
0,5,2,1,-0.08358049999999995,,,-0.73927,-0.3139066666666666,-0.042081,,-0.140989,,0.020168,,,,,,,,,,-0.6037100000000001,-0.048306,0.027086666666666658,-0.621,,-0.30145,0.7028499999999999,,0.6986899999999999,,0.07204499999999996,,0.02639500000000003,0.4787399999999999,0.4911899999999999,0.8377100000000001,0.7847999999999999,0.88751,0.73604,0.529575,,0.7931,-0.5546,,-0.38653000000000004,-0.11387580000000001,0.40403999999999995,-0.372,0.5243899999999999,0.10731966666666666,0.44346,-0.008881499999999948,-0.3056,,-0.26618,,,-0.19078566666666666,-0.78492,-0.5179466666666667,-0.2711594,-0.415576,-0.3637,-0.015106,,-0.48405,,-0.558755,-0.54423,,-0.64798,0.13222,-0.19095800000000002,-0.015106,-0.23298,,-0.29315,,-0.34088,-0.60648,,-0.31321366666666667,-0.455,0.3023699999999999,-0.65005,-0.50688,-0.29834499999999997,-0.29419,,-0.545265,0.28887999999999997,,,,
2,43,2,1,-0.11265033333333334,-0.19923,-0.19012499999999993,,0.04775699999999995,-0.3982699999999999,,,0.19279,0.31173,,0.19279,-0.084535,-0.168885,-0.18224,-0.039021,,,,-0.13975500000000002,-0.25991000000000003,-0.11306,0.36149,,,,0.7844650000000001,-0.374,0.1491,0.42541999999999996,0.13534600000000002,,0.7489574999999999,0.33875025000000003,0.61273,-0.2700266666666667,0.3894085,0.5567011666666667,0.42551574999999997,0.675235,0.8676,0.40245,-0.18344733333333332,-0.11912,-0.09768166666666663,-0.16201000000000002,-0.19679999999999992,0.10079399999999998,-0.50993,-0.446092,-0.07312699999999998,-0.14036500000000002,0.009930000000000013,-0.16018733333333335,-0.19599166666666668,-0.5512,-0.5718300000000001,0.15061999999999998,-0.1670655,0.8396899999999999,0.028945,-0.20206000000000002,,0.14424,0.25833,0.22313366666666665,,0.128772,0.2455875,-0.14461,,-0.34972,-0.44742499999999996,-0.30036666666666667,-0.4274,-0.32545,-0.34123,-0.16079366666666664,-0.0651145,,-0.085141,-0.42983,-0.085141,-0.16524,,0.0362269999999999,,,,,,,,
2,172,2,2,,,,,-0.017741,,,,,,,,,,,,,,-0.50435,,,,,,,,,,,,,,,,0.25737,,0.26253,,0.1542,,,,,,,,,0.011489,,,0.004609999999999996,-0.019460999999999996,,-0.007425,0.035562,-0.031497,0.14303,,0.18344,0.10262,,,,,0.26941,0.33303,0.38289,,,,,0.080268,,,,,-0.072764,,,,,,,,,,0.5496800000000001,,,,,,,
2,199,2,2,,,-0.5048600000000001,-0.16078,-0.12161,,,-0.1471599999999999,,,-0.2698,,,,-0.28342,,,,,,-0.35497,,,,-0.12672,-0.125867,,,,,-0.35667,,0.20032,,,,3.6470499999999997,,,,-0.46738999999999997,,,1.1968,,,,-0.087541,,0.099827,0.09642,0.09642,,,,,-0.092651,-0.18377999999999994,-0.012593499999999999,-0.08285524999999996,,,,,,,-0.36519,-0.59343,-0.51423,,,,-0.4350199999999999,-0.4742,,-0.583215,-0.563625,-0.25531499999999996,-0.19996,,,,,0.02488,,-0.16419,,,,-0.21699,,,,
3,62,2,1,,-0.022347,,,,,,,0.003621,,-0.30799,-0.3366933333333333,,,-0.1023025,-0.2460366666666666,,-0.3982,-0.35856,,-0.16312333333333331,,,,,,,,,-0.13579,,-0.29843,-0.040115666666666695,0.10475899999999999,0.22913,-0.316195,0.009089999999999987,-0.0879525,-0.0025300000000000045,0.071957,0.3166,0.23961100000000002,0.42389000000000004,0.61865,0.61865,0.32562199999999997,0.7495125,0.44781,0.201115,0.422865,0.36478,0.36489,0.4614633333333333,0.1343733333333333,-0.08795,,0.21683,-0.0380655,-0.070182,-0.11392,,-0.09614800000000001,0.035739999999999994,0.130269,,0.052823,0.111421875,0.021845666666666708,0.10658166666666667,,-0.29979,0.16763,0.12936,,-0.273825,-0.28066,-0.17542,-0.12485049999999999,0.1772,-0.010044999999999998,0.063757,,0.10339,-0.19729,0.10544149999999995,0.13756,0.2733233333333333,0.1771933333333333,0.18949666666666665,0.22776,0.16353,0.4341399999999999,,0.4464399999999999
3,741,2,1,,-0.15804114285714285,,,,,-0.19990000000000002,-0.29977333333333334,-0.262045,-0.2354099999999999,-0.071162,-0.4114933333333333,-0.33307,-0.35858999999999996,-0.38522999999999996,-0.397435,-0.035649,,,,-0.41075,0.013623999999999992,,,,-0.32308,-0.36525499999999994,,0.63244,0.19740499999999997,0.16559033333333337,,0.6574074999999999,0.9531649999999999,0.30926739999999997,,1.8621,0.9605013999999998,0.17299,-0.16437999999999997,-0.04896799999999995,-0.080928,,0.10418333333333334,-0.0767085,-0.11444,-0.07693479999999998,-0.336395,-0.31531,-0.40631666666666666,-0.32419,-0.208775,,0.12804749999999998,-0.09558,,,1.6756,-0.31309,1.285,-0.27758,0.23439666666666667,,,0.386065,0.16854924999999998,0.06811500000000002,0.32391499999999995,0.0149582,0.32614,-0.091138,-0.11555,,-0.47956,-0.220982,-0.32197,,-0.165495,,-0.14662666666666666,-0.191015,-0.3212333333333333,-0.11777,,,,,,,-0.28275833333333333,,,-0.14884499999999995,
2,30,1,2,,,,,,,,,,,-0.54587,,,-0.21859,,-0.52387,,,,,,,,,,-0.2901,,,-0.28184,0.54873,,,,0.61565,,1.1565,0.6614899999999999,0.88426,0.8741866666666667,0.00968,,-0.027450000000000002,0.083937,-0.26809,-0.16633,0.42222,0.3335225,,,,,-0.056325,,,,,0.59273,0.1870709999999999,0.1458155,,0.004179999999999989,,-0.17459,,-0.48536,,,-0.24884,,,,,,,,,,,,,,,,,,,,,,,,,,
3,353,2,2,,-0.26002333333333333,,,-0.0869575,0.56002,0.183805,,0.1158599999999999,0.558,0.33997,0.56611,0.36938,,,,,-0.31411,-0.31411,,,,,-0.28774,,,,-0.17214,,,,0.6026100000000001,0.23754740000000002,0.47011,0.10267750000000003,0.325974,0.18076,0.10247599999999998,0.45456,0.1604775,0.314617,0.30042,0.2497199999999999,0.655345,,0.1982004,0.505264,-0.05315100000000003,-0.15591433333333335,-0.12549,0.121946,-0.16605499999999995,-0.19039,0.069212,-0.056533,0.1760263333333333,,0.31867,0.31867,0.063128,0.493095,,,,,0.30245,,,0.39574,,-0.021040499999999997,,,,,-0.020026000000000002,,,-0.251235,,,-0.2918,,-0.18836,-0.064646,,-0.28369,,,,,-0.068702,-0.33642,-0.2269
1,233,1,1,,,0.0009,-0.13248,-0.25993,,0.16762499999999997,,,-0.1112365,,-0.025775000000000055,,,,0.50774,,-0.33995499999999995,,0.32397,0.2166766,0.18466,0.3091499999999999,0.06907049999999999,,,,0.26173,0.240979,0.24097999999999997,,,,0.2232,0.4929199999999999,0.17577,,0.37139000000000005,0.3254515,,,-0.33403,0.045359,0.0201655,0.2143,,0.0512865,0.023129499999999997,-0.20805749999999995,,-0.15323,-0.05985950000000001,,-0.34884499999999996,0.6509783333333333,,,0.036467,1.0709,0.5091939999999999,1.2961,,0.1817,,0.1817,0.11057,0.1268685,,,0.5625865,0.44252899999999995,0.81599,-0.3607,-0.30439,,,0.3447199999999999,,,,,,-0.11469,,,,-0.37848499999999996,-0.16409366666666667,,-0.050970000000000015,-0.037631,-0.04355766666666661,-0.178415,
2,555,1,1,0.15656,,0.0894645,0.34067499999999995,0.1877599999999999,0.07386049999999994,0.2533,,,0.023930000000000055,,-0.071249,,,,,,,-0.21168,,-0.1367799999999999,-0.080611,-0.1087,-0.18671,,0.42181,,,-0.23352,-0.16799,,,-0.08139250000000002,,0.19244499999999998,0.14719749999999998,0.311341,-0.008837,0.26058000000000003,0.42493,0.42961,0.3275696,0.779125,,0.5788866666666667,0.6777,0.49359,,,0.028611,0.0691799999999999,0.2688999999999999,0.49046500000000004,0.18360233333333334,0.013008,,,0.28762,,,,,,-0.1711099999999999,,-0.035362,0.20024666666666666,,,-0.06656499999999996,,-0.38643,,,-0.0525259999999999,0.028611,-0.253805,,,0.0223699999999999,-0.0525259999999999,-0.0525259999999999,-0.40204,0.101945,,,,,0.1877599999999999,,0.134714,,,
0,648,2,1,-0.38471500000000003,-0.04858333333333337,0.063059,0.67466,,,,0.092183,,0.43681,0.7377574,0.6795100000000001,0.64553,,0.49505666666666664,0.33003,0.19412,,,,,,,,,,,,,,,,1.0824,0.888225,0.9901800000000001,0.7802425,-0.0631429999999999,0.6006500000000001,,,,,,,,-0.16993,,,-0.00975,,-0.12624,,-0.35438,0.36157999999999996,0.57758,,,,0.25236,-0.15536850000000002,,0.27501333333333333,0.019374,,-0.23303,,-0.60678,,,0.11645,,,,,,,,,-0.00975,0.043643,,-4.2e-05,,,,-0.19905,,,,,,,,
2,80,2,1,0.21282,,0.24181,0.29207,0.17222500000000002,,,,0.38485499999999995,0.26243,,0.042071,0.14967450000000002,-0.18924000000000002,,,,,,-0.69375,,,,,,-0.24401,-0.26849,-0.015918,,,,,0.3487699999999999,0.50083,0.40289,0.42254499999999995,0.44090499999999994,0.1657799999999999,0.45573,,,0.44413,0.45573,0.3114,,,0.37132,,,,0.19154999999999994,0.23537,0.2521199999999999,,0.18124,,,-0.067464,,,-0.044269,,0.4376899999999999,,0.4621699999999999,,,-0.036537,,,-0.10097,,,-0.48885,-0.23628,,,,,,,,,,,,,,,,,,,
