fov,cellID,rep,dbscan_ldp_nbr_allele,chr13-g279,chr13-g280,chr13-g281,chr13-g282,chr13-g283,chr13-g284,chr13-g285,chr13-g286,chr13-g287,chr13-g288,chr13-g289,chr13-g290,chr13-g291,chr13-g292,chr13-g293,chr13-g294,chr13-g295,chr13-g296,chr13-g297,chr13-g298,chr13-g299,chr13-g300,chr13-g301,chr13-g302,chr13-g303,chr13-g304,chr13-g305,chr13-g306,chr13-g307,chr13-g308,chr13-g309,chr13-g310,chr13-g311,chr13-g312,chr13-g313,chr13-g314,chr13-g315,chr13-g316,chr13-g317,chr13-g318,chr13-g319,chr13-g320,chr13-g321,chr13-g322,chr13-g323,chr13-g324,chr13-g325,chr13-g326,chr13-g327,chr13-g331,chr13-g332,chr13-g333,chr13-g334,chr13-g335,chr13-g336,chr13-g337,chr13-g338,chr13-g339
0,37,1,1,,,,,-0.0450005,,-0.0828899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23705199999999998,,1.055135,1.7582,1.3147,-0.1137599999999999,,0.018144,0.0321759999999999,,,,-0.32425,,,,,,,,,,,
1,94,1,3,,,,,,,,0.13706000000000002,0.060682,,-0.0785255,0.11180724999999997,-0.047726999999999964,,,,,,,,,,,,,,,-0.11179,-0.52818,-0.067438,0.32924,0.78752,0.58055,,0.37975,0.891,,,0.43148999999999993,,-0.08222099999999999,0.22083166666666668,0.89346,0.64707,0.1346,,,,,-0.34093,,,,,-0.60702,-0.16353,,
2,181,2,3,,,,,,,,0.007843,,,,,-0.026604,-0.002491,0.038845,,,,,,,0.1818,,0.33164,,0.33164,,,,,,,,,,0.29031,0.28342,,,,0.26275,,,,,,,,,,,,,,,,,
2,636,2,2,,,,,,,-0.0151919999999999,,,,0.46229,,-0.1759099999999999,,,,,0.0209105,,,,,,,,,,,,,,,,,0.46462,0.31322,,,,,,,,,0.2398545,0.1653195,,,,,,,0.5112,,1.7713,1.091185,,0.7736233333333334
1,194,1,1,,,,,,,,1.3059,0.99757,0.38545999999999997,0.691515,,0.44354,0.73843,1.5046975,0.91714,,,1.276795,,,,,,,,,,,0.077173,,,0.4212,,0.77417,,,,,,1.6231,,1.1986,,0.07047,,-0.14622,,,,-0.061333,1.3282,,,-0.1864365,,,
2,230,2,2,,-0.015196,,,,,,0.025793,-0.10489899999999992,-0.2878649999999999,,-0.066879,,-0.40993999999999997,,,,-0.1185599999999999,0.054308,,,,,,,,-0.002721,,,0.84024,,,,0.50876,,,,,,,,-0.13995000000000005,0.1238099999999999,,0.46242,,,,,,,,,-0.0053945000000000486,0.04807,-0.065097,,0.5248
0,116,1,1,,,,,,,,,,,,0.021299,,,,,,,,,,,,,,0.49199,0.36571,,,,0.58958,0.10453,0.645545,,0.7015100000000001,,,,,,0.3571,,-0.29154,,,,,,,,,,-0.30015,,,,0.095922,
1,36,1,2,,,,0.8276600000000001,0.1459,,,,,,0.32184,,,,0.72992,,,,,,,,0.81789,,,,,0.6948979999999999,0.78856,,,0.61751,0.30229,0.51,0.231431,,0.6224,0.34139,,,,,0.023725,1.8882,1.2015,,,,,,,,2.4551,1.2577,1.485,,,
1,84,1,2,,,,,,,,-0.78008,-0.37717,-0.37717,,,,,,,,,,,,,,,,,,,,,,,,,,0.5415300000000001,,,,,,,-0.5675600000000001,,-0.04511,,,,,,,,,,,,,
2,584,2,2,,,,-0.30961,,,-0.090614,-0.244675,0.032885,-0.11099,-0.139,-0.098253,,,,,-0.33762,,,,-0.17974,0.22514,-0.3019699999999999,,,,,,,0.03097749999999999,-0.04477899999999999,,1.7199,,,,-0.37836,-0.23067,,,-0.51332,-0.364355,-0.00021999999999999797,0.064717,,-0.8851,-0.75268,,,,,,,,,-0.64828,-0.35799,0.007419999999999996
0,620,2,1,,,1.2714,1.0114,1.496,,,,,,1.4724,1.6773,,,,,,,0.57404,,,,,,,0.8183199999999999,0.7474,,,0.714895,0.64102,0.14259500000000003,0.5444875,0.8695600000000001,0.5330619999999999,0.91683,0.53858,,,,,,,1.1099,,,1.7206,,,,2.5047,,,,2.0634,1.9373,2.8396,
2,210,2,3,0.00848,0.21366,0.1875099999999999,,,,,,-0.36769,-0.10819,,,,-0.061926,-0.13434,0.012503499999999999,,0.040666,-0.0921,0.30419,,,,,0.5717300000000001,0.7668550000000001,,,,0.8955963333333333,0.8211959999999999,0.957975,0.51742,,0.4604266666666667,0.25189,,,0.16539,,-0.0558909999999999,-0.056896499999999996,0.14627499999999993,0.11107,,1.4394,,3.2411,,,,,,,,,,
2,730,2,2,,,,,,,,,,,,,,,,0.047981499999999996,-0.015627000000000002,-0.034924,-0.037783,,,,-0.0978179999999999,,,,1.5003,0.78556,1.5889,-0.086382,,,1.1458,0.8313,-0.060653,-0.060653,,-0.1292599999999999,,-0.20931,-0.077806,-0.16929,,,,,,,,,,,,,,,,
1,189,2,1,-0.071891,,1.52955,1.07495,,1.519,1.3377175000000001,1.49485,0.29843499999999995,1.1225,0.348805,,,1.0806,,,,0.62766,0.6728,0.7356600000000001,,0.65023,,0.6475433333333332,,,0.36976,,,1.2010800000000001,,,,0.98389,0.5664100000000001,0.70665,0.93714,,1.8543,,,,,,,,0.63895,,0.98711,,,,0.036104,0.5124299999999999,0.90332,,3.0084,1.6536499999999998
3,157,2,2,,0.2474199999999999,,,0.55042,,0.62541,,0.73099,0.8472850000000001,,,,,-0.24994,,,-0.24152500000000002,,-0.01274,,,,,1.20925,,0.036231,0.8518914999999999,,1.7027999999999999,0.9529,,,,,0.589445,0.15866,0.10969,,-0.13287,,,,0.083671,,,,,,,,,0.059186,,0.24894499999999997,,0.1020399999999999,
2,80,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7701600000000001,,1.7589833333333331,2.3104,0.072355,0.7211966666666667,0.15847666666666668,0.6978085714285714,0.41158075,0.33073,,0.54464,0.67351,,0.48665,0.21088,0.41921433333333336,1.9074,,,4.5124,,2.4531,,,,0.185755,0.4673199999999999,0.501475,0.14000499999999994,
2,172,2,1,0.039001,,,,0.15764,0.056195,0.19203,0.00977,0.22642333333333334,1.0672,0.0768285,0.4619899999999999,,0.98986,,1.0518,,,,,,1.2082,,,,0.8454299999999999,,,,1.451965,1.2695666666666667,1.16437,,0.886715,0.49466,0.002892,-0.065886,-0.2189199999999999,,,,,,,0.14733,-0.334125,,,,,,,,,,,3.1134,
3,718,2,1,0.14756999999999998,,,0.26073,,,,-0.18951999999999997,-0.048965,0.1725799999999999,0.034413,0.14240833333333336,0.002252999999999998,,,,,-0.19428,-0.16808,,,-0.15855,-0.375334,0.005824999999999997,,,1.3518,,0.44099,1.17671,0.6627325000000001,1.6281,1.60195,0.5722075,0.5546979999999999,0.1130299999999999,0.20831999999999998,-0.087082,-0.06802266666666666,,,0.004235999999999994,-0.0561129999999999,0.764575,,0.5847100000000001,,,,,,,,,,0.0737205,0.419145,0.001062
1,831,1,1,,,,,,,,,,0.69855,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,0.19523,,0.38985,,,,,,,,,,,1.4535,1.4703,,0.2422099999999999,
2,770,2,1,,-0.045852,,,,,0.1953,,,,,,-0.01724,,,,,,-0.17665,,,,,0.24435,,0.8922,1.1926,1.3633,0.02159,1.4236,0.8288399999999999,,,,0.61017,1.5217,1.1231,,0.88609,-0.12215,,0.12632824999999998,,0.29953,,,0.1217299999999999,,,,,,0.19326,0.0297649999999999,-0.013153,,-0.0949,
3,455,2,1,,,,,,,,1.0622,,,,,,,0.98059,0.9374,,,0.67348,0.95659,,0.99018,0.44316,0.9374,,0.3184,,,,2.0075,,0.80304,1.9883,0.5967100000000001,0.2560199999999999,,,,-0.514135,,-0.28861100000000006,0.6279,-0.046288,,-0.708475,-1.2027,,,,,,0.044883,0.518331,0.7178800000000001,0.9853649999999999,,0.73586,0.064077
0,149,2,1,,,,0.093334,0.093334,-0.25697,-0.0634899999999999,,,0.79395,0.070931,0.5577,,,,,,,,,,,,0.98743,,,1.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15107,,,
0,275,1,1,0.305965,,,,-0.012785,,0.2394099999999999,,0.64106,,,0.026912,,,0.310635,0.55465,0.55933,0.42700000000000005,0.42856,,0.21139,0.099302,0.16002,,-0.23696,0.81853,1.5588,1.2167,,0.563995,0.59902,2.134365,1.00533,0.7531399999999999,,,1.3766,,,0.57567,,0.646895,,,1.15537,0.2662655,,,,,,,0.8710549999999999,0.8022,0.17636,1.3182299999999998,0.9679599999999999,1.5448
0,310,1,2,,,,,,,,-0.23833,,-0.20389,-0.16256,0.11069,0.11069,,,,,,,,,-0.28426,-0.58277,-0.25211,0.6893250000000001,,,0.57912,,1.3483699999999998,1.2685475,0.9047259999999999,1.803,0.9511233333333333,1.098065,,1.0889,0.17383649999999998,-0.036268,,0.43675,,0.083136,-0.02134250000000005,0.5286,,0.99473,1.4723,,,,,,,,,,
0,164,1,2,,,,,,,,,,,,0.59195,,,,,,,,,1.5129,,,,0.10559,1.473605,1.3287,,1.2004,1.8337,,1.068,0.96448,0.72234,1.0348,0.73475,0.75855,,,,,,,0.69026,-0.30212,,-0.2628,-0.32695,,,,,,0.39948,,0.42431,,
0,544,1,2,,,,,,,0.53895,,,,0.98514,,0.58145,0.60573,,,,,,,,,,-0.34734,-0.24718,,,,,,1.3311666666666666,1.1369,,0.95781,0.74232,1.6802,,,,,0.4995,,,,,,,,,,,,,,,,,
0,613,1,1,,,,,,,,,0.087257,,,,,,,0.1295605,0.12613,0.068964,-0.55071,0.13985,,,,,,,,,,,,2.0903,,0.3250699999999999,,,,,0.09640533333333338,-0.0568,,-0.16884649999999995,2.4585,,,,,,,,,,,,,-0.13455,,
2,1001,1,1,,,,,0.99113,,,-0.39354,-0.4092699999999999,,,,,,,,0.062772,,,,,,,1.2862,1.6363,1.1406,,,1.6453999999999998,1.5576,1.1957,1.6048,0.95179,1.5851,0.879035,0.57809,0.34599500000000005,0.4207399999999999,,1.7661,2.2853,,,0.19848500000000002,0.7275699999999999,,1.2822,,,,,,1.9195,3.611,0.77871,1.3323775,,
0,352,1,1,,,,,,0.2046599999999999,,,-0.3226,,,,-0.3226,0.35125,,,,0.319335,,,,,,,3.28545,2.8969,,1.9874,,,0.61134,1.13859,0.1621,1.620339,,0.4198199999999999,-0.1050799999999999,1.4271,0.86669,0.8383200000000001,,1.3585,1.3048666666666666,,1.5200466666666668,,0.56405,2.6861,3.2878,,,,1.8041500000000001,,2.0276,0.13136,0.9092695,-0.086162
1,84,1,1,,,0.45963,,,-0.2039475,0.26703,,,,-0.32847,-0.53435,-0.53435,,-0.26648666666666665,-0.41259500000000005,-0.43362500000000004,-0.64947,-0.58527,,,0.36222,-0.24878,,0.487295,1.0411066666666666,1.15145,1.54287,1.3894,1.427,,1.2145,2.7398,1.084995,0.7429899999999999,0.71421,,0.62236,0.41978,,,-0.38824,,0.6278699999999999,0.10542733333333336,0.3223709999999999,,,,,,,,0.00802,,,,
1,612,2,1,-0.75853,,,,0.40981500000000004,0.49572,-0.14,,3.6915,-0.2259,,,4.24985,2.4544,,,1.3891699999999998,,,1.10565,,,0.6159899999999999,,,,,,,1.1486,,,,1.4751,,,,,,2.0764,1.449305,,,,,,,,,,,,,,-0.10563,0.11773,,1.7242
2,730,2,3,0.34244,,,0.005099,0.19092,0.14518,,,,,,,,,,,,,,,,,0.59116,,0.6654899999999999,,1.5231,1.7633,,1.2753366666666668,,1.4345033333333335,,1.1029,1.1762366666666666,,0.89991,,,0.8770399999999999,0.41963,0.07752233333333335,0.41963,,,,,,,,,,,,,,0.58973,
2,80,2,2,,-0.43473,,,,-0.35547499999999993,,-0.050712,-0.2569,,,0.94735,0.12712,0.24567899999999995,0.4112699999999999,0.2637199999999999,-0.15337233333333333,0.08373666666666668,0.047225,0.3371699999999999,0.20831,-0.48756,-0.67313,-0.6286700000000001,,,,,,2.4699,-0.027516,1.9163999999999999,,2.6451,0.192196,,,,,0.7315,0.80753,0.59619,0.31698,,0.8741166666666667,,,0.62841,,,,,-0.34195,,,,,
0,610,2,1,,0.66165,,-0.091837,,0.74537,,-0.15586,-0.36516000000000004,-0.15586,-0.42179500000000003,0.48436,,-0.15257666666666667,,,,,,,,,,,,,,,,1.6712,,1.6712,,,1.09871,,-0.62371,0.1741,0.14209,,,,,,,-0.3971699999999999,,-0.3971699999999999,,,,,,,,0.83401,,
2,566,1,1,,0.51899,0.083754,,,0.5204,,0.15723,,-0.20452,0.04983750000000001,,,,0.04795499999999999,0.8835700000000001,-0.1741375,0.13603500000000002,,0.069623,0.054550666666666664,,,0.5557300000000001,,1.9943,,4.6791,1.3697,-0.37692,,0.41583499999999995,1.362625,1.8685,0.92408,1.3583425,,-0.36278,-0.26669,,-0.25821333333333335,-0.054731,1.3174,0.896285,0.5839745,0.7168233333333335,1.7597,0.492135,,,,2.2627,0.5133300000000001,2.668975,1.2255,0.32115,,0.9506875
3,853,2,1,,,,,,,,,,,,,-0.4461,,1.7217,1.2196,1.042,1.1951,1.44,,,,,,,1.8442,1.8503,,,0.84601,,,,,,,-0.36649,,,,,,,,,,,,,,,,,,,,,
1,468,1,2,,,,,,,0.34759,,,,,-0.080836,,,0.13338,,,-0.14443,,,,,,,,1.6597,,,,,1.3015,,,,1.1877,1.9609,0.3157945,,0.6320899999999999,,,,,-0.166185,-0.020589,,,,,,,,,,,,1.1174,1.7801
0,99,2,1,-0.0342285,0.052793,,0.045307,,0.07525,0.17209574999999996,0.141684,-0.06997439999999999,-0.28655866666666663,0.113615,0.29795,0.08835,-0.22136999999999996,-0.43565,,,-0.2796956666666667,-0.50957,-0.17552,,0.41959,0.12203733333333332,0.6160899999999999,-0.18113649999999995,0.8144600000000001,0.7658,0.519142,,2.6485,1.7333,1.4615075,2.385025,2.3041,1.4389,1.2542,0.23494700000000002,0.16383,0.0879746,0.16091977777777777,-0.019443699999999987,0.0161138,0.30356,0.05279399999999997,1.78668,3.7479500000000003,3.5037,2.7027,,,0.91832,,-0.019255000000000064,1.4694683333333334,0.62171,,-0.2354099999999999,
2,578,2,1,-0.28085,,-0.36171,,,,,,,,,,,,,,,,,,,1.6526,,,-0.34268,,0.49916,-0.34268,,4.0926,,,,1.6288,1.90225,,,1.1746,,0.19002,0.9427,0.76791,2.385,1.8737,,,,,,,,,0.60382,,0.54199,,,
0,648,2,1,1.5872,1.3008,,,,,,,1.1212,,1.6746,,,,,,1.2814,,,1.1212,0.47079,,2.4706,,,0.7377600000000001,,2.1939,1.7814,,,,,,,,,,0.37371,0.8227,1.0872,,0.510835,0.80571,,,,0.27178,,,,0.6698,,,,,,
1,663,1,1,,1.453,,,,,1.4309,,,,,,,,,,,,,0.56586,,,,,,,,,1.5907,,,,,,,,,,,0.59341,,,,,,,,,,,1.092065,0.053424,1.2216,0.45565999999999995,,,2.0205,
2,119,1,1,,,,,,,,,,,,,,,,,0.3646,,,,,,,,,1.113105,1.68,1.701,,2.148,2.148,,,2.0071,1.8965,0.0852179999999999,,2.0444,,,,2.5368,,,2.8914666666666666,2.3249500000000003,2.6416,2.8418,,,,,1.6404,0.78679,0.78135,1.7406,,1.2842
2,569,2,1,0.96378,,,,,0.28518,,,,0.91489,1.4116,,1.3627,,0.6860733333333333,1.396,1.7519,1.5068133333333336,1.7929666666666666,0.8249299999999999,1.3197,,,2.0785,,3.289,,0.37514,,1.8174000000000001,0.370249,3.6039,2.4141,1.64171,0.7760356666666667,0.42890775000000003,1.30305,0.47292,,0.3018,0.9729133333333335,-0.039457,0.4787899999999999,,,,0.65871,1.1163,,,,,1.32945,1.7128,0.57983,0.9823575,1.7304,1.834
0,407,1,1,,0.6956800000000001,0.34307899999999997,1.0114,0.39176,,0.8668100000000001,1.1235,1.35365,1.4422,,0.64257,0.64257,0.9671233333333333,0.6661733333333334,0.37505799999999995,0.2176725,0.692715,0.25603,,,0.7871600000000001,0.655845,,,2.7241999999999997,-0.047882,,5.0921,,,,0.95533,0.7399399999999999,,0.828435,,,1.0158049999999998,0.67207,1.1987675,3.4044,,0.91402,-0.44032,,,,,,,5.5554,,3.1352599999999997,1.8351183333333336,1.0852,2.44245,1.124995
1,189,2,2,,,,,,,,,,,,,,,,,0.63572,0.63572,,0.66635,0.44767,,,1.1612,0.664725,1.1612,,,,1.6136,1.74715,1.9655,2.1154,,,,,,,,0.91458,,0.79369,1.158,,,0.96455,0.95971,,,,,,,,0.32302,0.8468899999999999,0.68086
0,149,2,2,,,,,,,,-0.26716,,,,0.011867,,-0.22235,,0.08264099999999996,,0.21961,,,,0.68804,,,0.27867,1.1999366666666667,,,,2.6059,,,,1.5037500000000001,1.7288,,,0.22062849999999998,0.7416733333333334,-0.15514,,0.92533,0.97521,,,1.0037,1.0037,1.7878,,,,,0.95688,,1.47421,,,
2,260,1,1,0.34325,0.03805,-0.25296,,0.14215,,,-0.30027499999999996,,,-0.047123,,,-0.0045369999999999,0.31959333333333334,-0.2541399999999999,-0.21865500000000002,-0.17015,-0.17725,,-0.22457,,,1.292006,,2.0025333333333335,1.38981,2.27205,1.3819,1.7512181818181818,1.981888,1.6250125,1.80125,1.6365224999999999,1.6571333333333333,1.945,0.651615,0.140969,0.35271600000000003,0.76439,1.0317553333333334,-0.20801,0.110211,0.49112500000000003,,0.32078,,0.9016025000000001,,,1.1051,,,0.62717,0.6863100000000001,0.56565,0.58694,-0.011634
3,741,2,1,,,,-0.34861,,,,,-0.41741,-0.5394899999999999,-0.397435,,,0.49704,0.49262500000000004,0.27287000000000006,,-0.42407,0.26565250000000007,0.191855,0.90877,0.8810266666666666,0.541435,1.1185,,1.1185,2.5046,2.5264366666666667,2.05295,1.2117,,,,,1.3582033333333332,1.6601,1.5425,0.31282,0.1419099999999999,0.52368,0.70124,0.21293933333333334,0.29062,0.8876799999999999,1.2391033333333332,1.0746775,0.86993,1.3849,1.8266,,1.4137,,,,1.33973,0.29672575,0.35166000000000003,0.8669766666666666
2,555,1,1,,,,,,,-0.23196,0.24289583333333334,0.18932374999999996,-0.15863,0.53728,,,,0.44053666666666674,0.579405,,0.37343999999999994,,,,,0.41400999999999993,0.6277699999999999,1.35489,2.8185,2.3087666666666666,3.0993,,1.0515622,1.5483666666666667,1.695,2.34725,1.47505,1.1739066666666667,0.6589833333333334,,0.8025249999999999,0.8586849999999999,,,0.93048,0.93984,1.390765,,,1.2894,,,,,,0.2533,0.88679,1.58895,0.87431,1.04749,1.3299
2,603,2,1,0.35691,,0.14243,1.23929,0.4546,,,,2.2129,1.535495,1.2148733333333335,0.550165,,,0.39726,,0.44964333333333334,0.892045,,,,0.6308600000000001,0.48858,1.1257,,1.0301,,0.94303,,1.4208,,2.88825,1.5121,,3.1792,,3.0305,0.35054,,0.58308,,,0.76889,0.7158,,,0.5572400000000001,,,,,,,2.3021,3.3958,2.5505750000000003,1.45905,2.59644
2,578,2,2,,,,,,,0.72748,,,,,0.865405,,,,,,,,,3.6954,3.1746,,,,,3.0723,,3.039,2.8619000000000003,,2.2305,1.0176,1.43143,0.6169,0.76395,0.29941,,0.69419,1.2831833333333333,0.9343699999999999,1.00573,1.3612700000000002,,1.04933,,0.40881,0.14483,,,,0.53961,0.90346,2.5372,1.1230466666666667,,1.9332000000000003,4.1484000000000005
1,77,2,2,,,1.3021,,,,,,,,,,,0.8330799999999999,,,,,,,,,1.8135,2.0707,2.2221,,1.88165,2.2372,1.8135,1.7227333333333332,1.4595,,2.0254000000000003,2.1646,,1.8408,1.8862,1.051,,,,,,,,,,,,,,,,,,,,
1,77,2,1,0.95413,,,,,,,,0.889065,,,0.65152,0.90268,-0.1171,1.09183,1.1639333333333333,,1.0887875,1.0101200000000001,1.1448,,,,,,,,,,2.3643,2.3431,1.7636,1.6985,1.6985,,1.6985,0.4951733333333334,0.63336,0.5476233333333334,0.73524,0.66665,0.73523,1.0388666666666666,0.8966299999999999,,,,,,,,,,-0.40155,1.1538,,,
1,137,1,1,,,,0.53959,,0.6915775,,,,,,,,0.62457,,,0.91547,0.8615599999999999,,0.68667,,,,,,,,,,,2.041475,,,2.1444,,1.6215,1.3142,,,1.8568,,,0.48075,,,,3.38,3.429,,,,,,,1.5986,,,
3,91,2,1,,,,,,,-0.58065,-0.3844599999999999,,,,-0.4654249999999999,-0.31750500000000004,-0.49501,,-0.1073,,,-0.54484,,,0.67123,,0.096675,-0.14156,3.6561,2.6176,3.6561,,,,,1.797,0.740495,0.12159,,,,,,,,,,,,,,,,,3.6265,,,,,,
1,53,1,3,,,1.7096,,,,,,,,,,,0.39521,,,,,,,,,3.746,,1.941,,,,,3.9288,1.26299,1.899335,1.01826325,2.2881,4.1937999999999995,0.13371466666666668,1.057,0.74,,,,1.1774,,0.68138,1.0084,,,,,,,,,,,,,
2,199,2,1,0.174775,0.24461,,-0.048364,0.1645535,0.0632065,-0.070507,,-0.07987625,,,-0.0756169999999999,,-0.048364,,-0.077321,-0.02111,,1.0460285,0.7618533333333334,,,,,-0.40947,3.5798,,,0.495,,2.4453,2.0263,,1.9939,,,,-0.24254,,-0.004077,0.02488,,,0.13858499999999999,0.28038,0.19918999999999998,0.768385,0.82884,,,,,,,,,,
0,275,1,2,,,,,,,,,,,,,,,,,,,,,,,,2.766,,3.56,,,,,,,,,1.45016,1.5751,,1.372,1.1326200000000002,1.491,,2.4928,,2.9575,,,-0.13655,,,,,,,,,1.3182,,1.8133
0,158,2,1,,0.7330166666666665,0.9868399999999999,0.7056886666666666,0.37318,0.40253775,0.5715100000000001,0.44076999999999994,0.6923950000000001,0.6360600000000001,,0.27040999999999993,0.1864285,0.20895999999999992,,-0.006126000000000003,,0.2535115,0.86344,,,1.3776050000000002,1.478,1.9553,,2.6077000000000004,,2.1253,1.9307,2.537,2.3588,2.3342,1.7832,,2.86015,1.45032,0.903385,1.24957,3.3605,2.0419666666666667,2.275825,3.6186,2.928933333333333,0.9098700000000001,0.5244085,0.9296700000000001,1.813905,,,3.1085,,2.8074,,6.726766666666666,3.9005999999999994,3.9934666666666665,3.4992775000000003,4.4359
1,718,1,1,,,,,,,1.37975,0.7192014999999999,1.074035,,0.97427,,1.7918,2.0731,,,,,1.5204,,,,1.9913,,1.092,,2.8898075,3.1506000000000003,,2.9029,2.288258,3.1334174999999997,,1.3275,2.302,-0.2226199999999999,1.0789,,0.77972,,,0.54915,,0.6865,,,,,,,,,0.1371,,0.31369,,0.8336600000000001,
1,468,1,1,1.0773,,1.3149,1.2245,1.2915,,1.007,,,,,-0.05406,-0.020590000000000004,,,,,,,,,,,0.88647,1.7601,1.5625925,1.4823,,,,,,3.8085,2.0813666666666664,,,,,0.0497,0.34759,0.58523,,,,0.76932,0.61871,1.432,1.0304,,,2.2119,,,,,1.7299,1.7032,
3,86,2,1,,,,,,,,,,0.030239,,,,,,,,,,,,,,,,3.4383,3.4978,1.350555,3.0875,,,,,,1.3412,0.714675,0.59408,,0.2166199999999999,0.13987,0.9292279999999999,0.13987,1.103895,,,,0.797685,,,,,,,,,1.0937,1.46856,1.0221866666666666
3,86,2,2,-0.20469,,,-0.12482,,,-0.28614,-0.40204,-0.34252,,,-0.3514,-0.36132,-0.31981174999999995,-0.11699,,-0.4599899999999999,,,-0.42396,,,0.056864,,,,,5.7657,,2.200245,,2.6286,,,0.75226,-0.13265,,,,0.08583699999999996,0.45625,,0.21348499999999998,0.6532,3.1846,,,-0.4599899999999999,-0.43493,,,,,2.1681,0.6817850000000001,,1.7218,1.2362
1,98,1,2,,,,,,,,,,,,,,,,,,0.55697,,,,,0.2773,,,3.65185,2.784,,2.5351999999999997,2.0643333333333334,,2.0129,2.23705,2.06535,0.8229133333333335,,,,0.10764399999999999,,,0.0325839999999999,0.0325839999999999,,,,,,,,,,,,,,,
2,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95691,,,,,3.6447,,,,,,3.05255,2.0261,1.9915500000000002,2.1494999999999997,1.787625,,1.8748,,,,,,,,,0.84505,,,0.53087,,
1,843,2,2,,,,,,,,,,,,0.25989,,0.75834,0.8800100000000001,0.98401,0.7769874999999999,1.0379825,,0.81525,0.19709,,,-0.37789,,,,,,4.20235,,,,,0.48556,,,,,,,,,,-0.0599809999999999,0.095048,,,,,,,,,,,,
