fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g68,chr9-g69,chr9-g70,chr9-g71,chr9-g72,chr9-g73,chr9-g74,chr9-g75,chr9-g76,chr9-g77,chr9-g78,chr9-g79,chr9-g80,chr9-g81,chr9-g82,chr9-g83,chr9-g84,chr9-g85,chr9-g86,chr9-g87,chr9-g88,chr9-g89,chr9-g90,chr9-g91,chr9-g92,chr9-g93,chr9-g94,chr9-g95,chr9-g96,chr9-g97,chr9-g98,chr9-g99,chr9-g100,chr9-g101,chr9-g102,chr9-g103,chr9-g104,chr9-g105,chr9-g106,chr9-g107,chr9-g108,chr9-g109,chr9-g110,chr9-g111,chr9-g112,chr9-g113,chr9-g114,chr9-g115,chr9-g116,chr9-g117,chr9-g118,chr9-g119,chr9-g120,chr9-g121,chr9-g122,chr9-g123,chr9-g124,chr9-g125,chr9-g126,chr9-g127,chr9-g128
0,275,1,2,,,0.046936,,,,1.2868,,,-0.34723,-0.61239,,-0.28630999999999995,,,,,,,,,,0.2691,,,-0.11789999999999999,,0.2261,,,0.12577,,,0.082769,-0.1895599999999999,,,,,,,,,0.19027,,,-0.73422,,,,,,,,,,,-0.089229,0.32643,0.5486,
2,770,2,2,,,,,,,,-0.21441,-0.32911,,-0.62732,,,0.022624333333333333,0.34759,-0.2947,-0.3635199999999999,-0.7420100000000001,-0.52409,-0.91405,,-0.89112,-0.31764,-0.3864599999999999,-0.52027,,-0.627315,-1.2925,,-0.20294,,,,,,,,,-0.92552,,,-1.1664,,-0.7993600000000001,-0.89112,,,,,1.614975,,1.2652,,,,,0.41641,,,,2.0795
0,99,2,2,,,,,,,,,,,,,,,,,,,,1.1524999999999999,,,,,,-0.6919949999999999,,,,,,,,,-0.76644,,-0.5844699999999999,,,,,,,,,,,,,,-0.35288,,,,,,,,,0.23437,
2,591,2,1,-0.6233,,1.8827,,3.0080999999999998,2.2772,1.5578,2.2772,,0.94874,1.116956,0.716715,1.69126,0.2642395,0.096012,1.433135,1.2136566666666668,-0.11282,1.2851949999999999,1.1343765000000001,2.39704,1.63326,0.5948899999999999,1.668075,2.1843,1.192375,3.1357,2.19015,,0.380255,1.55205,0.7457192,0.26230333333333333,1.0612878000000001,0.30484,1.610045,1.9175,2.1379363333333337,1.4611666666666665,-0.78573,,1.366415,3.5185,1.1054,0.977775,,0.884955,0.652895,0.83853,1.6042,0.919765,,1.8479,1.6275,0.51368,,,1.581,0.8182275,1.4186,
2,172,2,2,,,,,0.20805,-0.0266255,,0.10601,,0.252261,,,,0.065202,,1.427354,0.70801,1.0141,,2.673833333333333,1.9664333333333335,,,,0.55496,0.3713,,1.4018,,,,,-0.17457499999999998,-0.31232,,0.452925,,0.62638,,-0.68984,-0.399045,-0.41435,-0.5163800000000001,,,,,-0.32252,-0.26810666666666666,,0.3611,,,0.11961666666666666,-0.70004,-0.66943,0.194442,0.39171,-0.016424,,
1,942,2,1,,,,,,,,,,,,,,1.5886,,0.8659899999999999,,,,0.39844,,,,,,,,,,1.121,,,,,,,,-0.08329,0.20008,0.25675,0.4126,,,0.06902125,,,,0.55429,,,,0.48345,,,,,,,,,
2,578,2,1,,,,,1.227,,-0.17948,-0.42598,0.197525,,0.27003,,0.5455300000000001,,-0.36798,,,0.052525000000000016,-0.3051466666666666,0.16852,1.575,-0.0924779999999999,,,-0.46948,,-0.28098,,,,-0.68699,,-0.64348,-0.77399,,,,,0.74853,-0.44048,,,-0.71599,,-0.701485,0.183026,0.081524,,-0.38248,-0.73049,,-0.57098,,,,,-0.244729,-0.30998,-0.44772999999999996,-0.59998,
2,730,2,1,-0.57184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99373,,-0.21799,,-0.6535,-0.21799,,,,,,,,,,-0.58545,-0.39492,,,,-0.68072,-0.31326,,,,,,,,-1.089
1,826,1,2,,0.63681,,,,0.20803,,0.584425,0.1318,,,,,,0.13180600000000003,0.24615,,1.2276,1.28475,,,,1.4848,,0.50341,0.48436,,,,,0.508176,-0.087348,0.4271899999999999,,,1.1323,-0.2969699999999999,,,,0.1413299999999999,1.1799,0.60822,,,,,,,,-0.35414,-0.10164500000000004,-0.48754,,-0.2270956666666666,,,-0.349375,-0.13499,0.12228,-0.13499
1,612,2,1,-0.58331,0.8586600000000001,,0.65018,0.27666,,,,-0.3922,,,0.1203065,,,,,,,,,,,,0.84129,,,,,,,,-0.44432,,-1.0003,,,,,,,,,,,,,,,,,-1.3304,,,,,0.024752,,,,,
0,407,1,1,-0.43251,,,-0.4525,,,,,-0.26062,,,,-0.36455600000000005,0.079169,0.047190000000000065,,-0.000782,-0.05674599999999995,-0.2646199999999999,,-0.1207099999999999,-0.27260999999999996,,0.25506,0.28704,,,,-0.9362,,,,-0.44051,-0.17667,,-0.49648,,-0.20066,-0.24863,,,,,,,-0.000782,,,,0.97462,,,,,,,0.28704,,,,
2,43,2,1,-0.23062,-0.2373199999999999,,-0.2373199999999999,-0.35117,,-0.0029286666666666814,-0.049806,0.20468,-0.09668399999999999,-0.29089,,-0.29759,,-0.287545,-0.24736249999999999,,,,0.68685,-0.13909666666666667,0.05734499999999999,0.361382,-0.089987,-0.4013899999999999,-0.46501,,0.31183,-0.0431089999999999,,-0.5766266666666667,-0.65922,-0.15025699999999995,,-0.25071333333333334,-0.21723,,-0.036412,,,-0.15696,,,,-0.35117,-0.2373199999999999,,,,,,,,,0.92124,-0.14690899999999998,0.23648675000000002,0.17118999999999995,0.064041,-0.23732000000000003,0.11762
3,921,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024368,,,,-0.52486,,,,,,,,,,,,,,,,,,,,,
2,569,2,2,,0.08133,1.09761,0.40995,,,,,0.83595,,0.86029,0.4343,1.02461,0.4343,0.714235,,0.069158,2.7834,1.7245,2.0287,2.43035,2.4791,1.5479500000000002,3.7327,,,0.66555,,2.1261,0.83595,1.3268466666666667,2.6982,1.19195,,1.93135,,,,,,0.39778,0.38561,0.44038,,0.25173,,,,,,,,-0.29598,-0.34467,-0.6895199999999999,,-0.5110066666666667,-0.600265,-0.50289,-0.6246,-0.6732899999999999
2,584,2,1,-0.21529,0.34936,,,,,,,-0.21529,,0.5931933333333334,,0.2082,,0.27236,0.169701,,0.028537,0.27236,-0.11904500000000001,0.16328149999999994,0.33654,0.14082499999999998,,0.1312,0.5739399999999999,,0.37502499999999994,0.7921050000000001,0.59319,0.27236,0.5076366666666666,0.3172795,,,0.2082,0.342945,0.11837,,,-0.330785,,,,,,,,,0.73435,,,0.471277,0.2552566666666667,,1.4017,,,1.6455,,0.3622
2,260,1,2,,,0.001772,,,,,,0.62684,,1.2974,,,1.7008,0.62684,0.32567499999999994,1.1724,,1.0133,0.38817999999999997,0.19498,,,,0.5614975,,-0.80514,,-0.80514,,-0.6005699999999999,-0.5172266666666666,0.94506,0.7063849999999999,-0.07778000000000002,0.6230566666666667,,,,,,,,,,-0.291446,-0.27099,,,-0.020958,,,-0.15734,,,,,,,,
1,144,1,1,0.22075033333333335,,,-0.0498129999999999,0.6079450000000001,,,,,,,,,,,,1.4709,2.1427,1.4118666666666666,1.8255,2.7491,1.2937,,,-0.04048500000000005,,,,,,-0.13844599999999996,,,,,0.9391299999999999,-1.0014349999999999,,,,,1.2004,,-0.84285,,,,,,,,,,0.1834299999999999,,,,-0.278392,0.76188,,
2,584,2,2,,0.015703499999999947,,,,0.0927019999999999,0.0542029999999999,,,-0.52328,-0.54895,-0.74145,-0.43987,,-0.66445,,,,,,,,-0.57462,,-1.0238,-0.42062,-0.88261,,,,,,,,,,,,,-0.52328,-0.11263,,,,,,-0.446285,,-0.29229,,-0.3179599999999999,,,,,,,0.3622,,0.81135,0.04137
3,718,2,1,2.4305,-0.5864199999999999,-0.6865100000000001,,,,,-0.67936,-0.65791,-0.41961000000000004,0.17138,0.27146,,,,,0.15707666666666667,0.0283959999999999,0.8076199999999999,-0.30046,0.67896,0.12133499999999994,,2.1016500000000002,0.9005799999999999,2.8451,0.54313,0.9863649999999999,2.1588,0.54313,0.45733999999999997,0.19997,-0.0002,,0.1999745,1.6441,,,0.42874,-0.31476,0.171375,,,,,,1.115,,1.6012,,1.0578349999999999,1.3771799999999998,0.0569919999999999,0.44304,0.44304,,,,0.77189,,
1,233,1,1,0.67923925,2.4087,1.9748,1.459,0.8450200000000001,1.59,0.28834,0.28834,,0.73041,2.8016,1.56271,1.520425,1.7947,,,,,0.8191116666666667,-0.055494,,,0.4357,0.44388,0.44388,2.2613,2.0075,1.0496750000000001,1.0661,1.1479,0.82865,1.0455695,0.51756,,,1.21343,1.9502,1.4836,-0.30928,,0.8968599999999999,,,0.001812,0.4520699999999999,0.619875,,0.026375000000000037,-0.3174599999999999,,,-0.0036466666666666683,0.22285,1.8710666666666667,0.8614,,,1.0661,,,0.99238
2,230,2,1,0.5210466666666665,1.970725,,,0.179365,0.36485,0.14519799999999994,0.1500775,0.140315,,,,,,0.20865,1.0644666666666667,0.081741,1.0287,1.521655,0.9212866666666667,0.6821200000000001,0.7602307500000001,0.7195433333333333,0.71629,-0.1720799999999999,1.8097,,,0.3811266666666666,1.3216,-0.4503049999999999,1.194665,1.2044000000000001,2.0586,-0.025639999999999996,,0.30627,-0.084218,-0.084218,-0.40637500000000004,,,0.21841,,-0.6504300000000001,0.94082,,0.27211499999999994,0.672375,0.032925000000000024,-0.75781,0.5795980000000001,1.6925,-0.49422999999999995,-0.75781,-0.6829700000000001,-0.489355,-0.61138,-0.43566,,0.15008333333333335
3,353,2,2,,,,0.2315,,0.29823,-0.1822,,,,,,0.017976,-0.80943,0.60517,0.2315,,,-0.67597,,-0.1822,,-0.04875,-0.90284,,-1.0096,-1.1564,-0.9250933333333333,,,-0.70267,-0.9562499999999999,-1.1297,,,,,,,,,0.5784699999999999,0.5784699999999999,,,,-0.1555099999999999,-0.008714,,2.5803,,,,,1.1523,1.66615,,,,,
0,55,2,1,0.6771699999999999,,1.3428,,,-0.47306,-0.20448,-0.035157,,,-0.3679699999999999,-0.49642,-0.1139785,-0.49058,-0.403,-0.2550833333333333,-0.49058,-0.402995,-0.32126,0.36188,-0.31542,0.0319885,-0.08478849999999995,,-0.02931500000000005,-0.08186550000000001,-0.41468,-0.20448,-0.373805,,0.8523299999999999,0.5000600000000001,-1.0803,0.755995,,,-1.162,,,0.029069,0.30349000000000004,0.46989499999999995,0.92824,,,0.06994249999999999,-0.7095100000000001,0.33852,-0.19572199999999995,-0.05267349999999994,-0.093545,-0.36213,-0.6745,0.15168,,,0.30349,0.6012649999999999,0.1808799999999999,0.785185,0.15168
3,27,2,1,,0.20647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7219,,,,,,,,,,,,,0.12455,,,,1.1621,,-0.3259599999999999,-0.13483,0.3338966666666667,0.82763,1.3463933333333333,1.9539,,-0.61948,-0.11094000000000001
2,555,1,1,0.929,,1.6113,,,,,1.56545,,0.5505899999999999,0.74553,0.24098,0.4473750000000001,,-0.1145,1.9152,-0.1145,0.4015145,0.19510999999999995,0.32698,1.1813,,0.8258,1.1125,1.037915,-0.20624,0.69392,2.276365,2.2094666666666662,0.61939,1.05132,1.3991,4.49525,2.1616999999999997,0.48178,,2.41395,,,,4.4723,,,,0.8946,,2.7408,1.0322,,1.1125,,,0.8946,,,,,0.17791,,-0.24064,
2,121,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88686,,,,,,,,,,,,,,,0.30228,0.49586,0.13635,1.0766,,,,1.062775,,,,,-0.11254,0.164,,,,
2,210,2,2,,,,-0.69421,,,,,,,,,,,,,,,-1.03535,,,-1.0298,,,,,,,,,,,,,,-0.45932,,,-0.8396100000000001,,,,-1.0186,,,,,,,0.13907649999999996,,,0.87169,,,,,,,,
3,157,2,1,1.2534649999999998,1.0261399999999998,0.15434,0.481737,1.09911,1.42653,0.22168879999999996,-0.18241,0.569664,0.5830733333333334,0.7530100000000001,0.1917599999999999,0.37572300000000003,,0.640755,-0.088869,0.48641500000000004,,2.6987,0.3601315,,,1.17628,2.8671,0.96817,1.01027,0.58463,1.5481,1.8801999999999999,1.1154825,1.40158,1.3049,,0.87461,0.64076,,1.2581,0.051444,,0.72495,-0.50045,1.1085,0.4474496666666666,1.8755,0.72495,0.59399,-0.2697163333333333,0.7997833333333334,0.9588,0.35078,0.4302905,0.14499,,,-0.20112,-0.02339249999999999,,-0.50981,-0.4723925,1.11782,0.46303774999999997
2,244,2,1,,,,,,,,,-0.05441999999999994,-0.20476299999999995,,0.230156,,0.12814,,0.93353,,,,,,,,,,,,,,,1.0839,,,,,,,,,-0.25845,-0.20475849999999995,0.43956,0.074444,-0.51081,-0.7578,-0.2477199999999999,,-0.45175,,,,,-0.47323,,,-0.45175,-0.4947,,,-0.55914,-0.98868
2,770,2,1,0.31032000000000004,0.40494,-0.053839,0.33613,-0.0309,0.12967,0.50817,0.47376,,0.95548,,,,1.1161,,0.51964,0.90196,2.0795,1.216425,2.0527333333333333,1.1905999999999999,2.165525,1.5088975,0.19849,,,0.6458,0.6687400000000001,0.61139,0.6228600000000001,0.7605,0.794904,0.7834399999999999,0.7605,0.66874,,-0.065309,1.3569,-0.099717,,,-0.26029,,2.0451,,,0.9612350000000001,,0.65727,,,,,0.40494,0.146875,0.33613,,0.095265,0.39347,,0.65727
1,718,1,2,,,0.70782,0.99778,,,,,0.18939,,1.1823199999999998,1.6832,,0.7429600000000001,0.74296,0.66388,0.44421,0.60237,,,,0.800075,,1.2526,,1.0417,,,,,,0.81326,0.13667,0.21575,0.8923399999999999,1.3316866666666667,,,,1.8238,,,,,,,,,0.99778,,,,1.0329,,0.5145,,,,,,1.9731
1,53,1,2,,,,0.36261,,,,,,0.026453333333333367,-0.83047,,2.02745,0.92667,,0.605314,,,1.6172333333333333,,,,1.0224,0.1951,,-0.1741,-0.27666,,,,-0.30401,,-0.502285,,-0.23564,,,,,,,,,,,,-0.51254,,,,,,,,-0.47494,0.17117000000000002,-0.078384,,,,0.052896000000000054
2,80,2,1,-0.1979365,0.099702,-0.76684,,-0.26198,-0.08114000000000005,-0.26198,0.36343,,,,,,,,-0.342985,-0.57846,-0.45789499999999994,-0.65381,-0.55585,-0.5583633333333333,-0.5734333333333334,,,,,,,,-0.72163,,,-0.092444,,,,,-0.63874,,,-0.8874,,-0.7065600000000001,-0.770605,0.71758,-0.27956466666666663,,,-0.14142,,,,,-0.36748,,,,,,0.36343,-0.33984666666666663
1,98,1,4,,,,,,,,,,,-1.1274,,,,,,,,,,,,,,,-0.4494,,,-0.65174,-0.55235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0351,,,-0.9215149999999999
2,636,2,1,,,1.5389,1.03512,,,,1.403,1.3691,0.18039,-0.2498,1.046445,0.684175,-0.015834666666666667,-0.27244,0.63322,0.12001583333333332,,0.36719499999999994,1.0974,0.8294486666666666,-0.05734500000000005,0.4520899999999999,0.4634133333333333,1.2823,2.1389,1.6690999999999998,1.3578,-0.47621,0.16907500000000003,1.9804,0.8521,0.28793749999999996,1.0464324999999999,0.786055,0.49737,0.5728433333333333,,,,,,,,,-0.54414,-0.5328174999999999,,,,,,-0.31772,,,,,0.367185,,,
1,84,1,1,0.081022,,-0.4530399999999999,,,-0.14207,,0.5272,,,,0.39199,1.0342,0.34129,,2.3727,,,,,2.3727,-0.020384999999999945,1.0748,,0.6601466666666668,0.57452,,0.64212,,-0.04291333333333333,-0.3020566666666667,0.01342,-0.20967,0.0032795,-0.047422,0.01342,,,-0.8451299999999999,-0.7842899999999999,,,,-1.0006,-0.649075,,,-0.8969300000000001,,-0.074463,-0.027141,-1.244,-1.0231333333333332,,0.72324,,,,2.028,,0.30073
0,352,1,1,0.027194999999999997,,,,,-0.57333,-0.8863300000000001,,-0.8208200000000001,,-0.846295,0.400245,0.096344,-0.23850200000000002,-0.34403999999999996,1.395635,,0.77693,0.18730000000000002,0.51851,-0.298182,0.35477499999999995,1.12999,0.12910000000000005,0.03447,-0.39135,0.36931,0.21644999999999998,,-0.05165999999999996,0.7999833333333332,1.12755,1.035365,1.9525,,,,,-0.62792,,,,,,,,,-0.012842,-0.3404,,-0.2021,,,,,0.51125,,,0.37295,-0.18026,0.72234
0,310,1,1,-0.256697,-0.10935500000000001,0.21458,,0.63637,0.31581,-0.32193,0.60936,-0.19371000000000005,-0.45016,,,-0.62225,-0.29494,,-0.096982,,,-0.3826699999999999,,0.26969333333333334,1.00418,,4.3683499999999995,,-0.078983,0.14372,0.69711,,0.10998,0.319188,-0.2072099999999999,0.24495,,,3.7812,,-0.1059799999999999,2.00295,0.44403649999999995,-0.32193,2.1413,,-0.75384,0.25507,-0.35568,-0.44003000000000003,-0.54464,-0.45465533333333336,,,-0.55813,,,,,,-0.024994,,1.4597,0.36643
2,1001,1,1,,,,,0.20322,,-0.001307,,-0.6587,,,,,1.7517,,1.182,,0.56844,,,0.64148,0.510005,-0.0013070000000000026,2.8036,,,,,,,0.7729600000000001,,,,-0.19122,,-0.92166,,,-0.60027,,,,,,,,,,-0.44443999999999995,-0.29348,,,-0.446875,,-0.95088,0.583045,0.18860849999999998,-0.05000333333333332,-0.62948,-1.2284
0,37,1,1,,,,,,,0.70581,,,,,,,,,,,,,,,,,,,,,,-0.43453,,,0.35963,,0.70581,,0.70581,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,1,1,,-0.11169,0.0283269999999999,0.14501,0.34725,,,,,,,,1.553,,,-0.10780149999999995,-0.9595499999999999,-0.53952,-0.69509,-0.75732,-0.15836,-1.00623,,,-0.40728,,,,,,0.5261600000000001,,-0.026123,,,,,,0.53394,,,,,,,0.20724,,0.6311800000000001,0.62729,,0.20724,0.6973,,,,,0.12945,,0.12945,,
3,741,2,1,,0.7617976666666667,2.0799,-0.01201,-0.41203,,,-0.07102749999999995,1.0897,1.0897,,-0.025126,-0.49728,-0.477605,0.230625,-0.45793,-0.3595649999999999,,-0.556295,0.36833499999999997,-0.1169299999999999,-0.20874,0.079797,0.35522,,0.60441,,-0.707125,-0.6022000000000001,-0.70712,,0.005476666666666695,0.56506,0.4601399999999999,-0.4316999999999999,0.066682,,,,-0.097261,,-0.27432,,0.89295,0.95852,-0.038241,,,,0.040451,,,,0.10603,,,,2.034,0.59128,,-0.16939
0,884,1,1,,,,,,,,,,,,,,,,,,-0.6796800000000001,,,0.7346699999999999,,,,,-0.92244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,210,2,1,-0.34187899999999993,,0.099928,0.228555,-0.07157400000000001,-0.55999,2.102,0.20059,0.442936,,1.8504,0.9052433333333333,0.27143100000000003,-0.03056666666666667,-0.28036,1.0748811666666667,0.9779525,1.9029599999999998,1.1849,1.5316,1.539065,0.23415,1.87835,,0.9891449999999999,1.0842,,0.72629,,1.6099,,1.1569,1.1065924999999999,1.27995,0.37395999999999996,0.33481000000000005,,1.5679750000000001,-0.934685,-0.44440999999999997,,,-0.9850300000000001,,-0.2169833333333333,-0.38661999999999996,,-0.57117,,-0.4033966666666666,-0.22816666666666663,-0.6382825,-0.7585225,-0.31018666666666667,,-0.7725124999999999,-0.71658,-1.0745,-0.75013,-0.9962149999999999,-0.97384
0,844,1,1,1.9366,2.4939,,,,,,,,,,,0.99802,1.03153,,0.9645,,,,1.8276499999999998,,0.37787,,1.6041999999999998,2.4311,1.4477400000000002,0.88069,,,,,,,,,,,,,,,,,,,,2.017633333333333,,1.4087,,,,2.188,,,,,,0.4616699999999999,,
1,98,1,1,-0.11217,-0.0956,0.35406000000000004,0.352865,0.14342,-0.32870499999999997,,-0.6067766666666666,,,,,-0.6020399999999999,,,0.42030999999999996,0.47711,0.48421000000000003,,,,,,,,,,,,,0.36351,1.137395,0.4061099999999999,,,-0.2328599999999999,,,,,,,,,,,1.9609,,,,1.452604,3.1466,,,3.2140500000000003,3.05785,1.8331333333333333,0.45935999999999994,-0.42455,,0.6404135
2,10,2,1,,,,0.88721,,,,,0.12021,0.27709,0.3720033333333333,0.503705,,0.27419,0.015615,0.58215,,,1.4508,1.1661,0.3235795,0.5898966666666667,0.27709,0.09406,0.28871300000000005,-0.14708,0.21318,0.21318,-0.25167,-0.027964999999999948,-0.011985499999999993,0.015616499999999998,0.073721,-0.013438499999999999,-0.05604999999999999,-2.4307,-2.4307,,,,,,,,,,,,,,,,,,,,,,,,
0,646,2,1,0.32661,0.43854,0.822265,0.7369926666666666,0.174709,,0.3825699999999999,,,-0.2570033333333333,,,-0.5688,,-0.269,-0.36093666666666663,0.7383649999999999,-0.8379533333333334,0.3528785714285715,0.29995333333333335,-0.45154066666666665,-0.94055,0.7689866666666667,0.9042275,0.43854,0.75832,0.7663,0.25998666666666664,1.318,,0.96621,1.17806,1.0754466666666667,0.73434,0.9022266666666666,1.3379400000000001,,,,,,,,,0.6464,,,-0.029155,0.138735,0.25066,0.1027599999999999,0.422545,0.266649,0.5691133333333334,,0.24666,0.11875,0.85426,,1.7337,1.038135
2,603,2,1,,,,0.694625,-0.08811333333333342,,,0.23578,-0.1421,,,,,-0.15559,,-0.58745,,,,,-0.57395,,,,,,,,,,1.14,-0.51997,,0.2762699999999999,0.3032600000000001,-0.25006,,,,,,,-0.34453,,,,,,,,,,,-0.58745,,,,,,,-0.19608
2,63,1,1,,,,,,,,,0.21336,,-0.49383499999999997,-0.32149,,-0.0996266666666667,-0.6503333333333333,0.08657999999999999,0.21336,-0.17886,-0.54732,-0.826635,-0.71966,-0.11944,-0.5592050000000001,0.27873499999999996,0.3351925,,,,,-0.52355,,,,,-0.446295,,,,,,,,,,,,,-0.446295,,-0.64241,0.58182,,-0.20264,0.5857833333333333,0.6234200000000001,0.14205,0.046964,0.3441099999999999,,2.3647,
2,555,1,2,,,3.5205,2.0527866666666665,4.0939,,,2.30506,,0.5658766666666666,,,0.3288923333333333,0.2333333333333333,0.29831333333333326,0.8544449999999999,1.2156733333333334,,0.36711,0.73406,1.2042,0.9347300000000001,1.2882966666666666,1.3418,1.416365,2.110115,1.57115,1.393435,,1.0322166666666668,2.43405,2.6147,2.4885,1.4966499999999998,2.5191,1.27875,,,,,,,1.6056,3.4288,1.6323,,,,3.4517,2.4311499999999997,0.49325,0.78566,0.04030549999999995,,1.3877,0.09954933333333334,1.3035733333333335,0.48752,-0.24064,1.4565,
1,94,1,2,,,,,,,,-1.1344,-0.8618,-0.8653899999999999,,,,,,,,-0.79724,,,,,-1.0483,-1.2133,,,-1.13795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,1,2,,,-0.67176,,,,,-0.6328600000000001,,,,-0.71065,-0.7962100000000001,,-0.7417600000000001,,,-0.609525,,,0.58839,,,,,,,,,,,,,-0.7339899999999999,-1.2629,,,,,,,,,,,-0.11947,1.2574,-1.0762,-0.13891999999999993,,-1.0374,0.58062,1.024,,,,,,,,-0.033902
0,310,1,2,,,-0.10260349999999999,0.70386,0.2786923333333333,1.0480450000000001,,0.089733,,0.6903600000000001,1.171739,0.4744,2.5125,-0.1565905,0.41029350000000003,0.25170000000000003,-0.05536000000000002,0.31919,-0.3961699999999999,,-0.3961699999999999,,2.02656,1.4867,,2.607,2.7352,,2.7352,,,,,,1.4631,,,,,,,,,,,,,,,,,3.0929,,,2.2358,0.47777500000000006,,2.5395000000000003,,2.2391699999999997,
1,1034,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5165,,,,-1.11445,,,,,,,,,,,,,,,,,,,,,,,-0.16304,,,,
