fov,cellID,rep,dbscan_ldp_nbr_allele,chr12-g78,chr12-g79,chr12-g80,chr12-g81,chr12-g82,chr12-g83,chr12-g84,chr12-g85,chr12-g86,chr12-g87,chr12-g88,chr12-g89,chr12-g90,chr12-g103,chr12-g104,chr12-g105,chr12-g106,chr12-g107,chr12-g108,chr12-g109,chr12-g110,chr12-g111,chr12-g121,chr12-g122,chr12-g123,chr12-g124,chr12-g125,chr12-g126,chr12-g127,chr12-g128,chr12-g129,chr12-g130,chr12-g131,chr12-g132,chr12-g133
0,610,2,1,-0.3136199999999999,,,,-0.459,,,,,,,,,,,,,-0.0713085,,,,,,-0.189,,,,,,,,,0.094848,,0.171
1,53,1,1,-0.76893,-0.52963,1.2617,0.3147495,0.160916,,,,,,,,,,,,,-1.0219,,,,,,,,,-0.427077,,-0.8851600000000001,,,,,,0.34552
2,770,2,1,,0.53111,,0.59419,-0.66172,-0.088248,-0.20294399999999999,-0.12265699999999999,-0.31764,,-0.66172,,,,,-0.443805,,,-0.23735,,,,,,0.26731,,,,-0.9714,,,,,,-0.673195
0,27,2,1,0.3526975,-0.31892666666666664,0.14482499999999995,0.250795,-0.376895,,-0.82253,-0.7953566666666667,,,,,,-0.37689,-1.0182,,-0.855135,-0.82253,-1.0725,-0.8660100000000001,-0.73014,,,,-0.5888399999999999,-0.83883,,-0.57797,,-0.40950333333333333,-0.039951,-0.012780000000000014,,-0.039951,0.55242
3,91,2,1,-0.044967,1.1578,0.20520860000000002,0.31105,0.051254666666666664,,,-0.34325,,,,,,,,,,,-0.74738,-0.63192,-0.5645600000000001,,,-1.0649,,-0.99754,-0.8981133333333333,-0.578995,,-0.5004133333333333,-0.06661499999999997,0.6382066666666666,-0.69446,-0.59343,-0.55494
1,826,1,1,,0.45577,0.22709,,,,,,,,,0.3319,,,,,0.026992,-0.37319899999999995,-0.39701949999999997,,,,,,,-0.13975499999999996,,,-0.687635,,-0.16358,,0.51294,,
2,636,2,1,-1.2573,-1.1894,,-1.1894,-1.4385,-0.91205,-1.138505,-0.95169,-0.45357,-1.4272,,,,,,,,-0.96301,,-0.92905,,,,,,-0.36300499999999997,,,-0.49886,,,-0.18187,-0.27244,-0.13093000000000005,0.10115
2,516,2,1,,,,,,,,,,0.3769,,-0.5733600000000001,,-0.67055,,,-0.1990133333333333,-0.055036,,-0.055036,-0.89731,,0.2581199999999999,-0.02264,-0.15762,-0.330395,0.42546999999999996,0.268925,,0.4308899999999999,,,-0.49777,,
2,566,1,1,0.17921075,,1.536425,1.324241,-0.20455,,,,-0.6975100000000001,0.837545,,0.43817,,,,-1.0095,-0.52279,-0.3855099999999999,-0.24823,,,-0.64759,,0.01385099999999998,-0.14839,-0.7224692500000001,-0.92215,-0.6600699999999999,-0.15255000000000005,0.16360999999999998,0.08561,0.35705,-0.29191,-0.61951,0.939455
0,688,2,1,,,,,,-0.44878,,,0.98903,0.58729,0.83045,,,,,,,0.090399,,,,,,,,,,,,0.27541,0.21727,0.40756,,-0.27258,
2,199,2,1,,-0.087681,-0.12161,,,-0.61359,-0.6984133333333333,-0.524525,,,,,,,,,-0.74931,,,,,,,-0.86806,,,,,,,,-0.2997425,,0.014107,-0.028305
0,613,1,1,0.16168000000000002,-0.15507,,,,,0.1854299999999999,,0.41507,,-0.89149,,,,,,,0.27253,,,,,,,,,-1.0709666666666668,-0.97068,,0.16959,0.058734,,,0.4784199999999999,0.43882
2,1001,1,2,-0.6587,0.23974000000000004,,,-0.74635,,,-0.62948,,,,,,,,-0.22044,,-1.0824,,,,,,,,,,,,-0.8778299999999999,,,-1.23575,-0.8412949999999999,-1.1262
2,711,2,1,0.80681,0.27299142857142855,0.30813500000000005,-0.3634199999999999,-0.3301725,,,0.2084,-0.38336499999999996,,,,,,-0.4964,-1.281,,,-0.223785,-0.07086,,,,,,,,,0.035526,,-0.46093333333333336,-0.7956,-0.655975,,-0.69587
1,189,2,2,-0.22922999999999996,0.317482,,0.762949,,0.839885,0.48352,,0.93304,,,-0.49246,,,-0.35477499999999995,-0.4317199999999999,-0.299696,-0.8218266666666666,,0.45112,,,,,,,,,-0.92984,0.19193799999999997,-0.32372666666666666,0.50377,-0.0166225,-0.28998,-0.57345
2,584,2,2,,0.7471899999999999,,0.7471899999999999,,,,0.78569,0.509775,,1.0038,,,,,0.14403,,,,,0.079869,,,,,,,-0.5682,,-0.57462,,,-0.11263,-0.43345,-0.30512
0,250,1,1,,,1.29048,1.5557,2.9808,,0.51065,1.0015,0.31668,,,,,-0.3919,-0.23751899999999998,,,-0.6083066666666667,,,-0.6056699999999999,,,-0.12271499999999999,-0.16626175,-0.32065,-0.61358,-0.5106390000000001,-1.1282,-0.50274,,-0.64525,,0.075211,-0.46316
2,260,1,1,-0.54375,,,,,-1.0893,,-0.055053,,,,,,,,-0.75968,-0.4073699999999999,,,,-0.5778399999999999,,0.058597,,0.41091,-0.4869199999999999,,-0.06262766666666666,-0.37327,-0.12608275000000002,-0.1346099999999999,-0.0664179999999999,,0.12679,1.1496
2,648,2,1,0.4873566666666666,0.64395625,,,-0.6480199999999999,-0.458795,-1.0743099999999999,-0.3739699999999999,-0.76548,-0.2304199999999999,,-0.97428,,,,,-1.3266,-1.00039,-0.6610699999999999,,-0.76548,,,,0.069736,,,-0.6741199999999999,0.043635,-0.98734,,,,,-0.96123
1,144,1,1,-0.50697,-1.1134,1.9001,0.7012349999999999,-0.95015,-0.43544333333333335,-1.0108,-0.0311529999999999,0.33891333333333334,,,,,,-0.76354,,-0.22708,-0.29239,-0.46965,-1.0015,,,,,0.55662,0.83652,-0.48831,-0.25040500000000004,,-0.06380750000000002,-0.63759,,-0.52563,-0.60027,-0.60027
0,190,1,1,,-0.1469599999999999,,,,-0.12971,-0.35405,,,,,,,,,-0.19011,,0.5433399999999999,,,,,,,,-0.6301800000000001,,-0.12108,,,-0.11245,,,,
1,81,1,1,-0.99068,,-0.018345,,-0.1428,0.33948,0.3083599999999999,0.2986375,0.13723,,,,,0.12945,,-0.36319999999999997,,,,-0.90512,,-0.4772899999999999,,,-0.37229,,-0.0105659999999999,0.28502,-0.16614149999999994,-0.22059,0.2033485,0.1022235,-0.31393333333333334,-0.24393,0.1735296666666666
0,164,1,1,,0.45757,,0.40943,1.188,2.21355,,1.9917,,1.0289,0.71918,,,,-0.704,,-0.51982,-0.93841,,,,,,,,,,-0.6161,-0.4863366666666666,-0.41936,,-0.17239999999999994,,,
1,98,1,1,-0.20800999999999997,-0.11927,,,0.683,,-0.44585,0.093725,,,,,,-0.81503,,0.051127,-0.22930999999999999,0.05467500000000003,,-0.45294999999999996,-0.66594,,,0.16472,0.017994,,,-0.45295,0.24636999999999998,0.47711,0.22862000000000002,0.29252,-0.52395,-0.137015,-0.18670999999999993
1,1034,2,1,,,0.56508,,,0.19616,-0.247181,0.00523333333333333,-0.26659666666666665,-0.23747133333333334,1.2738,,,,,,-0.44458,-0.3669199999999999,,,,,,-0.33779,-0.27954499999999993,,0.93399,,,-0.09508599999999995,,-0.15333,0.011706,,-0.14363
1,339,2,2,,,,-0.05707499999999999,,,-0.54232,,-0.8360200000000001,,,,,,,,-0.65725,,,,-0.095384,,,-0.044306,,-0.69555,,,,,-0.587015,,-0.8998700000000001,,-0.92541
1,233,1,1,,-0.48938,,,,,,,,,-0.19671,0.41933,,-0.47301,,-1.1934,,-0.69404,,,,,,,-0.36658,-1.0542,,,,,-0.2969985,-0.333835,-0.6858549999999999,,
3,718,2,1,-0.686485,0.2643155,-0.92957,,-0.8437699999999999,-0.704375,-0.57212,,,-0.52923,-0.78659,,,-1.1583,-1.0154,-0.7294,-0.49345999999999995,,,-0.900995,,,,-0.7008,-1.14405,,,,-0.7722899999999999,,,,0.5002300000000001,-1.4586000000000001,-0.36481
0,89,2,2,-0.3209250000000001,0.16930800000000001,0.07305499999999997,-0.016848500000000002,0.020169999999999955,,0.51199,-0.07501714285714287,,1.01705,2.43165,-0.27069,,,,,-0.566835,-0.47165,,,,,-0.23367,-0.1279015,0.60718,0.5543,0.14709,,0.055423333333333345,0.057189,-0.2812699999999999,-0.10322299999999997,-0.48486899999999994,-0.482225,
2,230,2,1,0.6089,0.28674866666666665,,,0.4039,-0.411255,-0.09398000000000001,-0.0354055,,-0.3152566666666667,-0.035406999999999994,,,,,,0.43318,0.687005,-0.30875,0.81391,0.1159075,0.14031,,,-0.0549309999999999,-0.035406,,,,,0.18261666666666673,0.03293,-0.3022433333333333,,
2,117,1,1,-0.3440733333333334,0.15325333333333332,-0.03106666666666665,,-0.19799999999999998,0.080226,0.1532599999999999,0.3045465,,0.54974,-0.5092705000000001,0.27846,,-0.97357,-1.41175,-0.5583020000000001,-0.34755,-0.7231525,-1.1666,,-1.224,,,-0.7475066666666667,-0.9318299999999999,,-0.83793,-1.0362,-1.0779,,,-0.9527,,1.8226,0.6993033333333334
1,208,2,1,-0.44842,,-0.57065,-0.4396866666666666,-0.45715,-0.80638,0.4464850000000001,-0.13411,0.066695,-0.09482,-0.19523,-0.50953,,-0.24761,0.39846,0.10161999999999999,-0.50952,-0.17776,,,,,,-0.605575,-0.49425149999999995,-0.230145,0.339533,,-0.4396899999999999,-0.2767133333333333,-0.575015,-0.046803,-0.74526,0.6603866666666667,0.284965
1,713,1,1,,,0.5121,,,,-0.0164479999999999,,,,,,,,0.05158499999999995,,,0.19288,,,,,,,,,0.19288,,,-0.42463,,,,,0.26614
2,199,2,2,,,3.0169,0.60787,2.8727,,1.5579,0.40854,0.93869,0.043794,0.014109999999999942,0.17527,,,,0.2261699999999999,,0.26858,0.77752,,,,0.31099,,-0.125853,-0.053752,,,0.42126,,-0.15554,-0.75779,-0.4333375,-0.76627,-0.8510966666666665
0,99,2,1,0.9980733333333335,1.4612699999999998,1.6377033333333333,1.8307,1.28206,,1.1194,0.30054,0.01105,0.15166,-0.187455,,,-0.787115,-1.0477,,,,-1.0559,-1.0807,,-1.0477,,-0.62169,-0.5403600000000001,-0.7112966666666667,-0.25775950000000003,0.34396525,0.45769,-0.3446099999999999,-0.29911999999999994,0.88779,,,-0.35288
0,352,1,1,0.18611666666666662,0.61314,1.0936,0.27832100000000004,,,1.0499,0.059949,-0.15114,1.2342933333333332,1.3592849999999999,,,-0.587885,,,-1.243,-0.8378016666666667,,,-0.4204699999999999,,,,-0.25487,,0.82425,0.383865,-0.36224,-0.35495499999999996,,-0.5442100000000001,0.82425,,0.067228
2,730,2,1,-0.762375,,1.0613,0.040587,-0.40852649999999996,-0.484736,0.067806,-0.231605,,-0.27243,-0.1227299999999999,,,,,,,-0.68072,,,,,,-1.11625,0.7482800000000001,-0.06829,0.2175099999999999,,-0.1227299999999999,-0.34048066666666665,,,,-0.081898,
0,37,1,1,0.21709,0.37184860000000003,0.95696,0.16957499999999998,,-0.08157000000000006,,-0.46169,0.72617,0.6379166666666667,-0.18339,,,,,,,,-0.90289,,,-1.2898,0.013458,-0.78071,-0.42096,-0.6212,-0.43453,-0.16981,-0.43453,,,,,,
2,260,1,2,,-0.4869199999999999,,,,,,,,,,,,,0.35409,0.78595,0.92233,0.92233,0.74049,,,,,,,0.11542,,-0.21416,,-0.2766695,0.45637,0.8048866666666666,0.5548666666666667,0.76322,
2,569,2,1,,,-0.0038689999999999,,,,,,,,-0.1986099999999999,,,,,,-0.11341,,,,,,,,,-0.843685,,,-0.15600999999999998,,-0.8436899999999999,-0.6489450000000001,,,-0.50289
2,210,2,1,0.22296,,-0.13495849999999998,0.2677,0.027225,1.4086,-0.028700000000000003,2.1244,,-0.80606,-1.1864,,,-0.761315,,-0.7874066666666666,-0.6606533333333333,-1.0409,,-0.69421,-0.6271,,,-0.571175,-0.27663333333333334,-0.91791,,-0.011922,-0.17969849999999998,0.4914,-0.29155,-0.0902179999999999,,0.37209733333333334,
1,718,1,1,,0.473482,1.0769,1.1999,,,,,,,,,,-0.92655,,,,,-0.92655,,,,,-1.1726,,-0.8299049999999999,,-0.35540250000000007,-0.83868,,-0.3554,-0.7596,,,
3,823,2,1,0.0669605,1.0171700000000001,,,,,,,,,,,,-0.32468499999999995,-0.45951,,,0.0027559999999999,,,,,,,,,,,,,,,,,
0,158,2,2,0.73505,,0.3856199999999999,1.091,,,,-0.3003099999999999,,,,,,-0.7371000000000001,-0.9959199999999999,,-0.7435700000000001,-0.08676633333333329,-0.455613,-0.90856,,,,,-0.26148,-0.2356,,-0.2097099999999999,-0.37149,-0.5246366666666668,-0.5030666666666667,-0.46208,,-0.5764033333333334,0.52473
1,339,2,1,,0.070621,-0.191154,0.34516499999999994,0.696345,,0.14724,0.22386,1.1816,,,,,-0.1464599999999999,,,,,,,,,,,,,,-0.0187659999999999,,-0.55509,-0.4657025,-0.574245,-0.5934,0.1217,-0.13369
