fov,cellID,rep,dbscan_ldp_nbr_allele,chr19-g38,chr19-g39,chr19-g40,chr19-g41,chr19-g42,chr19-g43,chr19-g44,chr19-g45,chr19-g46,chr19-g47,chr19-g48,chr19-g49,chr19-g50,chr19-g51,chr19-g52,chr19-g53,chr19-g54,chr19-g55,chr19-g56,chr19-g57,chr19-g58,chr19-g59,chr19-g60,chr19-g61,chr19-g62,chr19-g63,chr19-g64,chr19-g65,chr19-g66,chr19-g67,chr19-g68,chr19-g69,chr19-g70,chr19-g71,chr19-g72,chr19-g73,chr19-g74,chr19-g75,chr19-g76,chr19-g77,chr19-g78,chr19-g79,chr19-g80,chr19-g81,chr19-g82,chr19-g83,chr19-g84,chr19-g85,chr19-g86,chr19-g87,chr19-g88,chr19-g89,chr19-g90,chr19-g91,chr19-g92,chr19-g93,chr19-g94,chr19-g95,chr19-g96,chr19-g97
3,91,2,1,,-0.386555,-0.42985,,-1.5556333333333334,-0.5381025,-0.64154,-1.9116499999999998,-0.28552,-0.28552,,-0.4491,,,,,-0.6511600000000001,,,0.28699499999999994,-0.17006,,,,,-0.3240099999999999,,,0.080121,,0.30143,,0.3687825,0.18596,-0.473152,0.320675,0.74407,0.0897429999999999,,-0.1075105,-0.2181699999999999,-0.12194,,-0.42023,,-0.42023,-0.2181699999999999,-0.12194,,,,,0.51793,,,1.100065,2.88495,2.4118999999999997,1.9949,0.7889499999999999
3,157,2,2,,,,,,,,,,,,,,,,,,-0.6127,,,,,,,-0.079515,,,,,0.32272,,,0.99622,,,1.0523,0.99622,,,,,,,,,,0.7343,,,,0.36013,0.27594,2.259,,1.0991,0.35078,0.7951095,0.4910899999999999,0.565925,0.94945
0,250,1,1,,,,,-0.926295,,,,,,,,,,,,,,0.6056600000000001,,-0.58983,-0.09105,,,,0.669,-0.015835000000000002,2.8779,1.9568633333333334,0.5607966666666666,-0.083132,,,,0.72442,0.85901,0.8986,,2.197,,2.1099,,1.0727733333333334,,0.97777,0.36815,,0.30217000000000005,,-0.122718,,0.30480666666666667,-0.28106,,,,2.1416,0.28106,2.0743,0.6215
2,210,2,1,-0.49288,-0.246806,-0.42578,,,-0.44814,,-0.90672,,,-0.13496,-0.056660000000000044,,,,,,,0.692735,1.64905,0.99473,0.08501466666666664,,,-0.06783,0.91644,,2.8291,,,,,,,,,,,,,0.9947333333333334,2.1692,,1.1961,,,0.519369,1.3806150000000001,,0.06637333333333333,,2.1803,,1.32465,1.3638,2.37605,,2.6613,2.8403,3.3212
1,53,1,1,-0.98772,0.3079115,-0.44075,,-0.7279100000000001,,,-0.48177,-0.03736033333333333,-0.21513,-0.07838000000000003,,,,-0.12624,,,,,,,,-1.3569,-0.820205,,-0.10573266666666668,-0.57066,-1.0903,-1.0629,,-0.8886,-1.1979525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,94,1,2,,,,,-0.8402799999999999,,-1.1487,-1.09855,,,,-0.46726,,,,,,,,,,,,,,,,,,,,-0.78289,,-1.0985,,,,-1.0268,,,,,,,,,,,,,,,,-1.199,,,,,,-1.1559
1,144,1,2,,-1.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81952,,,,,,,,,,,,,,,,,,,-0.003164,,,,,,,,,-0.5816100000000001,-0.796195
2,210,2,3,,,,,,,,,,,,,,,,,0.37955,0.4914,0.480215,0.37582333333333334,0.304053,0.22855599999999998,-0.023108,,0.564105,,0.09433575,,0.099928,,1.5260150000000001,,1.9958,0.64799,1.8112,-0.5264300000000001,0.20431999999999997,-0.13496,,-0.66065,0.29007000000000005,-0.59354,,,,1.19607,1.6323,0.7822100000000001,3.2094,,2.6054,0.961175,0.22296,,,-0.26918,-0.26918,-0.6354875,-0.28036000000000005,-0.4705093333333333
2,230,2,1,-0.8261466666666667,-0.831035,0.21841,-0.562565,,-0.81641,,-0.52352,-0.58209,-0.2892245,-0.2355354999999999,-0.45192866666666665,-0.56257,-0.47471,-0.15255,,0.176925,-0.09885999999999999,,,,-0.015882,,,,2.3612,,0.37461,2.0049,1.3118,,-0.55281,,-0.10374,-0.29899,1.7706,,0.37135333333333337,-0.45518,,-0.0500495,,0.20539833333333335,,,-1.031135,-0.93354,,-0.55281,,,,-0.82615,-0.9433,-0.23797350000000003,-0.30875,,0.04757499999999998,0.15983824999999996,-0.3990525
2,569,2,1,,-0.60026,0.016403333333333325,-0.478545,0.57427,-0.702496,-1.2088,,,,,0.37344,,,-0.5028833333333333,,-1.4157,-0.78283,-1.19665,,-0.75849,,,1.6514,,1.65755,,-0.81934,,1.4567,0.483,0.40587999999999996,1.0104,0.5722166666666667,-0.60026,-0.7179166666666666,1.2254,-0.94106,-0.77066,0.0021999999999999797,,,-0.24323000000000003,,1.2376,1.7245,,2.1139,2.5399,2.0469999999999997,2.1139,3.3919,,,2.4426,2.28435,1.5459333333333334,1.4566666666666668,1.6538800000000002,1.7975
1,142,2,1,-0.5514233333333333,-0.574526,-0.6284266666666666,-0.52085,-0.21001124999999998,-0.666925,-0.21001375,-0.44271666666666665,-0.64654,-0.461395,-0.52017,-0.548025,-0.23662400000000003,0.2299199999999999,-0.66693,0.93652,0.40656499999999995,0.47451,0.21293,0.67155,-0.16415,,0.40657,-0.26607,0.31484799999999996,-0.1369755,0.55604,0.18915119999999996,0.46262000000000003,0.59001,0.41608,-0.15056,0.35124257142857146,0.33863999999999994,-0.469895,-0.19812,-0.13697399999999998,0.07591166666666667,0.5968100000000001,-0.31815333333333334,-0.170945,0.241252,,0.542452,0.17556,0.6036,0.51188,0.607,0.3997699999999999,1.187905,,0.6330433333333333,1.014635,0.8572726666666667,-0.07582500000000002,0.729295,0.48130625,2.0915,0.9546533333333334,1.12507
2,1229,1,1,,,,,,0.6885100000000001,,,,,,,,,,,,,,,,,,,,,0.99187,,0.21181,,,,,,,,,,,,,,,,,,,0.25514,,0.16847,-0.5249199999999999,0.7751899999999999,,,0.9268700000000001,0.7643500000000001,,,,
2,711,2,1,-1.148,,,-1.0815,,-0.5806166666666667,,-1.0682,-0.5495899999999999,,,,,-0.7158125,,,,-0.503045,-0.323524,-0.057561,,-0.5362899999999999,,-0.3900099999999999,-0.24373,0.22834975000000005,0.31745,0.34579999999999994,0.44114,0.492986,0.6818161999999999,0.15520999999999996,0.44333,0.079854,-0.27033,0.457743,0.235,,,1.79085,0.5585733333333334,1.33874,0.47437666666666667,-0.62938,,0.18180500000000002,,-0.3235195,-0.31022,-0.3767133333333333,-0.33682,-0.11961733333333334,1.0462,,-0.4831,-0.28363,0.81344,-0.4432,-0.1373475,0.26159
3,62,2,1,,1.211345,1.4997,2.29475,1.1949,,,3.5841,3.64175,2.027,3.93835,3.5429,3.6335,,,1.9446,,,0.6016699999999999,0.53576,1.36376,,2.2741333333333333,,,,,1.1372,,,,,,1.1454,,,,,2.0846,,,,,,,3.7653,1.9089000000000003,1.7551,,1.6233,1.924,2.167,2.1999500000000003,1.9281,1.8896666666666668,2.2165,-1.02135,-1.0213500000000002,-3.0893,-1.02135
0,620,2,1,-0.46393,,-0.46393,,0.086542,,0.39707,,,,,,,,,,,,,,,,-1.085,,,,,,,,,,,-1.1308500000000001,-0.926195,,-0.97207,,,,,,,,,-0.89443,,,,,,,,,-1.3708,,,-1.3955000000000002,-1.2755,
1,98,1,1,-0.6375339999999999,0.7398,,-1.1629,-1.1274,,,,-0.20090999999999998,,,-0.34645,,,,,,0.7114199999999999,1.314855,,-0.38195,0.29610000000000003,0.86759,-1.3191,0.17182,0.46291,,,,,,,1.7196,,1.55979,2.5218,,3.9489,1.8828,,,,,,,,,0.022728,,,,,-0.99963,,-1.02565,0.022749999999999937,-1.30135,-1.3546,1.3007,-0.06954999999999996
3,86,2,1,,-0.26378,0.07612666666666659,-0.37905,0.028837,0.39239,1.0486,-1.589425,0.36283333333333334,,0.8889600000000001,-0.5652699999999999,,,,,-0.45886,,-0.15737325000000002,,,-0.16624,,,,,0.08204,-1.6293250000000001,,,,,,1.1816,,,0.791415,0.17071,,,,,,,0.0554389999999999,0.0554389999999999,,0.60521,0.97763,1.1372,0.880095,,,,,0.6805749999999999,0.92442,0.8594,,0.8845275
0,55,2,1,1.3603,0.53704,0.48449,0.68593,1.0430566666666667,,,,,1.372,1.0771350000000002,,,,1.027495,0.8173,,,3.2734666666666663,2.0668,1.42452,,1.6727,0.09038000000000002,1.36908,0.43194499999999997,-0.7066100000000001,,-0.385485,,,,1.407,0.70053,,0.29181,-0.040996000000000005,,0.408588,0.33852,0.5925100000000001,-0.1811299999999999,0.35409266666666667,,-0.000125,0.5623433333333333,0.23343,0.186713,,-0.29206,0.15460500000000005,,,,-0.67742,0.65382,0.49733859999999996,0.72972,0.39573420000000004,0.9379633333333333
3,741,2,1,-1.0306533333333332,-1.0088,-0.47433775,0.43391,,0.10603,-0.1169299999999999,-0.0972579999999999,-0.51038,-0.61532,-1.2513999999999998,0.1716,-0.28087,,,-0.35301,,-0.72024,-0.76614,-0.52351,-0.6022,,-0.35301,,,-0.7727,0.7617933333333333,0.2503,1.0241,,,0.43390999999999996,-0.65466,1.1815,-1.3367,0.02733700000000005,-0.5934543333333333,-0.5103949999999999,,1.010976,,,0.4208,,,-0.16939,0.047009,0.171605,-0.038241,0.0142199999999999,0.00547666666666663,0.5126,0.82737,,,0.15849,1.0319639999999999,0.401125,0.414236,0.46890000000000004
0,352,1,1,-0.43503,-0.28945,-0.3331199999999999,0.32198499999999997,0.47486,0.4991066666666666,-0.4641399999999999,,0.033259999999999956,-0.35058999999999996,0.47486,-0.6242800000000001,-0.3840699999999999,0.038111,,,,1.4211,1.9016,,1.1275533333333334,0.35838,,,0.60588,-0.5078199999999999,0.45058333333333334,-0.23970666666666665,-0.234855,-1.2466499999999998,2.7023,0.321997,,,0.067228,-0.25305,0.27104,0.7077899999999999,,-0.67524,0.7708699999999999,-0.64612,0.64955,1.39931,,0.7005100000000001,-0.31855999999999995,-0.6188175,0.41662,0.2364675,0.17225857142857143,0.34747000000000006,0.074507,-0.2821666666666667,-0.4156166666666666,-0.40591,0.7793658333333333,-0.12203,-0.29308750000000006,-0.14295499999999997
3,455,2,2,,,,,,,,,,,-0.68861,,-0.3448375,,,-0.83412,-0.7031666666666667,-0.73227,-0.31755,-0.14293,-0.7541,,-0.23297225,0.2827,,-0.361205,0.78473,0.48460000000000003,,-0.80866,,,0.17901999999999996,,0.42458,0.6446649999999999,-0.001056,,,-0.61222,,0.15174,0.5446300000000001,,0.79564,,,,,-0.066538,-0.79775,-0.7650100000000001,0.0971669999999999,0.10808,0.09171000000000001,,0.79564,,,0.670135
3,157,2,1,0.35078,0.92138,0.7343,,,,,,0.7623596666666668,0.53786,-0.10757999999999995,,,,,,,1.10379,,-0.10758,0.2104675,,,,,,0.2011099999999999,,,,,,,,,,,1.1646,,,,,,,,,,,,,,,,,,,,,,
2,117,1,1,,-0.3684199999999999,,,,,,,0.5114806666666666,-0.02411,-0.24322,0.2576,,,1.4679,,,,,,,,,,-0.0188935,-0.65013,,-0.02758733333333327,0.5914699999999999,0.059359,,0.059359999999999996,,,-0.56666,-0.47275,,,0.05935999999999997,-0.49362,,,,,-0.46232,-0.097145,,,-0.5875199999999999,,-0.05541,-0.73359,,,,,,0.18456,-0.12322999999999995,-0.44145
0,407,1,1,,,0.59885,,0.8786799999999999,,,,1.1905,1.1905,1.1905,0.55887,,,,0.85469,,,0.42296,,,,,1.0546,0.25506,0.39497499999999997,,1.0412533333333334,0.8946700000000001,,,,,,,,,,,1.9420000000000002,,,,,1.6942,,,,,,0.2470699999999999,-0.35256,-0.4565,,,-0.14469,1.1265,1.78613,,0.21509
1,843,2,1,,,,,,-0.61732,,,,,,,,,,,,,-0.352,-0.23525,0.68808,0.7836,0.4546,0.3237,,,1.7812,0.019461,0.37323866666666666,-0.22464,,2.0943500000000004,1.6963,,1.9404,0.52889,2.7895,,,,,-0.548335,,,,,,,,2.4923,2.5772,,,,2.2907,2.20575,,,,0.9640249999999999
1,94,1,3,,,-0.27358,,,-0.0798919999999999,0.099445,,,,,,,,,,,,,,,0.46887999999999996,0.2429199999999999,0.44018633333333335,,0.7378899999999999,-0.026090999999999955,0.58724,,,,,,,,,,,,,,,,,,,,,,,,,,0.034884,,,,,,
3,353,2,1,-0.7382533333333333,-0.7026699999999999,-0.909535,-0.8427849999999999,-0.812106,-1.232033333333333,-0.342345,,-1.1764350000000001,-0.78274,-1.53675,,,,-0.9562499999999999,,-0.24893,-1.2632,-0.602557,,-0.6003533333333333,-1.3165,,,,-0.19821799999999998,-0.485805,-0.8895,-0.8094399999999999,-0.71601,-0.50249,-0.782735,-0.75605,,1.8662800000000002,-0.35569,0.0313209999999999,0.92545,-0.782735,-0.87615,-0.70267,,,,0.044666,-0.186648,-0.062095,0.409435,-0.028730000000000006,,,-0.8361149999999999,,-0.98291,,-1.12305,-0.342344,,-0.589235,
2,852,2,1,,,,,,,,,-0.33365,,,,,-0.20221,,,,,,0.88687,,,1.5441,3.234,,,3.4781,3.2716,,,,6.2947,,3.1965,0.79298,1.6943,,1.54405,,-1.1223,,0.041895,,,,-1.15985,-0.5402,,,,-0.72797,,0.2672199999999999,,,0.43622,,,-0.9533,-1.1223
2,578,2,1,-1.0204966666666666,-1.0059900000000002,,-1.39025,,,-1.6295000000000002,,-1.2525,,-0.8078233333333333,-1.30325,-1.035,,-1.3105,-1.5135,-1.6585,0.21203,,-0.7449899999999999,-1.1945,-0.91899,,-1.1365,-1.3685,-1.216245,-0.77399,,-0.75949,-1.0495,0.038023,-0.94799,-0.8174899999999999,-0.7413624999999999,,-0.51298,,,,,,,,,,-0.29548,,,-0.15048,-0.8706566666666666,,,,-0.32448,,,,-0.005476666666666648,0.255525,
0,99,2,1,,,0.15164333333333332,,-0.6837300000000001,,0.35568333333333335,-0.96495,,,-0.013763,-0.04684500000000001,,-0.5376033333333333,1.40888,-0.50176,,-0.53485,-0.5679299999999999,-0.77471,,0.35844,-0.5513899999999999,,,0.5817599999999999,-0.11577333333333334,0.67274,0.61898,-0.12129,0.92915,0.13098299999999996,1.1607,0.17978339999999998,,1.1525,0.031730000000000036,0.413569,,-0.19021333333333335,-0.07993,,0.88779,,0.88779,-0.52657,-0.06614666666666662,0.5404,-0.70027,-0.046849,,1.34684,-0.78298,1.5412,,-0.5513899999999999,0.63967,0.42461,-0.2701699999999999,-0.32807
0,27,2,2,0.7480600000000001,,1.21,0.715455,1.6420649999999999,0.234495,0.1665599999999999,0.041567,0.15569200000000002,0.35496333333333335,0.28884,0.38395,0.29156,0.4926399999999999,0.41112,0.23178,,,0.91653,,,,-0.07799,1.006195,0.83775,0.6108425,0.75893,0.5216233333333333,0.28069,0.7833925,0.9138050000000001,,1.0442550000000002,1.2915,0.95593,0.81599,0.9110925,0.75893,,,0.2571383333333333,-0.034517,,0.095913,,,,,,1.3024,0.8658043333333333,-0.45841,,,,1.3296,1.699125,1.5233999999999999,1.498,1.8024
2,584,2,1,,,,,,,,,,,,,,,,,,,-1.2034,,,-1.3061,,-1.3895,,,,,,-1.0238,,-1.2163,,,-0.17679,,-1.3189,-1.28045,,,,,,,-0.8569399999999999,,,,-1.0751,-0.94678,,-0.94678,,,,,-1.3703,,,
3,823,2,1,1.88395,,0.73468,0.5934425,0.73468,0.59343,,,0.0284405,-0.0486065,-0.035767749999999994,-0.13849,-0.0100845,,0.0027559999999999,,,-0.27974,,,-0.318265,-0.34395,,0.7218399999999999,0.56775,0.23817,0.477865,0.15685,-0.12565,0.15685,,,0.6351675,,,0.69616,,0.298094,0.41366,0.2981,,0.38156500000000004,0.721825,1.197,0.009179999999999994,0.9273,0.19537,1.24835,,0.7732100000000001,0.25315150000000003,-0.048607,0.05412,0.25957366666666665,,0.1054799999999999,,,,
1,468,1,1,0.19322,,,,-1.042,,-1.3199,-0.4295445,-0.517054,-1.4023,-0.63027,,-0.16706,,,,0.16234,,,-0.851585,,,,,,,,1.0991,0.21381,0.96525,3.1475,-1.1758,-0.68174,,0.291011,,,,0.62556,,,,,,,,,0.36821,,,,-0.94938,,,,-0.4346899999999999,,1.1094,0.34763,-0.50675
3,157,2,3,0.2011099999999999,,,-0.20112,1.043,,-0.20112,,,0.51915,0.34142,2.8811,,,,,,,-0.3882033333333333,-0.088869,,,,0.738955,,0.9276166666666666,0.18863666666666667,0.8372,,0.9027000000000001,0.25723333333333337,0.21982,,,0.69688,,0.74365,1.0149,,,-0.1169299999999999,,,0.25724,,0.56592,,0.46303,0.3320699999999999,,0.39755,,1.1739,,0.7343,,0.13563,,,
1,713,1,1,,,,0.5278,0.6534,,,,,,,,,,,,,0.119615,,,-0.1891415,0.78946,2.6211,2.1640133333333336,1.4488,1.4749800000000002,2.1709666666666667,,1.7733,,,1.3929966666666669,1.9512,1.3023,0.4964,0.5068699999999999,,,0.616765,0.37081,,0.58013,,,0.7633049999999999,,,,0.690025,,0.53827,1.3023,,,,,,1.564,1.7628,
1,339,2,1,0.019542,,-0.031536,-0.4657,,0.24939,,,-1.2319,-0.172,,-0.60617,,,-0.6764,-0.63171,-0.78494,,-0.47208500000000003,-0.47081,-0.15604249999999997,,-0.682785,,,,,,,,-0.3124699999999999,-0.33162,-0.267774,,,,,,,,,,,,,0.76018,0.4068833333333333,0.36857999999999996,0.7048433333333334,1.6796,2.1393,0.36432,,2.1690666666666667,2.3181,1.2901500000000001,0.13447,,-0.057075,0.1344715
2,1001,1,1,-0.41035333333333335,-0.22044,-0.4395699999999999,,-0.001307,,0.18861,,,-0.001307,-0.62218,-0.42496,,-0.9801,,0.97748,,,-0.68792,-0.68792,-0.74635,,-0.33731,0.0023452500000000036,-0.20583,0.2287825,0.43696,0.56844,0.6414799999999999,0.44061999999999996,0.62689,1.4498133333333334,1.54725,,,-0.20583,1.4206,0.32010500000000003,0.81679,1.6641,0.04252,,0.429655,,,0.26164,0.14478,,-0.3227,-0.54183,-0.196091,-0.52722,-0.49800500000000003,,0.6853100000000001,0.51,1.7298499999999999,1.729845,,
3,718,2,1,-0.8723799999999999,,-0.7151,,-0.34335,-0.472035,-0.5482913333333334,-0.7294,-0.82949,-0.7437,-0.6960500000000001,-1.0797,-0.7008,,,1.3867,0.014098,-0.24327,,-0.5435300000000001,0.27146,-0.48633,,,0.0569919999999999,0.014098,-0.3290599999999999,-0.36479999999999996,-0.7008,-0.60072,-0.65791,-0.686505,-0.18607,-0.3290599999999999,,0.10345500000000005,0.18567,-0.20037,-0.2289699999999999,0.14278,0.11418499999999995,0.053417999999999924,,-1.0726,,0.0569919999999999,-0.05024349999999995,,,0.1141799999999999,-0.028796,,-0.0144979999999999,0.099886,0.65751,1.14648,0.14278,-0.178925,0.4680625,1.7585
0,610,2,1,,,,,,-0.61131,,,,-1.0544,-0.2236199999999999,-0.95055,,-0.822455,-0.60439,-0.8813200000000001,-0.50054,,0.61755,,-0.61131,,2.0749,,2.3449,0.6140899999999999,-0.91593,1.8463999999999998,1.6941,,-0.45552500000000007,1.3756,-1.0959,,2.1129499999999997,-1.2275,,,,,,,,,,-0.8674700000000001,,,,,,,,,,,,,,-0.47977
0,149,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50632,,,,,-0.374965,,,,,,,,,0.7870699999999999,,0.942,,,0.87464,0.4637205,0.41992999999999997,,0.98242,0.17629999999999998,-0.18298,0.08310999999999999,
1,831,1,1,,,,,,,,,,,,-0.90954,-0.7358600000000001,,,,,,,,,,,,,,,,,,,-0.18416,-0.21992,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,591,2,1,,-0.85534,-0.53049,-0.55949,-0.7199833333333334,,,,-0.71612,-0.71612,-0.92495,,,-0.6581100000000001,,,,,-0.43767,-0.26364,,1.4882,0.096014,0.19752500000000006,-0.32165,,,-0.35646,1.4418,-0.69291,1.8131,0.59199,0.35511999999999994,0.37446,-0.53049,-0.8901399999999999,0.68771275,-0.263645,0.6761,2.37,0.7979400000000001,,-1.273,0.33965,,-0.5885,-0.507285,-0.34486,0.11341000000000001,0.85012,-0.29457666666666665,1.5172425,2.3583999999999996,,-0.11669999999999996,0.6760898,0.030276666666666636,-0.8901399999999999,-0.9220625,1.5500933333333335
2,947,1,1,,-0.35715,,,,,,,,,,,,,,,,,-0.15356,,,,,,,,,,0.070385,,,,,-1.5176,-1.6397,-1.2122,,-1.1715,,,,,,,,-0.6625300000000001,,,,,,,,,,0.3961199999999999,0.35541,,,
0,613,1,1,,,,-0.37679,-0.37679,0.24086000000000002,,-0.5114,-0.44805,-1.2795,,,,,,0.92977,1.05648,,,,-0.40054,,,0.97729,,-0.9271450000000001,-0.10359499999999999,-1.1766,0.0746,0.27253,-0.18278000000000005,,2.466,1.6662,2.1096,2.1492,,1.6662,,,,,0.8294833333333335,,1.001,0.83475,,,,,,,0.02706,,-1.1845,2.0146,3.3608,2.3789,0.375475,
0,158,2,1,,-1.0574,-0.27442,,,-0.66915,,,,,,,,,,,,,,,,-0.66268,,,,-1.3551,,,,,,-0.5953839999999999,,,0.07501,,,,,,,,,-0.015584,1.1039,,,,,,,,,-0.92799,,-0.75651,,,-1.0315,
1,612,2,1,,,-0.61805,-0.54856,-0.51381,,,,-0.37483,,,-0.51381,,-0.9741850000000001,,,,,,-0.6267400000000001,,,,-0.539875,-0.9134,-0.531207,-0.8265299999999999,-0.89602,,,,-0.0013074999999999996,,-0.739665,,,,-0.122917,-0.98289,,,,-0.8439,,,,,,,,-1.035,,,,,0.33747,-0.8786533333333334,-0.80916,,-0.5311899999999999
0,89,2,2,,,,,,-1.0005,,-0.92116,-1.0587,,,,,,,,,,,,,,,,,,,,,,,,-0.78366,,,,-0.75722,,,,,,-0.72549,,,,,,,-0.66203,,,,-0.8471200000000001,-0.59328,,,,-0.8647466666666667,
2,80,2,2,0.98131,-0.058535,0.02435,,-0.51818,-0.35994,0.009281,,,,,,,,,,,,,,,,,,-3.0123,,,-3.0123,,,-3.0123,,-0.20924,,0.99638,,,,,0.250406,,,,,,,,-3.0123,-3.0123,-1.0381,-1.33197,-3.0123,-3.0123,,,,,,,
0,275,1,1,-0.12506,,,,,,,,0.24043,0.24043,,,-0.39023,0.40526,,,,,,,,,,0.7851,,0.1221835,,,,,,1.5519,,,,,0.79943,,0.84243,,,-0.26839,1.3799,-0.15373,,-0.5598333333333333,-0.0928115,,,,-0.010397,,,,-0.09281400000000001,,0.1401,,-0.33289,-0.089229
1,98,1,2,,,-1.2339,,-1.2481,,,,,,,,,,,,,,,,,,,1.8544,,1.57755,1.0238,-0.06956500000000006,-0.1902599999999999,0.46291,,,,,,1.7869950000000001,0.7610899999999999,1.2474049999999999,0.44871,,,1.975145,0.39191,-0.097966,0.022728,,,,,,,,,0.83919,0.38128000000000006,,0.97942,,,
2,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,566,1,1,0.088733,0.5879300000000001,,,0.15113,,,-0.4603899999999999,,-0.68087,-0.53527,,-0.67255,,,,,,,,,,,,,2.3601,,,1.7527666666666668,1.6737,,,,1.0372,-0.12343,,,-0.27319,-0.44791,,,-0.48535,,,,,,,,,,0.96233,,,,,0.18857,-0.28567,1.2160966666666668,1.187
1,137,1,1,0.3448,-0.414997,-0.18624,,,,,,,-0.3251265,,,,,,,,,,,,,,,,,,,,0.46735,,0.79413,0.98205,,,,,,,,,,,,,,,,,,,,,,,,,1.27344,1.0638,1.1373
