fov,cellID,rep,dbscan_ldp_nbr_allele,chr6-g626,chr6-g627,chr6-g628,chr6-g629,chr6-g630,chr6-g631,chr6-g632,chr6-g633,chr6-g634,chr6-g635,chr6-g636,chr6-g637,chr6-g638,chr6-g639,chr6-g640,chr6-g641,chr6-g642,chr6-g643,chr6-g644,chr6-g645,chr6-g646,chr6-g647,chr6-g648,chr6-g649,chr6-g650,chr6-g651,chr6-g652,chr6-g653,chr6-g654,chr6-g655,chr6-g656,chr6-g657,chr6-g658,chr6-g659,chr6-g660,chr6-g661,chr6-g662,chr6-g663,chr6-g664,chr6-g665,chr6-g666,chr6-g667,chr6-g668,chr6-g669,chr6-g670,chr6-g671,chr6-g672,chr6-g673,chr6-g674,chr6-g675,chr6-g676,chr6-g677,chr6-g678,chr6-g679,chr6-g680
0,215,1,1,-0.44481499999999996,-0.48806499999999997,-0.33142,-0.39267599999999997,,-0.46001,,,,,,,,,,,,,,,,,0.27878299999999995,,,,,0.18409799999999998,,-0.20284,,,,,,,,,,,,,,,,,-0.31038,-0.67978,,,,,,,
1,94,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036044,,,,,,,,,,-0.39513,-0.12657,-0.01077,0.053291,-0.062511,,0.040971,,,,,,,,,,0.055754,
3,718,2,1,-0.04241350000000001,-0.11329,-0.12757924999999998,-0.166291,-0.1123332,,-0.27409,,-0.3658099999999999,-0.12758,-0.041819,0.015355,0.12494,-0.26575,,-0.4277399999999999,,-0.46348,-0.41345,-0.28957,,,,-0.3920099999999999,-0.19905,,0.023695000000000008,0.05108899999999997,0.08205849999999995,0.005826,,,0.14518999999999996,-0.04499666666666665,-0.46348,-0.14187,0.19164,-0.5945,-0.5945,,,0.152334,,-0.022761,,,,,,,,,-0.19428499999999999,,
2,569,2,1,-0.37974,-0.385605,-0.4169,-0.3152,-0.2359975,-0.246755,,,,,,-0.34454,0.087659,,,,,,0.1209,,,,0.042682,,,,-0.1568,0.2578,-0.026746000000000002,0.120906,0.075924,0.11601524999999999,0.10770349999999998,0.0905935,0.10135,0.058324,0.35949,,0.10135,,0.103303,-0.11573,0.15904000000000001,0.12139325000000001,,0.1081915,,,,0.182505,0.17468499999999998,0.30473,0.13851,-0.0023,
2,591,2,1,-0.31356,-0.15599499999999994,-0.31745,-0.22991,-0.31453,-0.17447000000000001,-0.2318599999999999,,,-0.44097,0.11245,,,,-0.095692,-0.1346,,,,-0.0334449999999999,,-0.34079,0.096886,,0.41785,-0.047061,0.28557,-0.047061,,,,0.316695,0.24277833333333332,,,-0.16669499999999998,,-0.0606779999999999,-0.17739,,,,-0.07138,-0.20268,-0.2954033333333333,-0.32911999999999997,,,-0.21434999999999998,-0.0295535,,,,,
2,260,1,2,,,,-0.07709266666666666,,-0.18356000000000003,,0.10903,,0.1871,,-0.1938125,0.19735333333333335,-0.49665,,0.0167569999999999,0.23206,,0.2013,,-0.34168,-0.151225,-0.17488266666666666,-0.36416,,0.148065,0.30934333333333336,0.20839649999999998,0.20484950000000002,,,-0.004540000000000002,-0.17725,0.06170999999999999,,,0.012025,-0.13702999999999999,-0.22457,0.00019500000000000073,0.004927,,-0.17252,0.41423,0.19704039999999998,0.56092,0.46155,0.28410499999999994,0.083004,,0.55619,,0.39057,,
2,68,1,1,0.1377,-0.13139,0.06081650000000006,,-0.20974799999999996,0.0755995,0.1406599999999999,-0.06485349999999995,-0.0042369999999999,-0.1994,-0.37977,,,,,,,-0.46257,-0.17771,-0.3916,-0.16391299999999998,0.36539,0.23429333333333333,0.26485000000000003,0.0652515,,0.3062475,,0.26781,,,,-0.2193575,0.019419,,,-0.2082699999999999,-0.26741,-0.28219,-0.38421,-0.16096,-0.033807,,-0.13878,,,-0.082597,-0.18166,0.12217249999999999,,,0.44818,0.40678,0.235277,0.16726749999999999
1,63,2,1,,-0.07928199999999999,0.0261779999999999,0.0457065,-0.09490533333333334,-0.11443700000000002,,0.06914500000000004,,,,0.14043,0.18241633333333332,0.15800399999999998,,,,,0.7800199999999999,0.35329999999999995,,,0.3191199999999999,0.3686,0.2117099999999999,,0.3321433333333333,0.278115,,,-0.3859,0.60035,0.5691,0.5642199999999999,0.24100566666666665,,0.11016,0.319125,0.31326,0.14922,0.187295,,0.39334,0.03887500000000001,0.08671966666666668,,-0.0841665,0.11112999999999995,0.21219674999999993,0.0457075,0.008601,0.21952,0.21952,0.26053,
1,208,2,2,,,0.15933999999999995,0.022225,0.06554300000000003,0.27837,0.0614,,0.071948,0.071948,,,,0.087015,,,,,,,0.32433,0.27887666666666666,-0.1917299999999999,0.07421000000000005,0.35974,0.33714,0.3376383333333333,,,,,,0.88635,1.2502,,0.90518,,1.9027,0.7304,1.6149,1.26004,2.9061,,2.21005,0.055373,1.006155,0.4260333333333333,1.1387,0.82532,0.403435,0.39891,0.33110666666666666,0.17641533333333334,0.324325,0.12318
2,569,2,2,,,,,,,-0.051191,,-0.2350199999999999,-0.12453,0.058324,,,,,,,,,,,,0.11504,0.2402,,,0.371225,0.30473,,,,,,0.20109,0.37318,,,,0.37905,,0.089615,,,0.37905,,,,,,,,,0.0602799999999999,,
0,190,1,1,1.235,0.44966,0.9169350000000001,,0.5964466666666667,0.81418,0.926725,,,,,,,,,,,-0.0763185,,,,-0.2549099999999999,0.515715,-0.168055,0.2882,0.47168,,0.49125,-0.21005666666666664,0.657605,,,-0.088551,1.3108,,,0.40195499999999995,,-0.3821199999999999,,,-0.1179099999999999,-0.4653,,-0.23451999999999998,-0.34298,-0.36744,,,0.39095,,,-0.20842,-0.03106,-0.042069
2,68,1,2,,-0.23488,-0.211226,-0.26741000000000004,-0.23488,0.007591,0.013505,-0.29402,,-0.3502,-0.2516406666666667,-0.2918025,,-0.14617,,,,-0.049575666666666664,0.20867,,,-0.10773066666666668,-0.35611666666666664,,0.12586999999999995,0.68967,0.19092,0.19092,0.38016999999999995,,0.28111250000000004,0.4097399999999999,0.50436,,0.14509,0.06969,0.78232,0.347645,-0.26149,0.43191999999999997,0.134745,,,0.32399,,,0.4541,,-0.013108,-0.066334,,0.32695,,,0.34173
2,792,2,2,,,0.008196,-0.056375999999999954,-0.158045,-0.42595,,0.23626,,0.008196,-0.115454,0.044834666666666634,,-0.14293,0.46707,0.038422,-0.09416000000000001,0.079638,,-0.22536,0.079638,0.217577,0.570115,,-0.19789,0.8847299999999999,0.5412600000000001,-0.21163,,,,,,,,0.24725,,0.60721,,,-0.079732,,,0.159325,,-0.024777,0.045291,,,0.052161,,,,,
1,77,2,1,,,,,,,0.2591366666666666,0.22584999999999997,0.65455,0.0705125,0.49416499999999997,0.2097125,0.3005,0.14314,,,,,,,,,,,,1.175,,,,-0.32288,,0.1038,-0.22604,-0.3955005,-0.76468,-0.33801,,,,,,,,,,,0.082618,,,0.8603200000000001,0.8376250000000001,,,,1.1508
2,648,2,2,,,-0.18107,,0.10246,0.23066,-0.1662799999999999,-0.38571,-0.26736,,,,,,-0.45966999999999997,,-0.4621399999999999,-0.40543,-0.51145,,,0.038356,-0.08183600000000002,0.2060095,0.038356,0.082735,,,0.6793800000000001,0.58076,0.41311,0.05191749999999999,0.32024,,-0.353655,,,0.45256,,-0.12683,,-0.34379,-0.35859,-0.15888,,-0.41036,,,-0.5262399999999999,-0.5262399999999999,,0.038356,,-0.326535,
0,544,1,1,,,,,,,,,0.74839,,,-0.13639299999999996,-0.068098,-0.004357,,,,,,,,,1.6225,-0.065063,0.8424799999999999,0.47825,,,,,,,1.6225,1.4708,0.97603,,1.0185,-0.72675,,-0.2745,,0.5996600000000001,,,,,,0.0259949999999999,,,-0.13184,,,0.4074233333333333,-0.21683
1,137,1,2,,,-0.29225999999999996,-0.3069699999999999,,-0.078168,,,,,-0.3952199999999999,,-0.436075,,,,,,,,0.31733,,,,,,,0.49056,,,,0.41538,,,,,,,,0.51344,,-0.23179,,,,,,,-0.14190499999999995,-0.22198,,,,,-0.1043185
2,1229,1,1,,,,0.07985,,,0.440125,1.5155,-0.12602,,,,0.48617,0.039216,,,,0.21529,,,,,-0.3048,0.090685,,0.29656,0.291135,,0.45908,1.0008,,,,0.10694,1.1905,0.88708,,,-0.3644,,,,,0.28572,0.20446,0.22071,,0.085268,-0.012248500000000002,-0.10435,,0.085268,,,
3,62,2,1,,,,,,,,,,-0.14057,-0.12895,-0.10982,-0.005945999999999997,0.0343725,0.0514545,0.031637000000000005,0.23733500000000002,0.209996,0.54074,0.005670000000000001,0.4341399999999999,0.429768,0.4509966666666667,0.33847,0.6095366666666666,0.5708150000000001,0.62822,,,0.46831,0.26193,-0.26699,,0.60088,0.60088,0.19906,,0.1936,0.37674,0.3844833333333333,0.052823,0.0992919999999999,0.3863,0.063757,-0.12120633333333335,0.011821,-0.265625,,-0.22371,,,,-0.24786,-0.19455,
2,172,2,4,,,,,,,,,,,,,,,,,,,,-0.3943,,0.2384599999999999,-0.19828433333333328,0.00747766666666666,0.15248466666666663,,0.31928999999999996,0.261671,1.1137,,0.1903099999999999,,0.167961,-0.06382360000000001,-0.2172,0.1903099999999999,,0.48950000000000005,0.61502,,,,,0.25995,,,,0.13701,0.2952,0.25737,0.14044800000000002,,,0.5393600000000001,
3,91,2,1,-0.2778,-0.13844,-0.183598,-0.23965,-0.290255,-0.11042,-0.27858,0.2695099999999999,0.074874,0.21034,0.16674,0.27418,,,,-0.009208,,,,-0.0823895,-0.049691,,0.836265,0.49761500000000003,0.513965,0.76932,0.705225,0.43611,0.23058,0.729625,0.48982999999999993,0.41975999999999997,0.22279,0.2284,0.5072166666666666,0.5715766666666666,0.522271,0.02777299999999995,,0.0011730000000000004,0.323225,-0.0481339999999999,,,0.41431,-0.0637055,,,,,-0.1976099999999999,,,,
0,610,2,1,,,,,,,,,,,,,,,,,,,1.3166,,,,1.2822,,0.81924,,0.9111533333333334,,,0.26274,-0.70743,,-0.4217899999999999,,0.04113,,1.164,,1.395445,0.29722,0.50898,0.115,,,,,,,,,,,,,
1,189,2,2,,,,-0.0138639999999999,0.0054789999999999,,,,,,,,,,-0.1895599999999999,,,,,,-0.034009999999999985,,,,,0.830762,0.013538,,0.85978,0.72599,0.93876,0.36976,0.30529,0.9911650000000001,,1.0016,,0.022400000000000003,0.18762,,0.018374,-0.08801,-0.66023,0.007090666666666669,0.082849,,-0.284655,-0.3169,,,,1.0371,,0.96132,1.25385
2,18,1,1,,,-0.093392,0.473445,-0.065741,0.3858849999999999,-0.0258009999999999,,,,,,,,,,0.23534,,,,,,,,0.577905,,0.35209,0.27836,0.822125,1.2707,0.8415966666666668,,,,,,0.53489,0.150345,0.5395,0.34902,,0.83444,0.83444,0.58558,0.6470466666666667,1.0618,0.983425,0.5425766666666667,0.47805,-0.27619,-0.41751499999999997,0.042813333333333335,-0.25929499999999994,,-0.1379415
3,741,2,1,0.37053,,-0.10667,-0.199895,,,-0.18658,0.11971933333333329,-0.0933565,-0.01345349999999995,,-0.0034655,0.0620125,0.2129385,,,,,-0.23319,,,0.6501950000000001,0.9420649999999999,0.8344149999999999,0.5362533333333334,,1.1407,,0.98978,0.24845,0.91212,,0.61912,0.369415,,,,,0.033157,0.19296,0.6309566666666667,,,0.36165,,,,0.013181,-0.035649,-0.23540499999999998,,-0.2043299999999999,,-0.1222099999999999,
0,190,1,2,,,,,,-0.073872,,,,,,,,,,,,,,0.67473,1.167695,,,,,,,,,0.8313,0.41908,,0.34691,0.42356666666666665,,0.5065375,,0.099823,0.28248999999999996,0.26618,,,,,,0.86555,,,,0.69675,,,,,
2,578,2,2,,,,0.17099,0.222125,,0.11392,,,0.2494699999999999,,,0.2899,0.30417,-0.10725,-0.11914,,,0.15316050000000003,0.097272,,,0.10203,0.3446,0.6644399999999999,,1.0366,1.4409,0.9153550000000001,0.08776,0.243529,,1.4932,0.3136840000000001,0.78218,0.46113,,0.46945000000000003,,0.5253399999999999,1.1698,0.1793185,0.4183199999999999,0.4183199999999999,,,,,,,,,,1.2269,0.979555
0,116,1,1,,,,,,,0.43172,,,0.4432,0.580965,-0.23701,0.194939,,,,,0.3858,-0.23701,-0.68187,,,1.5367,1.1492499999999999,0.796225,1.5276785714285714,1.1679,0.0270389999999999,0.8981275,,,1.7613,0.5436552000000001,0.4996499999999999,,1.46065,0.8861500000000001,,,0.35279499999999997,1.8036,0.453965,,0.5321699999999999,,,,,,-0.8239449999999999,,,,,-0.0561929999999999
2,14,2,1,-0.3007633333333333,,-0.20568,0.032017,-0.44735,,-0.5463899999999999,-0.5535164,-0.07891,,,,-0.62958,,,,-0.3839599999999999,,,,,2.2941,1.88474,2.179236,,1.7514,1.53587,0.7358833333333333,-0.32453,,1.0527933333333335,2.3159475,1.808845,3.058742,0.21029,3.4074,1.4740733333333333,-0.21361,0.4163,,,-0.19182,0.13898,,,0.76493,0.259815,0.43611,0.37272,,,-0.22153,,,
2,584,2,1,,,,0.19204,0.10291499999999999,,,,,,,,-0.14409,,,,,,,,0.79045,-0.44711,0.32572650000000003,0.832465,-0.2816,,1.1393,,0.7327266666666666,,-0.33762,-0.085522,0.0825419999999999,,,-0.12372,0.62493,,,-0.0524179999999999,,,-0.007856,0.1131,,-0.044779,,,,,,,,,
0,55,2,2,,,0.15917,0.0594455,0.0819635,,0.5162399999999999,0.5918399999999999,0.062663,0.16882,,0.2015233333333333,,-0.2300699999999999,1.1564,,,,1.1403,1.4861,2.0684,1.2513,1.084025,1.20546,0.7998633333333333,0.6425000000000001,0.357005,0.9103,1.8652,,,,,2.908,,,1.1677,4.8268,,1.2223,-0.4263,0.98027,,,,,2.1922,0.95373,1.3558,,0.65296,0.94891,-0.07030000000000002,,
2,210,2,1,0.52144,0.13521,0.38967999999999997,0.3169273333333333,0.23042733333333332,1.0887,0.7598199999999999,0.19220700000000002,0.65622,0.5368666666666667,0.67432,0.6917533333333333,0.63007,0.5529700000000001,,,,1.3724,,0.10705049999999999,0.5556399999999999,0.5506345,0.534515,0.5486,1.7082799999999998,1.6198,0.996596,1.0286883333333334,1.1679716,-0.02974,1.1551,0.77389825,1.145036,1.9108,1.9365999999999999,1.0967825,1.4287,0.93047,0.46713,0.8413105000000001,0.200399,0.15533,0.60593,0.2317695,-0.12429,0.180475,0.147285,,0.16539,0.31626,-0.092102,0.9559525,0.31022,0.683365,0.27535333333333334
2,1001,1,1,,,0.23192,,-0.171285,0.0391699999999999,0.48368,,,,,-0.23619,,,,,,,,,0.13751,,0.16898,,1.000975,,0.46270000000000006,1.063905,1.3609,,,,-0.24799,,,,,0.73544,0.84951,,,-0.27553,-0.15358,,,,,,,,,,,,
1,826,1,1,-0.31033,,0.26836,,,,,0.66374,,,,,,,,,,,,,,,,0.8506425,,,0.4516699999999999,1.2101,0.92253,1.3035,,,,,,,1.1849,,,,,,,,,,,,,,,,,0.12099,
1,53,1,2,,0.45769,0.76777,0.6081,0.62893,0.8036650000000001,,,,1.0316,0.20082,,,,,,,,,,,,-0.0583529999999999,0.05387999999999998,0.6520699999999999,1.1311,0.54794,1.0587775000000001,1.054705,1.0964,0.75738,,,0.58496,,0.24826099999999998,0.51091,0.75852,0.69604,0.74579,0.9043,,1.123005,,,,0.68215,0.27950499999999995,0.54794,,0.49703,0.49703,,,
1,208,2,1,-0.43432,-0.20379,-0.084755,-0.33412,-0.39816,,-0.22488,,-0.041059,,0.13448,,,,-0.43281,,,,,-0.23543,,0.225635,,1.7218,1.3632,1.30148,1.4320333333333333,0.4938399999999999,0.68972,,1.0845,1.4341,1.0973,0.4913266666666667,,1.01216,0.4682199999999999,0.5284949999999999,0.50137,0.18495,0.6279349999999999,,,,0.977525,,0.33111,,,,,-0.057633,-0.198515,-0.23793999999999993,-0.13749
2,181,2,1,-0.2246699999999999,-0.15233,-0.1919475,0.14620599999999997,-0.1265,-0.10583,-0.13339,,-0.11961,,-0.062773,-0.057606,0.054346,-0.15577766666666668,,,0.11118149999999995,,1.4977,,,,1.33405,,1.3375,1.136,1.3599,,1.4477,-0.005075000000000003,,,,,,1.3771,,,,0.3109699999999999,0.20074,,,,0.96718,,,,1.0929,1.1566,1.52605,,,,
1,94,1,3,,,,,,,,,,,,,,,,,,,,0.40316,0.20112,1.8051,1.093,0.4392933333333333,1.8502333333333334,-0.20459199999999997,1.721315,,1.8051,0.64462,0.22576,0.64462,1.8618,1.0807,1.13903,0.6951100000000001,0.9870966666666666,0.06006499999999999,0.5214266666666667,2.118,,0.76288,-0.51832,,-0.25469,,-0.2202,,,,,-0.17585,0.038507,0.08860566666666668,-0.40252
1,144,1,1,,-0.25175000000000003,-0.063466,,-0.4625699999999999,-0.20508500000000002,0.025046,,,-0.048981,-0.08331266666666667,0.0282639999999999,-0.56073,-0.226,,,-0.47705,,0.20207,,,0.1280375,,,-0.40731333333333336,0.92946,1.1644,0.428975,0.7299100000000001,1.8693,1.1668500000000002,-0.08760366666666665,0.91659,0.03953000000000001,1.1644,0.7299100000000001,0.22244999999999995,0.31364333333333333,1.6617,,0.86403,,0.15915333333333334,0.071715,0.16559,-0.5575100000000001,0.2728745,,-0.43843,,,,0.12482,0.12482,0.07815149999999996
3,353,2,1,,-0.14172,,0.08611600000000001,,0.108425,0.20104,,-0.13563,,,,,,,0.028649,,,,,-0.25935,,1.0934199999999998,1.1543,1.067074,0.5677991666666666,1.0440866666666666,1.4051,1.4801333333333335,0.675645,0.7466174999999999,0.8966799999999999,0.8825125,1.8371000000000002,0.084424,0.63101,0.74595,0.9176466666666666,0.4964733333333333,0.4511766666666667,0.26289749999999995,0.59045,0.61884,0.20577233333333333,0.095578,-0.3759666666666666,,-0.27049999999999996,,-0.15286874999999997,-0.04165899999999997,-0.27895333333333333,-0.006845249999999997,0.2051,-0.1052102
1,81,1,1,0.5833699999999999,0.51772,0.6400600000000001,0.03432999999999997,0.40731333333333336,0.4669899999999999,0.41925500000000004,-0.0909929999999999,0.30885,,,,0.079088,,,,,,,,0.5744100000000001,,,,0.8519200000000001,,,1.0369,,,,,,,,,,,,,,,,,,,-0.031316,,,,,,,,
1,468,1,1,,,2.6069,,1.6128,,,-0.044018,,,,,0.16015349999999995,0.228765,0.1702,0.053047,1.4655,,1.9575,0.20032,,,,4.0863000000000005,,0.20701,1.9107,,,,,1.3484,5.1172,,2.555,3.2027,3.3968,,3.2261,,,,0.54842,1.92241,,0.94672,,,,0.6722600000000001,0.4915199999999999,,,0.6689133333333332,0.289351
0,89,2,1,-0.23373333333333327,0.17692333333333332,-0.28647,-0.1257662,-0.0596344,-0.21803,-0.19669499999999995,-0.35047,,-0.067217,0.293782,-0.0002569999999999,0.27707,0.416625,0.083297,,0.54018,0.37543999999999994,0.44417999999999996,-0.119367,-0.0322565,,1.1831099999999999,0.9710940000000001,0.849138,1.3899,0.89839,,,0.93306,0.885965,-0.0553669999999999,0.91083,0.14019,0.4195963333333333,0.68328,0.25751666666666667,-0.026923,1.477,-0.29358,-0.06781225,0.69752,0.17870466666666665,0.04863500000000001,0.719735,-0.28114,,,,3.3197,5.4174,4.2699,0.40685,0.07441099999999995,2.6699
0,250,1,2,,0.13237,0.31915,,,,,-0.16548,-0.10238,,,0.370895,0.13237,,0.027615,0.38225,,,,,,,,,,1.7907,0.025089999999999946,1.1092,0.64223,1.8639,1.0739,1.5143,2.0709,,1.6393,,,-0.24625,,1.5736,,,1.5736,1.2228,,,,,,0.251,,,0.26236,0.15256,
2,117,1,1,-0.14823,-0.014854,,-0.21840449999999995,-0.20198,,-0.41996,,,-0.29455,,,,,,0.5744,,,,,,,,,1.1194,1.2821,1.0731,1.1641499999999998,0.9456633333333334,1.113694,0.9999250000000001,1.3702,1.1454849999999999,1.436625,1.2582,1.1407666666666667,1.19101,0.4987633333333333,0.78641,1.044705,0.85805,0.80729,0.69981,0.8453775,,,0.95362,,-0.094482,,,0.43405,,,0.43704
0,215,1,3,,-0.48573,-0.3361,-0.27765,-0.041516,-0.3361,0.274107,0.021609,,0.61779,,0.12214,,,,,-0.081261,,-0.057882,0.7970160000000001,,1.50975,0.033298,,,,-0.18179,-0.1934799999999999,3.7904,,,,,,,,0.46348,0.63649,0.45879,-0.016965000000000008,1.2186,,,,0.41439,0.20163,0.21752999999999995,-0.1327,-0.175948,,,,-0.14906,0.648185,0.4705
2,244,2,1,-0.10989316666666667,0.09411649999999994,-0.12597,0.022764,-0.0321753333333333,0.137331,-0.049595,0.2586,0.10718133333333334,,,-0.014754666666666666,0.23381,-0.15009,,,,,,,,1.5322,,1.0659,1.2669,,,,1.23675,1.0458,0.6860633333333334,0.7510366666666665,0.9975750000000001,0.41671624999999995,,0.44887,0.790565,1.11015,0.72826,0.6187400000000001,,,0.79057,0.5554,,,0.62776,,,0.08407000000000003,1.0659,,,,
2,555,1,1,0.18152,,0.07776249999999994,-0.0650084999999999,,,,0.59345,,0.46238,0.46238,0.35524,0.0036449999999999816,0.15187649999999994,,,0.2855433333333333,0.50295,0.025491,0.29699,,0.93048,1.6014,0.87901,1.0272,0.7037033333333333,1.771475,1.3257466666666666,1.53275,0.452388,0.565353,0.19276000000000001,0.0801,0.750104,0.64026,1.4196275,0.861825,,,,0.31259,0.825935,0.997595,,,,,,0.20025,,,0.081662,,0.27202,-0.10246
2,566,1,2,,,-0.2808199999999999,-0.4277899999999999,-0.18756,-0.2808199999999999,,,,0.047013,,0.010273,-0.14799,-0.068861,-0.2808199999999999,,-0.012337,-0.40235,,-0.2808199999999999,-0.25822,0.20056666666666664,1.266505,1.5364,0.80161,,1.0456033333333334,1.8388,1.4714,0.31833,-0.38256499999999993,,1.5251,,0.64051,,,,,,0.14593,,,-0.08864333333333334,,-0.30626,-0.14611,,-0.20876,-0.4532199999999999,-0.19038499999999997,-0.2751699999999999,-0.36985,,
2,172,2,3,0.31411,,0.27628649999999993,,,,,0.068232,,0.0020324999999999996,0.6554249999999999,0.2866025,-0.29114,,,,0.067372,0.48778,,,,0.44307599999999997,,0.9176243333333334,1.2753,1.2719,1.094335,1.1429,,,,0.74226,1.1463,1.1429,,1.35655,,,0.7371,1.1945,,,0.75602,,0.61502,,,-0.19313,0.43877399999999994,,-0.32638500000000004,,,,-0.299735
0,544,1,2,,,,,,,,,,0.6019375,,0.083665,0.33559,0.42057999999999995,,,,,,,,,,-0.36859,,1.6225,0.8470500000000001,,1.136906,,0.68161,,2.52855,1.943266666666667,,2.9034,0.30524,,-0.16219,,0.0502769999999999,-0.013463,,-0.2380699999999999,0.3507699999999999,,,,,,,,,-0.3200199999999999,
0,99,2,2,,0.36812500000000004,0.30169,0.14542499999999997,,,,,-0.25599,,-0.4044566666666667,-0.30605275,-0.005221,,-0.66209,,0.069636,0.8668600000000001,0.602612,1.127,0.65165,1.030595,0.7026349999999999,,,1.3379875,1.36778,1.0455649999999999,1.02407,1.3571666666666669,1.268275,0.91365,1.6491,1.6491,1.0147,0.7470899999999999,1.4245,,,0.20625,0.38403,0.8543933333333333,,,,,,,,,0.0209789999999999,0.0209789999999999,,,0.1229705
