fov,cellID,rep,dbscan_ldp_nbr_allele,chrX-g605,chrX-g606,chrX-g607,chrX-g608,chrX-g609,chrX-g610,chrX-g611,chrX-g612,chrX-g613,chrX-g614,chrX-g615,chrX-g630,chrX-g631,chrX-g632,chrX-g633,chrX-g634,chrX-g635,chrX-g636,chrX-g637,chrX-g638,chrX-g639,chrX-g640,chrX-g641,chrX-g642,chrX-g643,chrX-g644,chrX-g645,chrX-g646,chrX-g647,chrX-g648,chrX-g649,chrX-g650,chrX-g651,chrX-g652,chrX-g653,chrX-g654,chrX-g655,chrX-g656,chrX-g657
2,578,2,1,,,-0.37598,,,-0.25945,0.35292500000000004,,,,0.06794333333333331,,0.2685,,,,0.15276299999999998,-0.02877,0.20904599999999995,0.323195,,0.17099,0.28752,,,,,-0.49726,,,,-0.25232,-0.16195,,-0.31057999999999997,,,,
1,233,1,1,-0.037631,,6.2845,0.19059,,1.2843,,,1.2116699999999998,1.2961,,,0.2884,,,0.75671,0.56701,,,0.65,,-0.1176599999999999,,,,-0.3014199999999999,,,,,,,,1.1776,-0.049487,-0.29549,,,
2,648,2,1,,0.20107999999999995,0.034246666666666675,0.32928,0.10246,0.24053,0.39339,0.4229699999999999,0.44105333333333335,0.59309,,0.19122,0.65103,0.15423333333333333,,0.32682,0.43776,,0.609115,,0.11724899999999999,-0.087384,,,0.33914,,,0.34325333333333335,,0.30463,,0.11560666666666668,-0.097246,0.17642449999999998,,0.17559999999999998,,0.18997999999999998,
2,119,1,1,,,0.73478,,,,-0.15924,0.38555333333333336,0.2738,0.59043,-0.20813,0.39719,,,,0.4910966666666667,0.6509699999999999,0.48101000000000005,-0.004417999999999998,,0.13178,,0.31105,0.3809,0.45074,,,,0.5299,,-0.14294,-0.14294,-0.11268,,,,0.59742,,
0,310,1,1,,,,,,,,,,,,,0.38853,0.42642,,0.695064,,0.937305,,,,,,,0.55845,,1.5527,,-0.34855,,,,,,,,,0.20484,0.61127
0,620,2,2,,,,,,,,,,,,0.43613,,,,,,,,,,,,,,,,,0.38097,,,,,,,0.14851,,0.33763,
1,81,1,2,,,0.16264,,,,0.094008,,,,,,0.48639,,,0.47893,,,,,,,,,,,,,-0.2014,,,,,,,,,,
2,199,2,1,,,,,0.13219,0.27357,0.3774699999999999,0.83226,,-0.15908,,,0.51715,,,0.031693,,,,,0.272715,,,,2.088495,,,-0.2715,,,0.37065499999999996,0.3749199999999999,0.3476625,0.2454615,0.11515500000000001,3.858225,1.435235,1.343596,0.85441
2,230,2,1,,,,-0.02767000000000005,,,7.7158,4.7289,,,,0.67628,0.370645,,,0.3145,0.24232499999999998,0.5883599999999999,0.82123,0.15054,,4.31322,,,2.152785,7.2311,,-0.11737099999999996,6.7481,0.10777,2.1817525,0.245,6.721372666666667,6.802739333333334,8.20675,,,,
1,826,1,1,,,0.16532,0.570285,0.38697,,,,0.5343399999999999,,,,0.58825,0.55591,,,,,,,,,,,-0.1414,2.75565025,0.50558,,,,,,,,,0.033527,0.58825,,
0,18,2,2,,0.4550613333333333,0.590198,0.26486666666666664,1.2016,0.7425133333333332,0.32421,0.489385,,0.6438349999999999,,0.5365800000000001,,0.695315,,,1.1115,,0.999915,,-0.17023,,0.1862086666666666,,,,,0.41109,0.47866000000000003,0.17190866666666668,0.4343266666666667,0.1279335,0.22339449999999997,,0.2984699999999999,0.18907,,0.07645499999999997,0.36496999999999996
1,194,1,1,,,,,,,,-1.0532,-1.05765,-1.1336,,0.61779,,,,,,,,,-0.29813,,,-0.0658,,,,,,,,,,0.30951,,,-0.052397,-1.4732,-1.51115
1,339,2,1,,,7.1592,0.784,0.62131,1.2691866666666667,0.33596,1.5149,,0.57876,,0.52369,0.7689900000000001,0.60128,0.74646,2.018,1.4291375,0.47363,0.511175,0.4269066666666667,1.4815233333333333,,,0.531195,0.41919,,,,,,,,0.39603999999999995,,,,3.294515,0.38602499999999995,
1,94,1,2,,-0.33599999999999997,-0.44687,,,-0.52818,0.42533,,,,,,,0.64708,,0.092712,,-0.01241366666666667,0.4832335,,,,,0.15184,,,,,0.62737,,,0.6594,,,,,,0.268875,0.209743
2,63,1,1,,1.4056,,,,,,3.6568,2.8049,,,0.34219,0.99517,,,,,,1.2315,,1.3372000000000002,1.2087,,1.1258,,,,0.7961699999999999,,,1.2564,1.303,,1.32165,1.4429,,,1.1755,2.27
0,275,1,3,,0.064275,,,,,,0.12265199999999996,0.2230599999999999,,,,0.7982743333333334,,1.1174,,1.5268333333333333,1.023445,,,,,,0.6550699999999999,,,,,,0.52663,0.054935000000000005,,,,,,,,
0,158,2,1,,-0.36153,0.53773,0.5725600000000001,0.85729,,,0.9044,,1.1174,,,1.1666,0.6196699999999999,,1.3571,1.15225,0.7241399999999999,0.1055099999999999,1.3734966666666664,3.2417,,2.27685,,0.8101710000000001,0.82042,-0.5028699999999999,0.320598,1.19325,3.5121,2.4468666666666667,1.816,2.1314,2.0669,2.1355,1.1441,3.7579000000000002,2.927566666666667,2.39466
2,584,2,1,,,,,,,,,,1.422,,,,0.89485,,1.1037,1.0476,,0.95087,,0.52307,,,0.7717733333333333,,0.533255,0.8795700000000001,,,0.031613,0.5243450000000001,,0.59437,0.5281600000000001,0.45304500000000003,,,0.958495,1.0222
2,31,1,1,1.0832,1.0832,1.3705,,0.99384,2.0152,1.8407666666666669,1.4726,,1.0066,,,0.91085,,,2.7599699999999996,2.4238,1.8205500000000001,4.5942,4.124,0.44485,2.2004,,0.8917,,0.44485,,,-0.059461,,,,,-0.33396,1.3832,0.304405,,1.4598,1.9131
1,53,1,1,,,-0.1208299999999999,,0.28413,,,,0.9475333333333333,,,,0.9529,,,,,,0.77703,0.76083,,2.0127,,0.91182775,,,,2.0984,2.2094,1.8114,0.945975,,,,,,,,0.480845
0,648,2,1,,,,,,0.4659399999999999,,,,,,,,0.99987,,0.11645,0.8493866666666666,,0.59214,1.393,,,,,,,,,0.0873289999999999,,,,,,,1.4707,1.3979,,
0,613,1,2,-0.022501,0.13985,-0.18714,,,0.068964,-0.3014699999999999,-0.358065,,-0.26488,,,1.1002,0.96075,,,,,,,0.36394,,,,,-0.69248,,,,,,,,,,0.000366,,-0.2732653333333333,0.009512
0,407,1,1,,,-0.08476500000000003,-0.134928,0.1321099999999999,-0.3695,,-0.7235750000000001,-0.57605,-0.403435,,1.1235,0.51569,1.49675,,,,1.3212,1.1152419999999998,,1.23049,0.48027999999999993,,-0.108371,-0.21164,,,0.379959,-0.41081,-0.5180166666666667,,0.27374,0.5009399999999999,,-0.17476,1.0763,,0.91341,0.7104064999999999
2,210,2,1,1.7727,0.34947,,,,-0.015659,,1.08465,1.2255,1.31305,,1.2496,,0.98411,,1.486,,1.4386999999999999,1.3884,,,0.34442799999999996,0.044689,4.885635,2.1327356666666666,7.373,10.7264,4.96511,0.59654,7.7612,,,,,5.55046,0.6119600000000001,0.70048,0.6119600000000001,0.636105
1,94,1,1,,0.43354333333333334,0.23315,0.670475,0.18018,0.41794,10.8474,1.1189,,,,,0.07300033333333333,2.1820533333333336,,7.589,5.693473333333333,5.765313333333334,7.0802,5.9838,-0.5331100000000001,0.627365,,2.988965,5.17319,,-0.32861,0.45243,6.151949999999999,6.8954,0.15431,0.287355,1.0339086000000002,,,,,0.50664,0.6088899999999999
2,566,1,1,0.049839,-0.35006499999999996,,,,-0.26669,,,,,,1.7653,1.1464,0.64617,,1.6226,,0.692805,0.539898,1.3329,0.81291,,-0.29496,0.21470000000000003,0.28724,,,-0.19887,-0.20168999999999995,,3.3310545,,0.1675966666666667,6.7451,0.21093,-0.14799,2.540653666666667,-0.15082099999999998,-0.099949
0,5,2,1,1.3481333333333332,1.060795,1.0639,1.007845,1.1704033333333335,1.00267,1.6179000000000001,0.8709100000000001,0.8709100000000001,0.57834,,,1.4581,,,0.6022000000000001,,0.6920392,1.035256,1.4581,1.4353,,,1.7175,1.1241,-0.31598,0.52231,0.08241999999999997,0.014980000000000021,-0.1977,,-0.35955,-0.27344,-0.266175,-0.538,,,,
0,750,1,2,,-0.017488,,,,,,,,,,,,1.4587,,1.7435,,,,,,,,,,,,,,0.29846,,-0.78923,,,,,,,
0,89,2,1,,,0.743285,-0.32558,,-0.12648,1.9530349999999999,0.337515,0.29396,0.70017,,0.94906,-0.086477,3.5676550000000002,0.65751,0.389965,0.6598833333333333,0.63793,0.6681766666666666,0.30729,4.5285,,0.42373299999999997,,,,,,,,,,,,,-0.17448,0.028187,-0.25803,
2,244,2,2,,,,,,,,,,,,,,1.691,,,,,,,0.37049,,,,1.5544,,,,,,,,,,,,,,
1,877,1,1,,,,,,,0.90705,,,,,,0.7170449999999999,2.9753,,1.2164,,1.7821,0.96008,,1.623,2.498,,0.544685,1.9588,1.128,-0.28615,-0.1270599999999999,,,,,,4.3099,,4.6811,,,
2,260,1,1,0.11139,0.040416,0.073539,-0.111,0.13269,,,0.4118699999999999,1.3346,3.79582,,1.9947,3.4757,0.068807,,0.095619,-0.16069,,1.845605,,0.06407349999999999,,-0.30500999999999995,,-0.16305466666666665,-0.21321079999999998,,4.1878953333333335,-0.18119166666666664,,-0.2772125,-0.34996499999999997,,,,-0.276618,-0.199727,-0.21510500000000002,-0.2916033333333333
1,189,2,2,4.799199,-0.2766,-0.349135,-0.47002666666666665,-0.41361,3.3453150000000003,,,,-0.5764100000000001,,1.1983,0.07533000000000005,4.440545,,2.0157633333333336,0.3014202,0.2321078,0.054802000000000003,-0.15007,0.12314133333333332,0.11991999999999998,0.23437,-0.12024866666666663,-0.071891,0.6453899999999999,2.07110475,,-0.06222,,,-0.32979,-0.0992929999999999,-0.35880500000000004,-0.06584499999999999,0.402,-0.26854,0.5253099999999999,3.497363333333333
1,81,1,1,0.2581199999999999,-0.1208299999999999,,-0.23272599999999993,,-0.21333,-0.058171,-0.21631925000000002,0.3327199999999999,-0.17753,-0.49083,5.32925,1.2597266666666667,0.38793,,1.5262666666666667,2.0882666666666663,1.4427,3.2205400000000006,0.29693,0.54159,0.98918,,1.7859,5.545566666666666,0.904135,0.18949,9.0755,0.040298,0.39986,0.7355433333333333,4.56983,0.707195,0.91756,,3.58963,5.7127,1.9604350000000001,2.066375
0,352,1,1,,1.2048,0.6302593333333334,,,,0.020236,,,0.37017,0.58533,,0.19284,6.582599999999999,,5.259135,2.58562,7.2671,8.60535,4.4204,-0.025869499999999997,,,0.38672,-0.1736445,,-0.16339866666666666,0.062798,,,0.17037499999999994,,,-0.17601,,-0.1630045,0.88797,2.1482004999999997,2.9907226666666666
2,516,2,1,,2.0185,2.101,,,2.1545,,0.745,,,,0.69593,7.565225,3.55295,2.1479,,,8.360119999999998,3.8674,4.6654,,,1.6817,1.2333999999999998,1.25575,,1.2772833333333333,1.3606,2.995366666666667,3.835075,3.6444,5.8412,8.8432,,,0.92565,1.4661666666666668,0.2588,
0,215,1,1,0.36452333333333337,1.6769,1.031625,,0.73001,4.9009,,,,0.5593400000000001,,,0.54765,7.3815,1.0293,1.9738,,3.83951,0.8422350000000001,0.759235,,0.63415,,0.74871,0.74871,7.0355,,,,0.037974,1.3277666666666665,0.32554,,1.3122,1.0994,,0.8375566666666666,1.6079086666666667,-0.07658500000000001
3,353,2,1,-0.24921,,,0.11383,-0.060589,0.4565899999999999,0.03879000000000002,0.009041666666666623,-0.071745,-0.10520999999999997,,0.67157,4.24518,7.3807,,0.416025,4.990843333333333,2.275335,1.792625,0.38155,1.4443,0.4139966666666666,2.0385,-0.3080199999999999,0.26594,,,-0.62239,-0.65281,,,,,-0.50475,0.0002549999999999,-0.30194,,,-0.18836
1,208,2,1,0.4938399999999999,0.55712,3.4520830000000005,0.28741,,0.51945,-0.1013299999999999,0.041813,6.6791,0.5654199999999999,,0.545065,4.2531799999999995,8.13385,0.37782,,0.8260799999999999,0.79818,0.54657,8.4631,,1.1749,,1.202,,,,0.7078,,1.0664,0.8358700000000001,1.095918,0.8142733333333334,0.91422,2.27106,3.49908,1.7924371428571428,2.1346891999999995,2.198892
0,27,2,1,3.3750999999999998,,,,-0.06840500000000001,3.734495,0.31471,0.8383,0.30741,2.60428,,,7.5921,1.7031,1.4312,0.73249,0.29099,3.2519333333333336,1.10739,0.5646433333333333,0.6567799999999999,3.47223325,,,,9.4894,0.38631724999999995,10.07415,5.281525,9.6482,10.2192,,6.762449999999999,11.4926,,,,,
2,172,2,1,0.7921199999999999,10.94125,0.8574649999999999,0.6047,-0.15874,0.411265,0.18172,0.20579,,0.40869,,0.2075075,13.0037,2.9547085714285712,0.092304,3.779969,0.16538224999999998,9.680900000000001,8.727450000000001,10.7083,3.7857223333333336,,0.44995,3.23979,,0.36398,-0.0229,-0.12004999999999998,0.042869999999999985,0.6201800000000001,0.085855,-0.26921,,-0.10801,-0.34788,,0.7164699999999999,,0.4396366666666667
2,636,2,1,,0.43201,5.1905,,,0.74412,0.019746,,,0.18978,,,9.623,2.2778855,,-0.045468999999999996,0.0275096666666666,-0.005875,,-0.02334,-0.05013,8.2476,4.0749,0.42968,5.9895,0.24567499999999998,2.511382,0.2410199999999999,0.652121,0.13076900000000002,0.029062,1.4195825,-0.48802,-0.068765,-0.129321,-0.05013,,0.029062,
1,98,1,1,,6.7611,6.297066666666666,6.8619,4.6595,,,-0.1237,6.1771,6.14215,,,,6.7179,,,,,,7.626166666666666,,,,,0.10661,,,0.01819,,,0.2156,,2.1758699999999997,-0.46712,2.234986,,3.437975,-0.080515,-0.11239299999999997
1,53,1,3,,,,,,,,,,,,,,8.0386,5.0974,4.8794200000000005,4.416300000000001,4.16135,4.1718,-0.671585,4.3338,,,3.8224,3.735575,5.0141,,,,,,0.2795,-0.1416599999999999,-0.48183,0.05966000000000002,,,7.198600000000001,
2,43,2,1,,0.88581,1.5254,0.37849,,,,,,,,,8.1546,,,8.9989,-0.006252,,,9.7105,0.4164125,0.50107,9.2711,4.7459395,1.6637639999999998,2.2619209999999996,2.00481,0.19522,,,2.32465,1.48598,-0.1961935,,-0.458348,4.136699999999999,0.09327,,1.2666030000000001
1,468,1,1,,,,,,1.017,,,5.8736,,,,10.824,,,,5.9561666666666655,,2.0513,,0.40784,0.11496699999999999,0.38106,0.227095,,0.16517500000000002,-0.16619,5.1941820000000005,0.92329,1.4287,,,0.85131,,0.0262699999999999,6.6401,0.8753066666666666,,-0.07916299999999994
2,181,2,3,,,,,,,,,,,,12.762599999999999,,,,8.3043,8.4662,,11.3081,7.0057,,,,,,,,,6.5682,,,5.6519,0.20763,,0.052624,,,,
