fov,cellID,rep,dbscan_ldp_nbr_allele,chrX-g609,chrX-g610,chrX-g611,chrX-g612,chrX-g613,chrX-g614,chrX-g615,chrX-g630,chrX-g631,chrX-g632,chrX-g633,chrX-g634,chrX-g635,chrX-g636,chrX-g637,chrX-g638,chrX-g639,chrX-g640,chrX-g641,chrX-g642,chrX-g643,chrX-g644,chrX-g645,chrX-g646,chrX-g647,chrX-g648,chrX-g649,chrX-g650,chrX-g651,chrX-g652,chrX-g653,chrX-g654,chrX-g655,chrX-g656,chrX-g657,chrX-g658,chrX-g659,chrX-g660,chrX-g661,chrX-g662,chrX-g663,chrX-g664,chrX-g665,chrX-g666,chrX-g667,chrX-g668,chrX-g669,chrX-g670
2,260,1,1,0.13269,,,0.4118699999999999,1.3346,3.79582,,1.9947,3.4757,0.068807,,0.095619,-0.16069,,1.845605,,0.06407349999999999,,-0.30500999999999995,,-0.16305466666666665,-0.21321079999999998,,4.1878953333333335,-0.18119166666666664,,-0.2772125,-0.34996499999999997,,,,-0.276618,-0.199727,-0.21510500000000002,-0.2916033333333333,-0.16779,-0.31778399999999996,-0.2300878333333333,0.023854,0.32787499999999997,2.0112,-0.06013500000000002,-0.002170400000000004,0.4173896666666667,0.31662749999999995,0.5569606666666667,,-0.040026
1,94,1,2,,-0.52818,0.42533,,,,,,,0.64708,,0.092712,,-0.01241366666666667,0.4832335,,,,,0.15184,,,,,0.62737,,,0.6594,,,,,,0.268875,0.209743,0.71607,0.75549,,0.71607,0.03481149999999995,,,0.068074,0.032345000000000006,,0.3046,,
2,578,2,1,,-0.25945,0.35292500000000004,,,,0.06794333333333331,,0.2685,,,,0.15276299999999998,-0.02877,0.20904599999999995,0.323195,,0.17099,0.28752,,,,,-0.49726,,,,-0.25232,-0.16195,,-0.31057999999999997,,,,,-0.29274,,0.03544,-0.13103,,0.092516,0.2042885,,,0.011659,,-0.40452,-0.28085
1,189,2,1,,,,,,,,,,,,,,,,,,,,,,0.25693,,0.15055,,,-0.19278,0.010314,-0.21696,,,,,,,,,,,0.002255,-0.054161,,-0.054161,,-0.15249,-0.40233,,
1,94,1,3,,,,,,,,,,,,,,,,,,,,0.19003499999999995,0.2356199999999999,,0.34895,,,,,,,,,,,0.1395235,,,,,,,,,,,,,,
2,648,2,1,0.10246,0.24053,0.39339,0.4229699999999999,0.44105333333333335,0.59309,,0.19122,0.65103,0.15423333333333333,,0.32682,0.43776,,0.609115,,0.11724899999999999,-0.087384,,,0.33914,,,0.34325333333333335,,0.30463,,0.11560666666666668,-0.097246,0.17642449999999998,,0.17559999999999998,,0.18997999999999998,,0.22244666666666668,,0.40078,0.24299,-0.03560849999999996,0.63007,,,,0.072873,0.26025,0.075338,
1,233,1,1,,1.2843,,,1.2116699999999998,1.2961,,,0.2884,,,0.75671,0.56701,,,0.65,,-0.1176599999999999,,,,-0.3014199999999999,,,,,,,,1.1776,-0.049487,-0.29549,,,,,,4.2749,,,,,,,,,,
1,189,2,4,,,,,,,,,,,,,,,,,,,0.41167,0.24081,,,,-0.34967,-0.4313399999999999,-0.48131,-0.19117,-0.43618,-0.3851333333333333,-0.1412,,0.15861,,,,,-0.1412,,,,,,,,,,,
2,119,1,1,,,-0.15924,0.38555333333333336,0.2738,0.59043,-0.20813,0.39719,,,,0.4910966666666667,0.6509699999999999,0.48101000000000005,-0.004417999999999998,,0.13178,,0.31105,0.3809,0.45074,,,,0.5299,,-0.14294,-0.14294,-0.11268,,,,0.59742,,,,,,0.78833,1.2749,,,1.233,,,0.17369,,
2,641,2,1,,,1.2825,,,1.4206500000000002,0.57985,,,,,-0.27302,0.32774,0.4350199999999999,0.71395,0.71395,,,0.34114999999999995,0.32774,,,,0.16413750000000005,,,-0.037009,,,,,0.7729349999999999,-0.18898799999999996,0.1239099999999999,0.8516366666666667,1.2933,0.37333549999999993,0.7300399999999999,1.0661833333333333,,,0.982165,,0.20437,,,1.1431,
2,569,2,1,-0.096171,,,,,,,0.40252,,0.085703,,1.9564619999999997,0.5335449999999999,0.505185,0.5518,-0.22133,0.50225,0.09254999999999995,,-0.09486666666666665,0.163925,0.21281849999999994,0.3106,0.30278,0.14046099999999997,0.56875,,-0.46774,,-0.65157,0.32820499999999997,0.35264999999999996,0.35558,0.12286,1.78829,0.087659,0.14486025,3.657675,,-0.3210699999999999,0.083748,-0.005233499999999995,3.6674290000000003,,0.25389,5.3581,-0.0071895000000000014,0.34776
1,831,1,1,,,,,,,,,,,0.5374800000000001,,,0.74552,,0.18852,,1.1213,,,,-0.28124,,,,,,,,,,,,,,,0.5844600000000001,,,,,,,,,,,
1,189,2,2,-0.41361,3.3453150000000003,,,,-0.5764100000000001,,1.1983,0.07533000000000005,4.440545,,2.0157633333333336,0.3014202,0.2321078,0.054802000000000003,-0.15007,0.12314133333333332,0.11991999999999998,0.23437,-0.12024866666666663,-0.071891,0.6453899999999999,2.07110475,,-0.06222,,,-0.32979,-0.0992929999999999,-0.35880500000000004,-0.06584499999999999,0.402,-0.26854,0.5253099999999999,3.497363333333333,0.27546999999999994,0.45358,0.28433499999999995,7.894,2.111143333333333,4.7315,5.083966666666666,5.4197766666666665,-0.09446000000000002,3.9481249999999997,,,
0,190,1,1,,,-0.0004799999999999,,11.6542,0.36893,,,,-0.37478,,0.7579100000000001,,0.2368199999999999,-0.18885,,0.15609,,0.0900379999999999,0.026431,1.8392180000000002,0.916915,0.43498,,0.0215379999999999,0.8826866666666667,1.5970199999999999,2.5365,0.48146,,0.34691,,,0.0680195,,0.53773,0.54262,0.33223,0.12918,,,,,,0.58421,,,
3,853,2,1,,,,,,,,,,,,,,,0.4785899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,1,2,,,0.094008,,,,,,0.48639,,,0.47893,,,,,,,,,,,,,-0.2014,,,,,,,,,,,,,,,,,,,,,,,
0,18,2,2,1.2016,0.7425133333333332,0.32421,0.489385,,0.6438349999999999,,0.5365800000000001,,0.695315,,,1.1115,,0.999915,,-0.17023,,0.1862086666666666,,,,,0.41109,0.47866000000000003,0.17190866666666668,0.4343266666666667,0.1279335,0.22339449999999997,,0.2984699999999999,0.18907,,0.07645499999999997,0.36496999999999996,-0.1641565,-0.3271866666666667,0.26272,,0.23841,-0.1048099999999999,0.1622565,0.26701033333333335,0.5587433333333333,0.5902050000000001,0.40573,,0.0496389999999999
0,55,2,1,2.39971,0.093223,,9.5524,,,,,,,,-0.45766000000000007,0.7355270000000002,-0.3700033333333333,2.91765,0.72535,,,,,-0.029018,,,5.237,,,,,,,,,5.1968,,2.7310350000000003,2.6404366666666665,2.615225,-0.2654566666666666,,,0.043362,,,,-0.37483,,,
0,407,1,1,0.1321099999999999,-0.3695,,-0.7235750000000001,-0.57605,-0.403435,,1.1235,0.51569,1.49675,,,,1.3212,1.1152419999999998,,1.23049,0.48027999999999993,,-0.108371,-0.21164,,,0.379959,-0.41081,-0.5180166666666667,,0.27374,0.5009399999999999,,-0.17476,1.0763,,0.91341,0.7104064999999999,0.66322,0.747014,,0.76502,1.0675,,0.55995,,-0.71177,,-0.80324,,
2,852,2,1,,,,,,,,,0.3381099999999999,0.088518,,,,0.59551,1.3326,,,0.9348,,0.16652,-0.1025799999999999,0.973805,,,,-0.21567999999999998,-0.007029999999999995,0.014419499999999998,-0.09283,,-0.28001999999999994,-0.2858699999999999,-0.3014699999999999,-0.019379999999999998,-0.29367,-0.15718,,,,,,,,-0.32097,,-0.23518,,
2,566,1,1,,-0.26669,,,,,,1.7653,1.1464,0.64617,,1.6226,,0.692805,0.539898,1.3329,0.81291,,-0.29496,0.21470000000000003,0.28724,,,-0.19887,-0.20168999999999995,,3.3310545,,0.1675966666666667,6.7451,0.21093,-0.14799,2.540653666666667,-0.15082099999999998,-0.099949,-0.1169099999999999,0.12049,4.1435949999999995,0.017339999999999994,-0.49562,,0.17984,0.5387799999999999,,0.2815850000000001,-0.12114499999999999,,
2,730,2,1,,,,0.23095,,,0.30527,,,,1.2944,0.90848,1.1958,0.811285,0.7207333333333333,-0.44088,0.32099600000000006,0.8541700000000001,1.0085,,,0.93993,,1.2287,,0.32528599999999996,0.43535499999999994,0.7198,0.7169399999999999,0.4224855,,,,-0.24933,,,0.062276,,,,,,,,,,,
3,741,2,2,,0.52146,0.73453,,0.63022,,,,,,,0.78114,1.0686,0.75451,,0.901,,,0.54587,0.5258949999999999,0.33945,,,,,,-0.17992,,0.964245,,0.01984,0.676825,-0.1222099999999999,-0.045081749999999976,0.8410700000000001,0.7426766666666667,0.8410700000000001,0.4243535,,,,0.48594,,0.31948,0.48594,,,
0,648,2,1,,0.4659399999999999,,,,,,,,0.99987,,0.11645,0.8493866666666666,,0.59214,1.393,,,,,,,,,0.0873289999999999,,,,,,,1.4707,1.3979,,,-0.03400000000000003,1.1503366666666668,1.23934,,,-0.053436,,-0.4902899999999999,,,,,
1,77,2,1,0.22787,,-0.173085,-0.11105,,,,,,,,,1.4474,1.6229,1.4847000000000001,1.1357,,,,-0.51049,,-0.51049,,,0.07354,0.44272,0.03823333333333334,,0.08867,,,,,,,,,,,,,,,-0.11105,,,,-0.28051
0,885,1,1,,,,-0.33,-0.33,,,-0.0260129999999999,-0.0260129999999999,-0.141317,,0.6815399999999999,,,2.4688,0.650095,,,0.39852,,-0.22518,,,,,,,,,0.37756,-0.1518,-0.078424,,,,0.6553399999999999,,,1.0117,,,-0.12559,-0.010285000000000002,,,,,
2,199,2,1,0.13219,0.27357,0.3774699999999999,0.83226,,-0.15908,,,0.51715,,,0.031693,,,,,0.272715,,,,2.088495,,,-0.2715,,,0.37065499999999996,0.3749199999999999,0.3476625,0.2454615,0.11515500000000001,3.858225,1.435235,1.343596,0.85441,0.39705499999999994,3.4315333333333338,0.3996099999999999,0.32978,,,,,,,,,
2,584,2,1,,,,,,1.422,,,,0.89485,,1.1037,1.0476,,0.95087,,0.52307,,,0.7717733333333333,,0.533255,0.8795700000000001,,,0.031613,0.5243450000000001,,0.59437,0.5281600000000001,0.45304500000000003,,,0.958495,1.0222,1.0629,,,,,,,,0.954665,0.76498,0.73952,0.85665,0.9967
2,198,2,1,,,1.1512,,1.8359,1.1956,,,,,,0.91335,,0.75393,,,,,,,,,,,0.7643800000000001,0.68075,0.55708,0.719955,0.50303,-0.63118,0.51872,,1.21652,,0.96039,-0.087588,1.345875,,0.3044199999999999,,,1.9247,,,2.1939,,,0.14239
1,339,2,1,0.62131,1.2691866666666667,0.33596,1.5149,,0.57876,,0.52369,0.7689900000000001,0.60128,0.74646,2.018,1.4291375,0.47363,0.511175,0.4269066666666667,1.4815233333333333,,,0.531195,0.41919,,,,,,,,0.39603999999999995,,,,3.294515,0.38602499999999995,,0.42044,0.4828099999999999,,,4.0379,,,,,,0.1157,,
0,5,2,1,1.1704033333333335,1.00267,1.6179000000000001,0.8709100000000001,0.8709100000000001,0.57834,,,1.4581,,,0.6022000000000001,,0.6920392,1.035256,1.4581,1.4353,,,1.7175,1.1241,-0.31598,0.52231,0.08241999999999997,0.014980000000000021,-0.1977,,-0.35955,-0.27344,-0.266175,-0.538,,,,,-0.3471,,-0.09084000000000006,1.0286066666666667,-0.1676175,-0.27033,0.0672,-0.3637,0.25672,,0.74849,,
0,310,1,1,,,,,,,,,0.38853,0.42642,,0.695064,,0.937305,,,,,,,0.55845,,1.5527,,-0.34855,,,,,,,,,0.20484,0.61127,0.94881,0.7077100000000001,,,,0.6526,0.5569233333333333,10.2783,,,1.0636,1.043,0.729525
2,244,2,2,,,,,,,,,,1.691,,,,,,,0.37049,,,,1.5544,,,,,,,,,,,,,,,,,,,0.6096699999999999,-0.23049,0.77851,,,-0.24858,,,
2,244,2,1,,,1.1604,,,,,,,,,,,,,,,,,,,1.1825,0.8180366666666666,9.4193,,,,9.146,10.3861,,9.761,,,8.8304,7.5792,,,,,,,,,,,,,
1,826,1,1,0.38697,,,,0.5343399999999999,,,,0.58825,0.55591,,,,,,,,,,,-0.1414,2.75565025,0.50558,,,,,,,,,0.033527,0.58825,,,0.40674000000000005,0.5619126666666667,,1.27837,0.8946749999999999,1.5695,3.6291,2.45015,1.80495,0.4337,,0.099423,
0,610,2,1,,,,,-0.23465,,,,,,,,,,,1.063015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,275,1,3,,,,0.12265199999999996,0.2230599999999999,,,,0.7982743333333334,,1.1174,,1.5268333333333333,1.023445,,,,,,0.6550699999999999,,,,,,0.52663,0.054935000000000005,,,,,,,,,,-0.1739099999999999,0.29078,,,,0.5453100000000001,,0.8255299999999999,,,,
0,250,1,1,2.9467,2.6363,2.1946,1.5358,2.8231,1.8336,1.2329,,,,,2.0709,,1.5307,,0.538732,0.1879,,,,,,,0.67,,,,,,0.32924,,,0.97037,0.60942,,,,,,1.7251,,,,,,1.9573,,
0,89,2,1,,-0.12648,1.9530349999999999,0.337515,0.29396,0.70017,,0.94906,-0.086477,3.5676550000000002,0.65751,0.389965,0.6598833333333333,0.63793,0.6681766666666666,0.30729,4.5285,,0.42373299999999997,,,,,,,,,,,,,-0.17448,0.028187,-0.25803,,1.6174849999999998,0.62552,,-0.1904799999999999,,,,,,,,,-0.65447
1,53,1,1,0.28413,,,,0.9475333333333333,,,,0.9529,,,,,,0.77703,0.76083,,2.0127,,0.91182775,,,,2.0984,2.2094,1.8114,0.945975,,,,,,,,0.480845,-0.85903,,,,,,,,1.2931,,1.7027,,
0,158,2,1,0.85729,,,0.9044,,1.1174,,,1.1666,0.6196699999999999,,1.3571,1.15225,0.7241399999999999,0.1055099999999999,1.3734966666666664,3.2417,,2.27685,,0.8101710000000001,0.82042,-0.5028699999999999,0.320598,1.19325,3.5121,2.4468666666666667,1.816,2.1314,2.0669,2.1355,1.1441,3.7579000000000002,2.927566666666667,2.39466,0.82247,1.3479075,-0.1054799999999999,,,1.9614,,1.3387,,,,,
1,468,1,1,,1.017,,,5.8736,,,,10.824,,,,5.9561666666666655,,2.0513,,0.40784,0.11496699999999999,0.38106,0.227095,,0.16517500000000002,-0.16619,5.1941820000000005,0.92329,1.4287,,,0.85131,,0.0262699999999999,6.6401,0.8753066666666666,,-0.07916299999999994,0.094888,0.32081,,0.20367,,,0.14007,,,,,,
1,137,1,2,0.93508,,,,0.37289,,,,,0.085259,1.0527,1.8078,0.256855,1.6738,1.1180933333333334,1.1606,,,,,,,,1.4613,,,,0.28791,2.3373,,0.591885,0.703015,0.8206800000000001,0.6719649999999999,0.65072,0.750738,1.0952,,1.3567,,,,,-0.52596,,,,0.45787
2,63,1,1,,,,3.6568,2.8049,,,0.34219,0.99517,,,,,,1.2315,,1.3372000000000002,1.2087,,1.1258,,,,0.7961699999999999,,,1.2564,1.303,,1.32165,1.4429,,,1.1755,2.27,1.785,,1.673,,1.243935,1.0387,,1.8285,1.7663,,,,
0,886,1,1,,1.0754,,,,,,,,,2.6061,1.6805,1.6093,0.41328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,741,2,1,,,,,,,,,,,,,,,,,,,,,1.2539,,,,,7.7927,7.7927,,,,,,,,,,-0.23985,,,,2.6256,,,,,,,
1,877,1,1,,,0.90705,,,,,,0.7170449999999999,2.9753,,1.2164,,1.7821,0.96008,,1.623,2.498,,0.544685,1.9588,1.128,-0.28615,-0.1270599999999999,,,,,,4.3099,,4.6811,,,,3.2051,,0.9984000000000001,,,,,,,,,,
0,164,1,1,2.859185,,,,6.4924,,,,,,,0.72906,4.7311499999999995,5.3582,0.2194199999999999,,-0.31661,,-0.047557,0.6519699999999999,0.5598699999999999,0.28565,,,0.39327,0.207004,,,-0.093088,,,0.35188,0.3663599999999999,0.082828,,0.21114,,,0.6836976666666666,-0.150001,,,,-0.15931499999999996,1.7778,2.098605,-0.26210666666666665,
3,353,2,1,-0.060589,0.4565899999999999,0.03879000000000002,0.009041666666666623,-0.071745,-0.10520999999999997,,0.67157,4.24518,7.3807,,0.416025,4.990843333333333,2.275335,1.792625,0.38155,1.4443,0.4139966666666666,2.0385,-0.3080199999999999,0.26594,,,-0.62239,-0.65281,,,,,-0.50475,0.0002549999999999,-0.30194,,,-0.18836,,-0.4459399999999999,-0.37698,,,-0.0869549999999999,,,,,-0.013942,5.7298,
1,144,1,1,,,,7.315099999999999,6.3045,,,0.1055099999999999,,,7.196,2.6706935,3.7457,0.1055099999999999,0.21172,,,,0.08619500000000002,2.7512,0.31310499999999997,,,0.95199,,,,,,-0.000703,,1.4444,7.2893,,6.4171,9.6936,4.20275,0.53358,,0.039529999999999996,,,-0.5092300000000001,-0.06614700000000001,2.83004,,-0.21635,
1,612,2,1,,1.0455,1.0455,,,,,,,,,,,,,1.5782,,,,,,,,,,-0.72417,,,,0.5988100000000001,-0.019725,,,,,,-0.70699,,2.162306,,,,,,,,,
0,646,2,1,,0.78069,0.87477,0.7471,,,,,,,,,,,,,1.8458,,,,,1.3955,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,1,1,,-0.21333,-0.058171,-0.21631925000000002,0.3327199999999999,-0.17753,-0.49083,5.32925,1.2597266666666667,0.38793,,1.5262666666666667,2.0882666666666663,1.4427,3.2205400000000006,0.29693,0.54159,0.98918,,1.7859,5.545566666666666,0.904135,0.18949,9.0755,0.040298,0.39986,0.7355433333333333,4.56983,0.707195,0.91756,,3.58963,5.7127,1.9604350000000001,2.066375,3.775508,2.55334,0.631105,-0.2073699999999999,-0.34462,,,-0.5714033333333334,,-0.322245,,,0.007475
1,718,1,1,,4.7743,,,,,,,,,,0.42488,,4.51754,,,,,,,,,0.22213,,,,,,,-0.55945,0.6309,0.80095,0.478835,3.6428,,1.9363759999999999,0.1959635,0.63417,,,0.73229,,0.54588,-0.095084,,0.56877,,
0,750,1,2,,,,,,,,,,1.4587,,1.7435,,,,,,,,,,,,,,0.29846,,-0.78923,,,,,,,,,,,,,,,-0.043385,,,,,
2,591,2,1,,2.4752666666666667,,4.3842,3.6489,,,-0.3369,,,-0.28438,,,0.1533,,0.1202299999999999,,9.0411,,,,-0.4516699999999999,-0.022747999999999997,0.04242,0.053603999999999985,0.472315,0.26029,0.00935033333333333,-0.265898,,0.48593,0.1202299999999999,0.1202299999999999,0.052145499999999956,0.07062400000000005,4.491145,0.22040500000000002,0.38673,0.1688599999999999,,5.279,4.80625,9.4437,2.3299950000000003,,4.5456,,
2,875,2,1,,,,,,,,,,,,,,,,,2.0959,,,,3.2048,,0.0536149999999999,,,,,,,,,,,,,,,,,0.8853,,,-0.25134,,,,,
1,1034,2,1,0.75178,,,,,0.75178,,,,,1.6292,2.0611,,,,1.6696666666666669,,1.8964,1.7561,,,,,,,,,,1.6859,1.64135,1.32545,1.2251,1.5063,1.613,1.5266,,1.81005,,1.6346,,,1.6346,,,,,,
2,636,2,1,,0.74412,0.019746,,,0.18978,,,9.623,2.2778855,,-0.045468999999999996,0.0275096666666666,-0.005875,,-0.02334,-0.05013,8.2476,4.0749,0.42968,5.9895,0.24567499999999998,2.511382,0.2410199999999999,0.652121,0.13076900000000002,0.029062,1.4195825,-0.48802,-0.068765,-0.129321,-0.05013,,0.029062,,3.1595,0.012758,,-0.061776,,0.18822133333333335,0.9129765,0.45414,0.012758,0.1447473333333333,0.06167249999999999,0.2969199999999999,0.23636
2,230,2,1,,,7.7158,4.7289,,,,0.67628,0.370645,,,0.3145,0.24232499999999998,0.5883599999999999,0.82123,0.15054,,4.31322,,,2.152785,7.2311,,-0.11737099999999996,6.7481,0.10777,2.1817525,0.245,6.721372666666667,6.802739333333334,8.20675,,,,,-0.559645,,,,,,,,,,-0.37519,-0.29054,
0,215,1,1,0.73001,4.9009,,,,0.5593400000000001,,,0.54765,7.3815,1.0293,1.9738,,3.83951,0.8422350000000001,0.759235,,0.63415,,0.74871,0.74871,7.0355,,,,0.037974,1.3277666666666665,0.32554,,1.3122,1.0994,,0.8375566666666666,1.6079086666666667,-0.07658500000000001,2.711816666666667,0.99887,0.66455,-0.08243,0.86093,,,,5.7777,,2.5641279999999997,,-0.502095
1,208,2,1,,0.51945,-0.1013299999999999,0.041813,6.6791,0.5654199999999999,,0.545065,4.2531799999999995,8.13385,0.37782,,0.8260799999999999,0.79818,0.54657,8.4631,,1.1749,,1.202,,,,0.7078,,1.0664,0.8358700000000001,1.095918,0.8142733333333334,0.91422,2.27106,3.49908,1.7924371428571428,2.1346891999999995,2.198892,2.8665725,2.5572114285714287,3.738095714285714,4.128150000000001,1.1071,0.848925,1.0111533333333333,0.5089100000000001,1.2494999999999998,0.40795,3.8606499999999997,,1.145505
0,406,1,1,,,0.58223,0.13374,0.47323499999999996,-0.04375999999999999,-0.33858999999999995,,,,,-0.019537,-0.16600700000000002,,,0.42782,0.4959399999999999,3.0710855,5.4236,0.283615,9.8381,,0.25523,0.24160500000000001,,-0.1035599999999999,-0.18077,,0.091734,0.21663,-0.30566,-0.22164,1.640428,-0.03316299999999996,4.5471,-0.24208,,-0.24889,,-0.40709333333333336,-0.32156,1.5155399999999999,,,,,-0.48733,-0.08936575
