fov,cellID,rep,dbscan_ldp_nbr_allele,chr12-g541,chr12-g542,chr12-g543,chr12-g544,chr12-g545,chr12-g546,chr12-g547,chr12-g548,chr12-g549,chr12-g550,chr12-g551,chr12-g552,chr12-g553,chr12-g554,chr12-g555,chr12-g556,chr12-g557,chr12-g558,chr12-g559,chr12-g560,chr12-g561,chr12-g562,chr12-g563,chr12-g564,chr12-g565,chr12-g566,chr12-g567,chr12-g568,chr12-g569,chr12-g570,chr12-g571,chr12-g572,chr12-g573,chr12-g574,chr12-g575,chr12-g576,chr12-g577,chr12-g578,chr12-g579,chr12-g580,chr12-g581,chr12-g582,chr12-g583,chr12-g584,chr12-g585,chr12-g586,chr12-g587,chr12-g588,chr12-g589,chr12-g590,chr12-g591,chr12-g592,chr12-g593,chr12-g594,chr12-g595,chr12-g596,chr12-g597,chr12-g598,chr12-g599,chr12-g600
1,142,2,4,-0.23905,-0.21435500000000002,,-0.23164,-0.26498,-0.33908,-0.153225,,,,,,,,,,-0.26375,,,-0.26559999999999995,-0.21806,,-0.26909999999999995,,,,,,,,,,-0.12914,,,0.346925,0.13513,,,,,,,,,,,,,,,,,,,,,,,
2,947,1,1,,,,-1.4691,1.976,,1.8951,-0.794475,-0.47965,,,,,,,,,,,,,,,,,,,,,-1.3162,,,,,,1.7152,,,,,,,,,,,,,-0.4886399999999999,,,,,,,,,,,
1,189,2,1,,-0.1089599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20213,,,,,,-0.16699,,-0.0122519999999999,-0.054161,,,,,,,,,,,,,,,
1,94,1,3,,-0.20418,-0.099468,0.04918533333333333,0.004013,0.070538,,,0.0031940000000000024,,0.070538,0.02126,,,,,,,,,,,,,,,,0.75795,,0.59534,,,0.016333,,,0.32678,,-0.27316899999999994,0.43272,,,,,,,,,,,,,,,,,,,,,
0,620,2,1,,,1.0035,,,,,1.1257,,1.4106633333333332,,1.0153,1.2661733333333334,1.5019,,1.303,,,,,,,,,,,,,,,,0.84196,0.14063,,,0.13669,,,,,,,,,,,1.2202,1.26355,1.2675,,1.5,1.2517,1.429,-0.064258,,0.7868,,,,
1,831,1,1,,,,,,,,,,,,,0.55091,,,,,,,,,,,0.34958,,,,,,,,,0.23549,,0.524065,,,,,,,,,,,,,,,,,,,,,,,,,
0,275,1,1,,,,,,-0.22878399999999996,-0.2696533333333333,-0.20193,,-0.24163,,,-0.26265,,-0.4401199999999999,-0.4471199999999999,-0.4191,,,0.57334,0.3810766666666667,,,,0.3795199999999999,,,,,,,0.83954,,0.11642666666666664,,,,,,-0.34438,-0.36189000000000004,,-0.37473,,,,,,1.7304,1.5494,,,1.9114,,,0.9457899999999999,0.57334,,,
0,610,2,1,,,0.7913333333333332,0.35138900000000006,,,1.03397,0.39325,0.9054350000000001,,0.58285,,,,0.18148449999999997,,0.24304,,-0.4217899999999999,,,,-1.0719,,,-0.8551700000000001,,,1.2132,0.61732,0.23319,,,,1.4004,,,,,-0.37911,-1.4855333333333334,-0.840415,-1.456,-1.7588499999999998,-0.45134333333333326,,,0.16917,,-1.2048,0.1938,,-0.4316399999999999,,-0.15093,,,,,
0,215,1,3,,,,,0.21098,,-0.29011666666666663,,-0.15374,,,,,,,,,,,,,,,,,,0.61779,,0.50557,0.55349,0.6423399999999999,0.47517,,,,,,,,,,,,,,,-0.48339,,-0.32908,,,,-0.46702,,,,,,,
0,407,1,1,,,,-0.1187,0.049488,0.98779,,1.4451,0.235375,,,-0.1069,,,,,-0.27508,,,,,,,,0.49650500000000003,0.6691199999999999,,,,1.6487,,,-0.15411,,0.99369,0.19554499999999994,,,0.11735,0.26784,,,0.318,0.62634,0.18227,0.03621000000000006,0.4330699999999999,1.1088,-0.17181,,0.923863,2.4276999999999997,1.0689549999999999,0.9258266666666666,1.738705,,0.19997,2.5294999999999996,,3.2037
2,172,2,1,,,,,-0.07964175,-0.5929,-0.220067,0.032123,,-0.34615999999999997,,-0.42181,,0.8540300000000001,-0.17249,-0.18108999999999997,0.934415,,0.3846163333333334,1.05091,,1.8126250000000002,0.12669,,,0.34678,0.78869,,0.8781,,0.89013,0.8947333333333333,,0.4929396666666667,0.2427555,,-0.22064,0.92796,,1.0477466666666666,0.35022,0.42501999999999995,,0.24877500000000002,,,2.4222,0.6201800000000001,,0.6201800000000001,,0.6201800000000001,0.59611,,-0.32553,,,-0.4974699999999999,-0.11747,
2,636,2,1,0.2922599999999999,,,,-0.39951,,-0.444925,-0.1083599999999999,,,,,-0.18755,-0.441435,-0.26208666666666663,,,-0.311,-0.4204699999999999,,-0.53693,-0.44609,,-0.61845,-0.526445,,-0.5019899999999999,-0.18056,,1.09815,,-0.5159699999999999,1.8831,,,1.6315,,-0.036155,1.8120500000000002,,0.4289066666666666,0.3755275,-0.3436099999999999,-0.37156,0.48325,0.54381,0.4553,0.49257,0.44832,0.00577,1.1857348,-0.98181,1.425,0.91415,0.779085,1.2635,1.1773500000000001,0.49259300000000006,0.8792,
2,566,1,1,0.075275,,,,,,,,,,,,0.061144,-0.2052225,-0.5295300000000001,-0.2893033333333333,-0.35148,,,-0.009511,-0.009511,-0.25256,,,0.31267500000000004,1.0079,1.056,0.48366,,,0.71682,-0.1706,-0.25822,,0.83552,0.8703833333333333,1.287,0.8110333333333334,0.86661,0.21376,-0.18191,,0.18832,,,,-0.2158199999999999,0.19962733333333335,0.26463100000000006,-0.13386500000000004,,0.352242,0.5350033333333334,-0.1437545,,0.73519,0.325395,-0.23843,-0.21958999999999995,
0,884,1,1,,,2.3535,,,,,,,,,,0.23581,,,,,,,,,,0.7598849999999999,1.0594,,,-1.0583,,,,,,,,2.5380000000000003,,,,,,,,1.51125,,0.02725,,-1.2829,,-1.2829,,-1.422,,,-0.2134,-1.7268,,0.2465,,,
2,555,1,2,,,,,-0.27721,-0.19420199999999996,-0.17890999999999996,-0.21792,-0.345865,,,,,-0.1087,,,,-0.25537,,-0.3053,,,-0.20232,,0.69955,1.017835,0.89615,0.047335,1.6815,1.5691766666666667,1.1450325,1.22071,,,-0.38331,,,-0.32402,,,,,-0.033802,,,-0.002595,0.11287000000000001,,,,-0.040043,0.43742,,0.375,,0.1784,0.062938,,0.32819,
2,199,2,2,,,,,,,,,,,,,,-0.016,-0.016,,,,,,,,,,,,0.29741,,0.32807,,0.21225,0.4094075,1.2836,1.3279,,,1.0299,1.1406,0.97875,,,,,,,,,0.23439,,0.71473,0.1696635,0.24631,,0.24291,,,,,,
2,711,2,1,,,,0.360375,0.73131,-0.096441,0.3591801666666667,0.9901099999999999,,,0.7456245,-0.16323,,0.74085,,-0.03442,,,,,,,,,,,,-0.074972,-0.3946199999999999,-0.1393785,,,2.4691,,0.30193,0.4426650000000001,0.8052600000000001,3.40421,0.6820066666666666,,,1.0438,-0.20696333333333328,0.27569,0.47845,,0.4092699999999999,,0.097574,-0.0022164999999999963,-0.3039699999999999,-0.19424299999999994,-0.40337,0.26853,,0.29954,0.38065,0.46891000000000005,0.5993133333333334,
1,142,2,2,-0.171745,,,-0.0044150000000000005,-0.064927,-0.062456999999999964,-0.13779,,0.08054899999999998,,-0.24029,,-0.45393,-0.32097,,,,-0.063692,-0.0544305,0.030163,,-0.074806,-0.025409,,,0.7241966666666665,1.0268,1.0181,,0.84275,0.78841,0.96994,0.8365633333333333,,1.1391,,0.885965,,,0.8192799999999999,0.8192799999999999,0.64022,,,0.7563,,,0.085735,0.52166,0.5241333333333333,0.048687,0.16538999999999998,0.01946066666666663,0.1653895,0.26233,,,,0.36359,0.26233
1,94,1,2,,,,,,,,-0.12164,,-0.13889,,-0.22759,-0.2325199999999999,0.0939455,0.5452400000000001,-0.16968899999999995,-0.094541,-0.36064,-0.400055,,,,-0.33107,,0.34156000000000003,,,0.618745,0.7234700000000001,0.45243,0.6799209999999999,,2.3175974999999998,,,,,1.1784733333333333,,0.22822499999999996,,0.4327235,0.06930700000000001,,,,0.2553285,,0.754245,,1.3312333333333335,0.6865,,,,1.04501,,1.5981,1.2064,
0,648,2,1,,,,,,-0.24274,,,-0.66989,-0.4223399999999999,,,,,,,,-0.087415,,,,,,,,,,,1.9609,,,,,0.3397355,0.85911,0.88823,,,,,,,,,,,-0.16993,0.63097,0.3251699999999999,-0.10359266666666667,,,0.26692,-0.07042449999999995,,,,,,
0,116,1,1,,-0.20974199999999998,0.18968,,0.67281,0.26526,0.20212,0.20642099999999994,,,,,,0.03565,,,,,,,,,,,,,1.0344,,,,,,,,,,,,,,-0.064804,0.05,,0.35423,,,-0.064804,0.91964,0.54079,,,0.4145,,,,,,1.04689,0.53505,
0,250,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0.52612,,1.4853,,,2.2349,0.95017,0.44031,1.34393,1.243,1.9118499999999998,,0.457975,0.5867,-0.20586,,,0.26109,,,,,,,0.613205,0.4882633333333333,,0.38225,0.4419866666666666,,,,0.19294,,0.15256,
0,37,1,1,,,0.35773,2.1595,0.071467,,0.46858,0.47419500000000003,-0.4786,0.96954,,0.18934,,,-0.47018499999999996,,-0.21479,,,,,0.23986,,-0.0941159999999999,,,-0.2484699999999999,,1.391935,2.3952,,,1.4214,1.63864,1.11687,,1.3877,,0.065854,0.7787,0.1977565,0.45876,0.7366,,0.23986,,0.8292200000000001,0.759055,1.4915,,1.006,1.4074,-0.021147,0.096725,,,,,2.2746,
0,190,1,2,-0.015158,,,0.32245,0.42275,,,,,,,,,,,,,,,,,,,,0.924255,1.1350666666666667,1.257,1.372,,0.24416,,1.61415,,1.4078333333333333,,,,,,,,,-0.166835,,-0.054301,,,,-0.06653250000000001,,0.1756599999999999,-0.33075,,0.38238,0.47412,,,,,
0,353,1,1,,,,-0.24222666666666662,0.3156175,-0.529855,,-0.7321,,,-0.39278,,,,,-0.32087,,,,-0.74783,,,,,,0.84762,,,,,,,0.083606,,2.7419,,,,,0.083606,-0.5837899999999999,,,,,,-0.5837899999999999,,-0.63098,,2.4217299999999997,2.3475849999999996,,-0.43548,,1.4341,-0.222,,1.0330050000000002,
1,6,1,1,,,,,,-0.16053,,,-0.3407475,,,-0.097699,-0.85495,,-0.54742,-0.76401,,-0.55072,,,-1.0798,-0.859885,2.5411,-0.15061,,,0.6330899999999999,1.3209,,0.30903499999999995,2.8585,,,,,,,,,-0.27957,-0.8714799999999999,-0.064631,,-0.76236,-0.78633,-0.72267,0.16684,-0.2939,-0.6179633333333334,-0.310984,0.2836633333333333,0.97812,-0.486243,-0.47069,-0.019162000000000002,1.5181983333333333,0.52068,0.629235,0.13433666666666658,
1,142,2,1,,,2.1258,1.290105,1.6615,,,2.124,1.2033,0.92611,1.5639,1.7492,1.664,1.08108,0.9082000000000001,,,,0.6537815,,,,,,2.2851,1.6232,1.3497,,1.1033,2.2851,0.77482,1.822,0.8057,,,,,0.9291849999999999,1.3040150000000001,,,0.4253399999999999,0.6340399999999999,0.54883,,,0.39879,,,0.07338650000000001,,0.0178135,-0.015529,0.27838199999999996,0.39322999999999997,,0.4945,,0.33519,
0,5,2,2,,0.25464,0.254641,,,0.20899,,,,,-0.48716499999999996,,-0.2558,-0.49028,,-0.24335,,,,,0.072043,0.95598,,,,2.1947,0.8674566666666665,1.2852143333333335,1.2112016666666667,1.2703250000000001,1.9914,1.2527,,1.5307499999999998,1.266185,1.9381333333333333,1.0182,0.439325,1.7715,,0.26502,,,,-0.1313099999999999,-0.1084829999999999,-0.081506,0.042993,,-0.006807,-0.5431900000000001,0.3224233333333333,0.12945000000000004,,0.9383699999999999,-0.013031,1.315,0.8058900000000001,0.623985,
1,77,2,1,,,,,,,,,,,,1.1962,1.1357,1.14175,,0.8784799999999999,,,,,,,,,,,,,,1.7833,1.5382,,,,,1.5382,,0.94505,,,,,,,0.14617,0.63336,0.4215399999999999,,,0.17037,0.63336,0.3701,,0.8966299999999999,,,,,,
2,569,2,2,-0.31716,-0.1352825,-0.3044449999999999,,-0.44036,,-0.2702199999999999,,-0.4853399999999999,0.058324,,-0.07074900000000003,,,0.083748,-0.082481,,,,,-0.19981999999999994,-0.2624,-0.22035499999999997,,,,,,1.3393,1.3979,1.4967000000000001,1.5974,1.64436,,,,,,1.4703,0.75258,0.648925,0.99509,0.56288,0.6032933333333333,0.424025,0.6564233333333332,,,,,,,,,1.2493,2.9664,,0.50812,0.16099500000000005,
1,53,1,1,-0.3534,,-0.055266999999999955,,-0.13587499999999997,-0.12237600000000003,-0.69935,-0.12546,-0.23307,-0.46331500000000003,-0.27819,-0.43786,-0.3904249999999999,-0.19488499999999997,,,,-0.21223999999999998,,,,-0.12140999999999999,-0.55125,,0.8518666666666667,1.7767,1.9911666666666665,,2.9407,0.2216466666666667,1.85655,0.70222,1.5148493333333333,0.59422,2.56815,0.8939149999999999,1.5684533333333333,1.96185,1.5776966666666665,1.1901,1.1322649999999999,0.3894225,0.43455,0.8819333333333333,,,0.22859,0.39983499999999994,0.5141416000000001,0.5844980000000001,,0.5556483333333333,0.19434400000000002,0.15377,0.49471,,0.022639,,0.9413195000000001,
3,91,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3502,,2.2906,2.138,2.1847,0.92503,2.2828,,1.4248,2.0523,,,0.16985,2.5677,,,,,,,0.74908,2.1224,,,,,,,,,,,,,
3,718,2,1,-0.14902,,,-0.2729,-0.29672,-0.28719,0.030835000000000015,-0.251455,,1.0135450000000001,,0.59424,-0.077553,0.28931,0.6025825,0.50372,0.54422,,0.018928,,0.19164,1.0492750000000002,,,,,2.0165,1.4367533333333335,,1.6662549999999998,1.3947,2.1808,1.263675,1.33393,2.724,,,,0.43701,0.5037200000000001,,0.039178,0.2416699999999999,,0.96349,0.18807049999999995,0.83962,0.010591,1.1064,1.9533340000000001,,,,1.86875,,,1.3828,0.672855,1.3709,
2,43,2,1,,,,-0.040235,-0.22410999999999998,-0.09727666666666668,-0.2040799999999999,,,-0.2065095,0.39305,,,,,-0.4795899999999999,-0.45531,,,,,,,,,1.65285,,1.20315,,1.4097,1.8646500000000001,1.6382499999999998,2.2184,1.9587,,,2.1917,1.30876,1.335469,0.6782699999999999,0.35178499999999996,0.82876,,-0.017578666666666704,,0.834225,1.7038,,,,,,,,,,,,,
2,117,1,1,-0.082538,-0.31246,-0.18108,,0.20412,,0.030933,0.26385,,0.41016,,,,0.145896,-0.19004,,,-0.22885499999999998,,,0.065272,-0.052677,,0.34745333333333334,1.2417825,,1.82405,2.6407,1.1806,,1.7599,2.0644,0.6689366666666666,,,,1.7658,1.524,,0.704275,,,0.19218,-0.0034070000000000003,,-0.037747,0.389261,0.26982,0.5714075000000001,0.4420133333333333,0.5495133333333334,0.4270833333333333,0.3355125,0.26882133333333336,,,0.6281399999999999,0.43106599999999995,0.296693,
2,770,2,2,,,-0.09013233333333333,0.13604,-0.04585049999999995,0.1544299999999999,,,,0.12786,,,-0.049939,0.050201499999999954,,,,,-0.0243945,,-0.084682,0.5243399999999999,0.36493,,,,1.54925,-0.10103,,6.8761,0.9483925,1.7138,1.4807666666666666,1.4706,-0.2073,,,1.6197,,1.0966,1.0257066666666665,,,0.089032,,,-0.159277,0.130415,0.53864,0.40478000000000003,0.358795,,0.41602,,0.50594,0.43441,0.69192,,0.5478350000000001,
2,792,2,1,,,,,-0.45892,,,-0.37649,,,,,,,,,,,-0.25833999999999996,,,-0.44519,,-0.065993,,,,,,,,,,1.7283,,,1.7283,,,,0.7226199999999999,0.78856,,0.65942,,,,0.48906,,0.74597,0.51379,0.4698199999999999,,,,,1.1101,1.0249,1.0249,
1,94,1,1,,,-0.3902,,,,,,-0.55528,,0.00155,-0.55528,,,,,,-0.082221,0.0582179999999999,,,,,,,2.1254,1.9739,,2.0663,,,3.0617,3.0124,,2.8522133333333333,0.20112,0.038507,,0.5041800000000001,,,,,,,,0.016333,,1.029,0.8096899999999999,0.57316,,0.6606299999999999,0.39084,,,,,0.6306566666666668,
0,750,1,1,,,,,,,,1.3188,,,-0.46292,,,-0.429255,,-0.46292,,,,,,,,,,,,,,,,,1.8212,,,,,,,,,,,,,,,,,,,,,,2.0181,,2.5049,0.35285,,
2,516,2,1,,,0.0090049999999999,2.2594,,,1.2134,,,,,,,0.28779,0.053611,,,,,,,-0.17165,2.3174,0.765065,2.356,1.8534333333333333,1.9917,1.762,1.23677,0.955775,,2.8526,1.7798500000000002,1.4698,2.68425,,,,,,0.42680999999999997,,1.69736,2.48125,1.6148075,2.6976,,,,2.2861000000000002,3.0433,2.15565,2.7991,3.3946,2.15565,,2.8682,3.4139,0.93235,
2,260,1,1,,,0.222593,,0.38584,0.123225,,,,-0.054221,2.2928,,,,,,,,1.9899,0.94893,,0.94893,0.94893,,,1.3582,,,1.28487,1.6492,,,1.58535,,,2.8038,,2.3779,,,0.052246,,0.1658099999999999,,-0.006903,0.079454,0.4166,-0.054221,0.18118499999999998,0.10271766666666664,,,,,0.3290599999999999,0.15516399999999997,0.497035,0.30303,0.54672,
1,843,2,2,,,,-0.003072,0.635205,,-0.1600599999999999,,-0.0325079999999999,,,,,-0.18557,,,-0.28762,-0.36611,,,,,,,,,1.9132175,1.1567,1.7028999999999999,1.6826,,2.0712,3.1544,,,,,,,0.43062,1.3529,,,,,,,0.07836749999999999,,,,,,,,,,,,
1,144,1,1,,-0.14232,,0.3469,-0.226,0.13662,-0.0361075,-0.11978999999999995,-0.30539,,,,-0.13588,,-0.10852300000000001,-0.35581999999999997,0.541625,-0.010358,0.1602299999999999,,0.451505,0.2085,,,0.79428,1.9626,1.0003,,1.91595,2.3177333333333334,2.3295,2.5709,2.68515,,1.57,1.4798,2.23945,2.5806,1.9497499999999999,,,,0.44346,0.2085,,0.406445,0.69129,-0.20991,,0.77175,0.057231,,,,0.47243,,0.076543,0.62692,,
2,244,2,1,,,,,,-0.25059,,-0.1521,,,-0.2465699999999999,-0.1521,,-0.1078799999999999,-0.342045,,,,-0.16215,0.129292,-0.16215,,,,0.79459,0.08306149999999995,,2.3995499999999996,2.405866666666667,2.00578,2.289,2.476538,1.3041,3.3814,2.5974999999999997,,1.6006,2.28295,,,0.2927673333333333,,1.348345,0.9714550000000001,0.76645,1.6167,1.3024213333333334,2.01265,,0.52392,,2.3704,,,0.28137999999999996,0.2358199999999999,,0.48204,0.560425,
2,584,2,1,,0.006149,,-0.3809099999999999,,,,,,,-0.23958,,,,,,,,,,,,,,,1.1775,2.1451,1.3303,,,,,,,,1.8752,3.589,,2.3387,,-0.15172999999999995,,-0.026954,-0.095707,,,,-0.79852,,-0.004036,,,,,-0.109713,-0.12372,,,,
3,157,2,1,,,0.82129,,,,0.84731,2.3532,0.7208,0.879435,0.84425,0.61286,1.2942,1.0039066666666667,0.91617,0.7559999999999999,,0.14488,0.072959,0.49533000000000005,0.6330600000000001,0.44521499999999997,,1.131935,,2.0218499999999997,2.136225,1.9874,2.6454500000000003,1.5660666666666667,2.130875,1.2681,2.0755600000000003,2.40975,2.475566666666667,2.233425,1.8726,2.1797333333333335,,1.2345,1.7471,0.8758683333333334,0.755485,0.9238299999999999,0.7621166666666666,0.7049839999999999,,0.5703199999999999,,1.8039714285714286,1.2186333333333332,1.7062742857142859,1.7362300000000002,2.4886,,0.721825,1.7211200000000002,1.9409666666666665,2.206625,
1,189,2,2,,0.02562600000000005,,-0.019504999999999995,0.8377433333333334,1.0342475,-0.31045,1.6109,0.8925533333333333,-0.27821,-0.30239,-0.05200999999999998,-0.221795,-0.33624,,,-0.1001,-0.121862,-0.09284533333333334,-0.21051,,-0.19869366666666669,0.065118,-0.072858,0.29561699999999996,0.9419599999999999,0.47050074999999997,0.034493,3.211818,0.7964594285714286,1.89096,4.522,3.5924333333333336,1.591,3.10595,,2.347524,,2.7892195,2.72875,2.6852,3.1535,,,1.82045,1.3401,1.030092,0.7920900000000001,0.8303475,0.99074,0.31616825,0.482597,1.440845,1.3896875,0.8162400000000001,0.61758,0.21663,2.1525000000000003,0.7278257142857143,
2,569,2,1,,,-0.41689499999999996,0.10722,0.040724,-0.199818,-0.004256,,-0.19884000000000002,0.29560666666666663,0.2089099999999999,0.12482,,,,,,-0.25849,-0.13137,-0.22621999999999995,-0.28489,-0.22524,,-0.25458,,,,,,,0.66457,0.8699100000000001,2.4539999999999997,,,4.525,,,,,,,,,-0.12355,,,,-0.500985,,,,,,,,,,-0.43645,
2,1001,1,2,-0.18112,,,,,,,-0.3896,,,,,,,,,,,,2.9068500000000004,,2.6905,,,,,,,3.0385999999999997,,,,2.9757,-0.19292,,,2.7574,,,,,,,,,0.66463,,,,1.1878,,,,,,,,,,1.0816
1,718,1,1,,,,0.2123175,0.3480299999999999,0.225395,,,-0.25532,,,0.0193729999999999,,,-0.52457,,-0.28966,,-0.2455099999999999,,,,,,,,,,2.3576,1.7493,,,1.8245,,2.8023,2.1646,1.97825,,,0.55242,,,,,0.810765,,0.078237,,,0.66199,0.15181499999999998,,,0.6554249999999999,,0.5262600000000001,,,3.46455,
0,164,1,1,0.1552599999999999,0.0497149999999999,,,-0.25245,-0.14276,-0.20415699999999995,,-0.32488,,,-0.14897,,,,,0.06765000000000003,,-0.066183,-0.091018,0.078689,,0.07662,,0.905505,,,0.90239,1.6184666666666665,1.1445,,1.337,3.9323,,2.0283,1.7882,3.13345,3.4940575,,,,,,,,,-0.026861,0.64369,3.0817,0.059028500000000005,1.00949,1.3438966666666667,1.8927,,,1.9413,1.5605,,-0.078601,
0,215,1,2,-0.057882,,,,0.998895,0.38633,,,0.6622100000000001,0.1665615,1.06319,,,,0.12214,,-0.35246,,1.3683,,,,,1.3706,,4.333566666666667,,3.3871,1.97965,1.4104,3.5566,,2.1982,4.2697,2.1982,,-0.076586,-0.1794599999999999,0.91471,,,,0.22618000000000002,,0.753385,,0.02628299999999999,0.6739,1.2186,0.631815,,,0.7588416666666666,1.1368,0.96848,0.7354799999999999,0.12448,1.2818,0.800165,
3,86,2,2,0.0059619999999999986,-0.5148,0.034937,,,0.039636,0.0740929999999999,0.081924,-0.074698,-0.076264,-0.12482,,,,0.43432,,,-0.26734,0.18790366666666666,,,0.578415,0.03807,,0.5680759999999999,1.2988433333333333,1.9958,1.9958,1.9269200000000002,1.6319633333333332,,,3.52055,,2.9480874999999997,,,1.6967,2.7852,,,,-0.33782,,,,0.42962500000000003,0.25264,,0.42884,-0.0112665,,,,,,0.40926499999999993,0.088189,,
1,208,2,1,-0.35145,0.37179,0.39289,,0.0508529999999999,0.05687999999999993,0.002637,0.19097999999999998,,,0.022225,,-0.30323,,,-0.16612,,,,,-0.1646099999999999,,,3.1638,0.27912499999999996,0.35823,2.8082,0.97901,0.15934,0.6098600000000001,,0.7108150000000001,4.6028,2.5626047499999998,4.369975,3.92775,,2.56035,3.2791,2.3659755000000002,1.49017,0.5877533333333333,0.005651,0.7439600000000001,1.9599,,0.60307,-0.16687000000000002,1.61935,-0.3157933333333333,-0.1408825,-0.31578999999999996,0.07948142857142858,-0.15180500000000002,,0.8775666666666666,0.9567092,0.08399999999999999,0.7475654,
1,98,1,1,-0.14632000000000006,,,-0.049672,,,1.141,,,0.97853,,1.3261,,,0.0675429999999999,1.1636,,0.3102,0.35235,0.12924,0.071656,,,,,3.8842,2.5815,2.7789,2.5955333333333335,2.1486125,2.0746,2.3549666666666664,1.13995,2.9815,1.9121,2.419,2.3522,-0.004431,,0.8345649999999999,,,1.2376,2.0869,,,1.360995,1.9409,0.64025,0.9497599999999999,0.706065,0.38423,1.523455,0.2272533333333334,0.2999199999999999,,,0.31122999999999995,,
0,250,1,1,,,0.2753966666666667,,0.43778,0.13993499999999998,0.4175899999999999,,,,-0.04348000000000001,,-0.08407550000000001,-0.28159,-0.20334,-0.00646,-0.28747999999999996,0.33429,-0.003936,,-0.48351,,-0.016557,,,,0.69271,1.64429,2.895,0.65359,3.1310000000000002,,3.2925,,,2.6716,3.0187,,,,,0.52108,,,,,,,0.219445,,0.26614,,0.71796,-0.074611,,,,,0.96784,
1,81,1,1,,,3.615,,,,,,,,-0.28793,-0.24616,0.013443,0.69528,,,,,,0.30288,0.007475,-0.13277,-0.2521199999999999,,,4.9846,,1.3234,0.75942,,1.796335,3.6598,1.3264,1.9783499999999998,2.6393,,2.6393,1.67245,2.2822,3.2599,,1.1742,,,,1.8157,1.1354,0.4625150000000001,,-0.12232599999999999,0.798205,0.46998,1.130415,0.68631,0.20142999999999994,0.41328,0.40582499999999994,,0.3327199999999999,
