fov,cellID,rep,dbscan_ldp_nbr_allele,chr19-g165,chr19-g166,chr19-g167,chr19-g168,chr19-g169,chr19-g170,chr19-g171,chr19-g172,chr19-g173,chr19-g174,chr19-g175,chr19-g176,chr19-g177,chr19-g178,chr19-g179,chr19-g180,chr19-g181,chr19-g182,chr19-g183,chr19-g184,chr19-g185,chr19-g186,chr19-g187,chr19-g188,chr19-g189,chr19-g190,chr19-g191,chr19-g192,chr19-g193,chr19-g194,chr19-g195,chr19-g196,chr19-g197,chr19-g198,chr19-g199,chr19-g200,chr19-g201,chr19-g202,chr19-g203,chr19-g204,chr19-g205,chr19-g206,chr19-g207,chr19-g208,chr19-g209,chr19-g210,chr19-g211,chr19-g212,chr19-g213,chr19-g214,chr19-g215,chr19-g216,chr19-g217,chr19-g218,chr19-g219,chr19-g220,chr19-g221,chr19-g222,chr19-g223,chr19-g224,chr19-g225,chr19-g226,chr19-g227,chr19-g228,chr19-g229
2,569,2,1,-0.11475049999999999,-0.36018,-0.18613,0.056369,,0.048546,,,-0.22015919999999997,0.046591,-0.285088,,-0.21448999999999996,-0.17009639999999998,0.2402,-0.18808599999999998,0.095482,,,-0.250015,-0.24284,,-0.24284,,0.43576,0.77409,0.0602799999999999,-0.07515075,,,-0.37974,,-0.004254999999999995,,-0.09666,0.24998,-0.064881,0.046589333333333295,,-0.3376949999999999,-0.3256333333333333,-0.29858,-0.19460466666666665,-0.179285,-0.33541,-0.35823,-0.37876,-0.16526999999999994,,-0.28391,-0.38169,,-0.46188,-0.1744,-0.2712,-0.3386699999999999,0.07397,,,,-0.088348,,,,0.056369
1,189,2,1,,,0.16183,0.171505,,-0.12723333333333334,-0.21051,0.008703,-0.002584999999999997,-0.174245,-0.19117,-0.16538,-0.12186,-0.14765,-0.46438499999999994,,-0.124278,,,-0.2637,-0.19170766666666664,,,0.047390000000000015,0.3069,,,-0.07269499999999995,,0.11831,0.281646,0.15001033333333333,,-0.036430500000000005,,,0.1441,-0.094458,-0.31529,,,-0.17666500000000002,,,-0.2379099999999999,-0.22341,0.036105,-0.20084,,0.09252075000000001,-0.26048049999999995,,0.028045,-0.16699,-0.18311,-0.32576499999999997,-0.08075600000000001,-0.26316666666666666,,-0.182305,-0.281435,-0.2089,-0.21615,,
2,730,2,1,,,,0.43677999999999995,0.38531999999999994,0.48538,,0.51397,,0.331,0.44536,,0.3453,0.6826399999999999,0.78556,,,,,,-0.0435,,0.6026115000000001,1.5832,0.77698,,0.78556,-0.32652,,,-0.3351,0.025111,-0.094959,,,,0.07228399999999999,0.083717,0.067993,,,-0.35225,-0.1121099999999999,,-0.24648,,,-0.13498,,-0.5152,,-0.5037699999999999,,-0.034924,,-0.066371,,,,0.07657,,,0.17949,0.13375,1.5689
1,144,1,1,-0.039325,0.44668,,,,-0.30968,0.2229875,,0.33403,,,,-0.1905955,,,,0.61726,0.70094,,,0.45150499999999993,-0.09726,,-0.0682935,0.041139,,,0.28575,0.1779265,0.070105,,-0.34509,-0.36762,0.17632,0.31472,0.46706000000000003,-0.24209,-0.036107,0.148961,,,,0.24069,,,,0.1570099999999999,,,0.15057,0.16666499999999995,,0.311496,,-0.2646199999999999,,0.7975,,-0.09726,,,,,,-0.055417999999999946
1,81,1,1,-0.283455,,,,,,,,0.156669,,0.30288,-0.08801,,,,,0.21933,,,,,,,,,,,,,0.065662,,,,,,,,,,,,,,,,,,,,-0.08801,0.07163,,,,,,,,,,,,,,
2,566,1,2,,,,,0.377675,0.5048600000000001,,,,-0.09147,-0.19604,-0.03635949999999995,0.0583179999999999,,,-0.20452,,-0.19604,-0.3175699999999999,,,,,,,,0.15158,,0.4765899999999999,-0.31474,,,,,,,,,,,0.10919,,-0.28648,,,,,,,,,-0.17908,,,,,,,,,,,,,-0.27376
2,792,2,1,,,0.2555,-0.32703,,,-0.074237,,,-0.2409333333333333,-0.1237,0.052161,,,,,-0.1182,0.01644,,-0.128275,-0.071489,,,,,0.4396,-0.027525,,-0.027525,-0.0522549999999999,-0.19514,,-0.28581,0.4341,0.58523,,,,,,0.0054485000000000505,,,,,,,,,-0.24185,,-0.2143699999999999,-0.2171199999999999,-0.12644,-0.0234025,-0.074237,0.0411695,0.15932,,0.233511,,,-0.096219,,
1,98,1,2,,,,,,,,,-0.23475,,,0.6453899999999999,,,0.61455,,,,,,,,-0.5452600000000001,0.06343049999999989,0.19092499999999996,,,,,0.077825,0.15391499999999994,0.12443733333333329,-0.2368,,0.17653,0.233597,0.23616949999999995,,,,,,,,,,,,0.25879,,0.2677,0.4562,,,-0.206985,-0.212125,,,,,,,,,0.40204666666666666
2,770,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049939,,0.23209,,,,,0.11764,0.13399,,0.11764,,,,,,,,0.015459,,,,,,,,,,,,,-0.2359099999999999,,,,,,
3,455,2,2,-0.54533,,,,,,,,,,,,,,,,-0.2766099999999999,,-0.42536650000000004,,-0.37738,-0.497345,-0.497345,,-0.0079,,,,,,,,-0.024694999999999995,-0.012698,0.14085,,-0.137455,,,0.6159,,,1.0382,,,0.656705,,,,,,,,,,,,,,,0.668685,0.42396,0.5415224999999999,,0.6286966666666666
2,1001,1,1,-0.090642,-0.011968,-0.16669533333333333,-0.40534,,0.111944,-0.40141,-0.051309999999999995,,0.3538699999999999,-0.22635325000000003,-0.120146,-0.2430735,,-0.24143366666666663,-0.16538,-0.8026399999999999,0.21618466666666666,,0.37550500000000003,-0.16341699999999998,-0.05786133333333332,0.1524626,0.196515,0.20831933333333333,,0.12178,0.381405,,-0.04606199999999999,0.30666,0.20438599999999998,-0.20472,-0.04737000000000001,0.10211,0.3086275,0.32633,,,0.043104,,0.1709485,0.4128699999999999,,-0.127356,-0.27159500000000003,,,,-0.0385215,-0.7134766666666666,,0.16898,,,,0.027369500000000005,,,-0.078841,,-0.28995166666666655,-0.77117,-0.27159,0.23192
1,142,2,1,-0.015838500000000054,-0.099505,-0.12791,0.15119,-0.13161,-0.13182,,-0.13779,-0.19212,0.08697,-0.011001833333333355,0.019048500000000003,-0.2464599999999999,-0.0513425,-0.04722800000000003,0.03263250000000005,0.09499749999999996,,0.00176,-0.13779,,-0.28350499999999995,-0.2098266666666666,,,,0.75383,0.10960933333333334,-0.17731,-0.032406666666666695,0.6933199999999999,,-0.2168199999999999,0.20923,,0.26048,-0.32672999999999996,,,,-0.09333,0.32943000000000006,0.06041500000000005,,0.46733,-0.071101,,-0.11679,,0.049922,,,,0.043747,-0.02788000000000005,,0.07215,,,0.14625,0.14007,0.085735,,0.17465,-0.097035
1,84,1,1,,-0.36611,-0.051752,0.8758100000000001,0.87803,-0.28751499999999997,,-0.277555,0.30466,0.06115,0.13309499999999996,0.6212300000000001,-0.04511,-0.23992,-0.19343,,,-0.21630666666666665,,,,,,-0.18789499999999998,0.30466,0.041963333333333304,,0.168515,-0.274235,0.4065,0.44301,0.88245,-0.09824333333333334,0.2686925,0.7540600000000001,0.3068776,-0.7225199999999999,-0.04621999999999998,-0.091599,0.19397749999999997,,0.33953,0.29912600000000006,0.04011999999999999,,-0.16797499999999999,-0.18679,,,,,,0.2050533333333333,0.014661,1.1702,0.3865699999999999,0.935565,,,,1.1193005,-0.042897,-0.13587,-0.13255499999999998,0.2371435
2,947,1,1,,,,,,,,,-1.1768,-1.2172,-1.2352,,,,,,,,,,,,,,,0.0330769999999999,,0.1140299999999999,0.45585,,,,,,,,,,,,,,,,,,,,,,,,-1.1093,,,0.47384,,,,,,,,,
3,353,2,1,0.06177566666666664,,,,-0.095068,,0.099634,,0.08239299999999998,,-0.13969,-0.18633333333333332,-0.1019646,-0.2481949999999999,,0.10775,0.25783,-0.146786,-0.33236,-0.108252,-0.29383,-0.25123,,0.13208,0.09422666666666668,-0.237035,0.18482,0.15642,0.26493,0.1767,0.9866199999999999,0.42617,0.37749,,,0.3024505,,-0.12752,,-0.2816599999999999,,-0.35061,,-0.23027666666666669,,-0.39929,,-0.0524769999999999,,,-0.12802399999999994,0.014451999999999954,,,-0.281655,-0.4702699999999999,,-0.3195166666666666,-0.166055,-0.19783000000000003,-0.074786,-0.20323666666666665,,0.024593,
0,5,2,1,-0.28693,0.28991500000000003,0.22144,0.22144,,,-0.26929000000000003,-0.17764333333333335,,0.14674,0.504675,0.33764,0.40507999999999994,0.3568325,,-0.035853499999999996,0.22559,0.17164,-0.05245666666666667,-0.20462000000000002,,,0.13844,0.19965499999999994,0.19654399999999994,,,,,,0.36877,0.14674,,0.07411799999999995,0.2843833333333334,,0.20692,,,,0.0727353333333333,,,,-0.058681,-0.058681,0.27747,0.08449266666666666,0.276429,0.32208,0.28162,0.34801499999999996,-0.030669999999999947,-0.20808100000000002,,,-0.27448,-0.08254349999999999,-0.35333000000000003,,,0.20588,0.186685,-0.016143999999999954,
2,80,2,2,,,,,,,0.03562699999999995,,,0.020165333333333334,0.1335599999999999,-0.00045450000000000004,-0.018926666666666665,0.5266,0.0968375,0.4144905,,0.515,,,0.2289199999999999,,,-0.3136,-0.281382,-0.13275566666666666,-0.2221,,-0.32133,-0.32391,,,,0.9454,,0.96217,,0.8195566666666667,,0.079442,,,-0.15638,,,0.025318,,,-0.029772,,0.167068,0.022741,-0.0365365,-0.20406000000000002,-0.061021,-0.17313,,,,-0.057155,,-0.0893695,,,
1,843,2,1,0.28834,-0.020733333333333336,,,0.094065,-0.11361933333333334,,,-0.30136,,,-0.24771766666666664,,-0.16987699999999997,,,,-0.25818,,,-0.13455,0.25989,0.026365,,,,,,,,0.42277,0.3442699999999999,0.42669,,0.30698499999999995,0.09504599999999999,0.1117285,0.22457,,-0.010922,,-0.095304,,,,,,,-0.0913799999999999,,-0.045262,-0.061942,,,,0.32661,,0.4384699999999999,,,,,,,
2,584,2,1,,,,,,,,,,,,,,,,,1.078195,,,,,,,,,,,,,,,,0.24042,,,,,,,,,,,,,,,,,,,,,,0.012515500000000051,-0.021861,,,,,,0.2378699999999999,0.5612699999999999,,
3,86,2,1,-0.54456,,,,,,-0.023013,0.387335,0.034937,0.39595,0.338,0.02945500000000001,0.28031333333333325,0.60765,0.460165,,,-0.052771,,0.059997,,-0.013615,,,-0.15771,-0.002652,0.12108,0.27457,,,0.08505625,1.360735,,,0.020841,0.15397,,,,-0.0786145,,,-0.20313,,,-0.1968599999999999,,,0.066262,,,0.084274,,,0.50167,0.2918,,,,0.080357,,,-0.49131,,
0,158,2,1,,,,,,,,-0.38406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2878199999999999,0.20794,,0.15672,,,,,,,,,,,,,,,,,,,,,,,
0,89,2,1,1.9099,0.4127856666666667,0.8495,,0.8874166666666667,1.2673,0.48329666666666665,1.24505,0.8726200000000001,0.72062,0.35885,0.745505,0.7096533333333334,,,0.35885,0.71262,0.74995,,-0.074922,,,0.085075,1.0522,,0.70729,0.21663,0.12063,,0.2710284,0.71795,,0.0992965,0.50166,0.42462,0.2575199999999999,-0.3718,0.19707,,0.015743,0.0370765,0.0335205,-0.016256,-0.15610633333333332,0.8850600000000001,0.6432899999999999,1.6033,,,0.32863,0.46551,1.2548,0.29840500000000003,,-0.09981,,,0.1099599999999999,0.5739466666666667,-0.18159,,0.728615,0.4264,,0.463063125
2,119,1,1,,-0.12276466666666667,,-0.07542899999999995,-0.20115,-0.36412,,-0.20348,-0.0079099999999999,,,,,,,,,,,,,,,,,,,,,,0.28079,,,,,,,,,,,,,,,,-0.014894,-0.48984500000000003,,,,,,,,,,,,,,,,,
2,244,2,1,0.10383166666666664,,,,,,,,0.19562,0.13633,0.972485,0.427168,,-0.03351499999999999,0.7925800000000001,1.0076,-0.1119,,,,,,0.1916,0.097132,0.1222565,,0.053917999999999994,0.26195,0.105175,,,0.6569075,0.4317915,0.5172133333333333,0.18858500000000003,0.69208,0.014724,0.31421,0.13934000000000002,0.1107005,0.03985,,-0.10520266666666667,-0.15812999999999994,,,,0.085072,0.676016,0.29411,0.27803,0.163461,,-0.16416,0.90715,-0.1313323333333333,0.000654,,-0.2156168,-0.20737675,-0.2365199999999999,,,,0.02611499999999999
0,27,2,2,,,,0.22714099999999995,0.28278499999999995,,,0.46491666666666664,0.34025,0.59384,0.46066,,,0.54215,0.49167,,,,0.6576900000000001,0.7078599999999999,,,,,,,-0.033743,,0.32566,,,0.45154,0.31288499999999997,0.768065,,,,,,0.046529,-0.09394599999999997,-0.19976,,,,-0.2928,,-0.15171733333333334,-0.1176599999999999,-0.04104,-0.16327,-0.1651,-0.13956,,,-0.29828,-0.51355,-0.51537,-0.537265,-0.5853100000000001,,,-0.466115,,
1,339,2,1,,,,,,0.14574,0.67387,,,0.49365,-0.046997,0.40605,,0.34597500000000003,0.40855,0.1006799999999999,,-0.28729,-0.037817666666666666,-0.2772699999999999,,,,,,-0.059512,-0.039488,,0.39353,0.6613600000000001,,0.636325,,,0.31093,0.44234,,0.7489650000000001,0.69139,-0.4549899999999999,0.51618,0.322195,0.3034199999999999,,0.26838,0.784,,0.053124,,,,,0.29341,,,,,,,,,,,,0.5261899999999999
3,823,2,1,,,,,,0.071478,,,,0.64039,0.66971,0.5856499999999999,,0.414585,,,,0.61693,,,,,,,,,,,0.353,,0.15945,0.6609149999999999,,,-0.0282279999999999,0.34714,,0.5524100000000001,,,0.53482,,,,0.0753856666666667,,-0.19831,-0.004767,,,,,,,,0.24743,-0.221774,,-0.24523,,,,,-0.12207,-0.19831499999999996
0,610,2,1,,,,,,,,,,,,-0.003192,-0.003192,0.25782,,,,-0.15586,0.29229,,,,,0.12978,0.937405,,-0.0475149999999999,,,,,,0.5385300000000001,,,,0.5385300000000001,,,,,,,,,,,,,0.34892500000000004,,,,-0.1263099999999999,0.22827133333333327,0.41541,,,0.44988,,-0.062289,,,,0.36124
2,117,1,2,-0.185555,-0.33038,,,-0.051179999999999976,-0.18406,-0.53642,-0.53642,,0.30266,0.562954,0.8028299999999999,1.119365,0.2101,0.77745,0.892425,-0.4368833333333333,-0.15122,-0.16615,0.20412,,,0.77745,,,-0.27962,,0.42808,,0.450475,0.2571265,0.93199475,,,,0.33252,,0.33252,,,,,,-0.24477999999999997,-0.3468,,,-0.37517,,,,,-0.30649,,,,-0.49163,,,,-0.24975999999999998,,-0.337845,-0.25971,-0.5991249999999999
1,612,2,1,,,,,,,,,,,-1.085,,,,,,,-1.1022,,-0.67262,,0.03182,,,,,,-0.088451,,0.78781,,1.2603,,,-0.4664399999999999,,,,,,,,,,,,,,,,,,0.11773,,,,,,,,0.37545,,-0.466445,,
1,843,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09701,,0.4149199999999999,,0.1598099999999999,-0.052132,1.4648,0.2069,2.028015,1.1665,1.14885,0.7387100000000001,0.4747699999999999,,-0.0089595,0.27166,,,,,,,,,,0.16569,0.30959999999999993,0.34231,0.098973,,-0.14829,-0.18557,
1,53,1,2,0.15686,0.5332766666666667,,1.138,0.65901,0.8325499999999999,,,0.5317350000000001,0.0087549999999999,,0.08858874999999997,0.22396,0.34661,-0.0953789999999999,,,,,,,,,,0.061979,,,-0.0583529999999999,,,0.5232533333333333,0.6520699999999999,0.1962,0.16843,0.7886,0.44611500000000004,,,,,,,,,,,,,,,,,,,,,-0.2157099999999999,,-0.19257,-0.178685,,0.2401599999999999,,,0.317685
0,750,1,1,-0.91354,,,,,,,,,,,,,,,,,,,-0.4180333333333333,,-0.6183050000000001,-0.11072,,,,0.42277,0.45385,0.50046,0.20523,,,,,,,,,,,,,,0.13272,,,0.18969,0.039486,,0.39169,0.09128333333333333,0.067975,0.316588,,,,,-0.45774,,,,,,,0.1171799999999999
0,190,1,1,0.44354499999999997,-0.23044,0.6184666666666666,1.4674,0.29064,0.222755,0.95851,,0.806853,,,0.4936966666666667,,0.46434,,,1.5554,1.05342,1.024545,0.5236624999999999,,0.4276399999999999,0.49002999999999997,0.439875,0.47249333333333327,,0.463115,0.63314,0.3175539999999999,0.6111249999999999,0.354248,,,,,,-0.066533,,,0.5010399999999999,0.76525,0.52061,1.7316,,,,,,,0.46923,0.81418,,,,,0.031323000000000004,-0.3283,-0.33319,-0.20353,,,0.340795,,,-0.26469
3,741,2,1,0.086425,,,,,-0.11333,,,,,-0.1777,,,,-0.33973,-0.455145,,,,-0.27314,0.099743,-0.7681,0.45487,,-0.04230500000000001,,1.5639033333333332,0.85994,0.6346665,0.1829765,,,,0.0253885,-0.257605,0.11084,,,0.27509,0.230695,0.19962,-0.31753,,0.17521,-0.14219,,0.6701699999999999,-0.084479,,,0.28619,0.0714425,,-0.06339349999999999,-0.34195,-0.23763,-0.2487233333333333,-0.16548999999999994,-0.3819,-0.28756499999999996,-0.23207499999999998,-0.28312999999999994,-0.3863366666666666,,
3,157,2,3,-0.17802,0.2775106666666667,,0.261954,0.81976,0.65755,1.2268433333333333,0.18314,,,,0.40274499999999996,,0.10662550000000001,,0.26884,,0.22446,0.13417,0.008684999999999998,0.13417,,0.13111,0.19079,0.29562,,0.3729,,,,,0.51063,0.62311,0.64377,0.52364,0.39049999999999996,,,,-0.11068,-0.24841,,,,-0.06681033333333332,,,,,-0.1015,0.0966795,0.10051,,0.036231,-0.1083875,0.020928,0.025519,,,,,,,,2.970625
2,1001,1,2,1.4632,,,,,,,,,,1.50055,,1.3924,0.26929000000000003,0.96359,,,,,,,0.12571,,,,0.747235,0.56235,,,,,,0.38927,0.29486,,-0.074908,0.17292,0.57809,0.7590349999999999,,,,,,,,,,,,,,,,1.1013,,,,,,,,0.10211,,-0.23226
0,353,1,1,0.27741999999999994,0.386965,-0.17706,0.1431565,0.48696000000000006,0.38321999999999995,,0.37573,0.208696,,0.795488,,1.2446300000000001,,,1.5802,1.2993,1.6004,0.580215,1.2993,0.32854,0.399325,,0.40719,0.13154666666666667,0.42517,-0.026503,-0.15684,0.10832,1.0712,,,1.2858,,,,,,0.30158,,,-0.1074,-0.81973,,,,0.34202,0.2086943333333333,,,0.24876500000000001,0.16599899999999998,0.28809,,-0.084928,,,,-0.0197615,,-0.37031000000000003,-0.24784499999999998,-0.26694,,-0.21166559999999998
1,942,2,1,,,,,-0.43303,,,,,,,,,,0.5161399999999999,0.3975,,,0.72606,,,,,,,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,199,2,1,-0.05688099999999998,0.20259666666666673,0.093865,,,-0.11479,0.08364500000000002,-0.22210649999999996,0.023605000000000022,-0.3932899999999999,0.17988149999999992,0.118565,0.20884,,0.216676,,-0.13977666666666663,0.0189185,,-0.425655,-0.349005,-0.50997,-0.144603,0.16795800000000002,-0.0568815,0.12026825,,-0.1641915,,0.86803,0.5915166666666667,0.96882,0.707075,0.9180033333333334,0.45469,0.5784666666666666,0.19691725,0.288045,0.38683999999999996,-0.0722115,0.5784699999999999,-0.04098333333333334,-0.36008,1.50763,0.044756666666666646,0.08676766666666667,,,-0.19655,0.05724333333333337,-0.19654999999999995,,0.021473,0.26505,-0.33963,-0.0032250000000000056,-0.29789999999999994,-0.11309,-0.2221033333333333,-0.09605680000000001,-0.14204999999999995,-0.013729,-0.24935999999999997,-0.24526879999999998,-0.2891033333333333
