fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g581,chr4-g582,chr4-g583,chr4-g584,chr4-g585,chr4-g586,chr4-g587,chr4-g588,chr4-g589,chr4-g590,chr4-g591,chr4-g592,chr4-g593,chr4-g594,chr4-g595,chr4-g596,chr4-g597,chr4-g598,chr4-g599,chr4-g600,chr4-g601,chr4-g602,chr4-g603,chr4-g604,chr4-g605,chr4-g606,chr4-g607,chr4-g608,chr4-g609,chr4-g610,chr4-g611,chr4-g612,chr4-g613,chr4-g614,chr4-g615,chr4-g616,chr4-g617,chr4-g618,chr4-g619,chr4-g620,chr4-g621,chr4-g622,chr4-g623,chr4-g624,chr4-g625,chr4-g626,chr4-g627,chr4-g628,chr4-g629,chr4-g630,chr4-g631,chr4-g632,chr4-g633,chr4-g634,chr4-g635,chr4-g636,chr4-g637,chr4-g638
2,555,1,1,0.43592,0.22951000000000002,-0.4126399999999999,0.7569899999999999,-0.160365,-0.2291699999999999,1.0666,0.45885,-0.40117433333333335,,0.76846,1.1497575,-0.10303,,0.4588485,-0.07436999999999999,-0.36678,0.39004999999999995,-1.1121,,,-0.4298399999999999,0.64232,-0.66492,-0.3782543333333333,,-0.5273100000000001,,0.13777,-0.9114599999999999,-1.0220228571428571,-0.58847,-0.7365875,-0.43557499999999993,,0.05750500000000003,,0.60792,0.27538,0.60792,0.997815,0.630845,,-0.6993199999999999,-0.0571659999999999,,,1.1813,1.3533,-0.154635,0.023104,-0.7337199999999999,-0.66492,,-0.46997500000000003,0.10337,0.757015,
3,741,2,1,,-0.75958,,-1.0547,,,,,,,,,,,,,-0.22186,-0.33989,0.06668000000000004,-0.30710499999999996,,,,,,-0.42295666666666665,-0.34645000000000004,-0.71368,-0.22186,0.13226,-0.32677999999999996,-0.4317,,-0.35301,-0.37924,0.092912,,-1.0481,-1.0481,,,,,-0.9432,,,-0.33989,-0.19562,-0.2306,-0.6677775,,,,,,,,-0.58908
0,27,2,1,-0.41674666666666665,-0.6703749999999999,-0.519555,-0.229076,-0.77905,-0.5671,-0.439395,-0.09429999999999998,0.2888425,-0.30081,,0.3241699999999999,-0.34972,,-0.11875050000000001,0.45369149999999997,-0.0779929999999999,1.305125,,0.8051375,,-0.36059,-0.37689,0.25894999999999996,0.1872154,-0.15408,0.18558,0.244457,0.26982,0.29156,-0.094297,0.26438,0.11765,0.38938,,,-0.2682,-0.1866799999999999,0.73176,-0.15407500000000002,0.09998499999999999,-0.1577016666666667,0.54698,0.870325,0.2915575,0.093196,,,-0.2586925,0.19917,1.2861,0.2498923333333333,0.15026,-0.11875499999999997,,0.06691833333333334,-0.2682025,-0.19211999999999999
0,406,1,1,-1.0748,,,-0.747744,,-0.42678,,,,,,,,,1.1805999999999999,,-0.004841,,,,,,,0.34928750000000003,,-0.91653,0.67327,,0.28901,-0.5624,0.017763,,-1.3912,-1.4364,,,,-1.2028,1.0726,,,0.21366,-0.31377499999999997,,,-1.1426,-0.7357,-1.2179,,-0.24971499999999996,,,,,-0.6000800000000001,,,0.56025
0,116,1,1,0.9595499999999999,,,,,-0.39724166666666666,,-0.56742,,,,,,0.13805,0.13805,,-0.81805,,,,-0.3539199999999999,0.55576,,,,,-0.48388,,,,-0.64168,-0.548855,,-0.013566666666666616,-0.36321,,0.51863,,,,,,,,0.0684315,,0.606804,,,,0.47686,,2.2173,1.8553,,-0.21469,0.31442,
2,181,2,3,,-0.30334,,,0.132625,0.76981,0.0032719999999999,0.21885849999999996,,,,-0.207525,-0.56684,-0.5141399999999999,-0.47820825,,,-0.96448,-0.90699,,,-0.768055,-0.79201,-0.0542179999999999,-0.6387033333333333,,-0.09254499999999999,-0.0542179999999999,-0.0542179999999999,,0.13741999999999996,,,,,,,-0.28418,0.2140699999999999,-0.51893,-0.54288,,,,,-0.61954,-0.61954,,-0.2746,,0.11346350000000001,,,,,,0.99977,
0,164,1,2,-0.7207399999999999,,,,,,,,,,,,,,,,,-1.064,,,-1.0891,-0.377503,-0.662145,,,-1.1058666666666666,,,-1.1435,-0.81283,,-0.81283,,,,-0.78772,,0.51826,,,0.041079,1.707,,,,,,,,,,,-0.23519,,,,,
0,250,1,1,,,-0.40774,,0.69672,,0.011869999999999992,,,-0.7165100000000001,-0.6215,,,,,,,0.24147049999999998,,,,,-0.92631,-0.5898293333333333,-0.42357,,-1.1915,-1.0569,,-0.374476,0.99361,,0.067295,,-0.669,,,,-0.6215,,-0.39190233333333335,-0.45787666666666665,-0.380025,0.118755,,,,,1.50031,1.31425,,0.18605066666666667,,-0.443365,-0.3523199999999999,,-0.574,-0.2969
0,55,2,2,,,,,,,,,,,,,,,,,,,,,,,-0.8856533333333333,,,-0.54897,-0.8915099999999999,-0.8701,,-0.84091,-0.7358100000000001,,-0.7202366666666666,,-0.77668,-0.42635,,,,,,,,,-0.1636099999999999,,-0.41175724999999996,0.064101,-0.7942,-0.6599,0.8017233333333333,0.19449999999999998,0.2548466666666667,-0.0059633333333333205,,0.14388666666666663,-0.455545,-0.08040249999999999
0,407,1,2,0.6708,0.6708,,,,-0.016772,,,,,,,,,,,,,,,,,,-0.84026,,,0.4789199999999999,,,0.1911,,,-0.41652,0.079169,,-0.16868,,-0.66038,,-0.1486884999999999,0.3190199999999999,,,,,,,-0.24863,,,,,,-0.36855,,,-0.6244,
1,339,2,1,-0.62532,-0.21031,-0.54232,-0.28693,-0.363545,-0.21031,-0.55509,-0.95095,,,,-0.60617,-0.50401,,,-0.70832,,-0.63171,-0.26138666666666666,,-0.68278,-0.6955549999999999,-0.78494,,-0.21031,0.86232,-0.28054,0.030481428571428586,-0.05707499999999996,0.16256280000000004,,-0.07622749999999998,2.7267,0.9517149999999999,,1.1816,-0.35078,-0.26564666666666664,,,1.5391,0.35155000000000003,0.17278,,-0.5934,-0.63171,-0.20392399999999994,0.17278,-0.363547,-0.4997533333333333,,0.1217,-0.48485500000000004,0.7091,-0.35078,,-0.31246666666666667,-0.095384
2,199,2,1,-0.681445,-0.5118,-1.0462,-1.012265,-0.8850239999999999,-0.7026399999999999,-1.1225,-0.86806,-0.7295133333333333,-0.8906833333333334,-0.8850299999999999,,-0.8115100000000001,,-0.9754966666666668,-1.008,-0.61783,-0.71538,-0.95853,-0.97833,-0.8341299999999999,0.3449215,-0.63055,-0.8341449999999999,-0.05375000000000002,-0.30822499999999997,-0.3103625,-0.376085,,0.03389999999999993,,,,,-1.01226,-0.87654,,,,,0.1159,0.40005499999999994,-0.62207,,,-0.3534633333333333,-0.75779,-0.19371,,-0.60511,-0.43546,0.2982699999999999,,-0.7493050000000001,,-0.8002,-0.69417,-0.67297
1,843,2,1,,,-0.681,-0.34138,-0.32722999999999997,,,,,,-0.57487,,-0.73407,,-0.097283,-0.261785,0.14416474999999998,-0.04118428571428571,-0.309545,0.139743,,-0.18219,,-0.30954,,,,,,,-0.8614200000000001,-0.98878,-0.77652,,-1.0843,-1.1055,,,-0.7977449999999999,-0.516495,,-0.7765124999999999,-1.1267,-0.29893,-0.2777,-0.8720399999999999,0.2493966666666667,,0.227476,,-0.123815,0.25559375,0.18927,,,,-0.054831,-0.44751
