fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242,chr7-g243,chr7-g244,chr7-g245,chr7-g246,chr7-g247,chr7-g248,chr7-g249,chr7-g250,chr7-g251,chr7-g252,chr7-g253,chr7-g254,chr7-g255,chr7-g256,chr7-g257,chr7-g258,chr7-g259,chr7-g260,chr7-g261,chr7-g262,chr7-g263,chr7-g264,chr7-g265,chr7-g266,chr7-g267
0,55,2,2,,,,-0.61319,,,,,,,-0.584,,,,,,,-0.49642,,,-0.36213,-0.4789,,,,-0.02348,,,,,,0.12833,-0.23367,,,,,,,-0.12274,-0.277465,-0.186966,-0.19864,-0.35629,-0.1665305,-0.19864,-0.3387699999999999,-0.60736,,,-0.058512,,,-0.3533699999999999,,,,
1,194,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3513,,-1.2839,-1.3898000000000001,,,,,,,,,,,,,,,,,,-0.50386,-1.1105,-0.01756000000000002,-0.07534000000000005,-0.422005,-0.032004,,,,
2,555,1,2,,,,-0.79106,,-0.84839,,,,,,,,,,-0.8254600000000001,-0.5273100000000001,,,,,,,,,,,0.16071,0.9634,,,,,,,,,,,,,,,,,2.9013,2.9013,0.3212499999999999,,,2.02985,0.58499,2.3165,2.9128,,,,
2,569,2,1,-0.8436899999999999,-0.34467,,,-0.36901,-1.3670499999999999,,-1.3671,,-0.022150000000000003,-1.14795,-1.1236,,,,,,-1.02625,0.111755,0.86029,-0.192525,-0.44204,-0.22295,,0.854205,,,,0.580345,1.2680500000000001,,0.706134,1.146305,1.4688333333333334,0.994165,0.6777233333333333,1.0976425,1.56015,1.27715,,2.1626,,1.3715,1.55,1.3511833333333332,1.73665,0.99417,3.0348666666666664,2.603825,4.3351999999999995,2.86855,2.31475,0.58035,2.3817,3.4649,3.0237499999999997,3.9153000000000002,3.0592
0,610,2,1,,,,,,,,,,,,,,-1.1029,,,,,,,,,,,,,,,,,,,-0.8121,,,-0.43131,-1.2482,,,,,,,,,,,,,,,,,-1.2136,,,,
3,157,2,2,,,,,,,,,,,,,,,,,,,,,,-0.50045,,-0.5191600000000001,,,-0.8746200000000001,,-1.1365,,,,,-0.92139,,,,,,,-0.5986750000000001,,-0.673505,,-0.6127,,-0.56593,,-0.7530166666666666,,,-0.565935,-0.77173,,,-0.17306,,
2,260,1,1,,-0.70285,,,,-0.54375,-0.6573899999999999,-0.18007,,-0.90742,-0.54375,,,,-0.331601,-0.6914899999999999,,-0.10051,,,,,-0.5248033333333333,-0.5267,,,0.35976,0.99052,0.15236,0.1978175,0.66094,-0.37327,0.14951650000000002,0.783678,0.57002,-0.08535866666666665,-0.29939649999999995,-0.396,-0.03232499999999999,0.8598455,1.34849925,-0.03990000000000012,-0.217005,-0.28803,-0.089148,1.42237,0.7063999999999999,0.20634,0.18929500000000002,-0.003913333333333324,-0.96423,0.058597,-0.2482599999999999,0.63821,-0.12324,1.62695,1.4678,-0.31644649999999996
2,172,2,2,,-0.016424,,,-0.31232,,,-0.21029,-0.5674,,,0.96309,,1.2896,,,,0.7794300000000001,0.014186,-0.27661,2.0752663333333334,4.3404,3.9628,,0.8457749999999999,,-0.1490655,,,,1.95963,-0.33272500000000005,,0.5039399999999999,2.2487,0.39171,0.289674,1.3202,0.55496,-0.50618,-0.46537,-0.220487,-0.45516,-0.22049,0.4937399999999999,-0.41435,-0.10825000000000004,,-0.21029,-0.43476,-0.33783,0.003979999999999997,-0.36333,,-0.42455,-0.047034,1.72322225,
0,884,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6796800000000001,,,,,,,,,,,,,-0.44747,,-0.44747000000000003,,,,,,,,,,,,,,
0,99,2,3,,,,,,,,,,,,,,,,,,,,-0.65891,,,,,,,,,-1.362,,,,,-0.96495,-1.1248433333333334,,-1.089,,,,,,,-0.692,,,,,-1.0477,,,,,,,,,
1,831,1,1,,,-0.34763,,-0.37827999999999995,,-0.36806,,,,,,,,,,,,,,,,,,,,,,,1.522,,,,-0.2454599999999999,,,-0.041128,,,0.050821,,,,,,,,,,,,,,,,,,
2,648,2,1,,,,,-0.93513,,-0.9383900000000001,-0.9655699999999999,-1.12435,-1.00039,-0.86662,-0.9807899999999998,,-1.11129,-0.8176799999999999,-0.9547125000000001,-0.63497,,,,-1.17655,,,,,0.29159,,,,,,,,,,,-1.4832,-1.5093,,-0.8959799999999999,,,,,-0.6610750000000001,-1.0134,,,,,,,,,,-0.44791333333333333,-0.6784633333333333,-0.569725
2,808,2,1,,-1.3906,,,,,-1.0598,,,0.3322,0.63542,-1.2115,-1.2666,,-0.6118915,,,-0.89445,,,,,,,,,,,-0.60502,,-0.90824,,,,,,-0.45341,-0.49476,,-0.163974,-0.8255399999999999,-0.7015,,,,,,,,,,,,,,,,
3,718,2,2,,,-0.758,,,,,-0.57212,,,,0.099886,,,,,,,-1.3728,,,,,,,,,,,-0.5864199999999999,1.4868,,,,,,,,-0.10029,,,-0.62931,,,,,,0.34295,-0.0144979999999999,-0.36480499999999993,,,-0.6865100000000001,-0.2747235999999999,-0.36479999999999996,-0.4434399999999999,-0.14318,-0.221821
2,30,1,1,,-1.0128,-0.832455,-0.63841,-1.1768,,-0.56462,,,-0.597415,-0.1492099999999999,0.17875,,-0.3077199999999999,-0.7121999999999999,-0.58647,-0.94724,,-0.5033939999999999,-0.17244250000000003,-0.21917400000000004,-1.2752,-0.9527049999999999,-1.1549,0.93851,1.02595,0.9276050000000001,2.6548,-0.1492099999999999,3.0538,1.7748149999999998,-0.2366599999999999,-1.3299,-0.59742,,0.058499,,-0.5427566666666667,,-0.23119999999999996,-0.0027131999999999933,1.1517,-0.05081966666666667,-0.1328125,0.8291999999999999,0.11316000000000004,0.36459,1.056961,1.01231,,0.6542955000000001,0.304466,0.16782,0.14048849999999996,-0.08907999999999999,0.105871,0.512175,0.12409050000000002
0,646,2,1,-0.5608,,,,-0.37692,-0.31296499999999994,0.36658,,-0.59278,0.09276374999999998,0.12140999999999998,-0.39291499999999996,,0.29463,-0.43888249999999995,,,-0.21703,-0.45687,-0.5847899999999999,-0.203705,,-0.28898,-0.47885750000000005,,,,-0.16106566666666666,-0.19305,,,,-0.053138,,0.91022,0.062785,,0.4945,,0.3186145,0.74234,1.1061,0.28264,2.0241433333333334,,,,,,,0.0348045,0.28664,0.28664,-0.0411459999999999,0.25066,-0.117094,,0.10275700000000004
1,826,1,1,-0.30174,,-0.39226,,-0.51613,,,,,-0.26839,,,0.57011,,,-0.39702000000000004,,,,,,-0.75434,,,-0.83533,,,,,,-0.8019666666666666,-0.35414,-0.84009,,,0.4271899999999999,1.3704999999999998,,,,1.1799,,1.0084,0.98936,1.3800249999999998,0.3652525,1.2847,,-0.001593,,,0.71304,,,1.0084033333333335,0.4653,0.24137999999999998,0.20803
3,718,2,1,0.7790325,,,,,,,,,,,,0.37155,,0.006949999999999998,,0.1284799999999999,-0.8866799999999999,,,-0.8223400000000001,,,,,0.28576,,,1.3366500000000001,0.614599,1.1579,,,,0.66466,1.208,0.28862160000000003,0.38584499999999994,2.4877,,,,,,,,,0.35725,0.63606,0.7861899999999999,,0.8815133333333334,0.9577566666666667,,0.7528466666666667,0.993505,1.3724,0.385845
2,117,1,1,-0.316251,-0.8101066666666666,,0.23673,-0.5040600000000001,,-0.51449,,,,,,,,,,-0.4310199999999999,,-0.66056,-0.65013,-0.535355,-0.4258049999999999,,,-0.05540999999999996,1.8748,-0.27452,1.2279,,,,-0.5614399999999999,,-0.8275,-1.011138,,,-0.994415,-0.8848816666666667,,,,,,,,,,,,,-1.3805,-0.87966,,-0.7092499999999999,,-0.92399,
2,68,1,1,0.1491299999999999,0.48733999999999994,,-1.2516,,-1.2875,,,,,,2.34,,3.5252,,,,,,,,,,,,-0.38063,0.35564475,0.09301499999999999,-0.28186,,0.038393333333333356,,0.47238,-0.3357306666666666,-0.38063,0.05260975,-0.16513,-0.5736749999999999,-0.951674,-1.0884716666666667,-1.2695,-1.1708,-0.6230600000000001,-0.71285,-0.72183,-0.8161125,-0.13819333333333336,-0.19207,-0.7308100000000001,,,,,,,,,
0,55,2,1,-0.24535200000000001,,,0.011553,-0.74165,-0.165071,-0.23367333333333332,-0.47306,,-0.7591633333333334,-0.961184,-0.7903033333333335,,-0.8584200000000001,-0.92849,,,,-0.63071,,,,,,0.03490500000000002,0.26846,-0.11106,1.1501,0.47865499999999994,0.82314,-0.14414733333333332,1.0392,0.85233,0.4859525,0.80562,0.60127,,,-0.9752,-0.77668,-0.72997,,,,-0.8467399999999999,,,-0.80198,-0.68764,-0.7942,-0.7007800000000001,-0.8953966666666666,-0.80003,-0.91097,-0.5460499999999999,-0.884695,-0.6521166666666667,-0.6793666666666667
0,250,1,1,,,-0.8906799999999999,0.06729000000000002,,,,,,,,,,,,,,,,,0.21772000000000002,-0.14251,,,-0.14647,-0.98569,,-0.162305,-0.1068835,,,-0.76401,0.40773,-0.98569,-0.6505299999999999,0.21772000000000002,,,0.30084900000000003,,,0.015832,0.672955,-0.31273,-0.12535666666666667,,-0.2969,-0.54233,-0.48691,-0.28370333333333336,-0.307454,-0.447325,,-0.48691,-0.009236666666666615,,-0.50274,-0.49482
3,157,2,1,-0.542545,-0.505135,-0.5519016666666666,-0.21983,,0.9588,-0.57529,,0.46303,,,,,,,,,-0.24321500000000004,0.2853,0.29698925,0.27594,-0.54723,-0.47239499999999995,,-0.014034999999999992,-0.014034999999999964,1.35635,1.89891,2.18048,0.776395,0.84655,0.31335999999999997,1.4359,1.2441,0.603345,,-0.18708999999999998,-0.21983,-0.57529,-0.8652700000000001,,-0.070161,0.61737,0.41625666666666666,,0.2011103333333333,0.16837049999999998,0.14497874999999993,0.010906666666666657,2.6519,1.216055,2.3245,,2.0065,0.687536,1.36103,0.82784,1.14278
2,852,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6668,,,,-1.6668,,-0.38998,,,,,,,,-1.1035,,,,,,,,,,,,0.30478,,,,,
2,210,2,1,-0.5040600000000001,2.3705,0.24533333333333332,0.9007719999999999,-0.03429499999999999,,-0.006330000000000002,,1.0842,,,,-0.58236,-0.58236,0.16144599999999998,,,-1.0186,1.5204,,0.65918,-0.64947,0.7710333333333333,-0.6382800000000001,0.74866,1.81683,,,-1.3989,0.5174993333333334,,1.252,,,,,,,0.35158999999999996,1.0507,0.22296100000000005,-0.28036,0.13348,0.18941,-0.14614066666666667,0.19388299999999997,0.20804666666666663,0.32362825,0.6088495,0.5425314285714286,0.608845,0.7486459999999999,-0.2736514,0.48395000000000005,,0.955591,-0.31950850000000003,-0.98502
2,584,2,1,-0.57462,,-0.63878,,,,,,-0.70295,-0.47195,-0.4847899999999999,-0.30512,0.04137,,-0.95961,,,-0.11263,-0.33079,,-0.35003999999999996,,,,-0.43345500000000003,0.4391899999999999,,0.25953,-0.18535,,-0.71578,,,,0.22744699999999995,-0.77995,-0.8312799999999999,,-0.009962,0.44560999999999995,-0.61312,,,-0.4847899999999999,,,,,-0.70295,-0.4847899999999999,0.76002,,1.0744,-0.93394,-0.8248599999999999,0.752318,,-0.84411
0,164,1,1,,,,,,,,,,,,0.7443,,0.0996799999999999,,,,,,,,-0.938425,,,,,-0.59517,,,,,-0.8714299999999999,,,,,-0.98027,,,,,,,,,,,,-0.33899599999999996,,,,,,-0.70819,,-0.2603,
0,620,2,1,,,,,,2.4861,,,,,,,,,,,,,,,,,,,,0.36884,,-0.44276,,,,,,,,,,,,-0.57685,-0.72153,,,,-0.6686,-0.75329,,,,,,,,,,,1.0252,
2,43,2,1,,-0.25405999999999995,-0.8668299999999999,,-0.66592,,0.16449,0.23313499999999998,,0.331913,-0.07085257142857142,-0.34446499999999997,-0.3690233333333333,0.20021,0.09305999999999996,-0.19378883333333333,,-0.53198,,,-0.629085,-0.6994049999999999,-0.2205755,-0.35562999999999995,0.22141500000000006,-0.7864599999999999,-0.62239,-0.61502,-0.4493850000000001,-0.5900166666666666,-0.3185175,,-0.391348,-0.659222,-0.68601,,-0.24848166666666668,-0.17035,-0.67262,-0.33107,-0.12347,-0.24402,-0.24402,-0.307635,,-0.14356,0.197975,0.452475,0.51273,0.08636666666666666,0.22141499999999997,0.037254,-0.53868,0.3352635,-0.2788374,-0.14690899999999998,-0.1217975,0.03892750000000001
0,407,1,2,,,-0.74432,0.56687,,,-0.092725,,,,,,,,,,-0.96019,,,,,,,,-0.95619,,,,,,,,-0.67237,-0.76831,-0.6776966666666667,,,,,,-0.96019,,,,,-0.57643,,-1.216,,-1.0401,,,-0.65638,0.11914,0.42296,-0.88024,,
2,636,2,1,,-0.917725,,-1.1441,-0.94037,-1.141868,-1.0875,,,,-1.1328,,,,,,,,,,,,,,,,,-0.87244,,-0.8384799999999999,-1.053575,-0.6347,,,,,,,-1.1215,-1.1328,,,,,,,-1.246025,-1.4498,-1.3706,-1.314,,,,-1.0762,,-0.7762150000000001,-1.1781,-0.64603
0,275,1,1,,-1.0424,-0.43322400000000005,,,-0.84172,-1.2502,,-1.2,0.068435,,,,,,,,,,,-0.84411,-0.41889,,,,,,-1.0281,,,,-0.967125,,,,,,-1.3219,,,0.32643,0.3981,,,,,,,,,,,,-0.83813,,-1.0854,,-1.1284
1,142,2,1,-0.062237,-0.062237,-0.13357599999999994,-0.055442,,-0.17774,,0.20953,-0.35212333333333334,-0.51745,-0.11659,-0.30683,-0.4631,,,-0.2117099999999999,,-0.8435799999999999,-0.4597,-0.59672,,-0.27286,-0.67372,-0.324498,-0.37930133333333343,-0.26493283333333334,,-0.371375,-0.79602,-0.9387,-0.2253,-0.40195,-0.0928135,-0.021470749999999972,,0.27068499999999995,0.4813099999999999,0.08724,-0.28304999999999997,-0.4155399999999999,0.56965,0.97729,,0.522055,0.508485,0.039676333333333307,-0.53104,-0.2411533333333333,-0.6516375,-0.56728,-0.25700666666666666,0.3454133333333333,-0.5820000000000001,0.21447018181818178,0.07025333333333332,-0.5287766666666667,0.6919175,0.263884
1,81,1,1,,-1.2396,,,-0.8973399999999999,,,,,-0.55508,0.79064,,,,,,,,,,,,-0.3372699999999999,,,0.10352199999999996,0.051664,,0.44838,,0.5378335000000001,,0.3083599999999999,0.16445500000000005,-0.243925,,-0.6328600000000001,0.66618,0.2928,,0.26947,0.49894,0.125559,0.3628099999999999,0.020549,,,,,-0.874,,0.0867,0.5417,1.8990749999999998,0.22472499999999995,-1.0529,0.29438000000000003,0.45353333333333334
2,1001,1,1,-1.1262,,-0.7609600000000001,,,,,,,,,,,,,-0.19122,-0.62948,-0.71714,-0.9947,,-1.3599,,-1.0677,-1.2869,,,,-0.70253,,,-0.6148766666666666,-0.4834,,0.40774,,,,,,,,-0.015915,0.51,,-0.84862,,-0.023219999999999963,-0.80479,-0.1620033333333333,0.07904250000000004,,0.48810499999999996,-0.3227,-0.16931,-0.359225,-0.162004,0.1557375,-0.067045
0,750,1,1,-0.92551,,,,,-0.93371,,,,,,,,,,,,,,-1.0444,-0.86401,,-0.81071,,,,,,-0.3925099999999999,,-0.74511,,,,,,,,,,,,,-0.540103,,-1.0485,-0.99111,-1.1059,-0.6631100000000001,,-0.86811,-0.70411,-0.95011,,-0.86811,-1.1059,,
1,144,1,1,0.2114199999999999,0.052815,,,,,,,,,,,,,,,,,,,,,,-0.67491,,-0.4976399999999999,-0.544295,,-0.7246733333333332,-0.11512,-0.10112500000000005,0.118145,-0.27373,-0.46032,-0.27373,-0.61893,-0.6469199999999999,1.191,-0.077802,0.94848,,1.1817,-0.423,,-1.0854,-0.49298,-1.0761,0.93915,,,,,-0.39502,,-0.86617,-0.14311,0.037263333333333336,-0.69357
2,578,2,1,-0.0924779999999999,,-0.8609899999999999,,,,,,,,-1.0494999999999999,-0.4296095,0.2337760000000001,0.2410265,0.60352075,0.32803,0.58903,-0.80299,0.08877500000000002,0.24103,-0.07072999999999996,,,,,-0.048978,,-0.23748,,-0.41148,-1.0495,,0.44040250000000003,-1.0495,,,0.067024,,,,,-1.3105,,-1.2235,,,0.32803,,1.2125,0.32803,,,0.37512500000000004,1.082,1.5943333333333334,1.6909999999999998,-0.585485,-0.99149
2,516,2,1,-0.83252,0.56048,,,,,,,,-0.64895,,-0.64356,-0.80013,,-1.0701,0.3661,,,,,-0.73534,-1.0485,,-1.0161,0.4201,,0.4093,,0.23112500000000008,,,,0.34990999999999994,1.392,,1.338,-0.5733600000000001,-0.17921500000000004,-0.50857,0.79265,-0.2278099999999999,,0.7584399999999999,,-0.07123500000000003,,,-0.7245383333333333,-0.5373643333333333,-0.49777000000000005,-0.5769633333333334,-0.886515,-0.9135150000000001,-0.9189133333333334,-0.573364,0.202775,-0.32067680000000004,0.61447
3,28,2,1,,1.1465,0.256265,1.115,0.5403899999999999,0.9666100000000001,,0.0005450000000000454,0.452,-0.25517,,-0.25517,-0.19835,,,-2.5661,-0.40671,,,,0.833995,,,,1.0139,1.0139,,0.96974,,0.23101,0.23101,,-0.34357,-0.07627666666666666,-0.002613333333333301,-0.22781133333333334,-0.25264800000000004,0.03527000000000005,0.19153750000000003,-0.015239999999999948,0.5130466666666667,-0.36250866666666665,-0.223602,0.03684999999999998,0.07630999999999999,0.3636,0.095255,0.07736333333333333,-0.07627733333333334,-0.021554666666666666,0.15208233333333335,0.1489233333333334,,0.12682299999999996,0.015068800000000004,-0.55193,0.041586,-0.12573499999999999
3,455,2,2,-0.066538,,,,,,,,,,,,,,,,,,,,,,,,,1.385,,,,,,0.99208,,,,,,,,,,,,,,,,,,,,,,,,-0.37212,,
1,718,1,1,0.15424,-0.17088,,,,0.24211,,,,,-0.2763199999999999,0.09272999999999998,,,,-0.40812,,,,,,,,0.083944,,,-0.2763199999999999,-0.2236,-0.179665,-0.1533,,,-0.24117,-0.16209,0.035616999999999996,,-0.3861575,-0.14452,-0.19724,,,-0.4608399999999999,-0.54871,0.14545500000000006,,0.8088500000000001,0.25968500000000005,0.286055,-0.04346499999999999,-0.1620895,-0.38176,0.3827,-0.35100950000000003,0.14106000000000005,1.692,0.4939833333333333,-0.030286,0.8308374999999999
1,208,2,1,0.64293,0.4945,0.957225,,1.5946,,0.4101066666666666,0.44037420000000005,0.8306525,,,,,-0.5008,,-0.45715,,,-0.44842,0.5177713333333333,0.6545700000000001,0.59054,,4.1614,0.40719999999999995,0.0554734285714286,-0.47461,-0.46588,-0.56192,,0.31989,,-0.53572,0.11616999999999995,0.8844633333333333,,0.8502799999999999,0.34608,0.4333899999999999,1.0751,,1.34575,1.7211850000000002,,3.1399,1.1493,,-0.06426399999999999,-0.10209866666666667,0.05214266666666667,0.05505466666666666,-0.016246,-0.21268800000000002,-0.03283580000000001,-0.65796,-0.07008666666666667,0.210753,-0.282535
1,468,1,1,,,,,,,,,,-0.59939,,,-0.86703,1.5932,,1.0579,,,,,-0.48616,,,-0.5685100000000001,,-0.609685,-0.99055,,0.13146,,,,,,0.15205,,,-0.21852,,0.46085550000000003,-0.22882,-0.07184000000000001,,,0.090285,0.6564399999999999,,0.6873199999999999,,,,,0.74909,,1.6789333333333332,1.3666999999999998,,
2,1229,1,1,,,,,,,,,,,,,,,,,,,,-0.7632800000000001,-0.80661,,,-0.74161,,,,,,-0.84995,-0.95829,,,,-0.7632800000000001,,,0.64518,,0.3418199999999999,,,,,,,,,,,,,,,1.121895,,,
3,353,2,2,,-0.8895,-0.46245,-0.76939,-0.6492833333333333,-0.60925,,-1.3165,-0.8094300000000001,,,,,,,,,,-0.329,,,,-0.87615,,-0.38905499999999993,0.56513,,-0.706005,-0.1288215,-0.589235,0.01130175,,,-1.0363,-1.16975,-1.45,0.11806499999999999,,-0.36013866666666666,,,-0.07544,-0.23558,,,-1.4367,,-0.38238,,-0.675975,0.11584333333333335,0.89876,1.3658,0.792,0.812025,0.41833675000000003,-0.20443766666666666,-0.605915
0,310,1,1,,,,,-1.0373,,-0.20046,-0.038491,-0.5176433333333333,-0.72685,,-0.7336,-0.80108,,,,-0.24095,,,0.48115,,,,0.59588,-0.051988,-0.36692666666666657,,,,,-0.3523049999999999,,,-1.0035,,,,,-0.5952500000000001,,,,,0.9704300000000001,,1.6149,,0.5149,-0.51089,4.2064,1.4597,,0.54864,0.6386233333333333,1.179645,1.6036833333333333,1.395605,0.42042250000000003
2,80,2,2,,,0.13738,,-0.10375,,-0.6613399999999999,0.13738,,,,-0.40515,,-0.0736059999999999,,-0.058535,-0.37124,,,,-0.40515,,,-0.47296499999999997,-0.71409,-0.60106,,-0.8949299999999999,,-0.63497,-0.397615,-0.07360666666666667,-0.17156,-0.182865,-0.08867499999999999,,-0.2600975,0.1449099999999999,4.3796,,,,0.077097,,-0.24691,,,,,,,,,,,,,
2,198,2,1,-0.7156133333333333,2.0259,,,,,-0.14085,-0.1929,-0.32954,,,,,,,,,,,,,,,,-0.29701,-0.18964599999999995,-0.583305,-0.0432445,-0.2351955,-0.28833666666666663,-0.1291356,-0.41413,-0.34256,,,,,,,-0.71995,-0.68742,-0.017217,,,,,,-0.60934,-0.32304,-0.37509,0.500065,0.66598,,,,,-0.257965,
1,94,1,1,-0.262815,-0.8187666666666665,-0.7865,-0.8833200000000001,,-0.18032,-0.51748,,-0.49595,,,,,,-0.4027,-0.736265,,,,,-0.81876,-1.0842,,-0.768545,-0.37639533333333325,-0.22097133333333333,0.4796399999999999,-0.72551,-0.8618,-0.8618,0.11378999999999995,-0.6466,-0.5910025,,-0.539,,,0.42943,0.433015,0.0506638,-0.03206999999999995,0.12814,0.529855,0.142485,0.18265859999999998,0.024122000000000005,-0.27358,,,-0.46367499999999995,,-0.71116,,,,-0.82594,,
2,230,2,2,-1.07995,-1.1093,-0.37709,,,-0.53328,,,-0.67972,,,-0.18672299999999997,,-0.53328,-0.4844699999999999,-0.504,,-0.81639,,,,-0.95306,,,,,-0.75781,,-0.98235,,,,,,,,,,-0.074456,-1.0116,,,-0.416135,,,0.39413,-0.12327,,-0.12327,,,,,-0.0549309999999999,-0.61138,,,
1,77,2,1,,,,,1.5122,2.0856,,,0.77095,-0.19343,,,,,-0.43813,,-0.8382799999999999,,0.1836799999999999,,0.62989,,,-0.76343,0.37512,-0.31722,,,,,-0.02502499999999999,-0.331615,0.7234349999999999,0.9062566666666667,,0.67306,,,0.94656,,,,,,2.1556,-0.67707,1.0703,0.647165,1.0540333333333334,0.08388666666666666,1.0991,0.31322714285714287,0.4475603333333333,0.4235933333333333,0.46753600000000006,2.1873,1.7631666666666668,2.162222857142857
2,199,2,1,-0.42061375,-0.64469,,-0.41849,-0.8341299999999999,-0.79172,-0.49695750000000005,-0.63621,-0.8341299999999999,,,-0.863815,,,-0.89351,,,,-0.74931,-0.8765400000000001,,,,-0.68993,-0.61359,-0.7153750000000001,-0.74082,,,-0.68145,-0.79596,-0.78748,-0.6644800000000001,,-0.694175,-0.6390399999999999,-0.67297,-0.24885,-0.6602399999999999,,-0.27005049999999997,,-0.3972899999999999,,0.134981,0.4099519999999999,,,,,,,0.128615,0.25585499999999994,0.3986403333333333,0.03834342857142858,0.798735,-0.3676
2,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4727399999999999,,,,,0.0145979999999999,,-2.1519,-0.8684099999999999,0.072499,,-0.014353,,1.48385,0.9627225,0.653925,,1.853,2.2679,,-0.0336529999999999,,,,0.63221,-0.086729,-0.06019099999999995,0.086974,,,
