fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g131,chr7-g132,chr7-g133,chr7-g134,chr7-g135,chr7-g136,chr7-g137,chr7-g138,chr7-g139,chr7-g140,chr7-g141,chr7-g142,chr7-g143,chr7-g144,chr7-g145,chr7-g146,chr7-g147,chr7-g148,chr7-g149,chr7-g150,chr7-g151,chr7-g152,chr7-g153,chr7-g154,chr7-g155,chr7-g156,chr7-g157,chr7-g158,chr7-g159,chr7-g160,chr7-g161,chr7-g162,chr7-g163,chr7-g164,chr7-g165,chr7-g166,chr7-g167,chr7-g168,chr7-g169,chr7-g170,chr7-g171,chr7-g172,chr7-g173,chr7-g174,chr7-g175,chr7-g176,chr7-g177,chr7-g178,chr7-g179,chr7-g180,chr7-g181,chr7-g182,chr7-g183,chr7-g184,chr7-g185,chr7-g186,chr7-g187,chr7-g188,chr7-g189,chr7-g190,chr7-g191,chr7-g192,chr7-g193,chr7-g194,chr7-g195
3,455,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1.6428,1.65,,,,,,,0.8126399999999999,,-1.6922,,,,,,,,0.227225,0.47195,0.450355,,0.8342299999999999,,0.2320199999999999,,,,0.71187,,,,,,,,,,,,
2,1001,1,2,,,,,,,,0.19258,,,0.38927,,,,0.485645,,,,,,,,,0.47188,0.4128699999999999,0.26732,,0.28306,,,,,,,,,,,,,,,,,,,,,0.34207,0.5249824999999999,0.536785,0.55055,0.40107,,,,,,,,,,,,
0,648,2,1,,0.4392415,,,,0.58243,0.072767,,0.4805,0.79115,0.53389,1.0436,,,,,,,,,,0.16499,,,,,,0.43196,,,,,,,,,,,,,,,,,,,0.17955,,0.75717,-0.038874,,0.5969899999999999,,1.007165,0.063059,,,0.097037,,-0.26215,,0.11645,,,
1,142,2,3,,-0.1217325,,,-0.14273,-0.16989500000000002,,,,,,,,,,,,,,-0.26498499999999997,-0.113705,0.20058,,,0.32284,,0.53154,0.36853,,,,,,,,,,,,,,-0.29709,-0.20940999999999996,0.053627,,,-0.0130599999999999,-0.1217299999999999,-0.099505,,-0.16372,,-0.1655755,,,,,,,,,,,,
1,194,1,1,-1.0487,,,,,,,,,,,-0.6198199999999999,,,,,,,,,,,,,,,,,,,,,0.48375,,,,,,,,,,,,,,,0.47035,,-0.14176,-0.1015399999999999,-0.6332300000000001,,-0.378555,,,,,,,0.7816166666666667,,,,
2,14,2,1,,,,,,,,,,,,,,,0.1904799999999999,,,,,,,,,,,,,,,,,,,,,,,0.5153399999999999,,,,,,,,,,,,,,,,,,,,,,,0.45988,,,,
3,853,2,1,,0.65618,,,,0.656175,,0.67149,,,,,,,,,,0.5826899999999999,,,,,0.827645,,,,,,,,,,,,,,,0.5153300000000001,0.54595,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,2,1,,2.3128,2.331,,,1.3173,,,,,,,,,,,0.41851,0.24905,0.31865,,,,,,1.057,0.39733,,0.5198785,1.057,,0.13406166666666666,1.057,,0.75138,,,1.1448,0.33226999999999995,,-0.4983899999999999,,1.9375999999999998,2.5973,2.13125,1.8185666666666667,1.82565,1.7338666666666667,,,,,-0.3259,1.1478,1.346,0.07354,,,0.9234887500000001,0.680275,1.032805,0.96018,1.0408633333333333,1.173505,,
1,142,2,2,,0.45992,0.5290699999999999,0.5550075000000001,0.3734699999999999,0.29402633333333333,,,,,,,0.2117,0.0066989999999999,,,,,,,,,,,,,,,,,,0.70196,0.64886,,0.35865,,1.045255,,,,,0.13019,,0.004229,0.143775,,,,,,-0.09333,,-0.0130599999999999,-0.23288,0.043747,0.045598999999999945,,0.1203099999999999,,,,,,,
2,636,2,1,-0.1246599999999999,,,0.001112,-0.29469,-0.4693825,-0.46589,,,-0.036155,-0.3203133333333333,-0.49383999999999995,-0.5695399999999999,-0.510145,,,-0.5916650000000001,,-0.54159,,,,,-0.005875,,,,,,,,,,,,,,0.79537,,,,0.31555,0.20608,0.3097275,,,0.25499499999999997,0.23791033333333333,0.2852699999999999,,0.07564799999999995,-0.12233,0.083797,0.047700000000000006,0.00577,0.029062,,,-0.008205,0.080305,,,,,
1,81,1,2,,,,,,,,,,,,-0.18051,,,,,,,-0.2163199999999999,-0.4520399999999999,,,,,,,,,,,,,,,,,,,0.86087,,,,,,,,,,,,,,,,,,,,,,0.08953199999999994,,,,
2,117,1,1,,,,,,,,,,,,,,,,,,,,,,,,-0.55135,,-0.55135,,,-0.29455,-0.55135,,-0.29455,4.6743,-0.5185,,1.4583,,1.8733,2.0524666666666667,,,,,,,,,,,,,,,,,,,,,,2.3212,,,,
3,455,2,2,,,,,,,,,,1.2709000000000001,1.3069,,1.3069,,,,,,,,,,,,0.91341,,,,,,,,,,,,0.88222,,,,1.3021,,,1.422,,,,,,,,,,,,,,,,,,,,,
1,1098,2,1,,,,,,,-1.627,,,,,,,,,,,,,,,,,,,,,,,,0.97222,,,,,,,,,,,-0.13046,,,,,,,,,,,,,,,,,,,,,,,
0,620,2,2,,1.303,1.4015,,,,,,,,,,,,,,,,,,,,,,,1.695,,0.8065,0.47948,,1.00349,2.1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,407,1,2,,,,,,-0.26032666666666665,-0.23082499999999995,-0.26328,,,,,,-0.67932,,-0.32524,,-0.25639333333333325,,-0.1482,,,,0.96861,,,,,,,,,,,1.8582,,,,,0.661735,0.52749,0.7369899999999999,,,0.56585,,,0.52749,,,1.4038,0.77092,,0.803369,,,,0.9700850000000001,,0.56585,,,,,
0,750,1,1,,,,,,,,,,0.718,,,,,,3.2456,,,3.4113,,3.0695,3.15235,,,-0.33862,,,,,,,1.0443,1.0702,1.2049,1.2308,,1.8834,,0.8164100000000001,1.5933,,,,1.0857,1.5778,,,,,,,,,0.78015,,,,,,1.6866,1.4716,,,,
0,407,1,1,,6.8979,2.4838,3.0798,1.6074,4.7676,3.127,2.7906,,,,-0.26623,,-0.19246,,-0.39901,,,-0.26918,-0.14525,,,,,-0.3695,,,,-0.44032,,,,,,,-0.027228,,4.4017,,,,0.64257,,,,,,0.95533,,0.6661699999999999,,,,,2.0235,,,,,,0.099649,0.14981,,,
2,555,1,2,,,,,,,,,,,,,,,-0.58616,-0.14302,,,,,-0.20856,,,,,,,,0.2189699999999999,0.56848,0.30011,3.0744,,,,,2.2973,2.2973,,0.4655,,0.0691799999999999,-0.205435,,-0.10661766666666662,-0.42076,,,,,,,,,,,,,,,,,,,3.4364
2,566,1,1,2.0282,1.11815,1.3753233333333332,0.42572499999999996,0.4709399999999999,,,,,,,,,,,,,,,-0.20546,,,,,,,,,,,,0.56421,,,,,,,,2.1469,,,3.023,3.2392,,1.8897,,,5.3235,2.6966,2.0917499999999998,3.0597000000000003,,,3.1511,3.7126,,3.1586,,,,,,,
0,27,2,1,1.8499,1.71945,1.2487759999999999,1.8162,1.032394,-0.5482100000000001,,-0.17787,,,,,-0.01641000000000005,-0.22165,-0.15597,,-0.19063499999999994,-0.189725,-0.1815185,,-0.343885,0.12863,0.40775,,1.10375,0.85837,1.2032,1.0128433333333333,,1.4221,1.04083,1.11195,1.4458,,,3.1261,-0.066581,,2.85925,,2.3142,,,,,,,,1.1904,0.93682,,0.37673,1.5334,0.67686,0.4138366666666667,-0.048337,,,,,2.1756,2.6298,,,
2,210,2,1,1.15613,,1.7204,1.9014,,,0.708545,0.94187,0.214168,,0.36856,0.42437975,,-0.15094,-0.30533275,-0.22084,-0.0629325,-0.50448,,0.2378,-0.2691199999999999,0.064805,0.4114733333333333,,,1.2577,1.1491,1.26875,,,,,-0.64328,2.7141,2.5954,,2.20715,2.7699249999999997,0.54357,0.7655200000000001,,0.0936373333333333,0.14593999999999996,0.48523,,0.2025985,-0.1464099999999999,-0.33751999999999993,0.305195,-0.15647,0.29413,-0.18946199999999996,-0.4850366666666666,1.25299,0.165384,0.765855,5.4559,,-0.11288666666666664,0.4724918333333334,3.67865,,,,
0,353,1,1,,,,,,,-0.58828,-0.51188,,-0.20852,,-0.61974,-0.356825,,-0.3029,-0.24072666666666664,0.56898,,,,,,,2.365564,2.1599,-0.29391,5.024266666666667,,,,,,,,,,,,,-0.04448,,2.297,1.258855,0.7195533333333334,,2.2416,,0.32854,,,0.3498875000000001,2.4745,0.5802063333333334,0.48538800000000004,0.061134999999999995,-0.037738,0.29034,,,1.6640833333333334,,0.28585,,,
1,233,1,1,0.30322,,1.0501,,0.87526,1.04866,1.2635,,0.077963,0.024612,0.20838,0.67075,0.030539,0.398065,,,,,1.065,,,-0.019846500000000003,,,2.1576833333333334,,2.5203,2.2179,2.3454,,,,1.0116,,,-0.12655,,,,,,,,,0.72707,,,,,,1.3702400000000001,1.3584,1.554007142857143,2.0905,3.7429,1.4631,,,,,0.9182400000000001,,,,
0,610,2,1,,,,,,,,0.88818,-0.26913,,,-0.51044,,,,,,,,,,,,,,2.5971,,,,,-0.17556,2.4198,2.4198,,2.5084,,,,1.7451,,0.29229,,,-0.19526,,-0.24943,,,0.02389000000000001,0.031281,,,0.004194499999999948,0.22827,-0.31838,,,,,,,,,,
2,569,2,1,,0.4921518333333334,,1.04104,,0.4299,0.031596666666666676,,0.21281499999999998,,,-0.36214,-0.55183,-0.4169,,-0.40712,,,,,,,,0.27833499999999994,,0.47389499999999996,0.75062,,,,,-0.031635,,,,4.2141,3.1234333333333333,1.4742,3.8320666666666665,,0.6723899999999999,-0.23110666666666665,-0.09356333333333333,1.2492999999999999,-0.08932549999999999,0.02410000000000001,-0.053149999999999954,-0.3054233333333333,-0.04728,0.08228099999999999,0.20630333333333337,0.570705,0.06419000000000001,,-0.12681000000000003,-0.0199,,0.10036900000000004,,0.11504,,,,,0.4787899999999999
2,636,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2.1754,2.3443,,2.0694,,1.9506,,2.31285,,,2.15325,,,1.11798,,,,0.080305,,-0.12116999999999994,,0.022075,-0.029167,0.1525099999999999,0.051577999999999964,,,-0.10137,,0.16183,-0.05013,,,,,,,,,,
2,603,2,1,,0.074477,1.00885,,,,0.17004,0.39195,0.42699333333333334,0.33568,,,-0.2122099999999999,-0.31414,,-0.26105,,0.09783799999999995,-0.19097350000000002,-0.0232085,-0.046568,,0.09996,,,1.6205,,,,,,1.4569,,,,,0.4715899999999999,,4.5914,,1.46225,,0.52893,,,,,0.61175,,0.1933925,,-0.27273000000000003,0.2995766666666666,,-0.20159,-0.06462000000000001,,,,,,,,,
3,741,2,1,1.4499666666666666,0.7001383333333333,0.8099942499999999,1.2395,0.5059285,0.47151,0.03426699999999995,-0.044527,0.96759,,,,,,,-0.11333,-0.142187,,,-0.0522945,-0.10889,-0.07116000000000001,-0.205445,0.5358835,1.791,1.874829,0.15745,2.4339656666666665,0.114172,4.7719,0.2995,7.169,0.8177449999999999,,,,1.8487,,,,,0.6923600000000001,1.3138,,,,,0.6701699999999999,-0.037869,4.179825,2.527944,2.7180666666666666,2.0995666666666666,3.2415000000000003,4.1049500000000005,2.8653,0.11009999999999998,-0.09446800000000001,1.9619,0.16189,,,,,4.0616
2,80,2,1,,,1.2263,,1.3088,,4.3384,2.3062,0.03240499999999999,0.4711899999999999,0.48214499999999993,,-0.4953,-0.51978,-0.7556,-0.67055,-0.54491,,0.076864,0.14774,-0.027515500000000005,,-0.36128,,1.2598,,,,0.6954199999999999,,3.4596,,1.6864,2.0111,1.74952,1.934572,2.28946,2.304925,3.13716,2.87192,1.6722,0.4175066666666667,0.2489,0.4922389999999999,,,1.6704,0.7255739999999999,0.4853699999999999,1.28368,1.2895,,0.4853699999999999,,,0.97376,1.89905,1.007925,1.0579766666666666,,,,,,3.6322
0,352,1,1,,2.9032466666666665,3.7512499999999998,2.1813000000000002,0.62552,0.22121,,,0.18574,-0.1429099999999999,,,,-0.46446,,-0.65362,0.084075,0.58533,0.63734,,,,,-0.067246,6.0045,4.886150000000001,3.7205,,3.75835,,,,-0.42900000000000005,-0.62879,,,,,,,,,,,,0.70591,1.0393,,,2.1403,,3.6898,,3.6937333333333338,2.25979,4.188666666666666,3.2855,1.5098,,1.4318,,,,,
0,275,1,1,4.0901,2.4158,1.04968,0.5313,0.74147,0.68075,0.76015,0.92828,-0.16924,,,-0.12487,0.21139,,,-0.40042,-0.51951,0.146,-0.39575,,,,,-0.32686499999999996,,-0.3724,,-0.44245,,-0.1622299999999999,3.614875,2.931033333333333,,6.7124,,3.4199,2.4111,,,,3.2447,2.6096,,,1.39415,,,,,1.3042,0.7157733333333334,1.5751,,,1.5284,,,1.2832,,,1.5985,,,,1.2248
1,826,1,1,,1.0177749999999999,0.584635,0.18928,,-0.35706,,,,0.16412,,,-0.53318,,,0.39416,-0.19172,,0.4372905,,,,,2.274,,,,1.90378,,,,,2.5723,,,,,3.266,,1.3467,,,-0.2761865,-0.10905,,,,1.0519,,1.3807999999999998,,1.4437,,1.1256,,,,,2.3279,,,5.074,,,
2,260,1,1,0.7249500000000001,1.9852,1.3866,1.4221,,0.64846,,-0.03766,-0.016366,-0.3334,-0.016366,0.051065000000000055,0.4473566666666667,,,-0.4375,-0.45406,0.13269,0.4237,0.42843,0.15161,0.16758275000000003,,,0.95366,1.8397000000000001,2.2668,3.5869,2.6977316666666664,1.6468933333333335,2.7391433333333333,1.8921483333333333,1.9024,0.62953,1.4742,3.4627499999999998,3.2983,2.5384499999999997,,,,0.02622,0.0972,0.21135500000000002,0.2486199999999999,0.009659,,,-0.13939,,0.09305675000000002,0.248615,0.19774999999999998,,,0.25098,,0.20839749999999999,0.21076,,,,,,
0,310,1,1,,,2.733,3.6323000000000003,,2.4895856666666667,1.014245,,-0.10745,,,,0.024582,,,,,-0.36347499999999994,-0.004121,-0.1683015,,,,,,,,,,1.6617695000000001,0.2461699999999999,3.5642,3.7502,5.2014,,,-0.020194,,1.8145,,-0.09673666666666665,,-0.47255,-0.59425,,,,-0.51962,-0.28196,-0.23833,-0.24293,-0.38989,,0.8914,,0.055581000000000005,0.6778683333333334,0.32538500000000004,,1.2553299999999998,,4.9075,4.9075,,3.7502
1,718,1,1,,,,,,,,,,,,,,,,,-0.2455099999999999,,-0.4319199999999999,-0.4777,,,-0.131055,,,,,,,3.15385,,,,2.49985,3.2765,,,,1.3634,1.504,,,,-0.10326,,,-0.194825,,0.055345000000000005,-0.12451649999999989,-0.28966000000000003,-0.1294205,-0.1365073333333333,-0.2111775,-0.1703,-0.088544,,1.5351,,,,,,,7.3643
2,770,2,1,1.001535,,,,1.2621,,,-0.31050500000000003,0.89833,0.61426,,,,,,0.82476,0.2842,0.35062,0.924895,0.32746,0.82476,0.12377,1.0741,,,,,,,,,,,,,,3.0223999999999998,0.62652,3.4407,,,,,,,,,,,-0.17256,0.1012899999999999,0.516165,-0.045852,,-0.2073025,-0.15825,,-0.21139,,,2.4168,,,,
3,353,2,2,1.0204,-0.017998,0.22335099999999997,0.221325,0.02594433333333336,,0.206111,-0.076814,-0.15794066666666665,-0.20323666666666665,,-0.4013199999999999,-0.12278666666666667,-0.16656149999999997,,0.044874,,,,0.22132,,,0.6563599999999999,3.2777,2.7099,0.22335,,1.7104825000000001,0.5174300000000001,,,0.69997,,,0.91698,4.6711,3.8953,3.6043,2.15214,5.2653,,0.14932600000000001,0.86424,0.22842200000000001,,1.2861,0.26087,,,0.07123950000000005,0.063128,-0.021040000000000003,0.611745,0.026621,0.33287,0.5316299999999999,,2.8397,,2.8397,,,,4.7907,
2,584,2,1,1.11639,0.9729366666666667,,0.06217,0.40084,-0.37581,,,0.0328865,,,-0.4904,,,-0.41146,-0.12372,-0.06260399999999999,-0.08212333333333334,0.21495333333333325,-0.259315,0.0417985,-0.047325,0.12455499999999994,,,2.9651,,2.5424,,,,,0.86174,,,,,,3.1077,,,1.1979,1.2959,1.23694,0.57145,0.8107949999999999,1.017075,,,,,0.5892936666666667,,2.7461,0.064717,2.1706,,,,0.83883,,,,,1.2106
2,591,2,2,,,,,,0.344905,,,0.31475,,0.3342,,,,,,,,,,,0.18248,,,,,,2.1335,,1.3671,,0.34393,,,,3.501,,4.7499,,,,,,,,,,,0.35236,0.18879624999999997,0.253281,,0.3497699999999999,0.22981333333333334,,,,0.377,,0.661,,,,,
2,1229,1,1,2.3011,1.5462333333333333,2.3011,0.0094209999999999,1.8839,-0.25333,,,,,0.48617,0.2098699999999999,,,,,,1.6781,,,,,,,,0.72997,,,,,,,4.181,,,,,,,,,,,,,,,,,0.58911,,,,,,,,0.15028,,,0.22613,,,,
2,198,2,1,1.025735,1.15119,,0.68337,,0.6650699999999999,0.550598,0.9926166666666667,0.26261,0.756545,,0.6703,0.8062,,0.91596,,,,1.3341,0.35408,,,,,1.1303,,,,2.1181,,2.531,,,,,,,,2.727,,1.8097,,0.756534,2.0606,,,1.7392,1.29316,2.092,,,,,,,0.91073,,2.0998,0.68337,,,,,,
0,646,2,1,4.0565,1.3115,1.708,1.241,2.9141833333333333,3.1527,,1.2174466666666668,,,,-0.42212,-0.37173,,,0.97557,0.35735,,0.007934,0.6026199999999999,0.050493333333333355,,,1.746645,1.1268,,,0.86805,2.4774,4.1741,,4.1708,2.4774,1.9667,,,2.5076,,1.03606,,,-0.23733,-0.3112499999999999,-0.240695,-0.1197425,0.10761033333333335,-0.6724325,,-0.40869,,,,-0.31012999999999996,-0.03070500000000005,-0.41792499999999994,,-0.24405,,,,,,1.0932,,
1,98,1,1,,,,5.4985,,,,,,,,0.25570499999999996,,-0.092856,1.9019,,1.63245,1.3117,1.2839,1.7214,1.5543,0.059315499999999896,2.1095,3.76905,3.8781,1.79492,,2.1589,2.2792,,1.1903,1.1657,,,,,,4.5145,,4.2194,1.7969975,1.5954,1.653,,1.8977,,1.8854,1.7805,1.0268300000000001,1.7352999999999998,1.6633,0.23822,1.6921,1.1121500000000002,,,,1.5338,1.8031,-0.18539,,,,,
1,843,2,1,7.0184,,3.4645,,,3.35555,,1.9456,,,,,,1.3558750000000002,,,,,,,,,,,,,,,,,,,,,,,1.2548,,,3.7902,,,0.28148,,,,,,,,,,,-0.0688145,,,,,,0.19121,,,,,
2,43,2,1,0.5217,,0.4616199999999999,0.27654,0.14221966666666666,-0.05115899999999996,-0.22552433333333333,-0.315135,,,-0.5948899999999999,-0.538755,-0.47716,-0.3481066666666666,-0.34547999999999995,-0.04751500000000004,0.131502,0.16488,0.12361399999999999,-0.27933,-0.10456000000000001,,,1.3822,7.6145,4.625566666666667,,4.4443,4.7162,0.756555,0.762614,5.959,,,1.6395,,1.0660399999999999,0.89916,1.2062,1.6865375,1.68169,,0.51745,0.16063,-0.2587,,1.0812,0.87003,,0.919205,0.92586,2.681765,1.2329233333333334,1.3943366666666668,1.36035,2.532366666666667,,,,,,,,,
2,30,1,1,,,,-0.050825,,,,-0.4184366666666666,,-0.18009,-0.18284,-0.064576,,-0.3506,,-0.35335,-0.27909,-0.279095,-0.21584,-0.208965,-0.21309,-0.4001,,,,0.91726,-0.50736,-0.3760375,,2.8122,3.0487,0.8457666666666667,3.6922499999999996,2.411315,3.5176,,4.5118,3.5327,4.5916,4.32895,-0.15258,-1.5442,-1.5442,0.35758500000000004,0.86225,,1.2720500000000001,,0.49372,0.07155999999999998,0.008307499999999995,0.342461,-0.04737750000000002,2.3171,0.09402166666666667,,,,,,,3.0184,,,
2,841,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6034,,,,,,,,,,0.63853,,,,,,,-0.57848,-0.11473,-0.23446566666666666,-0.39753499999999997,-0.2728899999999999,-0.30907999999999997,-0.337225,-0.15583666666666665,,,-0.244745,,,,,,,
2,730,2,1,,5.8599499999999995,3.7616,5.76845,,3.4757,,,,,2.7753,,-0.12355,-0.30937,-0.24504499999999999,-0.269345,-0.17501,,0.84416,-0.06255866666666667,-0.22503499999999999,-0.20931,1.252975,,,,,,,,,,,,5.5598,,,,-0.33796,,,,,0.17377,,,0.17377,,-0.012053500000000002,0.09467333333333333,0.24238,0.6140300000000001,0.1709099999999999,0.5254,,0.1594799999999999,0.15662,,1.2144,,,,,,
1,468,1,1,,,,1.2279,,,0.2204,0.1702,,,,,0.34424,,,,,,,-0.06856366666666668,,,,,,,3.8922,,2.801,,,,2.61525,4.0528,,,,2.917056666666667,0.95341,1.1743,2.1728799999999997,,,,,0.0262699999999999,,-0.0657745,,0.10995,0.40449,,0.13338,0.33085666666666663,0.21705,,1.0572,,0.37771,,0.99693,,,,1.1609
3,823,2,1,,4.1301,,2.2474,,,,2.9395,2.04505,,,,,,,,,,,,0.24743,0.13599,,,,,,,,,3.6902,,1.6668,,1.4556,,3.9248,2.2826,2.7782,,,0.6931599999999999,-0.4211899999999999,,,,-0.24523,,0.517224,,1.0627,-0.098608,0.3842826666666667,-0.012587666666666634,,-0.016497,1.1213,0.96883,0.6579799999999999,0.57587,,,,,
2,578,2,1,,0.4777766666666667,0.16624,-0.19524,,,,-0.108439,,0.99383,0.5360509999999999,-0.23924,,0.8820600000000001,,-0.2214,-0.223775,-0.186915,-0.085845,,0.04852000000000001,,-0.23923499999999998,0.32795333333333326,0.71559,,1.1603,2.15436,,,,,,3.7584500000000003,,,,2.083035,2.5526899999999997,4.7418,,,1.5812,,1.00931,,1.5225333333333335,0.816645,-0.34506,1.6716,,1.9808,-0.14292,,0.6513800000000001,,0.72272,0.31131,0.30655,0.22807,0.19478,,,,
3,62,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7781,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,1,1,0.44710333333333335,,1.5337,1.2617333333333334,,0.79077,,,0.705705,,,1.3622,-0.39833,0.096992,1.82567,,1.395,,,,1.1235,,0.98321,,0.094008,4.352033333333334,,2.2902,,,0.37449,3.2629,,4.0417,,,,,,,,1.7471,0.5654600000000001,,2.1827,1.2697,1.5285,,,,1.1652,0.26111,,0.15965,2.3558,,,,5.465,2.66985,1.3771,2.3006,,3.6717,
0,613,1,1,,,,,-0.13683,0.38909,,-0.14827,,,-0.0030649999999999844,,,-0.75651,,,,,-0.04155466666666666,-0.32891,,,,,0.007226,,,2.646,3.0141,,,,4.46615,,,,,3.4463,3.675,0.56288,,,,,-0.13797500000000001,,,,,,,0.37766,0.1147,0.21531,0.32735,,,,,,-0.065947,,,,
2,230,2,2,,,,,4.9535,0.4303399999999999,,,0.05609,,,,-0.2575699999999999,-0.231728,,,,0.036486,,-0.3930099999999999,,,,1.410515,,0.2147,,4.2673,,4.5293,,,,,,,,,,,,,0.82955,,-0.009848999999999997,,,,,,0.10955,0.004407,0.036486,0.054308,0.043615,,,,,-0.0348,,,,,
0,158,2,1,,1.8937845,1.5762896666666666,,1.2253166666666666,0.57052,0.797872,0.976095,,,-0.087039,0.710315,0.29602,0.190523,0.49983999999999995,0.09731999999999996,,-0.25501,,,-0.26525,,0.15364999999999995,,,2.8156,2.3445,4.8251,3.0655,,,,,,,,,-0.35538,,5.5072,,1.4862,1.6746,2.5309,1.54865,,,,,1.7709,2.2359,2.5165,0.1178,,1.755872,2.2994,2.6968,2.4202,2.1416500000000003,1.7381,5.369999999999999,,,,0.44351
