fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g210,chr7-g211,chr7-g212,chr7-g213,chr7-g214,chr7-g215,chr7-g216,chr7-g217,chr7-g218,chr7-g219,chr7-g220,chr7-g221,chr7-g222,chr7-g223,chr7-g224,chr7-g225,chr7-g226,chr7-g227,chr7-g228,chr7-g229,chr7-g230,chr7-g231,chr7-g232,chr7-g233,chr7-g234,chr7-g235,chr7-g236,chr7-g237,chr7-g238,chr7-g239,chr7-g240,chr7-g241,chr7-g242,chr7-g243,chr7-g244,chr7-g245,chr7-g246,chr7-g247,chr7-g248,chr7-g249,chr7-g250,chr7-g251,chr7-g252,chr7-g253,chr7-g254,chr7-g255,chr7-g256,chr7-g257,chr7-g258,chr7-g259,chr7-g260,chr7-g261,chr7-g262,chr7-g263,chr7-g264,chr7-g265,chr7-g266,chr7-g267
2,30,1,1,,6.657,3.6744,2.9503749999999997,4.6741,,3.7693,,,-0.17321,-0.25434,-0.32035,,-0.064575,-0.3286,-0.439985,-0.15533,,-0.42265600000000003,-0.37913375,-0.3555482,-0.6146199999999999,-0.306595,-0.55962,0.15819499999999997,-0.03157,0.429075,1.7987,-0.092078,1.9623,0.5116,-0.020572,-0.46611,1.3133,,0.34796,,0.4469666666666667,,0.39746499999999996,-0.059623999999999996,1.3573,0.136192,0.16850625,-0.04807499999999999,-0.04669999999999999,-0.39735,-0.048990000000000006,0.013118249999999994,,0.22007250000000003,0.284705,0.14994333333333335,-0.0576995,0.2021965,0.34704666666666667,-0.074201,-0.1484585
0,646,2,1,2.2725,,,,1.1906,1.2611500000000002,0.30696,,-0.70435,0.13224750000000002,0.16808666666666663,1.1385100000000001,,0.8546100000000001,0.0028955000000000057,,,-0.4288399999999999,-0.68755,-0.5733199999999999,-0.12646,,-0.71107,-0.6883900000000001,,,,0.6194266666666667,0.96549,,,,0.05496999999999999,,-0.3986099999999999,-0.38181,,-0.1399,,0.0818475,-0.11302,0.159127,0.0280925,-0.5094793333333333,,,,,,,-0.07102449999999995,-0.41205,-0.22389,0.27336,0.033133,0.053290000000000004,,0.25488
1,826,1,1,2.75385,,3.0468,,3.8088,,,,,1.0196,,,0.8146999999999999,,,0.12817699999999999,,,,,,0.5451199999999999,,,1.141805,,,,,,0.7607866666666666,0.7571899999999999,0.13896,,,0.045508,0.0868445,,,,0.11739,,0.0239419999999999,-0.24563,0.21264500000000006,0.47502999999999995,0.32946,,0.7248399999999999,,,0.83986,,,0.6409729999999999,0.8147,1.6808999999999998,0.99082
3,718,2,1,8.046524999999999,,,,,,,,,,,,2.4119,,-0.05373,,0.0129729999999999,-0.26099,,,0.005825999999999949,,,,,0.032031,,,1.25175,0.48226,0.5513600000000001,,,,0.66214,0.428675,0.32314,0.28693,0.71097,,,,,,,,,0.7752899999999999,0.24762550000000005,0.0558539999999999,,0.3806333333333333,0.23531666666666665,,0.36237,0.264305,0.048707,0.329815
2,117,1,1,0.37362499999999993,3.3345333333333333,,1.8733,1.3836,,7.3318,,,,,,,,,,-0.48267,,-0.45878,-0.11538,-0.288575,-0.367705,,,0.184713,0.2519,1.9749,0.036905,,,,0.22353149999999994,,3.4539666666666666,1.944398,,,0.43106500000000003,2.7646716666666666,,,,,,,,,,,,,-0.11837,0.67294,,0.31859033333333336,,0.136935,
2,68,1,1,5.9748,4.333683333333334,,5.8299,,4.8186,,,,,,0.50141,,0.41566,,,,,,,,,,,,0.5132399999999999,0.6470610000000001,0.9826699999999999,0.46001,,1.10265,,0.048989,0.25499466666666665,0.97453,0.96862225,-0.17279,-0.0411975,-0.014881999999999996,-0.08456833333333334,-0.0692909999999999,0.44227,0.23824,-0.1077299999999999,-0.40343,0.28554749999999995,0.4373416666666666,0.35652,-0.12547,,,,,,,,,
0,55,2,1,2.04266,,,1.8335,2.144,2.076025,1.9370266666666665,2.7005,,1.42017,0.4216634,-0.21237866666666663,,-0.1786,-0.20513999999999996,,,,-0.29119,,,,,,0.08437999999999998,0.259695,0.276585,1.1371,0.780825,1.4089,0.04228966666666664,0.95695,0.305535,0.30231925,0.127,0.72051,,,-0.25098,-0.6514800000000001,-0.6177,,,,-0.23811,,,-0.14375233333333334,0.014811999999999974,-0.21719999999999995,-0.1142599999999999,-0.214522,-0.10461,-0.24133,-0.07405525,-0.190665,-0.22846233333333335,-0.12552333333333335
0,250,1,1,,,3.5576,1.1129565000000001,,,,,,,,,,,,,,,,,0.06926149999999999,0.03013999999999996,,,1.1294,-0.31692,,1.6467999999999998,1.5711050000000002,,,0.74698,-0.32702,3.4389,1.1058123333333334,0.021305000000000004,,,0.04907,,,0.3873,-0.18945499999999998,0.96279,0.17443333333333333,,0.12479,-0.115,0.27876,0.42347666666666667,0.5294866666666667,0.6864049999999999,,0.32293499999999997,0.8895933333333333,,0.7406699999999999,0.63718
3,157,2,1,2.81455,3.02955,1.5431100000000002,2.497,,0.87026,1.5084,,0.77385,,,,,,,,,-0.43128500000000003,-0.6968,-0.5686325,-0.5759,-0.21168,-0.33258,,0.229055,0.8113575,0.1249915,1.0959785,0.22905199999999998,0.1234595,-0.008148,3.0968999999999998,0.33771,-0.311915,-0.39953249999999996,,-0.22698699999999997,-0.22699,-0.41675,-0.49786,,-0.41216,-0.23387299999999994,-0.16015933333333332,,-0.12955433333333333,-0.36624500000000004,-0.23310925,-0.33156,-0.32952,-0.28514,-0.25759,,-0.3234,-0.5866133333333333,-0.17419049999999997,-0.22698666666666667,-0.24178
2,852,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7593,,,,0.7593,,0.7398100000000001,,,,,,,,-0.04018,,,,,,,,,,,,-0.1025799999999999,,,,,
2,210,2,1,3.0842,1.3844,1.7431766666666666,1.012276,0.6340950000000001,,0.6773195000000001,,0.37258,,,,-0.096124,-0.096124,-0.016664500000000002,,,-0.54069,-0.45419,,0.010492,-0.001578,-0.29795333333333335,1.0002,0.66427,1.9959500000000001,,,0.7769199999999999,0.24517866666666668,,0.26597,,,,,,,0.39169,0.39873,0.18215199999999998,0.22976,0.41281,0.42488,0.07821666666666667,0.474772,0.3786133333333333,0.46862499999999996,0.45355175000000003,0.6165585714285715,0.69695,0.9740366666666667,0.91089,1.0370666666666668,,0.56671,1.02536,0.3404
2,584,2,1,2.8683,,3.9735,,,,,,-0.41656,1.4461499999999998,1.0655,1.1419,0.45941,,-0.16701,,,-0.23321,-0.24679399999999996,,-0.34015999999999996,,,,0.35882800000000004,0.2378699999999999,,0.30917,1.3200973333333332,,1.6308,,,,-0.276505,0.5434399999999999,0.15893,,0.10037,-0.186105,-0.47767,,,-0.41656,,,,,-0.18483,-0.3809099999999999,0.1131,,0.2633375,0.20477,0.47851000000000005,0.13194159999999996,,0.44923
0,164,1,1,,,,,,,,,,,,-0.27935,,-0.41388,,,,,,,,0.562975,,,,,1.6785,,,,,0.14699,,,,,0.17182,,,,,,,,,,,,1.9562300000000001,,,,,,4.4642,,2.9968,
0,620,2,1,,,,,,0.57404,,,,,,,,,,,,,,,,,,,,0.71194,,1.1217,,,,,,,,,,,,0.15245,-0.2652,,,,0.10517,0.31793,,,,,,,,,,,0.7158800000000001,
2,43,2,1,,2.6268000000000002,3.0025,,5.4578,,-0.0511579999999999,-0.022331500000000004,,-0.3439575,-0.51496,-0.5396650000000001,-0.5232833333333332,-0.4820166666666667,-0.3952366666666667,-0.4630016666666667,,0.8087385,,,-0.16949,0.282606,-0.27629499999999996,-0.28135333333333334,-0.293285,0.7288200000000001,1.0539100000000001,0.91082,1.5917666666666666,1.0945733333333332,0.82602625,,0.38844599999999996,0.48577439999999994,0.8469700000000001,,0.51443,0.593915,0.33115,-0.28904,-0.14825,0.39184,0.39184,0.12846649999999998,,-0.015961,0.12604000000000004,0.0932705,0.009526666666666664,0.067377,0.253475,-0.24535,-0.31089,0.07324499999999999,0.24158239999999997,0.319625,0.16366425,0.2228325
0,407,1,2,,,2.6224,3.1506,,,1.9112999999999998,,,,,,,,,,-0.40491,,,,,,,,-0.24704999999999994,,,,,,,,0.96714,0.6189600000000001,-0.08722666666666663,,,,,,-0.21902,,,,,-0.086241,,0.72223,,0.7340399999999999,,,0.3239,-0.34,-0.42261,0.9140233333333333,,
2,636,2,1,,1.28105,,1.4848,0.15484,0.65469,1.4499,,,,1.2635,,,,,,,,,,,,,,,,,1.161,,1.2146,0.65561,0.95142,,,,,,,0.13155,-0.28538,,,,,,,-0.38203750000000003,-0.24345,-0.045472,-0.059447,,,,-0.068763,,-0.09904049999999999,-0.44143,0.22937
0,275,1,1,,2.8501,3.6791,,,2.2827,1.5261,,4.8326,-0.15523,,,,,,,,,,,-0.21360666666666664,0.30012,,,,,,1.0707,,,,1.12328,,,,,,0.75781,,,0.22773,-0.16457,,,,,,,,,,,,0.35149850000000005,,0.06661,,0.65974
1,142,2,1,-0.00812,-0.00812,5.667,6.5469,,2.4642,,5.4626,2.8840800000000004,0.040042,0.15983,-0.3860099999999999,-0.097035,,,0.16107,,0.8909100000000001,-0.013675000000000048,0.26932666666666666,,0.17588,0.18947,0.17292159999999998,0.40846166666666667,0.3981806666666667,,0.62663,0.24164200000000002,-0.11679,5.1057,0.2475099999999999,1.2064545,0.62816975,,1.3157450000000002,1.21448,0.13595499999999996,0.558091,0.13513,-0.0112075,0.033868,,0.09191099999999999,0.024606,0.054449999999999936,0.033868,0.357008,0.42071,0.3491866666666666,0.8065166666666667,0.5475966666666666,0.7609215,0.36527781818181815,0.4926435,1.0298416666666668,0.6028625,0.41323999999999994
1,81,1,1,,3.0093,,,1.9112,,,,,1.3055,0.17457,,,,,,,,,,,,0.32078,,,0.8827400000000001,1.2756,,1.1682,,1.271145,,1.398,1.3293,1.05927,,1.5561,-0.56842,-0.3356699999999999,,-0.45801,0.1372735,0.39836499999999997,0.17159,0.8310299999999999,,,,,1.5979,,0.6773399999999999,0.8429519999999999,-0.12679900000000002,0.185761,1.021995,0.2420098,0.12285000000000001
2,1001,1,1,0.99113,,2.954,,,,,,,,,,,,,0.027369,0.20045,0.0509709999999999,2.6,,1.8959,,0.082441,1.5772,,,,0.71577,,,2.068966666666667,0.82591,,3.4064,,,,,,,,0.40107,0.5072800000000001,,0.11391,,0.12767699999999998,0.4128699999999999,0.8127933333333334,0.7836125,,0.93804,0.26339,1.052075,0.7078849999999999,0.31256,0.69215,0.788535
0,750,1,1,2.593,,,,,0.93036,,,,,,,,,,,,,,3.2637,3.243,,5.6023,,,,,,1.0184,,1.3965,,,,,,,,,,,,,0.70505,,0.85267,0.88892,0.7387199999999999,1.0029,,1.3862,0.76979,1.26445,,0.93554,0.787925,,
1,144,1,1,4.8239,7.1799,,,,,,,,,,,,,,,,,,,,,,0.15378666666666665,,1.0904,2.0109,,1.3671999999999997,0.45633,1.999615,0.5545199999999999,1.0389,0.68485,1.0389,0.4112699999999999,0.32919950000000003,0.1022899999999999,0.0347009999999999,0.2085,,-0.00714,0.021827,,0.079761,-0.1632405,-0.2292199999999999,0.002516,,,,,1.2223,,0.86026,1.1322,0.23103200000000002,1.2384
2,578,2,1,0.066356,,0.90822,,,,,,,,0.3667933333333333,1.1614974999999998,1.050895,0.95699,0.16445749999999998,1.6122,-0.24518,1.4053,0.21142499999999997,-0.3189,0.8951550000000001,,,,,0.22569,,1.8381,,2.3185,0.083003,,1.794675,0.1400799999999999,,,1.1199,,,,,0.6062,,-0.024013,,,0.48253,,0.075869,0.30893,,,0.30535924999999997,0.13294,0.8543333333333333,0.975975,-0.008555000000000007,-0.1453
2,516,2,1,0.006775,7.0233,,,,,,,,-0.31885,,-0.399135,-0.355645,,-0.35453,-0.42813,,,,,0.3034,-0.343385,,-0.43259,2.9574,,2.0876,,0.799625,,,,0.93348,-0.16942,,-0.32331,0.6111800000000001,0.14393500000000004,0.68478,-0.149345,-0.35007,,-0.25342333333333333,,-0.31271499999999997,,,0.20973083333333334,0.13984866666666668,-0.17833799999999997,-0.1486006666666666,0.048036999999999996,-0.0657095,-0.043777333333333335,-0.03470839999999998,0.067550625,0.0388898,0.12721
3,28,2,1,,4.8938,3.0909505000000004,6.1165,7.5192,2.72465,,-0.06627449999999994,0.16706,0.15664,,0.15664,-0.13015,,,-0.77672,-0.90968,,,,-0.19532500000000003,,,,-0.059756,-0.059756,,0.77713,,2.3623,2.3623,,1.4863,3.3833766666666665,-0.00413666666666664,1.3289799999999998,2.167236,1.2933400000000002,1.548845,0.21399400000000005,0.048007999999999995,0.3895383333333333,0.22181399999999996,0.42777849999999995,-0.191415,0.07711875000000001,0.5907250000000001,0.7136933333333334,0.057563333333333334,0.2539666666666667,0.2835206666666667,0.43125333333333327,,0.79538,0.5096399999999999,-0.15883,0.81103,0.34630249999999996
3,455,2,2,0.9326,,,,,,,,,,,,,,,,,,,,,,,,,1.3597,,,,,,1.542,,,,,,,,,,,,,,,,,,,,,,,,0.5775100000000001,,
1,718,1,1,0.39218,1.3242,,,,1.2588,,,,,-0.23243,0.014469999999999983,,,,-0.03949,,,,,,,,-0.22916,,,2.3478,2.1515,1.8735499999999998,0.1305599999999999,,,0.95138,1.541655,1.513035,,0.9121475,0.8467399999999999,0.41507,,,2.7696,2.1581,1.275145,,0.8156699999999999,0.711025,2.74345,0.33004,0.52135,0.67178,0.7846,0.7028449999999999,0.16653000000000004,0.14037,0.22648333333333337,0.77479,0.31777924999999996
1,208,2,1,-0.34542,0.209065,1.79189,,2.9337666666666666,,1.4842966666666666,0.837678,0.9673449999999999,,,,,0.023731,,-0.11489,,,-0.0937935,0.36526433333333336,0.373798,0.13674,,0.46521,0.3333705,1.56901,1.49583,2.0955,1.6661,,0.71307,,1.767,1.0628966666666668,0.6781633333333333,,0.7914225,0.63999,0.6550600000000001,0.348435,,0.8132699999999999,0.568425,,0.29043,0.8961399999999999,,1.474434,1.4687000000000001,1.0779666666666665,1.2738500000000001,0.66184,1.6883149999999998,1.98492,2.0337,1.3843266666666667,0.6844399999999999,1.5915499999999998
1,468,1,1,,,,,,,,,,0.48482,,,-0.1846,-0.50257,,0.11999,,,,,0.079824,,,0.12334,,0.488165,3.9323,,0.2605699999999999,,,,,,0.86974,,,0.039659,,0.339222,-0.013895,0.046352500000000046,,,-0.11765,-0.023936,,0.3911,,,,,0.546745,,0.7961,0.998575,,
2,1229,1,1,,,,,,,,,,,,,,,,,,,,-0.15853,-0.2452099999999999,,,-0.15311,,,,,,1.7431,1.6835,,,,-0.15853,,,0.36698,,0.64328,,,,,,,,,,,,,,,1.70245,,,
3,353,2,2,,4.2188,3.1135,1.6349,4.230266666666666,5.2227,,-0.53112,0.41298450000000003,,,,,,,,,,1.0184,,,,-0.5270600000000001,,1.407785,0.126,,1.5132250000000003,3.1895,1.425,2.337675,,,0.93929,1.5751,0.3835699999999999,0.16656299999999993,,0.49716399999999994,,,0.052987,0.18887,,,0.006339,,3.9105,,0.0621135,1.743133,0.12397,0.13817,0.099634,1.492475,-0.16149050000000004,0.5478533333333334,0.28469999999999995
0,310,1,1,,,,,4.6871,,2.1635,2.0051,-0.3730466666666667,-0.41629,,-0.43581,-0.3807,,,,-0.4449899999999999,,,-0.42433,,,,0.25535,5.0613,2.095396666666667,,,,,1.38625,,,-0.32789,,,,,-0.47829,,,,,-0.023638499999999948,,0.66408,,0.17268999999999998,0.050989,0.47579,-0.17174,,-0.004121,0.19259,0.53319,0.44823666666666667,0.417245,0.1296355
2,80,2,2,,,3.0279,,3.0846,,2.689,3.0279,,,,0.09619249999999996,,-0.09066,,-0.1319,-0.0945255,,,,0.26887,,,0.900315,4.5717,1.2096,,5.35,,2.5149999999999997,0.685095,0.5261666666666667,0.35908,-0.0545775,-0.039114,,-0.18247499999999994,-0.017207,-0.41798,,,,-0.35612,,-0.13705,,,,,,,,,,,,,
2,198,2,1,3.080766666666667,1.8908,,,,,2.5493,2.2828,2.0267,,,,,,,,,,,,,,,,1.8829500000000001,0.743475,2.04235,2.4997,1.85025,1.3140733333333332,1.310608,2.6486,2.3272,,,,,,,0.7016600000000001,0.6128,1.4465,,,,,,1.5928,1.7549,2.2331,2.1521,2.2148,,,,,1.7927499999999998,
1,94,1,1,2.9766500000000002,2.6970333333333336,3.10475,3.414,,2.5492,0.36374,,3.993,,,,,,0.20359,-0.303965,,,,,0.57316,-0.27194,,-0.2017205,0.63065,0.6799333333333334,0.8540399999999999,1.0733,2.3693,2.3693,2.3077199999999998,3.2366,1.8555949999999999,,0.65447,,,0.94767,0.6754100000000001,0.505154,0.8688099999999999,0.6594,0.10380000000000009,0.09517649999999996,0.3923150000000001,-0.046498,0.18634,,,0.7049799999999999,,-0.0428,,,,1.62154,,
2,230,2,2,3.4715999999999996,-0.18094,3.918,,,4.2727,,,3.984,,,1.288447,,1.4141,2.7721,4.5079,,0.31984999999999997,,,,0.29133,,,,,1.6832,,2.1207000000000003,,,,,,,,,,0.28242,0.42143,,,1.056775,,,0.92578,1.3838,,1.3838,,,,,0.58004,0.87945,,,
1,77,2,1,,,,,1.21585,0.4295966666666667,,,1.5351,0.1280099999999999,,,,,0.2853699999999999,,0.77559,,0.8119,,0.63942,,,0.591,0.67119,2.8121,,,,,2.43695,2.05865,0.35192499999999993,0.19659000000000004,,0.27177,,,-0.29262,,,,,,0.39128,-1.7361,1.3082,0.14314,-0.291615,0.37816333333333335,-0.37735,0.5719802857142857,0.2974666666666667,0.6807666666666666,0.7507780000000001,1.5714,1.4060333333333332,0.31433142857142854
2,199,2,1,0.88762,2.117142,,2.7894,2.9018,3.9886,1.2921675000000001,1.8588333333333333,-0.1676,,,0.02573149999999995,,,0.22928,,,,0.49671,0.812675,,,,0.44731,-0.034737,1.1763350000000001,2.6804,,,0.7811600000000001,1.8925999999999998,2.9291,2.7298,,1.346695,1.5545,0.89869,1.5664,1.99135,,-0.08413500000000004,,0.104937,,0.015511750000000022,-0.1590823333333333,,,,,,,0.25483,0.5691,0.3519233333333333,0.3979171428571428,0.35702999999999996,-0.70245
2,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0657,,,,,1.0095,,0.98981,1.009555,0.94375,,0.90427,,0.6328575000000001,0.7290862499999999,0.99637,,1.0424,0.79571,,1.855,,,,2.3584,2.0623,1.95865,1.03916,,,
2,244,2,1,8.1832,4.163966666666667,,,6.9732,7.6727,4.557205,4.5633,3.096,1.0901,,0.62374,1.6358,,0.164465,0.17351,0.028793333333333327,-0.053614999999999996,0.064973,0.006684,-0.4716899999999999,,-0.049595,0.107181,,0.58153,,,2.903,3.3251,3.3673333333333333,0.8971,1.5121,3.3881,0.77784,0.62575,0.70615,0.6679600000000001,,,,0.12527,0.32828,0.143361,0.14537,0.15542,0.0659775,,0.17351299999999997,0.13451999999999997,,0.122255,0.32325,0.32225,0.3431484,0.11187333333333332,-0.057635,
2,172,2,1,,7.2453,,,0.59095,,2.4119,1.4644,,,1.0277,0.32959,-0.035794999999999993,,,0.075109,,,,,,-0.5714100000000001,,,,2.0594,,,,,3.4624,,1.1051,,,0.9202,0.28488,0.016648,0.36397899999999994,0.12153,,,,,0.026965,0.026965,-0.11919149999999995,0.37945,,,,-0.30317,-0.29286,-0.31778649999999997,,,0.095743,0.10778
