fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g534,chr4-g535,chr4-g536,chr4-g537,chr4-g538,chr4-g539,chr4-g540,chr4-g541,chr4-g542,chr4-g543,chr4-g544,chr4-g545,chr4-g546,chr4-g547,chr4-g548,chr4-g549,chr4-g550,chr4-g551,chr4-g552,chr4-g553,chr4-g554,chr4-g555,chr4-g556,chr4-g557,chr4-g558,chr4-g559,chr4-g560,chr4-g561,chr4-g562,chr4-g563,chr4-g564,chr4-g565,chr4-g566,chr4-g567,chr4-g568,chr4-g569,chr4-g570,chr4-g571,chr4-g572,chr4-g573,chr4-g574,chr4-g575,chr4-g576,chr4-g577,chr4-g578,chr4-g579,chr4-g580,chr4-g581,chr4-g582,chr4-g583,chr4-g584,chr4-g585,chr4-g586,chr4-g587,chr4-g588,chr4-g589,chr4-g590,chr4-g591,chr4-g592,chr4-g593,chr4-g594,chr4-g595,chr4-g596
3,62,2,1,,,,-0.33754,,,,-0.110975,-0.36637500000000006,,-0.55586,-0.3814786666666666,-0.716515,,,-0.70828,,-0.67533,,,-0.67533,-0.5764600000000001,,,-0.74947,,-0.749475,,-0.695925,,,,-0.6901560000000001,-0.79891,-0.7165199999999999,-0.13981175,-0.7309375,-0.7851733333333334,-0.51055,-0.27987,-0.5929399999999999,,-3.0893,-3.0893,,,,,,-0.34578,,-0.024469,0.1650185,0.19798,,,0.56048,-0.5929399999999999,-0.55175,,,,
0,620,2,1,0.2982599999999999,0.7795759999999999,0.5664399999999999,0.7969766666666667,0.98989,0.4276466666666667,0.0230259999999999,0.71817,0.5734933333333333,,,0.96166,1.2298099999999998,,,0.99342,,0.76405,,,0.9781133333333333,0.8487466666666666,,1.1981000000000002,2.1896,1.2968899999999999,,,1.9497,0.30532,0.7170033333333333,0.61585,0.61585,0.43588,0.41118,0.43941,0.06537,0.6123345,3.34,,,,,,,,0.7052433333333333,0.8558049999999999,,0.9263633333333333,0.9193199999999999,0.886842,0.9969650000000001,,-0.2381,,,-0.2381,,,,,0.59467
1,142,2,1,-0.66013,0.24351,0.38618699999999995,,-0.062237,,,0.74628,-0.53784,-0.33060999999999996,-0.0027924999999999617,-0.44272,-0.92511,-0.76205,-0.24567999999999998,0.71911,-0.18679999999999997,-0.56501,-0.4563,0.43375,-0.55142,-0.36118,,-0.0010884000000000004,0.40317499999999995,-0.29324,,,-0.0758242,,-0.08715333333333335,,,,0.90255,,,0.24351,0.54245,,-0.61257,-0.7824300000000001,-0.73487,0.294465,-0.4919725,-0.5582199999999999,0.6579566666666666,-0.0843185,0.556045,0.36354,,-0.6669266666666666,1.6227,0.52207,1.25248,-0.27286,-0.25927,-0.40195000000000003,-0.43592,-0.055442,-0.3476,,
1,612,2,1,-0.72229,-0.5311899999999999,-0.80916,,,-0.6528,,-0.44432499999999997,-0.56593,,,,,-0.027367,,-0.14898,,-0.56593,,,-0.3922,,,,-0.40958,,,-0.8439,,,-0.79178,,,,,,,,,,,,,,,,-0.47907,,,,-0.6701699999999999,,,-0.58331,,,,,,,,,
1,81,1,3,,,,,,,,,,,-0.8973399999999999,-0.8662200000000001,2.4631,,-0.99068,,0.1022235,1.1329,0.8191600000000001,,0.44838,-0.275045,,,0.483385,0.568945,,1.1796,1.1769916666666667,,0.88009,,1.0239800000000001,1.37015,,1.7416,,1.374,,1.833,,,,,,,1.2496,-0.30096666666666666,-0.25948,-0.30393428571428566,-0.699758,,,,,,,,,,,,
3,28,2,1,-0.26990333333333333,,0.066842,,,,,-0.536145,-0.3751373333333334,,,-0.567715,,,,-0.13205,-0.7034675,0.11524666666666666,-0.902355,-0.2046599999999999,0.33518500000000007,0.10051866666666666,0.33707600000000004,,,,,0.003702,0.44252499999999995,0.44252499999999995,0.3951699999999999,1.2349,-0.008926,0.7592666666666666,,0.3904325,0.035272,0.27520533333333336,-0.2236,,,,,,,,0.15313333333333334,0.40148,,-0.3877675,0.19059679999999996,0.098412,,-0.719255,,,,,,,,,
3,718,2,1,,,,-0.028796,-0.34335,-0.57212,-0.18607,,,-0.57212,0.1141799999999999,-0.81519,,,0.82909,,-0.2956933333333333,-0.27662666666666663,-0.30046,-0.38625,-0.5077849999999999,-0.61502,,,,-0.18607,,,,,,,,,,,-0.6865100000000001,-0.15748,,-0.379095,,,,-0.10029,,0.38585,0.34295,,,0.25716,0.14993,0.48593,0.1570755,,,0.27146,0.60032,,,,,0.0712899999999999,
2,18,1,1,,-0.53185,-0.47012499999999996,,,,,1.95495,,0.363205,,,,,,2.4752,,1.0466,1.83585,2.46051,2.3341,2.8015,1.8182,,,,0.40289,3.93905,3.3305666666666665,0.40289,3.8156,1.8138,1.9107899999999998,1.6609666666666667,1.2406,1.2964566666666666,2.5017,1.805,0.20889,,-0.17912,-0.44367,0.28825,,0.0677929999999999,,0.4469815,0.84381,1.1172,1.1084,,,0.57044,1.2318,,,,,,-0.011572,-0.2673,0.18243,0.18243
2,1001,1,2,,,,,-0.57105,,,-0.419116,-0.10357,,,,-1.1262,0.93366,,-0.77557,,,0.75835,2.0147,,,2.117,,,,0.17400000000000004,,1.0797,1.5472,0.1155655,1.5472,,,1.0797,0.415045,,,1.1674,-0.42496,,0.39313,1.255,0.032778999999999996,,,,-0.60027,0.18861,,0.36391,,-0.17661,-0.030519999999999936,-0.4834,,,-0.8705324999999999,-0.93627,1.6057,,,
2,244,2,1,,0.3133775,0.20867999999999998,0.12814,0.56842,0.29996,0.42524333333333336,1.4060266666666668,0.310695,,,-0.0222039999999999,-0.06515650000000005,,,,2.15775,2.1183666666666667,2.970266666666667,2.63025,1.4919666666666667,1.7389,,1.3451899999999999,,0.8691,1.8034,1.5599666666666667,0.94965,1.0087199999999998,1.2986,1.3846,,1.8624,,1.078515,,0.8691,,,,0.61138,,,1.6423,,,,,,,,,,-0.63431,0.5039899999999999,,-0.3980599999999999,0.45744333333333337,-0.0222039999999999,,-0.85982,0.069075
2,198,2,1,,,,-0.20917000000000002,-0.11156749999999996,-0.27749,0.080385,0.1291875,,,0.389455,,-0.049751,0.70828,0.666,0.002303,0.54887,,0.5792366666666667,,0.76362,0.1096655,0.35692499999999994,,,,,0.8612,,,,,-0.12457850000000001,,,3.4379,0.24956,0.191,-0.40112,-0.215675,-0.25797,-0.358823,-0.55077,,,,0.305952,,-0.44016,-0.13434,,,,0.43175,,0.26908,,,,,,0.09014499999999998,
1,826,1,1,,0.16039,,1.7326,0.6272800000000001,,0.1413299999999999,-0.15405,,2.7426,1.3419,2.5139,2.6218999999999997,0.30332,0.69398,2.0183999999999997,0.63681,,1.29429,0.5891649999999999,0.92266,1.58015,0.6018733333333334,,,,0.55105,0.50341,,0.71304,,0.11275,0.11275,,0.63681,1.015555,0.16038999999999998,,,,0.59393,0.065106,0.8273799999999999,0.22709,0.48436,,,,0.6511,,,,,,,-0.43037,0.3986,,0.23027333333333333,1.0179,0.026992,,0.17945
2,792,2,1,,,,,,,,,-1.1818,,-0.97977,-0.056289,,,,,-0.84991,,-0.80662,,-0.6190399999999999,-0.893195,-0.48917,,-0.95091,,,-1.2251,-0.79219,-0.8426899999999999,-0.8354766666666666,-0.77776,,,-0.82105,-1.0375,,,,,,,,,,,,,,,-0.575745,,,-0.53246,,,-0.8066150000000001,-1.1818,-1.3261,,,,
2,555,1,1,,-1.0204,,-1.1924,,-0.63052,0.5161849999999999,0.218042,0.023105000000000042,0.76846,-0.9286599999999999,-1.0204,-0.66492,-0.63816,,,-0.69932,-0.58465,-0.65345,-0.66492,-0.7709875,-0.22343500000000002,-0.5846466666666666,,0.34418,-0.13743,0.22951,,-0.022764500000000003,,0.9634,-0.64198,0.9920550000000001,2.242,,-0.33237,-0.50438,-0.3858666666666666,0.43592,0.091906,0.4703199999999999,-0.32473,-0.68785,0.05750999999999999,-0.03805333333333331,-0.21197750000000004,0.2677333333333333,0.43592,0.22951000000000002,-0.4126399999999999,0.7569899999999999,-0.160365,-0.2291699999999999,1.0666,0.45885,-0.40117433333333335,,0.76846,1.1497575,-0.10303,,0.4588485,-0.07436999999999999
1,718,1,2,,,,1.5074,,,0.46178,0.35634,,,,-0.28511,,,,0.54965,,0.11469499999999999,,,,0.7048866666666666,,,,0.41785,0.82205,-0.7596,-0.48721,-0.003925,,0.16303,-0.4257,-0.19723999999999997,-0.33783,,-0.52235,,-0.2060199999999999,,,,,,,,,-0.38176350000000003,-0.37298,,-0.263141,-0.271925,0.20989033333333332,-0.6146149999999999,-0.21481,-0.24996,,2.3685,,,1.279,,
3,853,2,1,,,,,,,,,,,,,,,,,0.16058799999999998,-0.002043,,,,0.64108,0.37496,0.26408,,,0.15319,,,,,,,,,,,,,,,,,,,,,,-0.30143,-0.43449,-0.1351,,,,,0.03861333333333335,-0.18500149999999999,0.2419,,-0.8891100000000001,,,-0.33469
1,63,2,2,-0.28546,-0.5081133333333333,-0.49740999999999996,-0.30473,-0.20197,-0.5134650000000001,-0.5916100000000001,-0.565492,,,,,,,,,-0.33042,,-0.45245,-0.45887,-0.31329333333333337,-0.410705,-0.11205,-0.4524499999999999,0.30864,,,,0.022830000000000072,,0.45957,0.58802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,116,1,1,,-0.27038,,,2.0038,0.063791,0.6764366666666667,0.421165,1.3448,0.27729,0.23088,1.7068,,,3.9439,,,,-0.30751,-0.4189,-0.32608,,,0.19375,,,,,,-0.428185,,-0.28895,-0.19612,,-0.60455,,-0.2239699999999999,,,,,,0.47222,,,,,0.9595499999999999,,,,,-0.39724166666666666,,-0.56742,,,,,,0.13805,0.13805,
1,144,1,2,,,0.043485,,,-0.10579,,,,,,,1.1631,,2.6869,2.8331,1.9903000000000002,1.5176,1.36208,,1.65755,0.42600000000000005,2.4039,,,,,,,,,,,,,0.46021666666666666,,-0.5163,,0.50064,,,,1.4243,,0.81786,2.4039,,,,,,,0.30472,0.23008,,,,,,,,
1,189,2,1,-0.28998,1.4757,-0.23328,0.066391,0.644173,-0.69495,-0.8528899999999999,-0.6909025,0.22433999999999998,-0.63825,-1.1485,-1.0189,-0.68685,-0.3628699999999999,,-0.43577,-0.35245728571428575,0.019150666666666687,-0.19008533333333333,-0.13068883333333334,0.26240600000000003,-0.221131,-0.024719500000000026,-0.10369,0.32153,0.1089175,-0.37097500000000005,0.402524,-0.20898,-0.17455999999999994,-0.17658500000000002,,,,-0.12799,,,,0.066398,-0.23328,0.27294149999999995,-0.3912175,-0.21823857142857142,0.1635898,,-0.32238,-0.19278,-0.565355,-0.74355,-0.8650399999999999,-0.7030500000000001,-0.055094,-0.19278499999999998,0.05290000000000002,-0.4492633333333333,-0.12394,-0.25758166666666665,0.17979,,0.1824916666666667,-0.09964100000000001,0.74675,
2,199,2,1,-0.7012499999999999,-0.1513,,,,0.090449,-0.6984100000000001,-0.7747533333333333,-0.92065,-0.43545666666666666,-0.76627,,-0.62207,0.06500099999999995,,-0.8341299999999999,-0.21152319999999997,-0.31671,-0.46091,-0.5711799999999999,-0.23753666666666665,0.33926666666666666,0.081966,-0.04951,-0.12161,-0.89776,-0.6390399999999999,-0.44394000000000006,-1.10135,-0.5740033333333333,-0.16402,0.94717,-0.2912599999999999,,1.0235,,,-1.1395,-1.0886,-1.15645,-0.9953,0.15832999999999997,-0.676354,-0.3393299999999999,-0.27429000000000003,,-0.37608,-0.681445,-0.5118,-1.0462,-1.012265,-0.8850239999999999,-0.7026399999999999,-1.1225,-0.86806,-0.7295133333333333,-0.8906833333333334,-0.8850299999999999,,-0.8115100000000001,,-0.9754966666666668,-1.008
2,117,1,1,-0.7231586666666665,-0.20148,-0.931845,-0.9422666666666667,-0.91097,-1.104,,,,-1.2657333333333334,-1.0362,-1.1092,,-1.1404999999999998,-1.2866,-0.895315,-0.7690680000000001,,,,,-0.5040600000000001,-0.670995,,-0.49883999999999995,-0.712725,-0.7683733333333334,,-1.0049,-0.858795,-0.62926,,-0.8066300000000001,-0.8588,-0.8588,,,-1.02575,-0.96313,-0.22235,-0.9005299999999999,-0.8744449999999999,-0.66056,-0.0136759999999999,-0.4701475,,,-0.75446,,-1.0883,-1.2344,-1.2553,,-0.9422633333333333,-1.057035,0.045446666666666656,,-1.1614,-1.0101,-0.23278000000000004,-1.2135,-1.0988,-1.1544
2,591,2,1,-0.33326,,-0.34486,,0.014799,0.29324,,,,0.18883,-0.054811,,-0.1708299999999999,0.75732,,0.71091,0.438264,1.1634,0.74571,3.2865,0.5571794999999999,2.78765,3.4605,,,,,,-0.153425,0.627763,1.2213999999999998,-0.13602,,-0.56529,0.24684499999999998,,0.6180899999999999,,,0.10761,-0.43767,-0.1476299999999999,,,,,,0.42086,,-0.13602,-0.41446500000000003,,,-0.12442,-0.75092,,-0.93655,-0.90174,,,,,-0.21723499999999996
1,843,2,1,-0.10436033333333333,-0.26709,-0.6279399999999999,-0.739375,,-0.5748700000000001,-0.259131,0.76239,,0.70402,,0.15743,-0.1132025,-0.33077,-0.23878999999999997,-0.5536399999999999,0.30601500000000004,-0.36968666666666666,-0.7128399999999999,-0.24851999999999996,-0.219335,-0.70753,0.30601,0.19988499999999995,-0.7605999999999999,-0.516495,-0.7694333333333333,,,,,-0.6756949999999999,-0.61732,-0.99939,-0.6916100000000001,-0.54303,,-0.94633,,-0.619436,-0.6987033333333333,-0.42098250000000004,-0.5218066666666666,-0.46873750000000003,-0.6358975,-0.58548,,,,-0.681,-0.34138,-0.32722999999999997,,,,,,-0.57487,,-0.73407,,-0.097283,-0.261785
2,808,2,1,-0.79798,-1.0047,-1.2252,-0.96337,,-0.632585,,,,,,,,,,,,-0.701495,-0.63258,,-0.8462149999999999,-0.56367,-0.8668899999999999,-0.89445,-0.7600825,-0.990925,-0.6188,,-0.9185625,-1.0185,-0.43963,,,-0.563675,-0.66015,,,,-0.49476,-0.45341,-0.64637,-0.85311,-0.92202,-1.059835,-0.2466699999999999,-0.71528,-0.45341,,,,,,,,,,-0.6188,,0.84216,-0.41894999999999993,0.53894,,
0,352,1,1,,1.796,-0.98824,-0.20938,-0.13659,0.023553,0.106522,1.7705,1.4356900000000001,-0.33555,0.8315299999999999,,1.0062,,0.8315299999999999,2.1054,0.7320549999999999,0.64044625,0.630440625,0.8824799999999999,0.82063,0.4166316,0.8096899999999999,,,0.09452749999999996,-0.28702,-0.5078199999999999,-0.071075,-0.33311999999999997,-0.60245,-0.2384933333333333,0.456655,0.29652,0.5112500000000001,,2.2073,-0.34404,1.8506,,,-0.72619,,-0.373155,1.1760633333333335,-1.0319,,-0.35495666666666664,,,-0.27489,-0.49326,,,-0.40591,,,,0.10362,,,-0.1839015,
2,181,2,3,,0.32905,0.022436,0.22843975,0.147,0.28114,-0.2218955,-0.0805675,,-0.8495,,,,,,,-0.6227299999999999,-0.76326,0.032017,-0.33687999999999996,-0.46623,,-0.2937599999999999,-0.4183199999999999,,-0.700985,-0.5013633333333334,-0.3799966666666667,-0.50456,-0.29376,-0.552465,-0.019082666666666633,-0.34167,0.003271999999999999,,,,,0.59734,-0.76326,-0.55726,-0.26502,-0.54927,-0.67703,,-0.81117,0.75064,,-0.30334,,,0.132625,0.76981,0.0032719999999999,0.21885849999999996,,,,-0.207525,-0.56684,-0.5141399999999999,-0.47820825,
