fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g404,chr7-g405,chr7-g406,chr7-g407,chr7-g408,chr7-g409,chr7-g410,chr7-g411,chr7-g412,chr7-g413,chr7-g414,chr7-g415,chr7-g416,chr7-g417,chr7-g418,chr7-g419,chr7-g420,chr7-g421,chr7-g422,chr7-g423,chr7-g424,chr7-g425,chr7-g426,chr7-g427,chr7-g428,chr7-g429,chr7-g430,chr7-g431,chr7-g432,chr7-g433,chr7-g434,chr7-g435,chr7-g436,chr7-g437,chr7-g438,chr7-g439,chr7-g440,chr7-g441,chr7-g442,chr7-g443,chr7-g444,chr7-g445,chr7-g446,chr7-g447,chr7-g448,chr7-g449,chr7-g450,chr7-g451,chr7-g452,chr7-g453,chr7-g454,chr7-g455,chr7-g456,chr7-g457,chr7-g458,chr7-g459,chr7-g460,chr7-g461,chr7-g462,chr7-g463,chr7-g464,chr7-g465,chr7-g466
2,591,2,1,,-0.6581100000000001,,-0.3158525,,,,,,,,,,,,,,,,,,0.7689199999999999,0.11921499999999996,-1.1802,-1.2266,0.56008,0.6122949999999999,,,,,0.27004,0.4324645,-0.32165,-0.11282,,,-0.06254500000000003,0.89654,-0.69291,-0.6813100000000001,,,,,,,0.08441,,,-0.75092,,-1.1164,-1.0874,,,,,,,,,-1.1280000000000001
2,172,2,1,,,,,,-0.14907,-0.32252,-0.16947,-0.22049059999999998,,,-0.48577,,0.42232,-0.8428899999999999,,,0.6416850000000001,-0.8428899999999999,0.57536,-0.14907,,0.5396345,,0.90187,,,,,,-0.582705,,-0.53169,-0.38373999999999997,,,,,-0.2409,-0.47557,,-0.50618,,-0.6830366666666666,,,-0.6796300000000001,-0.6694300000000001,,,,,,,,,,,0.7386199999999999,1.3814,,2.0446,0.96817
1,208,2,3,,-0.23888,,-0.5881099999999999,-0.57938,-0.41349500000000006,0.13945333333333335,,,-0.311637,0.25877,1.1318,-0.01188,-0.0162455,,,,,,0.15982333333333335,0.721485,0.28787566666666664,,1.4025,0.7314728571428571,,0.98342,0.71277,0.7244133333333332,0.568715,0.7942599999999999,0.7971633333333333,0.6516533333333333,0.7215,0.91649,1.0969,0.59054,,,,0.69531,,-0.020610000000000014,-0.061353333333333294,0.22385,0.2878756666666667,-0.19813666666666666,-0.54446,-0.04680500000000001,,,,,-0.2912599999999999,,,,-0.68415,,,,,2.3716
2,30,1,1,0.22248,,-0.52089,-0.701265,-0.55642,-0.8087666666666666,-0.66301,-0.947235,-0.84885,-0.9253725,-0.22575250000000005,-0.86343,,,,-0.6958,-0.6958,-0.6192933333333334,-0.272195,-0.015292499999999987,2.693073333333333,1.4103966666666665,0.39375,1.31565,0.87839,0.23704999999999998,2.25219,3.1413,1.9788766666666666,3.30525,-0.09454900000000001,3.006466666666667,1.536506,1.01229625,0.06943166666666667,1.27739,0.6889066666666667,0.364585,,0.514895,2.1356,1.0752,,0.05849499999999999,,0.32086,-0.7832600000000001,-0.61928,0.21155,,-0.55369,-0.821535,-0.39518774999999995,0.49577,-0.57555,,,0.75814,-0.3241199999999999,-0.50996,0.71441,,
3,353,2,3,,,,,1.32582,0.3115699999999999,,,0.29377699999999995,1.112295,0.5695766666666667,2.3800559999999997,,,,,,,,0.51175,0.41833250000000005,0.25819,,,,0.34493,0.49839999999999995,,0.48506000000000005,0.7119300000000001,0.731945,0.8720566666666666,0.369399,0.61851,0.67189,,0.17366999999999996,0.0019600000000000286,0.05134125000000001,0.223493,0.23150066666666672,0.10138274999999997,0.4250075,0.556234,-0.08210999999999999,0.45836666666666664,1.0589,0.551786,0.853392,0.28487640000000003,1.7262,0.8120149999999999,0.56513,,,,,1.0989,0.12474,,3.6879,,
2,1001,1,3,-0.074351,,,,,,-0.045133,,0.013302000000000053,-0.5320933333333333,0.013302,,,0.086346,,-0.22044,,,,,-0.23505,,0.24704,,0.10095399999999999,,,-0.29348,,-0.2423525,0.74374,,,,,,,-0.8194,-0.70253,-0.95088,-0.5564399999999999,,-0.7609600000000001,-0.36652599999999996,-0.66357,,,,,,,,,,,,,,-0.10357,1.7225,1.58372,,
3,353,2,2,1.34583,-0.008714,0.066018,,0.14254666666666663,,,,,1.6327,,,,,,,,2.2733,,,1.1323050000000001,0.6852199999999999,,0.098047,-0.24892999999999996,0.2314873333333333,0.69189,0.12474,0.691915,,,,1.4459,2.72705,1.9886,,,,3.3009,,,1.9397,1.566,,,-0.28896,,,-0.36904,-0.36904,-0.48247,,-0.63594,-0.11992666666666663,,,,,0.651875,,0.8320299999999999,0.51175,0.49507
3,157,2,2,,,-0.48175,,,,,,,-0.1543475,-0.18241,,,,,,,,,-1.0524,,-0.31337,,,,-0.645445,-0.66883,,,-1.0898,,,,,-0.77173,-0.5519000000000001,-0.50045,-1.0524,,-0.6220600000000001,-0.85124,-0.60335,,,,0.72495,,-0.3975599999999999,,,,,-0.1169299999999999,-0.28531,-0.1449955,,-0.32272,,,,,-0.27595,
3,157,2,1,1.5107,-0.2666,,0.59399,,-0.402235,,-0.1169305,0.36948800000000004,0.31101975,0.74365,-0.2198265,,,0.215145,,1.9784,0.47238,2.27775,1.7165,0.944775,1.30025,1.043,,,0.9938899999999999,1.3049,,1.2394349999999998,0.91203,-0.45368,,1.420908,1.8194,1.548125,1.2674999999999998,0.9774849999999999,1.8973266666666666,0.6501233333333333,0.29778,-0.060807,0.29465,0.19176,-0.15435000000000001,-0.32272500000000004,-0.205795,0.39754999999999996,-0.010916666666666667,,-0.8839799999999999,-0.76237,,-0.95881,,,,,,,0.93074,0.65012,-0.374172,1.1459
2,584,2,1,,,0.054200000000000005,,-0.30512,-0.3179599999999999,-0.34362000000000004,-0.17679,-0.31154,-0.67728,0.618869,-0.12546,,,,,,,,,-0.26234666666666673,0.541855,1.4402,,,,,1.4017,,1.02953,,,0.45203,-0.90828,1.145,,0.86269,,0.6188600000000001,-0.29228999999999994,,,-1.0109,,0.047799999999999954,-0.98529,0.0927019999999999,,-0.29870700000000006,,-0.523284,-0.471951,-0.28265625,-0.03990633333333333,-0.12546133333333334,-0.3992333333333333,-0.3500395,-0.47195,,,,,
1,826,1,1,,,,,,0.5415300000000001,,,,,-0.15405,,,,,,-0.02065,,-0.087348,,-0.44943,,,,,,,,,-0.411315,-0.02065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,194,1,1,,,,,,,1.5569,,1.711,,,,,,,,-0.7831199999999999,,,,0.09639333333333334,0.1991115,-0.470175,-0.5809,0.29059,-0.18608,0.2530364,,-0.54238,-0.08978500000000006,,-0.21497,1.329,0.3243,,-0.33533999999999997,,,-0.6964600000000001,0.025775,-0.76386,,-0.426821,-0.28238,,,,,,-0.51349,1.7543000000000002,0.642084,1.7206117500000002,1.29688,2.3369,2.9821,,2.2406,-0.378675,,,,
0,885,1,1,,,,0.13271,,,,,,,,,,,,,,,,,2.149,,1.85,1.056535,,3.0767,1.436,,,,2.6933,1.54717,3.38715,,2.0723350000000003,,,,,,,5.231,,2.0033,,,,,,0.64637,,,,,,,,,,,,,
3,741,2,2,-0.064472,,,,,,,,,0.94541,,,,,0.82737,1.7410633333333332,0.11914,1.08092,0.55195,1.129,1.1618075,0.9519449999999999,0.6831,1.306065,0.94541,,0.8536,,2.03395,,,1.3650866666666666,2.2176333333333336,1.3694333333333333,0.93229,,,3.2799,,1.3126,1.5356,3.1094,1.346738,0.9322750000000001,1.2471,0.794585,,,1.2471,,,,0.5126,,0.35522,,0.69622,,,,,,
0,116,1,3,0.95491,-0.1589895,,-0.1497099999999999,0.3515479999999999,,-0.05688233333333334,,,0.64859,0.93635,0.14733,,-0.094012,,,,,,,-0.34464,,,,,,,,0.63931,0.1844599999999999,0.22623500000000002,,,,,1.6511,,2.403,1.6325,1.35405,,,,-0.3539199999999999,-0.3539199999999999,,0.29585,-0.6695300000000001,,,,,-0.4328245,,,0.063791,,,,-0.4189,,,
2,636,2,1,-0.91772,,,-0.96301,,,,-0.99697,-1.0309466666666667,-0.73659,-0.759215,-0.87244,,,,,-1.26865,,,-1.2573,-1.2234,,,,,,-1.2234,,-1.1102,,,-1.2687,-1.1668,-1.1781233333333334,,-1.0309,-1.1555,,-1.2007,-1.314,-0.97433,,-1.4611,-0.77055,-1.1441,-0.98565,-0.96301,-1.1555,-1.1668,-1.0196,,,,,-1.246,-1.3479,,,,,,,
1,142,2,3,-1.275,-1.2988,,,,,,,,,,,,,,-0.23209,,,,-1.1765,-1.0338,-0.89452,,,,-1.1357,-0.548025,-0.66693,,,,,,,-1.2444,-1.4075,0.03287000000000003,-0.36118,-1.0542,0.03970000000000007,-1.3293499999999998,0.080443,-1.2241,,,,,,,,,0.39298,0.3114475,,-1.3599,-1.2467,-0.629544,,,0.3658,0.42695,0.37939,
2,569,2,1,-0.254597,-0.1499195,-1.0749,,,0.081314,0.4586399999999999,-0.596218,0.44647,,,-0.74632,-1.3427,,-0.25947,,0.1665299999999999,0.33693,-0.98974,,-0.631904,,-1.0263,,0.020469999999999988,,-1.1358,-0.21078,0.03264500000000001,,-0.14992,0.39169499999999996,0.16652999999999998,0.549925,0.872465,-1.1358,0.44647000000000003,-0.35684,-0.24729,0.04482,,,-0.7828625,0.56818,-0.12254500000000002,-0.20469500000000002,-0.75849,-1.5253,-0.922825,-0.22294999999999998,,,-0.46638,,,,,-1.4766,,,-0.27164,,-0.0038689999999999
2,230,2,1,0.013405,,,,,0.67724,1.3216,0.96035,1.8780000000000001,0.992075,0.547881,0.98963,-0.2697,0.13055333333333333,0.93106,0.262341,,-0.084218,,,1.5778025,1.1018925,1.7486424999999999,1.4387175,3.88414,0.23793599999999998,0.985746,1.3704,2.4442,2.7761,0.88225,0.72605,,0.63819,2.1318,,0.6186699999999999,,2.788325,4.419433333333333,1.2467,,,0.43318,1.2190400000000001,2.18064,1.48265,1.1783733333333333,1.0872715,,,,,,,0.15008,0.61869,1.917,,,0.77486,2.3881,1.61766
0,89,2,3,,-0.632945,,,,,,,,,,,,,,,,,,,,-0.75722,,,,-0.74135,-0.90529,,,,,,,,,,,,,,,-0.9952,-0.77837,-1.0587,,,,-0.87885,,,,,,,,,,,,,-0.39232,,-0.66203
2,555,1,1,0.5696966666666666,0.33271366666666663,0.25817999999999997,,2.3853,2.0260333333333334,0.37284999999999996,1.273,2.1875,-0.2291699999999999,1.5253,1.5941,,1.4048500000000002,1.1927,-0.034231,1.53675,0.9634,,0.8410866666666666,0.09572866666666668,1.8922333333333332,1.376215,0.9720099999999999,1.198485,-0.23681666666666668,0.306915,0.81433,0.2707914,,0.53912,0.774195,0.40725000000000006,1.15835,0.7531833333333333,,0.7531666666666667,1.101,0.9232449999999999,0.7608199999999999,0.8334433333333333,0.22951,-0.20624,,,,0.36711,,,,-0.48145,,-0.17184,0.18364,,,,-0.068633,,,,2.2362,0.90606
2,181,2,1,-0.15003,0.3194675,,,0.25718499999999994,1.64652,1.0253100000000002,0.8560399999999999,,0.8368833333333333,1.15628,1.0517742857142858,0.353,1.6801,0.7666000000000001,0.74744,1.028515,0.578175,1.4237675,0.65483,1.2728616666666666,1.926,1.0285175,1.1882266666666668,2.1592,1.497995,2.025,1.100365,1.3016,1.0764,0.24472660000000004,0.49194,,-0.15003,0.08950599999999995,-0.04463774999999995,-0.33209,-0.10451949999999993,0.21886000000000005,0.01764300000000006,0.008064999999999989,0.25239750000000005,0.74106,,,1.0189,1.0987666666666664,1.0189,2.0346,,0.6452450000000001,,1.5555,0.94706,,,0.50152,-0.0733809999999999,1.1531,0.18532,0.38654,0.49673,0.7474613333333333
3,28,2,1,-0.28200749999999997,-0.30884,-0.5393,-0.20676333333333327,0.107881,,-0.45091,,0.38885499999999995,0.01633,-0.76661,-0.14783533333333335,0.21206,0.159446,-0.523515,-0.662425,-0.6718933333333333,-0.53299,-0.4951,-0.44332759999999993,-0.25411999999999996,-0.214131,-0.03628600000000005,-0.175194,-0.3713519999999999,-0.2720093333333333,-0.09100800000000003,-0.209398,-0.22360000000000002,-0.07838,-0.2715888,,-0.11897,0.10893333333333333,0.07736466666666669,-0.184456,-0.09100700000000006,-0.28043,0.136295,,-0.10364,0.11735,-0.25517,0.1299799999999999,0.01633,-0.2851625,-0.2299172,0.0100159999999999,-0.12257666666666667,-0.01313666666666663,-0.16992999999999994,-0.21728766666666666,-0.03734000000000001,-0.32147000000000003,-0.2741099999999999,-0.32146800000000003,-0.43511999999999995,,0.073156,-0.15099000000000007,-0.3198925,-0.057334000000000024,0.29288400000000003
2,181,2,2,,,,,,,,,,,,,,,,,,,,,,,,-0.8399166666666668,,,,,,,,-0.65786,,,-0.67703,-0.79201,-0.6387,,,,0.0559695,-0.025473,-0.22988333333333333,-0.13406433333333334,0.060762,-0.2075199999999999,-0.26502,0.226045,0.28353725,0.29072,,,,,,,,,,-0.31292,,0.4727699999999999,
3,718,2,1,,-0.0002,-0.23612,,,1.687,,2.36615,,,,,2.0444,1.050725,0.19997,,1.3867,0.37155000000000005,0.60032,,4.680033333333333,,1.5869,,1.7203066666666667,,2.065875,1.3795675,3.2741,2.506733333333333,3.4598999999999998,3.5314,,,1.4868,,,,,1.4582,,2.18025,,,1.6012,0.9005799999999999,,,,,,,,0.0569919999999999,-0.2575699999999999,,,,,,1.6584,0.48594000000000004,0.35725
2,566,1,1,-1.0594,-0.9795640000000001,-0.78487,,,1.3242464999999999,0.051293,,0.91241,0.4256899999999999,,-0.48535,,,,,,,-0.64759,,,0.38825,-1.0969,,,,,-0.17335,-0.09846000000000003,-0.85975,-0.20247,,,0.20937000000000006,-0.85975,,-0.70999,-0.9346300000000001,,,-0.20454999999999995,,,-0.80983,0.5817050000000001,-0.8722099999999999,,-0.990805,-0.87223,-0.922145,-0.3855099999999999,-0.54775,-0.95959,-0.82231,,-0.29815,-0.50199,,,,0.8375299999999999,1.3367,
1,878,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9406,,1.81,0.91822,,1.375,1.5925,1.1466,,,1.2227,,,0.66808,0.804025,,,,,1.1792,,,,,0.21129,0.75508,2.0819,,,2.3538
2,244,2,2,,,,,,,,,,,,,,,,,,,,,,-1.4934,,,,,,-1.3645,,-1.2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,68,1,1,-0.86998,-0.81162,,,,-0.7308100000000001,,-0.90141,,-0.744275,,-0.91039,,-1.081,,-1.1259,,-0.93732,,-0.10228,0.98417,,0.023426666666666634,-0.5961266666666667,0.60257,-0.5811566666666667,-1.0451,,-0.219,,0.19403,0.84052,,,,0.6160399999999999,0.418501,,0.2898043333333333,0.32871,0.23593000000000006,-0.55123,-0.92834,,0.26586,,,-0.93732,,-0.8003925000000001,-0.46144,-0.8804566666666668,-0.9575275000000001,,-1.1977,,,-0.73979,,,,,1.1638
3,718,2,2,-0.57212,-0.6865100000000001,,-0.64361,,,,-1.43,,-1.4014,,-1.0726,,,,,,,-1.287035,,-0.929595,0.26435,,-1.3585,-1.6731,,-1.3346666666666664,,,-1.4157,-1.4157,-1.6016,-1.3442,-1.4586,,-1.3584999999999998,,,,,-1.5301,-0.80089,,,-0.24327,,,,,,1.4153,0.34295,,,-0.72938,,,,,,,,-0.3290599999999999
2,555,1,2,,-0.888525,-0.6993199999999999,,-0.6763899999999999,,-0.42984500000000003,-0.78532,,,,-0.35531,,,,,,,,,-0.6620525,,-0.40691,,,-0.99748,,,,,,,,2.3317666666666668,,,2.1674,1.7661,,,,1.4909,-0.28651,,-0.99746,,,-0.882795,,,,-0.84266,,,,,-1.0204,,0.27538,,,0.26391,
0,884,1,2,,,,,,-0.65857,,,,,,,-0.44747,,,,,,,,,,,,,,,0.08027,,,,,,,,,,,,0.016941,-0.05166499999999996,,,,,,,,,,,,0.26497850000000006,0.54468,-0.0147229999999999,,-0.046388,,,,,,
2,603,2,1,,-0.567205,-0.46599,-0.41201,1.113,0.05359999999999998,,0.10757000000000005,,-0.41875,-0.76289,0.35047999999999996,,0.25377,0.5686666666666667,0.6608850000000001,-1.12725,1.4323833333333333,0.4382233333333334,0.3842175,2.5705,-0.92484,0.19079333333333337,0.3887333333333333,,-1.1813,1.0455,,0.5192,,0.6226433333333333,2.3141,2.3579624999999997,2.3950333333333336,0.4213525000000001,,0.5731533333333333,1.221,,2.2960999999999996,3.3802,-1.1543,,1.8957,0.9600466666666666,,-1.3837,0.22900999999999996,,,,,,,0.7216149999999999,0.10757,-1.3567,,,,,-0.2095699999999999,
2,43,2,1,1.076935,2.3075,,0.24485500000000004,,-0.5437025,,-0.461665,,-0.46166,,-0.009624999999999995,-0.17035,,0.017163,-0.036412,,-0.6793100000000001,,,0.0015366666666666677,-0.61234,0.3721,0.40558200000000005,-0.2306208,0.42902,0.5278,-0.09752299999999998,-0.32438,0.45246,0.12431319999999997,-0.13686250000000003,-0.093335,-0.327725,-0.25071,0.48260000000000003,0.090829,-0.089987,0.26160000000000005,0.7538199999999999,-0.12012249999999995,0.36205,0.064041,0.10589749999999999,,-0.036414499999999995,-0.220575,-0.4069756666666667,0.04172033333333334,-0.21053,-0.056503,0.13771,-0.31767999999999996,-0.210532,0.11761499999999998,-0.20606666666666665,-0.02078666666666665,1.6445,,,,,0.08413000000000001
0,190,1,2,0.1119,,,-0.54389,,,,-0.6474300000000001,-0.3972,,-0.7078399999999999,,,-0.56115,-0.4576,,,,-0.3368,0.12916,-0.52663,-0.21599,-1.0098,-0.0693039999999999,,,-0.8976700000000001,,,,,-1.0444,-1.0875,,,0.41678666666666664,,,,,,-0.1469599999999999,,,-0.4576,,,-0.25051,,,,0.6727550000000001,-0.12539,,,0.56925,-0.7380375,,-0.75098,-0.3281699999999999,-0.28934100000000007,,
2,1001,1,2,0.3347,-0.42496,,,0.48078,,,,,,,,,,-0.403045,,-0.015915,,,-0.80479,-0.52722,0.10826100000000001,-0.527225,-0.23505000000000006,,-0.5710500000000001,,,,0.14478,,,0.26165049999999995,-0.030524,,-0.34461499999999995,,-0.5272233333333334,-0.41035,-0.782875,-0.6733100000000001,-0.73175,-0.6733100000000001,,,,-0.4395699999999999,,,,,,,,,,,,0.88252,,1.3573,,-0.62948
0,190,1,1,-0.19011,,,,,,-0.21311666666666665,0.53471,,-0.470545,,-0.47486,,,,-0.24188,,,,,,2.4762,,,,,,,,1.3588,1.6047033333333331,2.3726,1.5011,0.33625,0.61237,,,,,,,,,,,,,,,,,0.1866933333333333,1.1215,1.0956,,-0.23756500000000003,-0.31954,,,,,,
2,591,2,3,,0.1598235,,0.02640333333333335,,,,0.072809,0.15402,,,,0.096012,,1.349,,,,,1.581,1.14017,,1.5578,0.8269299999999999,1.64195,1.3838,,,1.4418,,0.18883,0.51368,1.26201,,0.6529,,1.2446,,,,,,,,,,,,,,0.18883,,-0.82053,,,,,,,,1.001,,
2,578,2,2,,,,,,1.5025,,,,,,,0.023523,,0.052523,,-0.005477,,,,,,,-0.0924779999999999,,-0.15048,,0.32803,-0.38248,,-0.45498,,,,,-0.657985,,,-0.32448,-0.17948,,-0.57098,,,,,,,,,,1.691,1.492886666666667,,,,,,,,,-0.665235,
1,208,2,1,,-0.23451499999999997,-0.31745499999999993,,,,,,,,-0.19523,,,-0.11665,,,0.14527,,0.0026700000000000057,-0.055535333333333325,0.2727528,0.6167299999999999,0.15982333333333335,0.13654,0.4945,0.84373,0.8611949999999999,0.878665,2.1642824999999997,1.5946,1.9613,,0.78262,0.94705,1.0271,0.6472899999999999,1.5509333333333333,,2.01805,2.356325,2.21008,1.2366,,,,,-0.50953,-0.31309,-0.30873,,-0.34365,,,-0.66669,,,,,,,4.013,3.9257,2.8896333333333337
2,770,2,1,,,0.5597799999999999,-0.891115,0.61139,,-1.0402,,,-1.0746,-0.99434,-0.81083,,,,,,,,,-1.3155,,,-1.0345,,,-0.56997,,,,,,-0.69613,,,,,,-0.8337700000000001,-0.8337700000000001,-0.6387849999999999,-0.86818,,,,,,,,,,,,,,,,,,,,,
3,853,2,1,,-0.09629499999999999,0.21972,0.26408,,1.9717,-0.6969066666666667,,-0.48993,0.5856399999999999,0.56903,1.9717,,,1.0735,,,,0.7187,1.5725,,,1.4062,0.5191100000000001,,0.5191100000000001,,,,,,,,,,,,1.8275,,,,,,,0.8961100000000001,-0.21272,-0.21272,0.40823,,-0.77823,,0.862855,0.45258,,,0.8295799999999999,,0.86285,-0.30143,,0.65217,,
0,18,2,1,,,,,,-0.5402600000000001,-0.79773,,-0.75267,,,-0.79129,-0.34073,-0.96508,,,,,,,,,,,,,,,,2.1631,0.25144,1.9829,2.9194,2.9516,0.16777,,0.60546,,1.224986,0.44454,,,,,,,-0.65612,-0.292455,,,,,,-0.49521,,-0.55314,,,,,,,
2,516,2,1,-0.14142,-0.3681905,-0.17382,-0.15222,,,,-0.68134,,0.26891666666666664,-0.33219600000000005,0.3553,-0.34659,,,,-0.59496,-0.46538,,,-0.6957433333333333,-0.68134,-0.39698666666666665,-0.8433200000000001,-0.86492,-0.61655,-0.7947299999999999,,-0.71374,-0.73534,-0.3753916666666666,0.20413,-0.9513050000000001,1.2948,-0.92971,-0.346595,0.96002,-0.36819,0.506465,-0.12342666666666673,0.495695,0.42010333333333333,-0.978305,-0.86492,,0.4201,,-0.67055,,1.122,,0.4524899999999999,,-0.53017,,0.2581199999999999,0.22572550000000002,-0.59496,-0.7407349999999999,-1.0269,-0.8433300000000001,0.25812,
1,942,2,1,2.3537,,,,,,,,,,,,,,,,,,0.85183,,,,,,,,0.92267,,,,,,,,,,,,1.2485,,,,0.89433,,,,,,,,,,,,,,,,,,,,1.5461
0,750,1,1,-0.71231,,,,,,-1.1633,,,,,,,,-1.1633,,,,,,,,,,,,,-0.97471,,0.2635,-1.0157,-0.49090999999999996,-1.0157,-0.38020999999999994,1.6985,1.6985,1.7559,1.5345,,,2.6456,0.7063,,,,,,,,,,,-0.17931,,,,,,1.5878,0.8129,1.7395,0.8347666666666665,
