fov,cellID,rep,dbscan_ldp_nbr_allele,chr4-g711,chr4-g712,chr4-g713,chr4-g714,chr4-g715,chr4-g716,chr4-g717,chr4-g718,chr4-g719,chr4-g720,chr4-g721,chr4-g722,chr4-g723,chr4-g724,chr4-g725,chr4-g726,chr4-g727,chr4-g728,chr4-g729,chr4-g730,chr4-g735,chr4-g736,chr4-g737,chr4-g738,chr4-g739,chr4-g740,chr4-g741,chr4-g742,chr4-g743,chr4-g744,chr4-g745,chr4-g746,chr4-g747,chr4-g748,chr4-g749,chr4-g750,chr4-g751,chr4-g752,chr4-g753,chr4-g754,chr4-g755,chr4-g756,chr4-g757,chr4-g758,chr4-g759,chr4-g760,chr4-g761,chr4-g762,chr4-g763,chr4-g764
3,741,2,1,-0.36414,-0.24873,,-0.020113333333333334,0.26508750000000003,0.43933524999999995,1.032394,0.5036999999999999,1.3659933333333332,1.3567466666666668,1.25058,1.33382,,-0.11999,0.23587666666666665,1.4514,-0.044527,,,,,0.42269,0.8370066666666668,,,,,-0.5505800000000001,0.23015249999999998,-0.08300066666666665,,,-0.16216,-0.1355299999999999,-0.306435,-0.3782033333333333,,-0.5061899999999999,-0.40187,,-0.13109,,,,-0.52173,,,,,
2,1001,1,2,,,0.5308849999999999,,,,1.2193,5.8099,,,0.723654,0.882935,0.86131,0.90458,1.0855,,,,,,,,,1.4396,0.19652,,,,,,,0.13358,,,,,,,,,-0.031637,0.086374,-0.44468,,,,,0.55842,,
3,353,2,1,0.88249,1.2374,2.8011,1.956994,2.1805,1.1826500000000002,4.2837,1.8296,,2.072343333333333,,4.88,0.3663350000000001,1.8813600000000001,1.4139,2.795,,,,,,,,1.2415,0.40385499999999996,-0.39929,0.10267499999999999,0.787175,-0.14171533333333333,0.1574365,,,1.0306,0.27405500000000005,-0.15794,,,,,,,,,,,0.014452,-0.4317399999999999,-0.4641899999999999,-0.33439,
1,77,2,2,0.97228,,1.2961,1.24615,1.6441,,,,,,,,0.71204,,,,,,,,,1.1145,,,0.58495,,,,,,0.097748,0.11893,,,,,,,,,,,,,,,,,,
3,86,2,1,-0.065301,,-0.17337,-0.1953,-0.01935666666666667,0.9770099999999999,3.51978,,1.627,3.5448399999999998,,3.991575,,,,,,,,,,0.922175,,,0.8081300000000001,-0.50541,-0.2835299999999999,-0.07887333333333336,0.530636,,0.8431,,,,,0.18920999999999993,0.04746500000000001,1.3412,-0.29084,-0.42553,,-0.29397,,,-0.36445,-0.23289,,,,
2,555,1,1,0.82125,,,0.25642,,,,1.305,1.3579999999999999,,1.6614974999999998,1.2394,1.1957499999999999,1.177,1.7928,1.7241466666666667,1.1895,1.226955,,1.8167,,1.305,0.98665,1.1614,0.26266,0.2361355,0.7526,0.26266,-0.0119569999999999,-0.0525259999999999,,,,,,,,0.601245,,,,0.1159869999999999,0.40309,,0.52479,0.14875699999999997,-0.30218,,-0.06292799999999997,-0.12118
1,142,2,1,,1.5980999999999999,,0.9372400000000001,1.0205549999999999,1.5108,1.6911566666666669,1.4824566666666665,3.5522,3.32125,1.4762733333333333,3.23665,0.30432,,0.12525266666666668,0.57477,,,,,,,1.8776,,-0.004415,0.65874,0.65874,0.773575,-0.16619,0.29814,-0.17113,0.129575,0.9082033333333333,1.1132,2.5358,2.14255,0.76742,0.138215,-0.0995055,0.22158,0.53278,-0.072746,-0.1088894,0.022753,0.3426,0.5303066666666667,-0.29833,,,
3,91,2,2,,0.0624169999999999,0.0624169999999999,,-0.26768,1.087,2.3232633333333332,5.727,3.7536883333333333,5.3533,-0.38835,3.80353,,1.47075,,,,2.1567,,,,2.3482,,-0.4467399999999999,,,,,,,-0.53238,-0.5354899999999999,,-0.34657,-0.35072,,,-0.4124899999999999,-0.46283,,-0.35877000000000003,-0.06759699999999995,-0.3105005,-0.5707866666666667,-0.53238,-0.43117,-0.53316,,,-0.40314
0,620,2,1,0.4518899999999999,1.0455400000000001,0.91289,0.75922,0.96408,,1.2636,,,0.05197499999999995,-0.099718,1.6477499999999998,0.8143866666666666,0.8656,1.3069,,,,,,,,1.237546,,1.019275,,0.7671,,,,,0.78483,,0.968045,,0.7868,0.5543399999999999,,0.25489,0.93653,,1.1217,,0.40855,1.5039,0.4913,0.8262,0.79074,0.8262,0.92865
0,55,2,2,,,,-0.45364,0.17686,-0.1834299999999999,0.5666306666666666,,2.8991499999999997,2.7278,,2.2147,2.374,0.11975950000000005,1.848,,,,,0.97142,,2.0169,0.030494500000000004,2.5686,0.35057333333333335,0.96984,0.647162,0.9190000000000002,,-0.43353499999999995,,,-0.39896,,-0.36196,,-0.030626,,0.29749,-0.08155833333333336,-0.46651,-0.31371,,,,,0.2114445,0.24039499999999997,-0.0065,0.38274
1,233,1,1,0.1491,0.716695,0.22171499999999994,-0.016884,,-0.15323,1.1183,0.808595,1.3376,0.1491,,0.479575,0.636665,1.0412566666666667,,1.2664849999999999,,2.3839,,,,1.90375,,,0.70187,,,1.7674,3.6792,,1.6992,,-0.11024899999999994,0.23505,1.6726,0.15799,,,,,,,-0.35181,0.04536000000000004,,,,-0.3755199999999999,-0.18286,-0.30735
1,612,2,1,,,,,,3.1073,,,,,,,,,,,,,,,,,,,1.3376,,1.4407,,,,,,,,,,,,,0.29813,0.15209,-0.14,,,,,-0.93035,,,
0,158,2,1,,1.2403,1.311015,0.79993,1.185,3.8644,3.4669999999999996,5.9149,2.5042,3.9105,3.5208285714285714,1.3305,,2.2707075,1.10004,1.4848033333333335,1.734,,,,,-0.5131100000000001,2.5916333333333337,1.37898,1.9962,,,0.86344,1.7862600000000002,-0.56842,,0.17106,,,0.25709499999999996,0.280655,0.47013499999999997,,,-0.17103,0.32264999999999994,-0.17922,,0.026991666666666653,-0.32056,0.007189,,0.061475,,0.27349
2,80,2,1,,,-0.348648,-0.283315,-0.41411,0.607145,0.55882,0.60263,,0.27532,0.80624,0.80624,0.72505,,,0.12326,,,,,,2.8256,,-0.080351,,,-0.094526,-0.0835735,,,-0.25818,,-0.4360199999999999,-0.55457,-0.42700000000000005,,-0.54813,-0.45148,-0.54813,-0.2135083333333333,-0.17227333333333328,-0.41720199999999996,-0.20922,-0.31875,-0.3806066666666666,-0.360502,-0.30285999999999996,-0.37545333333333325,-0.43923999999999996,-0.39736
0,275,1,1,,,,,0.29312,0.7298033333333334,2.96455,1.7094,7.443350000000001,,7.7702,,1.3149760000000001,2.0258,,,2.0258,,3.8892,,1.923,1.5541,1.3743,1.1618,1.47355,-0.14122,0.057269,-0.20193000000000003,,,0.13433,,-0.1575599999999999,,,,-0.32803,,,,,-0.40742,-0.59891,,0.033918,,-0.39808,-0.5055,,1.1921
2,181,2,3,1.3082,,,,,0.6985072000000001,,1.0817350000000001,1.1756,1.1756,0.703665,0.7622249999999999,,,,,,,,,,0.84834,1.9627,,,0.212805,,0.15769,0.4200643333333334,-0.069662,0.011288,0.0147319999999999,-0.1351099999999999,-0.07224749999999995,-0.08215024999999998,-0.12650149999999993,-0.0558835,,0.3165725,0.37987,0.0732895,0.0612375,0.3459966666666667,,0.09740424999999997,,,,,
1,94,1,2,,,,,6.16855,,,,1.64,,,,3.5692,1.343095,1.7755,0.84172,,0.89346,,,,,1.4281,,,,,0.050827,1.2261,1.5932,,-0.2165,,,,,-0.11918,,,,0.055754,,,,,-0.2497599999999999,,,-0.09125699999999999,
2,199,2,1,,,,,0.36214,,,4.19805,2.805283333333333,,,,5.215,2.2483233333333335,1.8577,1.9223875,3.6615,,1.4523,,,1.63452,1.5408650000000002,1.2586866666666667,,,0.13730200000000004,0.1106166666666667,1.6635,,-0.28229,-0.20848,-0.24936000000000003,-0.1819068,-0.191445,-0.248505,-0.20847666666666664,-0.295345,-0.085837,,0.021473,-0.10542649999999995,,,,,-0.19996,-0.14431699999999995,-0.24254,
1,189,2,1,,0.27144,0.2722425,0.125163,0.0272395,1.1687171666666667,0.7791766666666667,0.6985899999999999,0.7646700000000001,0.76951,0.7542000000000001,1.9128633333333331,1.44488,0.9161866666666668,4.9556,3.9191,4.560650000000001,,,,,,,,1.9881,,0.58414,,0.1860099999999999,0.19487,0.6494205,,,0.008703,-0.19278,-0.0291765,0.0473875,,0.07317649999999995,0.019986,,0.087686,,0.31898999999999994,-0.261285,,,0.28917,-0.006878999999999996,-0.092846
2,566,1,1,-0.006684,-0.16212533333333334,,,,,2.4436,1.6734749999999998,1.4478533333333334,1.234,2.1652500000000003,,,0.6779675000000001,0.62073,1.11249,0.738015,3.05125,,,,,1.9667044999999999,3.7719,0.5062687499999999,,,,1.464328,-0.07309999999999994,,,,,,,0.1600599999999999,-0.0811083333333333,,,-0.14234,,,,0.29713,0.2307175,,0.24485,,0.5896399999999999
0,89,2,1,,-0.2527,,,1.48059,3.493,3.5534499999999998,4.1880999999999995,5.9552,,3.68415,4.42666,1.1642000000000001,,0.51351,,,,,,,2.485,2.3789833333333337,,1.5108400000000002,,-0.7878,-0.55669,-0.49624666666666667,,-0.2821288888888889,-0.19580999999999998,-0.33921333333333337,-0.522025,-0.368694375,-0.19165999999999997,-0.40647325,,,-0.27225,-0.0642549999999999,,-0.2224699999999999,-0.20292,,,,,,-0.48321
0,215,1,1,,-0.27999,-0.34779,,,1.164885,0.75339,,0.93107,2.245,4.8425,,,,,,,,,,,,,2.0159,2.2497,,,,,,,,,,,-0.1934799999999999,-0.19348333333333334,,,,,,-0.1210099999999999,,,,,,,
1,468,1,1,0.39445,,,,,3.6712260000000003,1.5894,3.8654,9.0299,,4.6921,,,,,,,,,,,,2.1282495,,2.3475,,,,,2.2353,,,,-0.003853,-0.1846,-0.077487,,-0.070795,-0.070795,0.15178999999999998,,,,,0.65887,,,,0.44131,0.34759
3,718,2,2,0.67762,,1.409,,0.98732,2.0569,0.7300300000000001,,2.616,1.9902,1.9052666666666667,,,,,2.6811,,,,,,2.3047,2.56435,,1.9354333333333333,,,1.1255,2.0284,,,1.5329,0.93729,0.74433,0.52992,0.144,,,,-0.082317,,,0.4203399999999999,,,,,,,
0,544,1,1,,0.41299,-0.24111,,,0.5571699999999999,2.2569,2.2569,,,,,,,2.1173,,3.3739,,,,5.7141,,,2.2751,,3.65465,,2.1385,,,,,,0.290085,,0.43575749999999996,,0.10795,,,,,,,,,-0.42322,,,
3,62,2,2,,0.34394,,,0.13072999999999996,,,,,,,,,,,,,,,,,,2.9345499999999998,,1.6224949999999998,,0.25783,0.6036119999999999,0.035056,,0.0418889999999999,0.09861,-0.0032149999999999956,0.2933699999999999,0.25054666666666664,-0.081116,-0.17268499999999998,,,,,,,,,,,,,
1,339,2,1,0.00056,0.005566333333333333,1.9003,,3.989095,,,2.3234,4.7688,6.7879000000000005,4.1568,7.38065,7.5822,3.53932,-0.25725,2.8049399999999998,3.48725,,0.8916299999999999,,,,2.2795525,,,2.1256,0.7155866666666667,5.5698,3.81265,1.4448,-0.32733,-0.44748,-0.34109999999999996,-0.23097,-0.10331474999999998,,0.0005604999999999985,-0.20594,-0.2772699999999999,-0.27665,,-0.25057666666666667,-0.268515,-0.37739,-0.39992,-0.13961,-0.32733,-0.082039,-0.02822000000000001,-0.14085999999999996
2,648,2,1,,0.0950625,0.082735,,,0.9925,,,,,,,3.5492,,,1.705,,,4.025,,2.8737,,,1.027,3.5467,,,,,-0.39064,-0.2612,-0.41652999999999996,-0.38078,-0.3629,-0.33147,-0.402965,,,-0.34626,,,,,,-0.47693,,,-0.20573,0.077805,
2,591,2,1,,0.2058199999999999,-0.0704023333333333,0.1533,,1.1045025,3.14896,2.5627999999999997,,,4.6176,,,2.1121,,5.166833333333334,,,-0.3291199999999999,,,4.5748,1.437155,,1.1421133333333333,,-0.3291199999999999,0.69602,,,-0.204625,,,-0.34468,-0.69871,,,-0.1209799999999999,-0.015937,,,,-0.18517,,,-0.091801,-0.091801,-0.1209799999999999,1.1123,-0.07721299999999999
0,164,1,2,,2.3739,,,,,,,,,2.661025,,,0.5536500000000001,,,,,,,,,4.8512,,0.0724799999999999,,,0.39327,,,,,,0.2484,,,,0.080759,,-0.091018,,-0.099297,,-0.086879,,,,,-0.15104,
2,808,2,1,,0.83044,,,,,,,2.10115,,,,,,,,0.26506,,,2.563,,,2.563,,,,,,,,0.31543999999999994,,0.71568,,,0.8416399999999999,-0.1044,,,,-0.34511,,,,,,,,,
0,406,1,1,,,,0.18408166666666667,,0.034963,3.6853,,4.3518,4.8866,4.6788,5.421399999999999,5.5168,,,2.27855,,,4.4086,,,,,,2.724745,,,,,,-0.26403000000000004,-0.44191,,,,,0.297245,0.44371,-0.3102,,,,-0.3257215,-0.64856,-0.4260199999999999,0.31428,,,-0.076308,
2,230,2,1,0.17638549999999997,1.0398,2.307,0.98103,,1.55786,2.2160733333333336,1.268,5.7301400000000005,3.5289,5.1756,4.993975000000001,4.3885000000000005,,,3.1481,,,,,5.2279,4.31098,1.8827866666666668,,2.0739475,-0.13638,1.54731175,0.011536,0.2770773333333334,,,0.06618933333333334,0.034704,,,0.45752624999999997,0.9320200000000001,0.04005,0.99529,0.0813956,,,0.374203,0.60321,,-0.17381,,-0.0704429999999999,0.278855,
0,27,2,1,0.55918,0.525425,1.087305,0.1140299999999999,0.8358716666666667,1.4166185714285713,1.444,,2.9363,3.1078,0.597494,,0.83009,,,0.3585,2.5961000000000003,1.3646150000000001,2.8196,,3.4599,4.0182,2.0377899999999998,3.3249,2.1719,,,3.5402,,-0.1578,-0.09516433333333334,0.38221,,-0.137735,0.1268,,-0.27091,-0.26270000000000004,0.097612,0.02159733333333333,,-0.29828,-0.14381533333333327,-0.15354199999999998,-0.35301,0.1030799999999999,-0.14685,0.09305000000000001,-0.23533499999999996,-0.181515
2,244,2,3,0.210696,0.40968,0.3765199999999999,0.25256733333333337,0.052913,1.4981,,4.1653,,,,1.01064,1.6106,,,,,,,,,,4.43865,,1.5151466666666666,2.2418,,1.2991,-0.12195,,-0.15210133333333334,-0.10989,-0.1380299999999999,0.14035000000000003,,-0.01743549999999995,0.085072,-0.047583,-0.0897925,-0.13401,,,-0.28074,,-0.19029,,,,,
1,94,1,3,,,0.70128,,,,,3.0666,3.3609999999999998,,4.7112,,,,,,,,,,,3.0542485,,,3.04685,0.1050325,-0.3754166666666667,0.02126,0.018797,,0.18018,,0.54852,,0.029886499999999996,,,0.22822499999999996,0.3579866666666667,0.10257,0.36374,-0.039103499999999944,,,,,,-0.29904,-0.17830999999999994,-0.3516066666666666
1,84,1,1,0.3323365,1.8222,0.027943,,0.94001,,,0.7629100000000001,2.7354,,1.018595,,,0.0998925,,,,,2.8992,,,2.5959000000000003,3.68725,,3.036,1.3031,0.37772,,-0.25099066666666664,,0.306875,0.11871,-0.16244,0.8426100000000001,0.101,0.22607499999999994,-0.1978599999999999,-0.024743999999999995,-0.20007,,-0.12702,-0.014118,-0.2310699999999999,-0.11152,-0.0583929999999999,-0.21445999999999993,,,,
1,820,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3.1209,,,,,,,1.3062,0.95821,,,,,,,,,,,,,,,,,
2,260,1,1,,0.27937,,-0.011634666666666701,0.7111705,1.7344,4.7545,3.8826666666666667,3.7005,,3.28705,4.8101,2.90675,2.376765,3.0191,,,,,,,2.204045,2.214705,4.9489,,2.1272,,,-0.24468,-0.30501,,,0.26518,0.53489,-1.443,,-0.1323,,-0.019915000000000002,-0.28845,0.17409,0.36455,-0.044757,0.16344,,,-0.18789699999999998,-0.04594000000000001,,
1,6,1,1,-0.22005,,,,,,6.9688,6.2083,,,7.6401,5.0575,,,1.4432,,,,,,,3.6637500000000003,1.6044475,4.7864,2.5312,3.4538,2.050035,0.75544,,,-0.14730000000000001,0.04284,,0.23959,-0.041484,,,,,,,-0.43499,-0.048100000000000004,0.60995,0.28588,-0.20351,,,,
1,208,2,1,0.42001,,,1.2095366666666667,0.728886,,1.4154666666666669,4.5997,5.7313,4.3255,4.1688,2.9005,,,,,5.5595,,4.0392,,4.6766,,4.6766,,1.6188733333333332,,,0.21509,1.7716,,0.029758,0.12619249999999999,,,,,0.74245,-0.16612,1.1402,0.98504,1.040051,0.15482,1.6164,0.73868,,,,,,0.1277
1,718,1,2,,,,-0.065652,,2.0698,,3.4825,,,3.0345,,3.4923,2.30195,,,,,,,,,3.8324,,2.5015,,,4.7448,,,0.032454,,,,0.33004,,,,,,,,,,,,,,,-0.28476
0,99,2,1,,0.440175,0.4383066666666666,0.70218,0.65352,2.4838,3.7217000000000002,4.984450000000001,9.6345,7.6938,2.9198125,6.272166666666667,4.6358999999999995,0.87809,0.73773,0.8837,,,,,,5.2535,-0.07446549999999995,4.3964,,,,,,,,,-0.134348,0.29047633333333334,-0.20172,,-0.31401,-0.12499,-0.19236,-0.29716,-0.37638666666666665,,-0.38699,-0.1409,-0.32523,,,-0.1830099999999999,-0.06978549999999989,-0.10628
0,250,1,1,,,1.1294,,,0.96279,,,,,3.9551000000000003,,,3.1991333333333336,,2.7751,6.4275,,6.072800000000001,,6.1738,5.2486999999999995,2.8806766666666666,4.250863333333333,0.4857399999999999,0.53874,0.942615,,,,,-0.21848,,,,,,,,0.384775,,,,,-0.1882,,,1.6165,,0.20556
1,81,1,1,,,0.9429400000000001,,0.47893,2.6467,4.352,,3.1405999999999996,3.5324666666666666,3.8425249999999997,3.90815,2.6631,1.583,,,,,,,4.5161,5.2471499999999995,2.6671066666666667,2.962533333333333,2.0305666666666666,-0.20885499999999996,,,,,1.1473,,,,,-0.4341399999999999,-0.35954,0.11788,0.329735,-0.099945,0.07013666666666664,-0.12382,-0.29091500000000003,-0.67882,0.13081,0.43716,,-0.24018666666666663,-0.17453933333333335,0.070137
2,569,2,1,0.16001750000000003,0.0891245,,,,0.55701,0.78191,4.3979,2.9976,7.335233333333332,2.0080975,1.680714,,5.0217,-0.30738,,,,,,5.0863,4.14855,3.6826175,3.757733333333334,1.6942,,-0.24089,-0.48143,0.86112,,-0.39734,0.28371500000000005,-0.349425,-0.3210699999999999,-0.3054199999999999,-0.22133,-0.15875,-0.41591999999999996,-0.40907000000000004,-0.49903,-0.43841,-0.449165,,,,-0.416895,-0.34062749999999997,,-0.41298,
2,578,2,1,-0.047795,-0.011529249999999974,-0.30463,,,,,6.1021,5.4338,6.2043,5.878550000000001,4.0902,,,1.0414,0.49204,,,,,,,3.3731999999999998,,,,,0.8297399999999999,,,0.71559,0.7369899999999999,1.9498,,1.1127,,,,0.5459466666666667,1.2007,,0.590735,1.2364,,,2.1235,1.1746,,,
1,137,1,2,,,,,,7.8219,8.7534,8.4299,,10.0903,9.7732,,,,,,,4.1775,5.0338,,,5.0338,2.86517,2.4386,,2.6674,,-0.14354,-0.23506,,,,,,,,,,,0.29771,-0.182761,0.059111,,,-0.1893,,,,,0.23888
2,119,1,1,0.036326,1.2167,,,1.701,2.8262666666666667,3.70325,3.69298,4.4661,3.01465,3.8022,2.7906,,1.3067433333333334,1.4018300000000001,1.68585,2.1628903999999998,,5.4843,,,4.89349,3.15039,2.919396666666666,2.853426666666667,,,,0.5380499999999999,,,0.21094,0.4189233333333333,0.15739,,,,,,,,,,-0.51778,,-0.27798,,-0.35714,-0.87399,-0.262845
2,68,1,1,,,,,,1.18647,,,,,,,3.3105,,3.3105,2.7827,,,,1.699,,,4.9147,,2.1425,5.172000000000001,,,2.507735,,1.1815296666666668,0.5753299999999999,0.46149000000000007,1.1401,1.112,,,,,,,,,,,,,,,
1,826,1,1,,5.8468,5.5736,3.375655,,5.427466666666667,3.3505019999999996,,7.22165,2.7413,5.3795,,5.3867,,,,4.329986666666667,,,,,7.3349,3.3361,1.9146,1.73845,2.37466,,,,,,,,,,,,1.7744,1.7744,,-0.0120019999999999,,,,0.7356199999999999,,,,,0.7536
2,516,2,1,,0.160665,-0.093588,,2.1367,,,,,,,,,,2.4266,,,,,,3.9655,3.6391666666666667,,,,5.2257,2.9485,,0.04469,,-0.1969233333333333,,,-0.15604,,,-0.1872599999999999,-0.20956,,,,,,0.1383625,,,,,0.535355,
2,711,2,1,0.20651,1.743945,2.0505,4.362,3.29803875,5.5475,7.1088000000000005,,4.45735,4.568875,3.7346,4.287611666666667,5.319125,,,,,,,,0.29716,6.44445,0.13495,3.1573,5.7312,,,1.2585,0.81003,,0.092009,0.058612,-0.00818,-0.0224925,0.0029519999999999998,0.11825,-0.10121,,0.35202,-0.19424666666666668,,-0.14176,-0.627205,,,-0.72858,,-0.59738,-0.5628,
1,98,1,1,0.9045,,0.0325839999999999,,,,,,,,,,,,,0.179615,0.0305279999999999,,,,,,4.418900000000001,3.1994,4.03945,0.3801199999999999,,,1.1348,,,0.13746,0.10045,0.12512,,,0.022302,,0.75438,,-0.19568,,0.022302,,-0.029108,-0.029108,,-0.12884,,-0.10314
0,353,1,1,1.3959,2.9666,1.44874,1.2363750000000002,,3.69245,,,2.7464,,7.1889666666666665,5.7306,,2.0049,,3.3318,,,,,,3.9037,3.3329,4.4542,,,-0.11189,,0.30607,,-0.016391000000000048,0.13192,0.045405,-0.14447999999999994,-0.2107699999999999,-0.001785,,,,,,,,,-0.06358,,,-0.09841,,
1,843,2,1,,1.5688,,,0.66022,3.42524,,6.0617,5.0736,4.49915,5.9018,-0.40929,,2.028,1.8278,1.2803,5.578,,,,,2.6206,,5.24435,4.1611,1.943605,,0.914355,,-0.30332,,-0.24445,0.193819,0.2893199999999999,-0.21402999999999994,-0.1895,-0.07568,-0.11689,,,,,,0.036176,0.2559599999999999,,,-0.47405,-0.34453,0.036176
0,190,1,1,-0.32341,-0.26225,1.6484,,,1.8221,3.312,4.636675,3.9987999999999997,2.339933333333333,6.71,1.5358966666666667,6.5388,,,2.605,,,,,4.6722,4.4675,4.929833333333334,2.8610333333333333,3.8551,,2.7036433333333334,1.51018,,,,,,0.014199,,0.154866,0.05089500000000002,0.0013532500000000003,,,0.12265466666666665,,-0.05756199999999997,0.20134950000000001,0.085145,0.12428600000000001,,,,
2,636,2,1,0.42502666666666666,0.73946,0.5904,0.248006,0.3155516666666667,1.94015,2.2121025,,3.6673,3.6673,3.8303,2.3955,3.22585,1.14825,,,,,,,,,1.3474,,6.821,-0.1246599999999999,,,,-0.77218,,,,,,,,-0.39485,1.7876,,,,0.456465,,,,0.43201,,,
1,98,1,3,,,1.2993,,,1.18622,1.6695,3.7464,3.38145,2.1754,2.9177,,,0.7790600000000001,0.5446485,0.8489700000000001,-0.25326,,,,,,3.5514814,,4.9011,,,,,0.51995,,,,,,2.1178,,,,,,0.7893399999999999,0.4377,,0.4377,0.233085,0.10867299999999999,,,
