fov,cellID,rep,dbscan_ldp_nbr_allele,chr19-g165,chr19-g166,chr19-g167,chr19-g168,chr19-g169,chr19-g170,chr19-g171,chr19-g172,chr19-g173,chr19-g174,chr19-g175,chr19-g176,chr19-g177,chr19-g178,chr19-g179,chr19-g180,chr19-g181,chr19-g182,chr19-g183,chr19-g184,chr19-g185,chr19-g186,chr19-g187,chr19-g188,chr19-g189,chr19-g190,chr19-g191,chr19-g192,chr19-g193,chr19-g194,chr19-g195,chr19-g196,chr19-g197,chr19-g198,chr19-g199,chr19-g200,chr19-g201,chr19-g202,chr19-g203,chr19-g204,chr19-g205,chr19-g206,chr19-g207,chr19-g208,chr19-g209,chr19-g210,chr19-g211,chr19-g212,chr19-g213,chr19-g214,chr19-g215,chr19-g216,chr19-g217,chr19-g218,chr19-g219,chr19-g220,chr19-g221,chr19-g222,chr19-g223,chr19-g224,chr19-g225,chr19-g226,chr19-g227,chr19-g228,chr19-g229
1,53,1,1,,,-0.5706600000000001,-0.85782,-0.43391,-0.56382,-0.16043,,,-0.92619,,,-0.5159549999999999,,,,,,,,-0.55014,,,-0.58092,,-1.3227,1.3369,-0.12796000000000002,-0.563805,-1.3774,-1.2988,-1.283425,-1.3397999999999999,-1.2544,-1.197975,,-0.956955,-0.96721,,,-0.85782,,,-0.9467,-0.68689,,,,-0.078384,,,,,-0.652679,,-0.1467449999999999,,0.7215600000000001,1.1591,-0.32452000000000003,,-0.6048399999999999,,,-0.5296299999999999
1,94,1,3,,,,-0.83311,,,,0.0564045,,,,,,,,0.31465,,,,,,,,,-0.4529149999999999,,-0.5174749999999999,-0.5407925,,,-0.30944,,,,,,,,,,,,,,,,,,,,0.6805,-0.18032,-0.77572,,,,,,,,,0.35052,0.41149199999999997,,
1,826,1,1,0.51294,,,,,,,,,,,2.8379,1.6325150000000002,,0.6511245,0.43671,3.6001,,,-0.0015930000000000041,,,0.34143,,,,,0.15086,0.7225699999999999,,,,0.0555779999999999,,,,,0.6463399999999999,,,0.58917,,,,,,,,,0.046049,-0.5066,,,0.131804,,-0.12546,-0.1064099999999999,,0.32237,,0.45577,,,1.5825075,0.76068
0,407,1,1,,,-0.41652,,,,1.1025,,,-0.36855,-0.53645,,,-0.34457,,,0.63882,-0.40053,,,-0.008777,0.48372000000000004,,,,1.3824,,,,,,2.0859,,1.2185000000000001,,2.0779,,,,,,,,0.68679,,,,-0.59242,,,0.351,,,,-0.34857000000000005,,,,,-0.236636,,,,1.3024,
0,250,1,3,0.5106533333333333,,,,,,0.019789999999999995,0.19397,,-0.0118775,,0.364188,0.39981,-0.023755,0.19397,-0.17814,-0.3523199999999999,,,,,,,,,,,,,,,,,,,,,-0.25731,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,1,1,1.8044666666666664,,-0.22109,0.3486,0.683,-0.77428,0.2165,0.47245,0.36924,0.38988,0.53024,0.7284,0.16696,0.07063333333333333,,-0.34494,1.2073,,-0.14679,0.6100666666666666,0.5797800000000001,,,0.42291,1.07514825,1.4797,1.6888976666666669,-0.006430000000000005,-0.3009096666666667,0.76142,2.15675,1.274238888888889,1.0091,1.1274666666666666,0.25778049999999997,1.3476066666666666,0.350248,,0.82747,,,,-0.2541199999999999,,,,-0.53484,1.9256,0.084393,,,-0.503875,,,,,-0.6339199999999999,,,,,,-0.027069999999999983,-0.02294,
1,831,1,1,,,,,,,,0.97032,3.0545,,,,,,,,,,,,,,,,,,,,,-0.62348,,,,,,,,,,,,,-0.55196,,,,,,,-0.46001,,,,,,,,,,,,,,-0.59283,
1,94,1,2,,,,,,,,,,,-1.2707,,,,,,,,,,,,,,,,-1.077,,-1.242,,,,,-1.1129,,,,,,,,,,,,,-1.2277,,,,-1.2492,,,-1.2922,,,,,,,,-0.78289,,,
3,91,2,1,0.19879266666666662,,,,,,,0.21001499999999995,,,,1.7929,0.91725,,0.91725,0.0223879999999999,1.119295,,,,0.25332,1.16421,,-0.33363,-0.36891333333333337,-0.362495,,,,-0.17968,,0.8522875000000001,0.946133,-0.23741,0.4553825,2.29804,1.3599,0.003144,1.02308,1.3984,0.4265199999999999,0.4265199999999999,,0.93648,0.74886275,,0.19559,,0.16672,,0.681505,,,0.8114,,-0.5357,,0.4714199999999999,,0.9413149999999999,0.189173,-0.57418,-0.4523066666666667,,-0.15722566666666668
2,569,2,1,-0.10124,3.0511,-0.18238,-0.58809,,-0.50289,,,1.5735319999999997,-0.14992,1.3982620000000001,,1.760975,1.4445080000000001,0.22738,2.0611783333333333,0.82378,,,0.4180673333333333,1.9922,,1.9922,,1.0185,0.73858,2.5278,0.6625,,,0.056987,,3.37975,,2.914165,2.8929,3.2459,1.7731333333333332,,0.793365,0.6168666666666667,0.06611650000000001,0.13407333333333335,-0.1012385,1.2294733333333334,-0.64895,-0.466371,-0.68546,,-1.1967,-0.6732899999999999,,-0.56375,-0.49069949999999996,-0.19252500000000003,-0.25947,0.73858,,,,0.14219,,,,0.53167
1,189,2,1,,,-0.30618,-0.334525,,0.7440393333333334,1.3785,-0.48436,-0.014594999999999997,-0.1765855,-0.31428,-0.3871699999999999,0.13929,-0.46817,-0.6018049999999999,,-0.828595,,,0.025901,-0.6517533333333333,,,-0.771895,-0.93793,,,-0.29807500000000003,,-0.29808,-0.73005,-0.7057500000000001,,-0.059145,,,-0.67065,-0.63825,1.0869,,,0.459205,,,-0.72735,-0.006497,-0.23733500000000002,0.4713699999999999,,-0.144185,-0.82453,,-0.11179,0.5847600000000001,-0.5734600000000001,-0.17658500000000002,0.317483,0.1365943333333333,,-0.0874905,-0.22113149999999998,-0.3750199999999999,-0.217085,,
2,730,2,1,,,,-0.496985,-0.14314000000000004,-0.63989,,-0.027456666666666612,,-0.4357399999999999,-0.53101,,-0.76237,-0.46296,-0.44935,,,,,,-0.6671100000000001,,-0.34047900000000003,-0.57184,-0.6058600000000001,,-0.40853,-0.87125,,,-0.98012,0.6258,-1.0618,,,,-0.91208,-0.32687,0.23112,,,-0.91208,-1.1298,,-0.92569,,,-1.089,,-1.0346,,-0.91208,,-0.99373,,-0.40853,,,,-0.76237,,,-0.92569,-0.92569,-0.32687
1,144,1,1,0.78054,3.0383,,,,2.1054,2.378265,,4.7457,,,,0.547295,,,,-0.30172,-0.087132,,,0.6079349999999999,-0.74955,,-1.04811,-0.5007566666666667,,,-0.94547,-0.34836500000000004,-0.82419,,0.23008,-0.30638,0.50064,1.1071,-1.0263266666666666,-0.003164,-1.2907,0.915817,,,,-0.31105,,,,-0.82419,,,-0.65625,-0.0031600000000000517,,-0.08713499999999996,,-0.2644,,0.16477,,-0.37636,,,,,,-0.66558
1,81,1,1,-1.5079500000000001,,,,,,,,-1.14625,,-1.6052,-1.2163,,,,,-1.5896,,,,,,,,,,,,,-1.51185,,,,,,,,,,,,,,,,,,,,-1.154,-1.21235,,,,,,,,,,,,,,
2,566,1,2,,,,,-0.33559000000000005,0.28841,,,,-0.8347899999999999,-0.24823,-0.45415000000000005,0.11369,,,-0.56023,,-0.49783,-0.44791,,,,,,,,0.80009,,-0.56023,-0.023587,,,,,,,,,,,-0.93463,,-0.17335,,,,,,,,,0.063773,,,,,,,,,,,,,0.4007315
2,792,2,1,,,-0.84991,-0.79219,,,-0.73447,,,-1.1577133333333334,-0.63347,-0.40259,,,,,-0.5613199999999999,-0.6479,,-0.9941933333333334,-1.1529,,,,,-1.3116,-1.1096,,-1.1096,-1.1241,-0.02743,,-0.5036,-0.41702,-0.8932,,,,,,-1.10965,,,,,,,,,-0.80662,,-0.95091,-0.40259,-0.80662,-0.698395,-0.44588,-0.3088,-0.93648,,-0.68397,,,-0.27273,,
1,98,1,2,,,,,,,,,-0.16896,,,-0.36065,,,-0.50975,,,,,,,,-0.5736399999999999,0.46647000000000005,0.9527950000000001,,,,,-0.21156,1.9254499999999999,3.0992666666666664,0.2144199999999999,,2.2875,2.44195,1.53145,,,,,,,,,,,,-0.14056,,1.5775666666666668,1.4569,,,-0.5204,-0.364205,,,,,,,,,0.02509333333333334
2,770,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92552,,-1.2467,,,,,-1.1779,-0.8567100000000001,,-1.1779,,,,,,,,-1.1779,,,,,,,,,,,,,-1.0402,,,,,,
3,455,2,2,-0.21933,,,,,,,,,,,,,,,,-0.0992789999999999,,0.3809449999999999,,2.651,1.9088,2.12165,,1.636,,,,,,,,1.237665,1.7779,0.70833,,1.477765,,,-0.6231300000000001,,,-0.90689,,,-0.6777,,,,,,,,,,,,,,,-1.01055,-1.1688,-1.179725,,-1.0269300000000001
2,1001,1,1,-0.46879,1.5764,1.01641,-0.30809,,-0.863225,-0.23505,0.590325,,2.1754,1.0468775,1.7883,0.96288,,1.28912,0.90444,1.0505,0.29574,,0.495405,1.342695,2.04635,1.813102,0.802175,-0.045133333333333324,,1.9709,0.52461,,1.2160866666666668,-0.6197466666666666,0.2665123333333333,-0.3519199999999999,-0.27157,-0.73175,-0.07800225000000001,-0.11818,,,-1.4476,,-0.132785,-0.45418,,-1.1408,-0.08165500000000003,,,,-0.02686749999999999,-0.16687333333333335,,-0.79018,,,,-0.35922,,,-0.29348,,-1.1602666666666668,-0.70253,-1.17,-0.4979945
1,142,2,1,1.2422625,-0.03506,1.3985,-0.4155399999999999,1.3306,0.3340903333333333,,0.8753700000000001,1.2966,0.11441,1.3396321666666668,1.02822,-0.44951,0.8108150000000001,0.45413233333333336,2.6079499999999998,2.2342,,-0.103,0.27068,,2.48565,1.2853066666666666,,,,-0.9319,1.1697966666666666,2.9952,0.15517666666666663,-0.88434,,0.59001,-0.22869500000000004,,-0.031659999999999966,2.00665,,,,0.70552,0.21632999999999994,0.443936,,0.1212099999999999,-0.15736,,-0.048648,,2.7506,,,,-0.007883,0.267285,,-0.3476,,,-0.42913,-0.2253,0.0260889999999999,,-0.19133,0.27068
1,84,1,1,,-0.14883,-0.6626,0.081022,0.48663,-0.699785,,-1.0005950000000001,-0.22995,-0.3110699999999999,-0.56796,-0.4733199999999999,0.48663,-0.020381,0.1418599999999999,,,-0.05192966666666667,,,,,,-0.68964,-0.95329,-0.49811999999999995,,-0.85527,-0.496975,1.886,-0.757245,-1.2372,-0.09474433333333333,-0.15389525,-0.12178,0.02153139999999998,-0.48008,-1.00397,0.18243,-0.6592225,,-0.905975,0.236505,-0.770745,,0.168905,-0.6964,,,,,,-0.36740333333333336,-0.86541,-0.46656,-0.5476800000000001,-0.682885,,,,-0.50036,-0.37191,0.0539809999999999,-0.25699,-0.21980999999999995
2,947,1,1,,,,,,,,,1.353,1.0476,0.8643700000000001,,,,,,,,,,,,,,,-0.01105,,-0.6218100000000001,-0.235,,,,,,,,,,,,,,,,,,,,,,,,-0.25535,,,-0.90683,,,,,,,,,
3,353,2,1,-0.5647666666666666,,,,1.2724,,-1.0563,,-0.08211249999999998,,0.19146,-0.6982166666666667,-0.9215099999999999,-0.9828950000000001,,-0.80943,-1.1831,-0.8027550000000001,-0.8361200000000001,-1.02297,-0.56921,-0.95622,,-0.62259,-0.9161866666666666,-0.43574,-0.80943,-1.0096,-0.9829300000000001,0.084702,-0.8583599999999999,-0.51583,-0.44911,,,-0.38905500000000004,,-0.80943,,-0.1822,,-0.4758,,0.3204666666666667,,-0.4224199999999999,,-0.27562,,,-0.26227075,-0.729355,,,-0.762715,-0.22224,,-0.07988999999999995,-0.8361149999999999,0.275982,-0.28896,-0.4535533333333334,,0.19146,
0,5,2,1,1.5901,0.49743499999999996,-0.37155,-0.37155,,,1.2546,1.0697733333333332,,-0.04073,0.038478500000000054,-0.031411,1.000635,-0.12459750000000003,,-0.63947,-0.90273,-0.60918,-0.07800633333333333,0.33202333333333334,,,-0.2737,-0.11062,0.22952,,,,,,1.1661,0.98435,,1.147425,0.9781433333333333,,2.1539,,,,0.11769299999999999,,,,-0.7722600000000001,-0.7349899999999999,-0.64646,-0.52065,-0.22011750000000002,0.019839999999999997,0.1736,0.5556800000000001,-0.44843,-0.900385,,,-0.8173033333333333,-0.7396450000000001,-0.683735,,,-0.44843,-0.16304025000000003,-0.29233999999999993,
2,80,2,2,,,,,,,-0.307195,,,-0.35994333333333334,-0.35994,-0.495575,-0.46040666666666663,-0.5671550000000001,-0.680185,-0.416455,,-0.81205,,,-0.0736059999999999,,,0.23533,0.47646,0.25040366666666664,0.1223099999999999,,-0.25445,-0.1112799999999999,,,,0.216495,,0.36343,,0.13486333333333336,,-0.4805,,,-0.66888,,,0.20519,,,-0.491805,,-0.585995,-0.67642,-0.7329300000000001,-0.58599,-0.65381,-0.69902,,,,-0.31473,,0.80047,,,
1,843,2,1,0.528885,0.9357366666666667,,,1.298325,0.5288966666666667,,,1.0065,,,0.24234966666666669,,0.57488,,,,0.42276,,,0.22111,0.70931,0.5023555,,,,,,,,0.2741699999999999,0.68808,0.2051875,,0.73582,0.38560999999999995,0.44398499999999996,0.1786599999999999,,1.1869,,1.3992,,,,,,,0.30601,,0.2954,0.1945745,,,,-0.13974,,-0.26709,,,,,,,
2,584,2,1,,,,,,,,,,,,,,,,,0.747185,,,,,,,,,,,,,,,,-0.93394,,,,,,,,,,,,,,,,,,,,,,-0.9275249999999999,-1.0494,,,,,,-1.2163,-0.13829,,
3,86,2,1,0.39239,,,,,,1.022,-0.1884085,-0.18398,-0.476595,-0.5563950000000001,-0.3258550000000001,-0.19579999999999997,-0.55344,-0.42782,,,-0.068702,,-0.086437,,-0.30812,,,-0.10417,0.13524,-0.5564,-0.76034,,,-0.09973749999999995,-1.948545,,,-0.71601,0.13524,,,,-0.002198499999999999,,,0.27712,,,-0.29038,,,-0.19284,,,-0.294815,,,0.046572,-0.2549099999999999,,,,-0.3347199999999999,,,-0.583,,
0,158,2,1,,,,,,,,1.1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0251,-1.1286,,-1.0509,,,,,,,,,,,,,,,,,,,,,,,
0,89,2,1,-0.18078550000000002,0.14533,0.39036,,0.9279966666666667,-0.032713,0.38154,0.0889185,0.77112,0.6336200000000001,0.46968,1.024965,1.0725466666666665,,,0.46968,0.56487,1.1254,,0.12594,,,-0.13319,0.92448,,0.02017,0.26344,0.1418,,0.33853600000000006,0.45382,,-0.29712999999999995,0.49965,0.24228,-0.027425,0.62833,-0.061799999999999994,,0.4432399999999999,-0.540395,-0.455785,-0.56155,-0.3799833333333333,0.23699,0.33218,0.4643899999999999,,,-0.22044999999999998,-0.41876,0.22113,-0.37381,,0.004305,,,-0.36059,-0.18607533333333334,0.02017,,-0.011559499999999952,0.1894,,-0.110054125
2,119,1,1,,-0.9029966666666667,,-1.2215,-1.2591999999999999,-1.1712,,-1.2131,-0.93653,,,,,,,,,,,,,,,,,,,,,,-0.73538,,,,,,,,,,,,,,,,-1.0287,-0.6473800000000001,,,,,,,,,,,,,,,,,
2,244,2,1,0.03864833333333336,,,,,,,,1.449,0.214045,0.036860000000000046,0.845476,,1.201995,-0.3551,-0.10811,-0.59135,,,,,,-0.4624899999999999,-0.5269199999999999,-0.6343049999999999,,-0.5269199999999999,0.36439,0.32143399999999994,,,-0.00340749999999998,-0.054419999999999955,0.28205833333333336,0.7133849999999999,0.042227499999999994,-0.011465,0.68655,0.5630499999999999,0.19257024999999994,0.35364999999999996,,-0.27277333333333337,0.052967999999999994,,,,0.21405,-0.022199999999999998,-0.065158,0.095921,0.36976,,-0.66652,-0.12959,-0.46248666666666666,-0.94573,,-0.60209,-0.5296025,-0.64504,,,,-0.4052166666666666
0,27,2,2,,,,1.9246500000000002,2.4192,,,1.5161666666666667,3.5632,1.6973333333333331,2.6013,,,1.8241333333333334,2.0741,,,,1.43825,1.1773500000000001,,,,,,,1.9111,,2.8023,,,2.46535,2.9735,1.7372,,,,,,0.63937,0.5759666666666666,0.59046,,,,0.7073050000000001,,0.6629200000000001,0.81871,1.21,0.54698,0.97088,1.7154,,,0.26982,0.674695,0.57416,0.48177000000000003,-0.005533333333333344,,,0.43828999999999996,,
1,339,2,1,,,,,,2.8672,0.78572,,,0.14724,-0.67002,0.8240299999999999,,-0.152845,-0.031536,-0.47847,,0.10893,-0.3592866666666667,1.935,,,,,,-0.10815,-0.095384,,2.3053,2.3564,,1.21349,,,1.2965,1.5646449999999998,,2.27975,3.1098,2.2031,0.33878,0.20470000000000002,0.006773,,-0.26139,0.6069399999999999,,0.045081,,,,,0.42817,,,,,,,,,,,,0.27493
3,823,2,1,,,,,,4.0605,,,,2.648,2.0958,3.7865333333333333,,3.6624,,,,3.8165,,,,,,,,,,,0.31094,,0.4393399999999999,0.6833199999999999,,,-0.49804,0.709,,0.15685,,,0.28525,,,,0.01987766666666667,,0.2082099999999999,0.5420699999999999,,,,,,,,-0.27974,0.18895,,0.4778699999999999,,,,,2.0701,2.0829500000000003
0,610,2,1,,,,,,,,,,,,-0.38977,-0.38977,-0.42439,,,,2.9126,1.1956,,,,,-0.25131,-0.69785,,-0.18208,,,,,,-0.83978,,,,-0.83978,,,,,,,,,,,,,-1.01976,,,,-0.078231,-0.33438666666666667,-0.68055,,,-0.92978,,-0.32746,,,,-0.4382399999999999
2,117,1,2,-0.952715,-0.4310199999999999,,,0.06979500000000001,-0.7649,1.2801,1.2801,,1.7079,2.883383333333333,2.9547,2.2348,3.7216,4.1911,3.2363999999999997,0.11848333333333334,3.7529,3.8363,3.2833,,,4.1911,,,-0.81706,,0.98795,,0.83145,0.009799249999999982,0.4349695,,,,0.6227699999999999,,0.6227699999999999,,,,,,-0.4414533333333333,-1.041385,,,-0.87966,,,,,-0.44145,,,,-0.32668,,,,-0.999665,,-0.33711499999999994,-0.8970766666666666,-0.65013
1,612,2,1,,,,,,,,,,,-0.32271,,,,,,,-0.77441,,-0.9134,,-0.73966,,,,,,-1.0003,,-1.1045,,-0.791785,,,-0.8265299999999999,,,,,,,,,,,,,,,,,,-0.60068,,,,,,,,-1.0871,,-0.765725,,
1,843,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6916100000000001,,-0.4369,,-0.23525,0.58195,-0.29893,-0.8614200000000001,-0.5589500000000001,-0.681,-0.346689,-0.63855,-0.08136499999999999,,-0.511195,-0.21403,,,,,,,,,,-0.6703899999999999,-0.5642566666666666,-0.46873999999999993,-0.63855,,-0.36261,-0.352,
1,53,1,2,-0.044198,0.20649766666666666,,0.3250099999999999,0.40477333333333326,0.11305499999999999,,,0.8685499999999999,0.73523,,1.0531675,0.75574,1.0224,1.0839,,,,,,,,,,1.4463,,,-0.2835,,,0.9221233333333334,0.33868,1.1113,0.18826499999999996,0.7078899999999999,0.8070250000000001,,,,,,,,,,,,,,,,,,,,,-0.25615,,-0.057872,0.17458800000000002,,-0.12624,,,-0.1364985
0,750,1,1,0.4111,,,,,,,,,,,,,,,,,,,0.14049833333333334,,0.46440000000000003,-0.0563059999999999,,,,1.1573,-0.0563059999999999,0.4603,-0.048106,,,,,,,,,,,,,,0.5505,,,-0.17931,-0.2039099999999999,,0.005195000000000005,-0.06450599999999994,0.1035925,-0.007104999999999945,,,,,-0.13831,,,,,,,-0.40891
0,190,1,1,-0.28502,1.1819,-0.15847,-0.71646,-0.49212,0.18093749999999997,-0.086562,,0.38373,,,0.137788,,-0.44897,,,-0.043418,0.555422,0.24133500000000002,-0.028317499999999968,,1.4321,-0.505055,-0.367,0.011232666666666669,,0.4311685,-0.276395,-0.23757,0.64688,0.353515,,,,,,0.44842,,,0.39665,-0.44897,0.99204,0.625305,,,,,,,1.3717,-0.5050614999999999,,,,,0.556285,-0.13833,-0.19874,0.086015,,,-0.8588399999999999,,,-0.75961
3,741,2,1,-0.14317000000000002,,,,,1.4044,,,,,1.2733,,,,2.2307,1.8569,,,,1.1159,-1.0481,0.4863699999999999,-0.75958,,1.5553,,-0.35300000000000004,0.39454999999999996,0.13224999999999998,1.5553,,,,-0.320225,1.017525,1.4176,,,-1.4154,-1.2908,-1.4285,0.47326,,-1.3235,-0.19562,,-1.2973,-0.1169299999999999,,,-1.0612,-0.041529999999999984,,-0.739915,-0.40547,-0.40547,-0.41421,-0.713685,-0.1825099999999999,-0.33333999999999997,-0.11037349999999996,-0.37268,-0.6808866666666665,,
3,157,2,3,-1.0711,-0.8933300000000001,,-0.63141,-0.99623,-1.0711,-0.8590333333333332,-0.95881,,,,-0.926085,,-0.6781849999999999,,-0.8839799999999999,,-0.8746200000000001,-0.65012,-0.43497499999999995,-0.65012,,-0.41627,-0.6594800000000001,0.17772500000000002,,-0.47239,,,,,0.4536699999999999,0.23385,0.098215,0.1309525,0.318035,,,,0.17305,0.6314,,,,-0.6127066666666666,,,,,0.079506,0.799765,0.98686,,-0.4630399999999999,-0.25256999999999996,0.4349699999999999,0.08886,,,,,,,,-0.4069074999999999
2,1001,1,2,-0.83401,,,,,,,,,,-1.12615,,-1.0385,-1.10425,-1.17,,,,,,,0.04252,,,,-0.7901799999999999,-0.79018,,,,,,0.14478,0.14478,,-0.77557,-0.45418,-0.96549,-0.907025,,,,,,,,,,,,,,,,-0.84862,,,,,,,,-0.84862,,-1.1262
0,353,1,1,3.154175,3.4591000000000003,2.6796,1.454315,4.2531,2.4076766666666667,,1.0988,3.8128333333333333,,2.15842,,1.18782,,,0.68737,1.8856,1.3947,2.4124999999999996,1.8856,0.61519,0.5394,,3.0188,1.83265,2.0805,1.8423,-0.18602,1.6618,-0.550535,,,-1.1893,,,,,,-1.1821,,,-1.0883,-0.54693,,,,1.2648,-0.27745000000000003,,,1.2720500000000001,0.59595,0.38421,,0.60797,,,,-0.10662199999999994,,0.376992,-0.11744999999999996,0.088266,,-0.17591400000000004
1,942,2,1,,,,,-0.28165,,,,,,,,,,-0.79171,-0.80588,,,0.85183,,,,,,,,,1.4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,199,2,1,0.15264999999999998,0.2968533333333333,0.1540685,,,-0.13858,0.9577625,0.19223999999999997,0.20072024999999996,0.964155,0.7266050000000002,-0.5075599999999999,-0.45524999999999993,,0.8640460000000001,,0.6333233333333333,1.6172499999999999,,1.261005,1.61304,1.4108666666666665,1.8462999999999998,0.909872,0.056521499999999995,0.27069999999999994,,0.59515,,-1.0716,-0.16684999999999997,-0.31105333333333335,0.51174,0.032496666666666695,0.30814666666666674,-0.3902233333333333,0.612085,0.33643999999999996,-0.706895,-0.10464500000000002,-0.63055,-0.5881433333333334,-0.7238600000000001,0.12862,-0.21491666666666664,0.46367,,,-0.40153,0.5258766666666667,0.49336,,0.98958,0.073484,0.4976,0.289783,-0.32094500000000004,-0.11313,-0.36477333333333334,-0.428674,0.387335,0.4269166666666666,1.3925,0.6180618,0.39580666666666664
2,80,2,1,,0.42371,-0.28459,,,-0.1489599999999999,,,0.40864,0.30315,,-0.33733,,,0.23231800000000002,0.33329,,0.039421,0.246635,,0.54427,,,,,-0.051000500000000004,-0.35994,,,-0.31221666666666664,,0.39106033333333334,0.52167,0.031886,-0.096211,,-0.18663249999999995,0.26547,,0.6120899999999999,,0.9361,,,0.15998375,-0.44533000000000006,-0.3448699999999999,,,,,,-0.54832,,-0.39762,-0.4579,-0.4541275,-0.148955,,-1.7351,-0.68395,-0.013326666666666653,-0.367475,0.6007899999999999,-0.10876999999999996
