fov,cellID,rep,dbscan_ldp_nbr_allele,chr11-g340,chr11-g341,chr11-g342,chr11-g343,chr11-g344,chr11-g345,chr11-g346,chr11-g347,chr11-g348,chr11-g349,chr11-g350,chr11-g351,chr11-g352,chr11-g353,chr11-g354,chr11-g355,chr11-g356,chr11-g357,chr11-g358,chr11-g359,chr11-g360,chr11-g361,chr11-g362,chr11-g363,chr11-g364,chr11-g365,chr11-g366,chr11-g367,chr11-g368,chr11-g369,chr11-g370,chr11-g371,chr11-g372,chr11-g373,chr11-g374,chr11-g375,chr11-g376,chr11-g377,chr11-g378,chr11-g379,chr11-g380,chr11-g381,chr11-g382,chr11-g383,chr11-g384,chr11-g385,chr11-g386,chr11-g387,chr11-g388,chr11-g389,chr11-g390,chr11-g391,chr11-g392,chr11-g393,chr11-g394,chr11-g395,chr11-g396,chr11-g397,chr11-g398,chr11-g399
1,877,1,1,,,,,,,,,,,,-0.32529,-0.1809599999999999,,,0.16958,,,,,,,,-0.41808,,,,,,,,,,0.22627999999999993,,,,,,,,,,,,,,,,,,,,,,,,,0.95312,
0,406,1,2,-0.30623,,,,,,,,-0.5774699999999999,,-0.9316,-0.94667,-0.42678,-0.9316,-1.022,-0.249715,,,,,,,-0.47952,-0.475755,,,,,,,-0.72816,-0.72816,,,,,,0.13078,,,,,,-0.13293,,,,,,-1.071,,,,,,,,,,
0,55,2,1,-0.25703,-0.3271,,,-0.12273800000000001,,,,-0.39132,-0.753325,-0.4394915,-0.09354499999999999,-0.51394,-0.458465,0.034908,0.12833,0.66159,0.502005,0.42319500000000004,0.05437033333333333,,,-0.3679699999999999,,,-0.06727049999999996,-0.146093,-0.41176,,-0.229295,,,-0.38548,-0.222,,,,,-0.99855,,-1.0569333333333333,,-0.5723029999999999,,-0.4321899999999999,-0.90513,-0.75332,-0.80587,2.9134,,-0.23951,2.1661,0.40859,0.42027,,-0.2103199999999999,1.5724666666666665,,0.18672,0.22175
2,199,2,1,0.55698,-0.23188,,,,0.17527500000000001,,,-0.35064,,,,-0.35064,,-0.05940633333333336,,0.19224,0.93446,0.16255000000000003,-0.002858,-0.26581,1.9396,2.3044,,,,,,,1.5833433333333333,-0.13009,,,,,,,,,0.39581,,0.9492825,,,,,,,,,,,,,,,,,0.065001,
2,260,1,1,-1.0552,-0.90742,,,,,,-0.77104,-1.1234,,-1.2028933333333334,-1.4302333333333335,-1.2484,,,,,,,,,,,,-0.21416,-0.6119399999999999,,-0.020955,-0.2028,,,-0.41873,-0.22553,-0.5778399999999999,,,,,-1.3961,,,,,,,,-0.56648,,-0.617615,,-0.424415,-0.90742,-0.94152,-0.94152,-0.18007,-0.80514,,-0.90742,-0.7483225,-1.3507
3,27,2,1,,,,,,,,,,,,1.5102,-2.7219,0.12455,-0.059747,,-0.23722499999999996,-0.2099165,-0.2474625,-0.08704999999999999,-0.20309,-0.16896,,-0.17579099999999995,,,,,0.206465,-0.059747,-0.24405,-0.599,-0.6263,-0.33961233333333335,-0.39763175,-0.5170899999999999,-0.52391,-0.6945600000000001,,,,,,,,,,-2.7219,,,,,,0.98463,0.39759,0.40442,-0.032443,,-2.7219,-0.45565
1,84,1,1,-1.1605999999999999,,-1.2102,-0.97357,-0.6761199999999999,,,-1.2237,-1.3657,-1.12683,,-0.4214866666666666,-1.0986500000000001,,,-0.060943,,-1.1223,-0.93977,-0.93301,,,-0.818085,,,,,-0.77753,,,,,,,,,,0.561,-0.77077,,,,,,-0.50712,-0.5612,,,-0.9285133333333334,-0.8721700000000001,,,-0.77077,,,,0.4934,,,-0.37867
2,210,2,1,,-0.43695,-0.472746,,0.0030000000000000395,,,-1.0521,-1.0409,,-1.164,,,,0.87169,-0.17597666666666667,-0.5488,-0.88715,-0.794876,-0.24681,-0.29527666666666663,0.600455,-0.3549266666666666,-0.4294933333333333,-0.57117,,-0.4555933333333333,-0.37916333333333335,-0.73149,-0.4816899999999999,-0.71658,,,0.5137733333333333,-0.8619833333333333,,-0.83402,-1.0409,0.33481,,0.055188,-0.6382800000000001,-0.32137266666666664,-0.33629,-0.39221000000000006,-0.04548000000000002,,0.20059074999999998,-0.11259,,0.39074,,0.96116,0.474625,,0.07382999999999997,0.021633000000000024,0.23415,-0.045478,
1,189,2,2,,,,,,,,,,,0.41063,,0.27698,,1.192225,0.85205,0.22029,0.89253,,1.8402,1.1355,3.047,,,1.10717,,,0.65766,,,,,,0.5766633333333333,,1.9455,0.72245,,,,,,,,,,,,,,,,,,-0.6139600000000001,-0.24948,,,,
0,646,2,1,,0.43854,0.54247,,,,,-0.3649325,0.044795000000000015,-0.3209599999999999,-0.5128333333333334,-0.3689293333333333,-0.16107000000000005,-0.12642199999999998,-0.37692000000000003,-0.43288499999999996,-0.5608,-0.48885,0.6124025,-0.4089,1.7976,,-0.76867,-0.80064,-0.8965799999999999,,0.5504600000000001,0.8062966666666668,0.6723875,-0.12909,-0.009168,,0.8222799999999999,,,,,,-0.387584,-0.5688,,,-0.3049699999999999,,,-0.16107,-0.2602,-0.32096,-0.02914999999999998,,-0.30763666666666667,0.2322728,,,0.05479,,,-0.21703050000000002,,
3,718,2,1,0.40014333333333335,0.58602,,,0.35725,0.20712299999999995,,0.32865,,0.6289100000000001,,,-0.50063,0.22857,0.27146,,1.3009,,0.58602,,,,,,,2.2017,1.4868000000000001,-0.0716909999999999,-0.1360314999999999,1.8299,2.7307,,2.1159,,2.2446,,,,1.0579,0.1141799999999999,,,-0.4291399999999999,,,,,,,,,-0.85808,,,,,-1.0297,,,-0.65791
1,94,1,2,0.3003,,,,,,,,,,,,,,,,,,,,-0.13011,-0.4313899999999999,,,,,,,,,-0.29988,-0.56052,-0.417045,,-0.53182,-0.56052,,,,,,,,,,,-0.37759,,,,-0.3166199999999999,,,,,,,,,
2,181,2,1,0.343425,,0.1134595,0.55901,,-0.47581,,,,,0.30989,0.54943,0.37695999999999996,0.37695999999999996,,,-0.54288,0.025629999999999986,,,-0.52372,,,1.1531,0.57338,-0.25543399999999994,2.1160249999999996,0.5930855555555555,0.8033399999999999,4.3821,1.12434,1.4884300000000001,2.6478,-0.22669,1.498,-0.75368,-0.5333,,1.2297,,,0.65483,0.53506,,,,,,,,,-0.43749,-0.3640266666666667,-0.80159,,0.27475333333333335,-0.63391,0.81772,-0.006309999999999996,-0.0095036666666667
1,843,2,1,,-0.8508100000000001,,-0.75529,,,-0.47935,-0.5430299999999999,-0.61732,-0.7128399999999999,,-0.8720399999999999,,,,,,,-0.5607233333333332,,,,0.11498,,-1.3018999999999998,-0.99939,-1.01177,-0.74468,-0.61732,-0.47935,-0.8402,,-1.1586,,,,,1.0914,,-0.17157,0.64563,-0.076057,-0.0017649999999999,-0.36261,-0.6491600000000001,,,,0.4652066666666667,-0.23525,,,,,,1.5053,0.061913,-0.580175,,
0,610,2,1,,,,,,,,-1.1513,,,,,,-1.13056,0.4963899999999999,,,-0.47977,-0.5767,,,-0.86055,-1.4006,-1.3867,-0.607875,,-1.10978,,-0.11285,-1.0267,-1.1513499999999999,-0.90901,-0.97824,-0.80516,,,,,,,,,,,-0.13362,-0.8674949999999999,-1.0024600000000001,-0.82942,-1.1375,-1.0198,-0.459005,,-0.99209,,,,-0.4336233333333333,,,-0.8432599999999999
0,89,2,2,,0.0519009999999999,0.8716,,,,,,,,0.8716,-0.006271,,,0.25815,-0.0591549999999999,0.43795,,0.43795,,,0.92713,,0.7168924999999999,,,1.0804999999999998,0.9420966666666666,0.57016,1.0461,1.3581,1.8340666666666667,,,,,,,,,,,0.66535,0.8557299999999999,0.43794999999999995,0.30927,0.56487,0.49083,,,0.52257,0.69708,-0.080308,,,-0.18254866666666672,,-0.79953,,
1,98,1,1,,-0.43875000000000003,-0.2399599999999999,,,,,0.2428199999999999,-0.21156,-0.1807966666666667,,0.015630000000000005,0.6498766666666667,,,,,,,,,0.065327,,,0.6617,,0.6617,,,2.53955,2.5502,0.0298279999999999,,,0.49131,2.9833,,,1.7905,,,,-0.27546,-0.25416,,0.86049,,,,,,,,,,,,0.43451,,
2,1001,1,1,,,,-0.11818,-0.33731,,,,,,-0.6733100000000001,-0.7134825,-0.45418,-0.95088,,0.40774,,-0.286175,,,,-0.22044,,,,,2.8182,,,,0.97748,1.7079149999999998,3.6071,,,,,,,,-0.6587,,,-0.49801,,0.13991,-0.074351,,,,,,-0.33731,,,,,,,
3,91,2,1,-0.92058,-0.86285,,,,-0.92058,,,-0.8532299999999999,,0.1571,,,-0.40099,,-0.46834,,,,,-0.38174,-0.7377600000000001,,,,-0.44909999999999994,-0.60305,,-0.8917200000000001,0.080121,,,,,,2.9475,2.6268,0.5756600000000001,,,,,,,,,,,,-0.5357,,,,-0.14119,-0.7377600000000001,,,,-0.7425700000000001,
3,62,2,1,,,,,,,,0.099111,0.057918,0.016724,-0.38285499999999995,,,,,,0.23917,-0.2139599999999999,,0.95593,,,0.024963,,,-0.13157,0.049679,-0.08213899999999999,-0.032708,-0.07115566666666667,-0.032708,,0.11559,0.04144,-0.28811,-0.32518499999999995,,,-0.13157,,,-0.25515,-0.25515,,-1.5568845,-0.2172538,-0.25927,-0.66709,-3.0893,-0.55175,-0.13980999999999993,-0.5764600000000001,-0.49407,-0.49819500000000005,-0.32106,-3.0893,-0.19748,-0.41169,,
2,119,1,1,,,0.6692980000000001,0.06920000000000004,-1.0455,,,,0.22427500000000006,-0.14031,0.8486799999999999,-0.83596,,,,-0.39175,-0.5677599999999999,-0.65995,-0.6431866666666667,-0.50071,-0.8611,-0.57614,,,-1.079,,,0.1698,0.1111299999999999,0.03988375000000004,-0.46718166666666666,0.094364,-0.266029,,-0.48394,-0.6431899999999999,-0.416895,,,,,,,,0.5721,1.0917566666666667,0.7606999999999999,,,,,1.4521,1.0135183333333333,-0.11097749999999999,,-0.18222,-0.68509,-0.38337,,0.228465
1,843,2,2,,1.8874,,,,0.04864750000000001,-0.12912,0.48644,-0.13266,-0.4192,-0.2458699999999999,,0.14150899999999997,-0.31485,-0.0336045,-0.50058,,0.67747,-0.367914,-0.076057,,,,,,,,,,,,-0.007071999999999998,,0.030074,,,,0.22111,2.3331,,,,2.6515,,,,,,1.3567,,,-0.44751,-0.1185099999999999,-0.2476333333333333,,,-0.097283,-0.139734,-0.24586499999999994,0.36969
0,116,1,1,,-0.13114,-0.25181600000000004,0.93635,,0.082356,,,2.8021,1.9203,0.4907899999999999,-0.62312,-0.58599,,,,-0.52101,,,,0.11949,-0.4374699999999999,,,,,,,,1.5861,1.7254,0.19375,-0.2054,0.11949,-0.10329,0.11949,,-1.1615,,-1.1894,-0.4978,,,1.3448,,,,,,,,-0.2239699999999999,1.73001,0.7506949999999999,1.0663,-0.10329,,-0.507085,0.36083000000000004,-0.4189
0,407,1,1,1.942,3.9728,1.0306,,,,,-0.25928733333333326,,0.08716499999999999,,-0.6483800000000001,-0.52846,-0.52046,0.79073,-0.86425,,,-0.84026,0.43895,,-0.69635,,-0.268615,,-1.3839,,0.85204,2.02595,0.3589965000000001,0.70279,0.430952,0.7294233333333334,1.2344499999999998,-0.20865,-0.48848,,,1.56223,-0.63239,,,,,-0.316585,,,0.40697,0.37499,,,-0.17667,0.75875,-0.6803600000000001,,,0.12714,0.41762666666666665,,0.49491
