fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g404,chr7-g405,chr7-g406,chr7-g407,chr7-g408,chr7-g409,chr7-g410,chr7-g411,chr7-g412,chr7-g413,chr7-g414,chr7-g415,chr7-g416,chr7-g417,chr7-g418,chr7-g419,chr7-g420,chr7-g421,chr7-g422,chr7-g423,chr7-g424,chr7-g425,chr7-g426,chr7-g427,chr7-g428,chr7-g429,chr7-g430,chr7-g431,chr7-g432,chr7-g433,chr7-g434,chr7-g435,chr7-g436,chr7-g437,chr7-g438,chr7-g439,chr7-g440,chr7-g441,chr7-g442,chr7-g443,chr7-g444,chr7-g445,chr7-g446,chr7-g447,chr7-g448,chr7-g449,chr7-g450,chr7-g451,chr7-g452,chr7-g453,chr7-g454,chr7-g455,chr7-g456,chr7-g457,chr7-g458,chr7-g459,chr7-g460,chr7-g461,chr7-g462,chr7-g463,chr7-g464,chr7-g465,chr7-g466
0,55,2,2,,,,,0.07553,,,-0.019365,-0.11105,,,-0.075662,,,,,-0.008108,,,,0.24548666666666666,0.15595,0.062663,,,,,,-0.31853499999999996,-0.3877,,-0.3426599999999999,-0.0788789999999999,,,-0.0877255,-0.16734,,-0.29602,-0.29602,-0.204335,,-0.3442699999999999,-0.041885,-0.185839,,-0.04027666666666663,-0.1448245,-0.003283,0.11413249999999998,0.012804999999999997,0.0851809999999999,-0.1834299999999999,-0.094963,-0.19146749999999998,-0.057163749999999985,-0.11828499999999996,0.003151,,-0.066011,-0.040277,-0.07727,
2,578,2,1,,,,,-0.4223549999999999,-0.428295,,,-0.322475,0.16147999999999996,,,,,-0.14292,,-0.33793,,,-0.40214,-0.14054,0.48015,0.35173,,,,0.34936,0.219748,-0.40848,-0.04462366666666667,-0.23447999999999997,-0.5044,-0.37241,-0.3189,-0.35458,-0.20237,,-0.14133433333333334,,-0.14292,-0.045417,,,,,,,,,-0.4235399999999999,,-0.18097,-0.39976,,,-0.4948899999999999,,,,0.033062,,,
2,591,2,1,,-0.49446,,-0.38553249999999994,,,,,,,,,,,,,,,,,,0.45675,0.41493,-0.22991,-0.57227,0.040474,0.14065,,,,,-0.18323,-0.28341,-0.35246,-0.35635,,,-0.14107899999999998,-0.16183,0.054091,-0.3369,,,,,,,-0.36219,,,-0.41471,,-0.50419,-0.4827899999999999,,,,,,,,,-0.34663
2,172,2,1,,,,,,0.31583,0.28488,0.00805,0.29176060000000004,,,0.078548,,-0.08652,-0.37883,,,-0.31349,-0.37883,0.25565,0.5428,,0.58493,,0.3708599999999999,,,,,,0.037281499999999954,,-0.08394,-0.30833,,,,,-0.28598,-0.32896,,-0.081362,,0.05275666666666667,,,-0.057289,-0.05270399999999997,,,,,,,,,,,-0.37711,-0.009144,,0.033842,-0.162175
1,208,2,3,,0.099069,,-0.282895,-0.24598,-0.100577,0.36124333333333336,,,0.02774933333333332,0.4200093333333333,0.87203,1.3497,1.3225500000000001,,,,,,0.5164259999999999,0.646775,0.8454266666666667,,-0.1616,1.1064457142857143,,0.31755,-0.202284,-0.10785633333333329,-0.23015499999999994,0.034781,-0.026493666666666634,-0.040056,-0.15859,-0.079231,-0.40268,-0.32433,,,,-0.17667,,-0.16951075,0.21257666666666664,0.062907,0.163357,0.12267566666666663,0.077975,-0.05838649999999995,,,,,-0.15708,,,,-0.092288,,,,,0.1051
2,30,1,1,0.031682,,0.22695,-0.224085,-0.0996425,-0.084745,-0.0081965,-0.24196499999999999,-0.017822,-0.23371499999999998,-0.28803199999999995,-0.43860716666666666,,,,-0.017822,-0.017822,0.007846666666666668,-0.11889225,-0.180772,-0.21584000000000003,0.028932333333333338,-0.12645566666666666,0.27095,0.037183,0.14535933333333334,-0.22592466666666666,0.4249699999999999,0.048186666666666655,0.33558,-0.27909666666666666,-0.42210666666666663,-0.2158404,-0.46886,-0.4468566666666667,0.048185000000000006,0.08026833333333333,0.11075000000000002,,-0.21446500000000002,-0.1030799999999999,-0.27084,,-0.49773500000000004,,-0.51561,-0.32035,-0.092078,-0.30385,,-0.1443299999999999,-0.228215,0.030306,0.10869,-0.0123209999999999,,,0.023430500000000007,0.067435,-0.0439485,0.4249699999999999,,
3,353,2,3,,,,,-0.30295,-0.42971,,,-0.063969,-0.477375,-0.14036333333333334,-0.37292000000000003,,,,,,,,0.024593,0.1016635,-0.30599,,,,0.0387895,0.55698,,-0.186335,-0.22487,-0.21472750000000002,-0.16943333333333332,0.24768700000000002,0.103691,0.024590999999999995,,-0.3337133333333333,-0.37900999999999996,-0.266445,-0.1794382,-0.27083999999999997,-0.25934749999999995,-0.23602499999999998,-0.20864333333333332,-0.351625,-0.16537666666666664,-0.15186,-0.10236900000000002,-0.09750039999999996,-0.20174839999999997,-0.10926,0.342,0.23755,,,,,0.044874,0.18887,,0.2051,,
2,1001,1,3,-0.33847,,,,,,-0.33453,,-0.562685,-0.4040266666666667,-0.39747,,,-0.46434,,-0.17718,,,,,-0.3542,,-0.36994,,-0.1181805,,,-0.20472,,-0.17128000000000004,0.7315,,,,,,,-0.48401,-0.4525399999999999,-0.49188,-0.29913,,-0.25979,-0.0788395,-0.14964966666666665,,,,,,,,,,,,,,0.48368,1.0462,0.471878,,
3,353,2,2,0.4900549999999999,0.43022,0.28095,,0.4816,,,,,0.26189,,,,,,,,0.17468,,,-0.432755,-0.42160000000000003,,0.0002549999999999,-0.0798575,-0.39996800000000005,-0.28469999999999995,-0.1559115,-0.076815,,,,0.097606,0.27304,0.37276,,,,-0.099124,,,0.067184,0.12194,,,0.09355,,,0.77703,0.77703,0.37343499999999996,,0.248705,0.4254899999999999,,,,,-0.34148999999999996,,-0.1701099999999999,-0.61427,-0.5818225
3,157,2,2,,,-0.12445,,,,,,,-0.122925,-0.078544,,,,,,,,,-0.30809,,0.03317,,,,-0.127515,-0.10915,,,-0.041816,,,,,0.1142799999999999,0.132645,-0.031104,-0.047937,,0.09208749999999999,0.007919999999999951,0.22293,,,,-0.35859,,-0.23617,,,,,0.03317,0.27343,0.21528,,0.26731,,,,,0.27955,
3,157,2,1,-0.10915,-0.4596,,-0.15047,,-0.19638,,0.24129499999999998,-0.048701999999999954,0.060334,-0.003557,0.33312,,,0.1326425,,-0.031104,0.17243,-0.13899299999999995,-0.12904,0.34382500000000005,-0.1887275,0.35607,,,0.28108625000000004,-0.2912599999999999,,-0.017329999999999998,0.4647199999999999,-0.17649,,0.232726,-0.35783,-0.468775,0.40299999999999997,0.11351500000000005,-0.21270333333333336,-0.21321333333333334,0.36321333333333333,0.73712,-0.62793,0.39815500000000004,0.24512499999999998,0.74555,0.25812999999999997,0.16477999999999995,0.014298000000000033,,0.44483,1.767,,0.4126899999999999,,,,,,,0.4785,0.9995700000000001,0.36296,1.2375
2,584,2,1,,,-0.03798533333333333,,-0.2103,-0.009129,0.06089749999999995,0.108004,0.17293999999999998,0.27607,-0.22303,-0.18483,,,,,,,,,0.4611100000000001,-0.0638765,-0.13136,,,,,-0.075336,,-0.22472799999999993,,,-0.12372,0.75989,-0.22048,,-0.1262599999999999,,-0.33507,-0.09952649999999999,,,0.12583,,0.06344499999999995,0.04307249999999995,0.29135,,0.4231275,,0.239145,0.170395,0.0704475,0.03585999999999997,0.11734333333333334,0.11139999999999999,0.06726000000000001,0.50779,,,,,
1,826,1,1,,,,,,0.081451,,,,,-0.1521799999999999,,,,,,-0.22407,,0.38697,,0.53075,,,,,,,,,0.25217999999999996,-0.22407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,194,1,1,,,,,,,1.9224,,0.70268,,,,,,,,-1.3749,,,,-0.11048000000000004,-0.11271499999999998,0.246953,0.48822,-0.316005,-0.8744699999999999,-0.4625506,,-0.22218,0.51056,,-0.074736,0.025047000000000003,0.48822,,0.81436,,,0.95735,0.55524,-0.0255889999999999,,1.1204,1.5114,,,,,,1.5024,0.49269,0.931442,0.8735775,0.7920366666666666,0.42120500000000005,0.5329,,0.60439,0.85236,,,,
0,885,1,1,,,,0.084051,,,,,,,,,,,,,,,,,1.6302,,1.5568,0.678925,,0.18887,-0.21994,,,,0.35659,0.036883,0.24914799999999998,,-0.28283,,,,,,,0.93836,,0.33039,,,,,,2.2486,,,,,,,,,,,,,
3,741,2,2,-0.066723,,,,,,,,,0.59692,,,,,0.18187,0.24845333333333333,0.044255,0.22329666666666667,0.17521,0.54809,0.433786,0.381625,-0.3708,0.333905,0.26399,,0.2995,,0.268425,,,0.02205633333333333,0.0020830000000000015,0.072371,-0.075601,,,-0.17104,,-0.56834,0.4149199999999999,0.026498,0.197402,0.252895,0.15523,0.26621,,,0.15523,,,,-0.14885,,0.097524,,-0.1333099999999999,,,,,,
0,116,1,3,-0.021752,-0.044713,,-0.23414,-0.1953955,,-0.48192666666666667,,,-0.15952,-0.021752,-0.35755,,-0.39199,,,,,,,0.39441,,,,,,,,0.22508,0.46616,-0.163825,,,,,-0.12795,,-0.0361029999999999,-0.1423,0.0069485,,,,-0.11647,-0.11647,,-0.39199,-0.5240199999999999,,,,,-0.24275000000000002,,,-0.0561929999999999,,,,-0.064804,,,
2,636,2,1,-0.34594,,,-0.29469,,,,0.37378,0.42114333333333337,0.39707,0.003444999999999948,0.2876,,,,,0.469275,,,0.27363,1.3544,,,,,,1.3823,,-0.0314959999999999,,,-0.25044,-0.073422,-0.126994,,-0.13165,-0.23414,,0.17347,0.6020399999999999,0.070988,,1.005,0.22471,0.1245599999999999,0.73015,0.10825,0.11058,0.17114,0.4203699999999999,,,,,-0.28538,-0.2714,,,,,,,
1,142,2,3,0.11969500000000001,0.32408,,,,,,,,,,,,,,-0.42182,,,,-0.14643,0.38582,-0.10197249999999994,,,,0.55871,0.4327499999999999,0.1623,,,,,,,-0.23288,-0.27733,-0.146431,0.0647409999999999,-0.3045,-0.20509,-0.294625,-0.042698,-0.23164,,,,,,,,,-0.3008,-0.28721499999999994,,-0.2761,-0.26416,-0.213735,,,-0.2415199999999999,-0.36254,-0.3069699999999999,
2,569,2,1,-0.0042548,0.02116625,-0.26827,,,0.024688000000000043,-0.51468,0.39338999999999996,-0.41885,,,-0.36996,1.2513,,-0.47948,,0.40447,0.57657,-0.49708,,1.117134,,-0.4697,,1.79691,,1.3999,1.1593,0.41525,,-0.42863,-0.45112,0.05180333333333329,-0.13723499999999994,-0.17341499999999993,-0.27218,-0.246755,-0.41494,-0.42667,-0.269245,,,-0.4051625,-0.5049,-0.46823249999999994,-0.4345,-0.45992,-0.63397,-0.42765,-0.26728999999999997,,,-0.33476,,,,,-0.67504,,,-0.1496266666666666,,0.38883
2,230,2,1,0.18797,,,,,0.3644,0.21114,-0.068661,0.02223,-0.09583949999999997,0.14564425,-0.23084,-0.17203,0.04955366666666666,0.31272,0.040941500000000006,,0.31094,,,0.456185,0.29979999999999996,0.22049249999999998,0.22450499999999998,0.2904425,0.2993549999999999,0.24963219999999997,0.2129199999999999,0.004407,-0.2148,-0.090047,0.16658,,0.19420500000000002,0.24678,,-0.018761,,0.2748475,0.28955000000000003,0.27826666666666666,,,0.28599,0.19955,0.36083999999999994,0.37063999999999997,0.3400476666666667,0.399154,,,,,,,0.71727,0.6557850000000001,1.186,,,0.8830100000000001,0.91463,0.8378633333333334
0,89,2,3,,0.028185499999999995,,,,,,,,,,,,,,,,,,,,0.2575199999999999,,,,0.15085,0.10107,,,,,,,,,,,,,,,0.1793,0.063742,0.1704099999999999,,,,-0.1247,,,,,,,,,,,,,-0.057143999999999945,,0.1633
2,555,1,1,0.47694666666666663,0.06502000000000002,0.961665,,0.63402,0.6340166666666667,-0.11025500000000006,0.56848,0.7299775,0.27826,0.5716,0.13159,,-0.016640000000000002,-0.0774909999999999,0.18152,0.048895499999999995,0.13783499999999996,,0.09206333333333332,0.10870933333333334,-0.06812866666666663,-0.0361425,-0.24600325,-0.04784400000000005,-0.028600333333333366,1.86511,-0.1087,-0.01445279999999996,,0.023930000000000007,-0.21948,-0.049405000000000004,-0.08217399999999994,-0.13990466666666665,,0.18152366666666667,0.20649,0.267338,0.12119199999999998,0.4894233333333333,-0.1555099999999999,0.28762,,,,-0.02756,,,,0.4186899999999999,,0.10039,0.15032,,,,0.43117,,,,0.4904699999999999,0.19088
2,181,2,1,-0.11961,-0.119609,,,-0.16439,0.33681,0.2254333333333333,-0.021437,,0.36551666666666666,0.3718333333333333,0.24626357142857142,0.10946499999999999,-0.24534,0.039994666666666644,0.67726,0.562435,0.469425,0.6308975,0.3127,0.5785116666666666,0.6531600000000001,0.7144325,0.6795533333333333,0.7105600000000001,0.7230449999999999,0.94307,0.056065000000000004,-0.22381349999999994,-0.03521549999999995,0.014390000000000014,0.37642,,-0.055884,0.26188500000000003,0.11290724999999999,-0.19712,0.047455,0.36694949999999993,0.02980224999999999,0.37383999999999995,0.43928500000000004,1.0671,,,0.12841,0.10601766666666664,0.0595129999999999,0.17663,,0.08190449999999999,,0.11118,0.19385499999999994,,,0.26792,0.46943,0.24208,-0.3211199999999999,-0.20056,-0.040380000000000055,0.09338399999999998
3,28,2,1,-0.2468165,-0.2246575,0.11231,-0.35696666666666665,-0.46255999999999997,,-0.54468,,-0.08191499999999999,-0.1171099999999999,-0.010221,-0.05193666666666663,-0.0545419999999999,0.01845900000000003,-0.0011000000000000454,-0.115811,-0.2248766666666666,-0.05584600000000001,0.44342,-0.26989019999999997,0.2013933333333333,0.5659425,0.23527833333333334,0.56812,0.18479600000000002,1.236,0.9474533333333333,0.54901275,0.6172136666666667,-0.1944576666666666,-0.129106,,0.02739714285714285,-0.15535066666666666,-0.125802,0.084678,-0.60856,0.16706,-0.362185,,-0.46908,0.11231,-0.42475,-0.15361,-0.1718599999999999,-0.27419324999999994,-0.28135999999999994,-0.0154349999999999,-0.33785,-0.38216999999999995,-0.49514499999999995,-0.2539866666666667,-0.35957500000000003,-0.65028,-0.46647,-0.82627,-0.005009999999999945,,-0.30483,0.013240000000000002,0.09536749999999998,0.17923,0.7515928000000001
2,181,2,2,,,,,,,,,,,,,,,,,,,,,,,,0.3907766666666666,,,,,,,,0.21108,,,0.23519,0.19041,0.18352,,,,0.30667,0.0595129999999999,-0.16611366666666666,-0.24993333333333334,-0.3504,-0.2436199999999999,-0.30562,0.0341085,-0.1859195,-0.10411,,,,,,,,,,-0.024881,,-0.12305,
3,718,2,1,,0.22738,0.09873399999999996,,,0.28931,,0.40366,,,,,0.45845,0.5287299999999999,0.26549,,0.4394,0.4425766666666666,0.37746,,-0.06564333333333333,,-0.17761,,0.008206666666666659,,-0.169272,0.028456999999999975,0.2083199999999999,0.11858699999999996,0.6335500000000001,0.7752899999999999,,,-0.13234,,,,,-0.12043,,0.07491049999999999,,,0.30837,0.32743,,,,,,,,0.0677649999999999,0.22976,,,,,,0.54183,-0.11685800000000005,-0.40154
2,566,1,1,4.1874,2.359414,1.5619,,,-0.010923500000000051,0.018751,,-0.19321,-0.26669,,1.5138,,,,,,,-0.26387,,,-0.36561,4.5237,,,,,-0.13952,0.22317800000000002,0.4342,0.19397666666666666,,,-0.21393999999999994,0.4342,,0.46812,0.29289,,,0.007445000000000007,,,0.35507,0.22647500000000007,0.45327249999999997,,0.538746,0.061144,-0.01092349999999995,-0.0575559999999999,-0.34017,-0.0858179999999999,-0.10843,,-0.28365,-0.24596666666666667,,,,-0.33735,-0.39952,
1,878,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.206,,-0.23598,-0.30243,,0.75412,0.24911,0.66774,,,-0.26256,,,-0.083142,0.202591,,,,,1.7442,,,,,0.4949699999999999,0.97341,0.95347,,,1.4984
2,244,2,2,,,,,,,,,,,,,,,,,,,,,,0.10517,,,,,,0.34838,,0.1132099999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,68,1,1,-0.46257000000000004,0.23824,,,,0.392,,0.23528,,-0.0973815,,-0.16391,,-0.066334,,-0.24375,,-0.31176,,0.36834,-0.103297,,0.17515333333333336,0.23231966666666667,0.221975,0.3663733333333334,0.45705,,0.33582,,-0.095903,0.1377,,,,0.19388,0.22443666666666665,,0.3013166666666667,0.24119,0.13868333333333335,-0.1491299999999999,0.61673,,0.11109,,,0.56942,,0.5479799999999999,0.162835,0.5950433333333333,0.22936249999999997,,-0.036764,,,-0.15209,,,,,0.043075
3,718,2,2,-0.21572,-0.25146,,-0.17523,,,,0.20355,,0.39175,,0.29884,,,,,,,-0.051350000000000035,,0.45249999999999996,0.018930000000000002,,0.16782,0.4251,,0.03044466666666663,,,0.1892599999999999,0.1892599999999999,0.32028,0.32743,0.34649,,0.25239,,,,,0.4131899999999999,-0.26337,,,0.20355,,,,,,-0.44204,-0.42536,,,-0.40391999999999995,,,,,,,,-0.30863
2,555,1,2,,-0.027561250000000006,-0.2179199999999999,,-0.15239,,0.07541999999999999,-0.1695515,,,,-0.07437,,,,,,,,,1.5647525,,2.84495,,,0.9164249999999999,,,,,,,,0.03277266666666673,,,-0.0525259999999999,0.0566965,,,,0.037973,0.075421,,0.64962,,,0.96479,,,,1.74495,,,,,1.4423,,0.084783,,,0.44054,
0,884,1,2,,,,,,2.3428,,,,,,,1.8348,,,,,,,,,,,,,,,0.2465,,,,,,,,,,,,0.4925,0.912285,,,,,,,,,,,,-0.25083,-0.37383,-0.12783,,0.15025,,,,,,
2,603,2,1,,0.309135,0.24649,-0.4203199999999999,0.1764099999999999,-0.08160500000000004,,-0.24087499999999995,,0.19551999999999997,-0.18248,-0.10072099999999999,,0.5997133333333333,0.6945766666666667,0.4078815,-0.001972499999999995,0.5367133333333333,0.20260166666666665,0.55441,0.28471,0.8538399999999999,0.9288733333333333,0.6729758333333334,,0.71368,0.54379,,0.35266999999999993,,0.16791333333333336,0.53105,0.022980000000000007,-0.023915333333333334,0.10314575000000001,,0.022092666666666667,0.1127,,0.1417233333333333,-0.07736000000000001,0.09996,,0.053241,0.38169000000000003,,-0.13576,-0.10072116666666664,,,,,,,0.16685,0.010769,-0.2653,,,,,-0.33538,
2,43,2,1,-0.3442625,-0.30603,,-0.07846600000000001,,-0.42315250000000004,,-0.23139000000000004,,-0.04812399999999995,,0.018022499999999997,-0.36307,,0.1321099999999999,-0.11912,,0.11026,,,0.3679666666666666,-0.071791,0.3445,0.3748444,0.23429999999999995,0.457375,0.3266025,0.23906175,0.3712,0.12786,0.25832960000000005,0.014685000000000004,0.35967,0.42278499999999997,0.40276,0.20735549999999994,-0.10577,0.31416,-0.0020000000000000018,0.553865,0.060197499999999994,0.474365,0.4767899999999999,0.5493125,,0.05928699999999995,0.271075,0.31375333333333333,0.34409666666666666,0.3445,-0.27326,0.015594,0.013574000000000003,-0.01656500000000001,-0.30876249999999994,-0.18142533333333333,-0.24008666666666664,-0.63858,,,,,0.22253000000000003
0,190,1,2,-0.12035,,,0.47412499999999996,,,,-0.14726,0.80194,,0.85577,,,0.5303899999999999,0.34202,,,,0.868,0.32245,1.1322,0.96096,0.25884,0.43987,,,0.64782,,,,,0.10227,0.3567,,,-0.034729333333333334,,,,,,0.2515,,,0.34202,,,0.4203,,,,0.24416,0.022760000000000002,,,0.32122,0.710205,,0.77259,0.2099099999999999,1.042935,,
2,1001,1,2,0.47188,0.15718,,,0.59382,,,,,,,,,,0.949835,,1.058,,,0.20045,0.38927,0.3696,0.3853349999999999,0.30928666666666665,,0.48761,,,,-0.015902,,,0.18864999999999993,0.18865,,0.34796499999999997,,0.43516333333333335,0.58202,0.5407150000000001,0.42467,0.42467,0.20045,,,,0.5230199999999999,,,,,,,,,,,,0.6783950000000001,,0.67643,,0.29093
0,190,1,1,0.60623,,,,,,-0.17254333333333338,-0.2916,,0.22826000000000002,,0.031324,,,,-0.010265,,,,,,0.12918,,,,,,,,0.12429000000000004,0.5874733333333334,0.57198,0.7016399999999999,-0.228,0.009306,,,,,,,,,,,,,,,,,-0.021681666666666665,0.009306,-0.1913,,-0.2598,-0.180292,,,,,,
2,591,2,3,,-0.018854999999999948,,-0.06780999999999997,,,,-0.10542,-0.029554,,,,-0.17934,,-0.2338,,,,,0.4723199999999999,0.46162,,0.55985,0.377,0.6887224999999999,0.31475,,,0.71742,,-0.0606779999999999,0.17859,0.27682,,0.27585,,0.41201,,,,,,,,,,,,,,-0.008157,,-0.2318599999999999,,,,,,,,-0.068459,,
2,578,2,2,,,,,,0.028306,,,,,,,-0.095358,,0.22807,,0.094894,,,,,,,0.068734,,-0.069198,,0.51345,0.54674,,0.72035,,,,,-0.16194500000000006,,,0.085381,0.005319333333333343,,-0.03471500000000005,,,,,,,,,,0.13294,0.20904599999999998,,,,,,,,,0.15554,
1,208,2,1,,0.1623525,0.154065,,,,,,,,-0.475,,,0.088522,,,0.011677,,0.33814099999999997,0.44009666666666664,0.340754,0.18294333333333337,0.5546099999999999,0.711565,0.1374935,0.37179,0.49383999999999995,0.34316,0.29645499999999997,0.8780600000000001,-0.38159,,0.4712399999999999,0.6030783333333334,0.78766,-0.1766675,-0.16511333333333333,,-0.14577649999999995,-0.09341975,0.589515,0.8494299999999999,,,,,-0.072701,0.08023549999999999,0.0433189999999999,,0.1051,,,-0.05462,,,,,,,0.094549,0.31303,0.47525666666666666
2,770,2,1,,,-0.26759,-0.51181,-0.3197,,-0.57312,,,-0.009065,-0.31766,0.019546,,,,,,,,,0.54886,,,1.26315,,,0.16873,,,,,,0.534555,,,,,,0.31179,0.31179,0.42828,-0.080594,,,,,,,,,,,,,,,,,,,,,
3,853,2,1,,0.79395,1.5625,0.77253,,-0.14604,-0.4318123333333333,,-0.11542,1.0603,0.052986,-0.14604,,,-0.066428,,,,-1.034,-0.96662,,,-0.342,-1.0707,,0.75416,,,,,,,,,,,,-0.017437,,,,,,,0.8337700000000001,-0.4828399999999999,-0.4828399999999999,-0.77066,,-1.1258,,-0.57776,-0.50122,,,-0.7094199999999999,,-0.69718,-0.67881,,-0.6420600000000001,,
0,18,2,1,,,,,,-0.43301,0.038914,,0.041059,,,0.08181499999999997,0.80257,-0.31503,,,,,,,,,,,,,,,,0.1504599999999999,0.4207399999999999,0.44863,0.22553499999999999,0.3671125,0.49582,,0.51942,,0.4271775,0.16118,,,,,,,0.19765,0.64812,,,,,,-0.1477099999999999,,-0.27213,,,,,,,
2,516,2,1,-0.29654,-0.263645,-0.28762,-0.39245,,,,-0.21179,,-0.32702666666666663,-0.32702666666666663,-0.33669,0.062532,,,,-0.24748,0.31456,,,0.44465666666666664,0.7963,-0.37460333333333334,0.76284,0.81414,0.7985300000000001,0.610065,,0.17516,1.0929,0.5308966666666667,0.35247,-0.220715,0.15174,-0.12481,0.5052449999999999,0.22757,0.41715,0.15620499999999998,0.15694633333333333,0.17069999999999996,0.16289566666666663,-0.294315,-0.20287,,-0.024449,,-0.23187,,0.11606,,-0.34338,,-0.0356,,-0.3077,-0.2932,-0.55972,-0.298775,0.1673599999999999,-0.09805000000000005,-0.08801099999999995,
1,942,2,1,1.73,,,,,,,,,,,,,,,,,,1.1185,,,,,,,,0.38837,,,,,,,,,,,,1.0546,,,,0.050684,,,,,,,,,,,,,,,,,,,,1.4379
