200kb name,category,Granule_mean,Bergmann_mean,gene,chrom,chrom_id,group,log2FC_G2B
chr1-g369,Bergmann,0.04879991093172838,1.111500450029021,Tns1,chr1,1,369,-4.5094862076414675
chr1-g370,Bergmann,0.04879991093172838,1.111500450029021,Tns1,chr1,1,370,-4.5094862076414675
chr1-g375,Bergmann,0.16477086791756426,0.8627012807852737,Glb1l,chr1,1,375,-2.3883999064438357
chr1-g376,"Bergmann,Granule,Granule",6.2405237153141675,1.0653320256958823,"Glb1l,Ptprn,Speg",chr1,1,376,2.550363970862506
chr1-g377,"Granule,Granule,Granule",3.9033961984041565,0.304547576298673,"Speg,Gmppa,Inha",chr1,1,377,3.679990377035924
chr1-g386,Bergmann,0.04458477551136685,0.47490226763647864,Epha4,chr1,1,386,-3.4130075867956906
chr1-g387,Bergmann,0.04458477551136685,0.47490226763647864,Epha4,chr1,1,387,-3.4130075867956906
chr1-g390,Bergmann,0.03049164790444185,11.347089300254478,Pax3,chr1,1,390,-8.539692434452832
chr1-g391,Granule,8.41400681224055,0.07611480989555162,Sgpp2,chr1,1,391,6.788471985224788
chr1-g392,Granule,8.41400681224055,0.07611480989555162,Sgpp2,chr1,1,392,6.788471985224788
chr1-g393,Bergmann,0.8292983552107708,6.425301356537852,Acsl3,chr1,1,393,-2.9538009844346305
chr1-g397,Granule,1.2751761799255998,0.04369197111335463,Scg2,chr1,1,397,4.867184582380524
chr1-g398,Bergmann,0.09413713738913099,1.5806530877463942,Serpine2,chr1,1,398,-4.069612975300422
chr1-g399,Bergmann,0.09413713738913099,1.5806530877463942,Serpine2,chr1,1,399,-4.069612975300422
chr1-g405,Granule,6.718356553929617,0.103730975251233,Nyap2,chr1,1,405,6.017189694960825
chr1-g406,Granule,6.718356553929617,0.103730975251233,Nyap2,chr1,1,406,6.017189694960825
chr1-g411,Bergmann,0.555282467340759,3.245244205833504,Rhbdd1,chr1,1,411,-2.5470332959828506
chr1-g412,Bergmann,0.555282467340759,3.245244205833504,Rhbdd1,chr1,1,412,-2.5470332959828506
chr1-g416,Granule,41.0411815473095,0.3305553915155834,Sphkap,chr1,1,416,6.956036409592453
chr1-g417,Granule,41.0411815473095,0.3305553915155834,Sphkap,chr1,1,417,6.956036409592453
chr1-g420,Granule,2.52351358816524,0.10312949028601351,Pid1,chr1,1,420,4.612905013851332
chr1-g421,Granule,2.52351358816524,0.10312949028601351,Pid1,chr1,1,421,4.612905013851332
chr1-g436,Bergmann,0.05595332679083439,0.9944354246107217,Efhd1,chr1,1,436,-4.1515818736855366
chr1-g439,Granule,12.982140641258098,0.8542413437803248,Dgkd,chr1,1,439,3.9257407569245824
chr1-g451,Bergmann,0.008854529476968936,0.2235696845681609,Ackr3,chr1,1,451,-4.658165120468652
chr1-g455,Bergmann,0.05411731616520816,1.2036117442227987,Ramp1,chr1,1,455,-4.475135985047815
chr1-g456,Bergmann,0.05411731616520816,1.2036117442227987,Ramp1,chr1,1,456,-4.475135985047815
chr1-g466,Bergmann,0.4875319864990594,5.825358816414749,Sned1,chr1,1,466,-3.5787781352590633
chr1-g523,Bergmann,0.5066189971610123,24.011005391922627,Cdh20,chr1,1,523,-5.566650827186372
chr1-g524,Bergmann,0.5066189971610123,24.011005391922627,Cdh20,chr1,1,524,-5.566650827186372
chr1-g526,Granule,3.0919663510819113,0.12121360839068701,Rnf152,chr1,1,526,4.6729010376617435
chr1-g549,Granule,12.223854823281561,0.05,Cdh7,chr1,1,549,7.933555504182532
chr1-g550,Granule,12.223854823281561,0.05,Cdh7,chr1,1,550,7.933555504182532
chr1-g554,Bergmann,0.07528172129784644,6.302968974013534,Cdh19,chr1,1,554,-6.387588135637465
chr1-g594,Bergmann,0.021951678806823624,4.999693611315221,Gli2,chr1,1,594,-7.831364599353217
chr1-g595,Bergmann,0.021951678806823624,4.999693611315221,Gli2,chr1,1,595,-7.831364599353217
chr1-g597,Bergmann,0.3772318152006046,2.5322825376024274,Epb41l5,chr1,1,597,-2.746915120281125
chr1-g598,Bergmann,0.3772318152006046,2.5322825376024274,Epb41l5,chr1,1,598,-2.746915120281125
chr1-g605,Bergmann,0.07659693733471279,2.5600164135019927,Celrr,chr1,1,605,-5.062722541510957
chr1-g616,Granule,18.50823320074584,0.22287053047073938,Dpp10,chr1,1,616,6.375817505836756
chr1-g617,Granule,18.50823320074584,0.22287053047073938,Dpp10,chr1,1,617,6.375817505836756
chr1-g618,Granule,18.50823320074584,0.22287053047073938,Dpp10,chr1,1,618,6.375817505836756
chr1-g619,Granule,18.50823320074584,0.22287053047073938,Dpp10,chr1,1,619,6.375817505836756
chr1-g620,Granule,18.50823320074584,0.22287053047073938,Dpp10,chr1,1,620,6.375817505836756
chr1-g629,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,629,-5.724135582527501
chr1-g630,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,630,-5.724135582527501
chr1-g631,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,631,-5.724135582527501
chr1-g632,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,632,-5.724135582527501
chr1-g633,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,633,-5.724135582527501
chr1-g634,Bergmann,0.4365658865191883,23.077369634800515,Nckap5,chr1,1,634,-5.724135582527501
chr1-g636,Granule,2.828481061781305,0.5096073812776398,Mgat5,chr1,1,636,2.4725694321811273
chr1-g637,"Granule,Granule",31.33609919484512,0.8504048080699366,"Mgat5,Tmem163",chr1,1,637,5.203532036365668
chr1-g638,Granule,28.507618133063815,0.34079742679229674,Tmem163,chr1,1,638,6.386289251644451
chr1-g656,Granule,19.626532903403426,1.4225272424682982,Srgap2,chr1,1,656,3.7862771515141755
chr1-g657,Granule,19.626532903403426,1.4225272424682982,Srgap2,chr1,1,657,3.7862771515141755
chr1-g662,Granule,3.2796637454459985,0.05517587023799925,Cntn2,chr1,1,662,5.893366617819743
chr1-g670,Granule,0.7380037517548068,0.14404364656458937,Btg2,chr1,1,670,2.357122122538507
chr1-g671,Granule,3.3581622961636697,0.07786316086962113,Ppfia4,chr1,1,671,5.430587233194942
chr1-g673,Granule,6.397703106666168,0.20503510784507675,Syt2,chr1,1,673,4.963611177517005
chr1-g675,Bergmann,0.33043030403170176,13.634425502188375,Gpr37l1,chr1,1,675,-5.3667640985985905
chr1-g677,Bergmann,0.15546024186374113,1.3794681879276602,Nav1,chr1,1,677,-3.1494946159218005
chr1-g678,Bergmann,0.1641054096030546,7.04513481407013,Csrp1,chr1,1,678,-5.423932611845942
chr1-g692,Bergmann,0.1499645737807662,2.844901238514884,Nek7,chr1,1,692,-4.245684932481881
chr1-g693,Bergmann,0.1499645737807662,2.844901238514884,Nek7,chr1,1,693,-4.245684932481881
chr1-g762,Bergmann,0.32859686355673995,5.320950951348907,Rgl1,chr1,1,762,-4.0172934897825465
chr1-g763,Bergmann,0.32859686355673995,5.320950951348907,Rgl1,chr1,1,763,-4.0172934897825465
chr1-g764,Granule,20.412131052941376,0.810836486547463,Nmnat2,chr1,1,764,4.653871989645654
chr1-g765,Granule,20.412131052941376,0.810836486547463,Nmnat2,chr1,1,765,4.653871989645654
chr1-g768,Granule,1.6248270048668014,0.193555933569991,Rgs8,chr1,1,768,3.0694636826740243
chr1-g769,Bergmann,0.7008106267634256,10.936272954154557,Glul,chr1,1,769,-3.963952694485896
chr1-g771,Granule,21.710243981765387,0.209276042300716,Cacna1e,chr1,1,771,6.696824966112687
chr1-g772,Granule,21.710243981765387,0.209276042300716,Cacna1e,chr1,1,772,6.696824966112687
chr1-g773,Granule,21.710243981765387,0.209276042300716,Cacna1e,chr1,1,773,6.696824966112687
chr1-g782,Bergmann,0.14077553597659748,2.74762754940468,Soat1,chr1,1,782,-4.286717906208081
chr1-g791,"Granule,Granule",5.224619884816356,0.32612465407902536,"Brinp2,Astn1",chr1,1,791,4.00183066440903
chr1-g792,Granule,3.606669099748822,0.32612465407902536,Astn1,chr1,1,792,3.467171652695514
chr1-g793,Granule,3.606669099748822,0.32612465407902536,Astn1,chr1,1,793,3.467171652695514
chr1-g801,Granule,26.04113944683985,4.163637005910614,Rabgap1l,chr1,1,801,2.644876373703804
chr1-g802,Granule,26.04113944683985,4.163637005910614,Rabgap1l,chr1,1,802,2.644876373703804
chr1-g803,Granule,26.04113944683985,4.163637005910614,Rabgap1l,chr1,1,803,2.644876373703804
chr1-g806,Bergmann,1.048211242722236,7.847373641203619,Prdx6,chr1,1,806,-2.9042804056683544
chr1-g809,Granule,15.554900843816174,2.6164002440846525,Dnm3,chr1,1,809,2.5717140390592306
chr1-g810,Granule,15.554900843816174,2.6164002440846525,Dnm3,chr1,1,810,2.5717140390592306
chr1-g811,Granule,15.554900843816174,2.6164002440846525,Dnm3,chr1,1,811,2.5717140390592306
chr1-g812,Granule,15.554900843816174,2.6164002440846525,Dnm3,chr1,1,812,2.5717140390592306
chr1-g816,Bergmann,0.031538545559620115,2.1761742420662884,Prrx1,chr1,1,816,-6.10853413485691
chr1-g822,Granule,4.9519610112019,0.5290641576961603,Atp1b1,chr1,1,822,3.2264853672052296
chr1-g835,Granule,2.7933383775010125,0.12919608071763364,Fam78b,chr1,1,835,4.434356138079929
chr1-g836,"Granule,Granule",3.489273260469175,0.4964264359511116,"Uck2,Mgst3",chr1,1,836,2.813274736054777
chr1-g851,Bergmann,0.9556220919553322,6.091779367675109,Nos1ap,chr1,1,851,-2.6723515798399524
chr1-g852,Bergmann,0.9556220919553322,6.091779367675109,Nos1ap,chr1,1,852,-2.6723515798399524
chr1-g861,"Bergmann,Bergmann,Granule,Bergmann",3.849434272811244,40.32065168699162,"Atp1a2,Igsf8,Kcnj9,Kcnj10",chr1,1,861,-3.388800614078928
chr1-g866,Granule,10.103232773714431,0.06396368498150712,Cadm3,chr1,1,866,7.3033482210529
chr1-g867,Granule,3.0058383437111,0.04362623028917425,Aim2,chr1,1,867,6.106427794999767
chr1-g872,Bergmann,4.433072629777237,17.895108646424838,Fmn2,chr1,1,872,-2.0131863984266167
chr1-g873,Bergmann,4.433072629777237,17.895108646424838,Fmn2,chr1,1,873,-2.0131863984266167
chr1-g874,Bergmann,4.433072629777237,17.895108646424838,Fmn2,chr1,1,874,-2.0131863984266167
chr1-g875,Granule,37.018420835310486,0.31523500874546884,Rgs7,chr1,1,875,6.875671778867767
chr1-g876,Granule,37.018420835310486,0.31523500874546884,Rgs7,chr1,1,876,6.875671778867767
chr1-g877,Granule,37.018420835310486,0.31523500874546884,Rgs7,chr1,1,877,6.875671778867767
chr1-g879,Granule,27.614761655870957,0.2619593290571456,Pld5,chr1,1,879,6.7199530242107794
chr1-g880,Granule,27.614761655870957,0.2619593290571456,Pld5,chr1,1,880,6.7199530242107794
chr1-g881,Granule,27.614761655870957,0.2619593290571456,Pld5,chr1,1,881,6.7199530242107794
chr1-g887,Granule,3.319992880655164,0.060104744962058754,Zbtb18,chr1,1,887,5.787557448832255
chr1-g892,Granule,14.077321384570912,0.3168414254060552,Kif26b,chr1,1,892,5.473468062828967
chr1-g893,Granule,14.077321384570912,0.3168414254060552,Kif26b,chr1,1,893,5.473468062828967
chr1-g894,"Granule,Granule",27.831397585607874,2.8932576760019835,"Kif26b,Smyd3",chr1,1,894,3.265946635321944
chr1-g895,Granule,13.754076201036963,2.576416250595928,Smyd3,chr1,1,895,2.4164216417336877
chr1-g896,Granule,13.754076201036963,2.576416250595928,Smyd3,chr1,1,896,2.4164216417336877
chr1-g897,Granule,13.754076201036963,2.576416250595928,Smyd3,chr1,1,897,2.4164216417336877
chr1-g901,Bergmann,0.4445931510057931,3.171723249465716,Itpkb,chr1,1,901,-2.834709264536477
chr1-g902,Bergmann,0.4445931510057931,3.171723249465716,Itpkb,chr1,1,902,-2.834709264536477
chr1-g903,Granule,1.3310099898571677,0.31596573459913724,Lin9,chr1,1,903,2.0746813827305917
chr1-g909,Bergmann,3.398018834049181,14.503660730403023,Enah,chr1,1,909,-2.0936513290513514
chr1-g910,Bergmann,3.398018834049181,14.503660730403023,Enah,chr1,1,910,-2.0936513290513514
chr1-g913,Granule,1.3228965084896949,0.022687290631621875,Susd4,chr1,1,913,5.8656720629968335
chr1-g914,Granule,1.3228965084896949,0.022687290631621875,Susd4,chr1,1,914,5.8656720629968335
chr1-g915,Bergmann,0.04338162084114374,0.8368287936190207,Disp1,chr1,1,915,-4.269776631045657
chr1-g916,Bergmann,0.04338162084114374,0.8368287936190207,Disp1,chr1,1,916,-4.269776631045657
chr1-g924,Bergmann,0.3436878490050236,1.4882431238773195,Marc2,chr1,1,924,-2.1144394770897463
chr1-g927,Bergmann,0.015465335068064625,0.7108873284282121,Slc30a10,chr1,1,927,-5.522510923111894
chr1-g960,Granule,8.637063158194097,0.08671671643730938,Kcnh1,chr1,1,960,6.638086899579188
chr1-g961,Granule,8.637063158194097,0.08671671643730938,Kcnh1,chr1,1,961,6.638086899579188
chr1-g962,Granule,8.637063158194097,0.08671671643730938,Kcnh1,chr1,1,962,6.638086899579188
chr1-g966,Bergmann,0.22644167030641946,1.5193815684431453,Hsd11b1,chr1,1,966,-2.7462728494812834
chr1-g975,Bergmann,0.03651599918593576,1.0880553043851104,Cr2,chr1,1,975,-4.89707937094798
chr2-g15,Bergmann,0.7972291680206617,3.340413141806502,Fam171a1,chr2,2,15,-2.0669601462736393
chr2-g16,Bergmann,0.7972291680206617,3.340413141806502,Fam171a1,chr2,2,16,-2.0669601462736393
chr2-g18,Granule,1.38455258359282,0.08279203559368063,Fam107b,chr2,2,18,4.063784045887453
chr2-g20,Bergmann,1.6108315941760194,27.6604659014399,Frmd4a,chr2,2,20,-4.101947877648698
chr2-g21,Bergmann,1.6108315941760194,27.6604659014399,Frmd4a,chr2,2,21,-4.101947877648698
chr2-g22,Bergmann,1.6108315941760194,27.6604659014399,Frmd4a,chr2,2,22,-4.101947877648698
chr2-g23,Bergmann,1.6108315941760194,27.6604659014399,Frmd4a,chr2,2,23,-4.101947877648698
chr2-g29,Bergmann,0.24873053062646175,1.562156183095309,Dhtkd1,chr2,2,29,-2.650883191874256
chr2-g31,Bergmann,0.8018214158666364,4.748888193321966,Usp6nl,chr2,2,31,-2.5662369340411315
chr2-g32,Bergmann,0.8018214158666364,4.748888193321966,Usp6nl,chr2,2,32,-2.5662369340411315
chr2-g50,Bergmann,0.045258282958448026,0.9752514003205427,Itih5,chr2,2,50,-4.429520408008364
chr2-g51,"Bergmann,Bergmann",0.15455673618713595,1.830946964634073,"Itih5,Sfmbt2",chr2,2,51,-3.5663815635406166
chr2-g52,Bergmann,0.1092984532286879,0.8556955643135302,Sfmbt2,chr2,2,52,-2.968824627672159
chr2-g57,Bergmann,0.10203682575419186,0.424786130540448,Pfkfb3,chr2,2,57,-2.0576467380617425
chr2-g67,Bergmann,0.3264557528546005,3.1900953958494798,Vim,chr2,2,67,-3.288640196444536
chr2-g70,Granule,2.456925859605536,0.4777837867007509,Hacd1,chr2,2,70,2.362424520706377
chr2-g71,Bergmann,0.14853001754911663,6.05447466849515,Slc39a12,chr2,2,71,-5.349175355634275
chr2-g72,Bergmann,0.14853001754911663,6.05447466849515,Slc39a12,chr2,2,72,-5.349175355634275
chr2-g81,Granule,3.9775136935161655,0.2691161949747247,Plxdc2,chr2,2,81,3.8855657796346748
chr2-g82,Granule,3.9775136935161655,0.2691161949747247,Plxdc2,chr2,2,82,3.8855657796346748
chr2-g83,Granule,3.9775136935161655,0.2691161949747247,Plxdc2,chr2,2,83,3.8855657796346748
chr2-g88,Bergmann,3.488823249786237,33.11218316949346,Nebl,chr2,2,88,-3.2465497194749213
chr2-g106,Granule,31.73639415416782,2.850496645785289,Gpr158,chr2,2,106,3.476853011493444
chr2-g107,Granule,31.73639415416782,2.850496645785289,Gpr158,chr2,2,107,3.476853011493444
chr2-g108,Granule,31.73639415416782,2.850496645785289,Gpr158,chr2,2,108,3.476853011493444
chr2-g109,Granule,31.73639415416782,2.850496645785289,Gpr158,chr2,2,109,3.476853011493444
chr2-g120,Bergmann,0.016201057375139313,0.49446580227320214,Hnmt,chr2,2,120,-4.9317108663123035
chr2-g123,Granule,3.808793290597086,0.1717233119845395,Cacna1b,chr2,2,123,4.4711761844434115
chr2-g124,Bergmann,0.4489155804168861,15.593021837349262,Pnpla7,chr2,2,124,-5.118312562420658
chr2-g125,"Bergmann,Bergmann",0.7561580909140748,17.762364518165093,"Pnpla7,Nsmf",chr2,2,125,-4.553991943146202
chr2-g126,"Granule,Granule",16.07247823559728,0.6197919174598765,"Grin1os,Grin1",chr2,2,126,4.696664645651267
chr2-g129,Granule,5.920269899213982,0.18551881696448289,Kcnt1,chr2,2,129,4.996025518072846
chr2-g132,Bergmann,0.0235537468638443,1.1464753157207503,Notch1,chr2,2,132,-5.605104904999934
chr2-g136,Bergmann,0.019011175550504862,0.40230899913613627,Vav2,chr2,2,136,-4.403384361076417
chr2-g137,Bergmann,0.019011175550504862,0.40230899913613627,Vav2,chr2,2,137,-4.403384361076417
chr2-g140,Granule,5.111545851345108,0.22531803554223037,Olfm1,chr2,2,140,4.503724958389157
chr2-g141,Granule,5.111545851345108,0.22531803554223037,Olfm1,chr2,2,141,4.503724958389157
chr2-g160,Granule,0.7525348554809357,0.08900081155241812,Plpp7,chr2,2,160,3.0798680089049593
chr2-g161,Granule,7.4704394215531735,0.24189577292478412,Dnm1,chr2,2,161,4.948735642949633
chr2-g162,"Granule,Granule,Granule",4.779477265220433,0.7287301504622905,"Slc25a25,St6galnac4,St6galnac6",chr2,2,162,2.7133962511964596
chr2-g163,"Granule,Granule,Granule",12.757298997511489,0.5274770513324232,"St6galnac6,Sh2d3c,Stxbp1",chr2,2,163,4.596070772136202
chr2-g164,"Granule,Granule",16.155118715750785,0.650054059450202,"Stxbp1,Garnl3",chr2,2,164,4.635287842280727
chr2-g165,Granule,6.068831237387017,0.44863592137262387,Garnl3,chr2,2,165,3.7578016587384786
chr2-g166,Granule,1.5880484371208259,0.12155513198297575,Angptl2,chr2,2,166,3.707572207380596
chr2-g177,Granule,8.699930953462289,0.21584705633076273,Dab2ip,chr2,2,177,5.332922628209715
chr2-g178,"Granule,Granule",12.512723413695566,0.5376353475818586,"Dab2ip,Ttll11",chr2,2,178,4.54062402505081
chr2-g179,Granule,3.8127924602332777,0.32178829125109587,Ttll11,chr2,2,179,3.5666642662163865
chr2-g195,Granule,6.178207447094265,1.4106212590782938,Scai,chr2,2,195,2.13085762604062
chr2-g202,Granule,31.992993696362777,1.137631991404965,Lrp1b,chr2,2,202,4.81365015094205
chr2-g203,Granule,31.992993696362777,1.137631991404965,Lrp1b,chr2,2,203,4.81365015094205
chr2-g204,Granule,31.992993696362777,1.137631991404965,Lrp1b,chr2,2,204,4.81365015094205
chr2-g205,Granule,31.992993696362777,1.137631991404965,Lrp1b,chr2,2,205,4.81365015094205
