200kb name,category,MLI1_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_M2P
chr1-g84,MLI1,3.0288912579431067,0.6038392573925566,Jph1,chr1,1,84,2.3265533250716284
chr1-g85,MLI1,3.0288912579431067,0.6038392573925566,Jph1,chr1,1,85,2.3265533250716284
chr1-g88,MLI1,0.24202629009177612,0.03356555351559949,Crispld1,chr1,1,88,2.850110430070334
chr1-g96,MLI1,10.089521642974782,0.02071369380983911,Tfap2b,chr1,1,96,8.928057212818327
chr1-g104,MLI1,1.6222246883151035,0.22958496756790814,Paqr8,chr1,1,104,2.820873568203739
chr1-g106,"MLI1,MLI1",5.399346278804003,0.3928176084080964,"Tmem14a,Kcnq5",chr1,1,106,3.780853238453401
chr1-g107,MLI1,4.785519961424259,0.26585998959378077,Kcnq5,chr1,1,107,4.169937105168985
chr1-g108,MLI1,4.785519961424259,0.26585998959378077,Kcnq5,chr1,1,108,4.169937105168985
chr1-g109,MLI1,4.785519961424259,0.26585998959378077,Kcnq5,chr1,1,109,4.169937105168985
chr1-g111,MLI1,15.8454448433091,0.8416702907271809,Rims1,chr1,1,111,4.234669158133894
chr1-g112,MLI1,15.8454448433091,0.8416702907271809,Rims1,chr1,1,112,4.234669158133894
chr1-g113,MLI1,15.8454448433091,0.8416702907271809,Rims1,chr1,1,113,4.234669158133894
chr1-g114,MLI1,15.8454448433091,0.8416702907271809,Rims1,chr1,1,114,4.234669158133894
chr1-g118,MLI1,2.0842021474883214,0.312871870926524,B3gat2,chr1,1,118,2.735851349382372
chr1-g119,"MLI1,MLI1",5.917053841817958,1.2618899892996889,"B3gat2,Smap1",chr1,1,119,2.229292880208017
chr1-g121,Purkinje,0.06169871594408475,0.8435327982835078,Col19a1,chr1,1,121,-3.7731317946966594
chr1-g122,Purkinje,0.06169871594408475,0.8435327982835078,Col19a1,chr1,1,122,-3.7731317946966594
chr1-g123,MLI1,3.8828859301467564,0.6439139252813559,Lmbrd1,chr1,1,123,2.5921895698108486
chr1-g169,MLI1,6.6231068920099885,1.5493408277841425,Bend6,chr1,1,169,2.095853595818548
chr1-g172,MLI1,0.3268252888853433,0.046945287650671214,Imp4,chr1,1,172,2.7994673666641767
chr1-g173,MLI1,1.3424342058913679,0.08079684377094164,Arhgef4,chr1,1,173,4.054408634745516
chr1-g174,"MLI1,MLI1",3.4560988327772786,0.5117449786188124,"Arhgef4,Plekhb2",chr1,1,174,2.75564752799274
chr1-g180,MLI1,0.9408479627608626,0.11682064917833777,Hs6st1,chr1,1,180,3.0096663010394145
chr1-g182,MLI1,2.2656307609772774,0.20237458000785713,Cnnm3,chr1,1,182,3.4848127668720617
chr1-g187,MLI1,1.5109686646438443,0.3930249267980144,Unc50,chr1,1,187,1.9427810208899954
chr1-g189,MLI1,0.636702004908094,0.1725252579994495,Mrpl30,chr1,1,189,1.8838107166948739
chr1-g190,MLI1,7.287530934348993,1.6315374697587879,Aff3,chr1,1,190,2.15919798169615
chr1-g191,MLI1,7.287530934348993,1.6315374697587879,Aff3,chr1,1,191,2.15919798169615
chr1-g192,MLI1,7.287530934348993,1.6315374697587879,Aff3,chr1,1,192,2.15919798169615
chr1-g193,"MLI1,MLI1",8.87647241571877,1.836337888001777,"Aff3,Lonrf2",chr1,1,193,2.2731549109078437
chr1-g194,"MLI1,MLI1,MLI1",2.7949013861559635,0.25357733898599416,"Lonrf2,Chst10,Pdcl3",chr1,1,194,3.4622996511856923
chr1-g195,MLI1,1.608347793191097,0.1443049897059169,Npas2,chr1,1,195,3.478386321680505
chr1-g196,"MLI1,MLI1",2.3734395119862404,0.24613515995247487,"Npas2,Tbc1d8",chr1,1,196,3.2694566186523693
chr1-g197,MLI1,0.7650917187951433,0.10183017024655797,Tbc1d8,chr1,1,197,2.909467641212984
chr1-g213,"MLI1,MLI1",1.3836990438676748,0.07136357424636072,"Pantr1,Pou3f3",chr1,1,213,4.277198504555363
chr1-g217,MLI1,2.346494517056334,0.28535588872931567,Nck2,chr1,1,217,3.039672848770262
chr1-g258,Purkinje,0.4009135704724302,1.7745721734411002,Myo1b,chr1,1,258,-2.146108094264021
chr1-g259,Purkinje,0.4009135704724302,1.7745721734411002,Myo1b,chr1,1,259,-2.146108094264021
chr1-g260,"MLI1,MLI1",7.514408871211026,1.5611493979384352,"Stat1,Gls",chr1,1,260,2.267051011412751
chr1-g261,MLI1,7.054881318156791,1.4600360400665018,Gls,chr1,1,261,2.2726178315042205
chr1-g265,MLI1,1.1581309033239615,0.2798868182022891,Pms1,chr1,1,265,2.0488828829210743
chr1-g266,MLI1,1.1581309033239615,0.2798868182022891,Pms1,chr1,1,266,2.0488828829210743
chr1-g268,Purkinje,0.03516720950398975,2.01292594888445,Stk17b,chr1,1,268,-5.838919426876289
chr1-g272,MLI1,1.5932817673524848,0.1978042578627944,Pgap1,chr1,1,272,3.009856039469144
chr1-g275,MLI1,0.582506194579903,0.14383838695510717,Coq10b,chr1,1,275,2.01782464472519
chr1-g277,MLI1,1.7456641521352878,0.0692674593160813,Plcl1,chr1,1,277,4.655454458003165
chr1-g278,MLI1,1.7456641521352878,0.0692674593160813,Plcl1,chr1,1,278,4.655454458003165
chr1-g291,MLI1,1.55080540036678,0.33476065254495324,Bzw1,chr1,1,291,2.211815794169183
chr1-g292,"MLI1,MLI1",4.463830648299132,1.0209632862754614,"Bzw1,Fam126b",chr1,1,292,2.128351306307991
chr1-g294,MLI1,0.5605591808026662,0.13115027266930232,Stradb,chr1,1,294,2.095645885945325
chr1-g295,MLI1,1.1067501728773226,0.28357451353845636,Als2,chr1,1,295,1.9645298185172861
chr1-g296,MLI1,1.1067501728773226,0.28357451353845636,Als2,chr1,1,296,1.9645298185172861
chr1-g299,"MLI1,MLI1",3.035541781135931,0.6681959412305131,"Fam117b,Ica1l",chr1,1,299,2.183610905986471
chr1-g300,MLI1,0.7009441604441449,0.1479039932129174,Ica1l,chr1,1,300,2.244638515074213
chr1-g313,MLI1,1.8781959394937109,0.04460141988109732,Nrp2,chr1,1,313,5.396114128336567
chr1-g314,MLI1,1.8781959394937109,0.04460141988109732,Nrp2,chr1,1,314,5.396114128336567
chr1-g315,MLI1,1.0887914267749226,0.3055610778651996,Eef1b2,chr1,1,315,1.8331949213045322
chr1-g317,Purkinje,1.47578894034104,9.788308098367452,Adam23,chr1,1,317,-2.729573103225016
chr1-g330,MLI1,11.597611180725012,2.084931962633864,Map2,chr1,1,330,2.475755466443373
chr1-g331,MLI1,11.597611180725012,2.084931962633864,Map2,chr1,1,331,2.475755466443373
chr1-g332,MLI1,11.597611180725012,2.084931962633864,Map2,chr1,1,332,2.475755466443373
chr1-g334,MLI1,0.900620157425901,0.1544121533835437,Acadl,chr1,1,334,2.5441324601420443
chr1-g340,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,340,3.4202623111770385
chr1-g341,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,341,3.4202623111770385
chr1-g342,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,342,3.4202623111770385
chr1-g343,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,343,3.4202623111770385
chr1-g344,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,344,3.4202623111770385
chr1-g345,MLI1,3.3160220919071803,0.3097532462501669,Erbb4,chr1,1,345,3.4202623111770385
chr1-g361,"MLI1,MLI1,MLI1",4.319459687485186,0.5296759916496091,"D230017M19Rik,Tmem169,Xrcc5",chr1,1,361,3.027668836920897
chr1-g371,"MLI1,MLI1,MLI1",7.113467990505357,0.6924551385183402,"Pnkd,Aamp,Tmbim1",chr1,1,371,3.3607605679585264
chr1-g373,Purkinje,0.05,1.7977290406708006,Cyp27a1,chr1,1,373,-5.168103684628069
chr1-g375,"MLI1,MLI1",0.8513628786119962,0.12944192634190282,"Cnppd1,Glb1l",chr1,1,375,2.717469203570106
chr1-g376,"MLI1,MLI1",0.9478531773258021,0.09841127901254137,"Glb1l,Speg",chr1,1,376,3.267768023800548
chr1-g377,"MLI1,MLI1",0.911582101186981,0.06302789547602836,"Speg,Gmppa",chr1,1,377,3.8543102011792887
chr1-g390,MLI1,0.36370046166810976,0.046131568404755637,Pax3,chr1,1,390,2.9789245092621996
chr1-g391,MLI1,4.258912490075812,0.5716594500839415,Sgpp2,chr1,1,391,2.8972572231173976
chr1-g392,MLI1,4.258912490075812,0.5716594500839415,Sgpp2,chr1,1,392,2.8972572231173976
chr1-g393,MLI1,2.523427180770909,0.2729088946042961,Acsl3,chr1,1,393,3.2088931344076164
chr1-g402,MLI1,0.4079709124634464,0.05192634852761899,Dock10,chr1,1,402,2.973927611030043
chr1-g403,MLI1,0.4079709124634464,0.05192634852761899,Dock10,chr1,1,403,2.973927611030043
chr1-g405,MLI1,2.8411095161532938,0.5787693172462751,Nyap2,chr1,1,405,2.295394097835819
chr1-g406,MLI1,2.8411095161532938,0.5787693172462751,Nyap2,chr1,1,406,2.295394097835819
chr1-g420,MLI1,15.268656403399927,0.4308534535886877,Pid1,chr1,1,420,5.147232056472899
chr1-g421,MLI1,15.268656403399927,0.4308534535886877,Pid1,chr1,1,421,5.147232056472899
chr1-g424,MLI1,0.47878797267022805,0.03784060342330732,Slc16a14,chr1,1,424,3.6613799118687966
chr1-g428,MLI1,2.6303881259590702,0.552614297317928,Cab39,chr1,1,428,2.250930898201313
chr1-g429,"MLI1,MLI1",4.710006417565505,0.7448515775995008,"Cab39,Itm2c",chr1,1,429,2.6607041439988355
chr1-g431,MLI1,3.7428814634359577,0.7710880089608839,Ncl,chr1,1,431,2.2791819207950823
chr1-g432,MLI1,4.947700631653346,0.5817533300082838,Ptma,chr1,1,432,3.0882787415577453
chr1-g436,MLI1,0.5029595995119084,0.10835583203094976,Kcnj13,chr1,1,436,2.2146657138348798
chr1-g441,MLI1,1.838246537999941,0.3594571813265094,Hjurp,chr1,1,441,2.3544384362362876
chr1-g443,MLI1,5.864183657022125,0.029057010884215775,Arl4c,chr1,1,443,7.6569001773782555
chr1-g451,MLI1,0.20475666222949837,0.05,Ackr3,chr1,1,451,2.03391039403522
chr1-g453,MLI1,1.408144652854175,0.2678981085866822,Cops8,chr1,1,453,2.3940392430416724
chr1-g456,MLI1,0.41151680121330975,0.07131748626496814,Scly,chr1,1,456,2.528623575374083
chr1-g457,MLI1,0.8042448709692687,0.09433559520340476,Per2,chr1,1,457,3.0917606861651303
chr1-g464,MLI1,0.3106560378685396,0.016070355260986977,Gpc1,chr1,1,464,4.272844367010084
chr1-g466,MLI1,1.0197087153233577,0.2275908177118569,Ppp1r7,chr1,1,466,2.16364284076692
chr1-g476,MLI1,1.2609478390436113,0.24768338484673316,Fam174a,chr1,1,476,2.3479395999592123
chr1-g489,MLI1,11.78913273786258,0.2280079052319804,Pam,chr1,1,489,5.692229936051177
chr1-g490,MLI1,11.78913273786258,0.2280079052319804,Pam,chr1,1,490,5.692229936051177
chr1-g498,Purkinje,0.5663281500987719,50.45873060408144,Cntnap5b,chr1,1,498,-6.477321859809304
chr1-g499,Purkinje,0.5663281500987719,50.45873060408144,Cntnap5b,chr1,1,499,-6.477321859809304
chr1-g500,Purkinje,0.5663281500987719,50.45873060408144,Cntnap5b,chr1,1,500,-6.477321859809304
chr1-g501,Purkinje,0.5663281500987719,50.45873060408144,Cntnap5b,chr1,1,501,-6.477321859809304
chr1-g502,Purkinje,0.5663281500987719,50.45873060408144,Cntnap5b,chr1,1,502,-6.477321859809304
chr1-g523,MLI1,1.7156975952717834,0.039230376067680525,Cdh20,chr1,1,523,5.450680313713627
chr1-g524,MLI1,1.7156975952717834,0.039230376067680525,Cdh20,chr1,1,524,5.450680313713627
chr1-g526,MLI1,1.140977112871285,0.25669468057549677,Rnf152,chr1,1,526,2.1521445478570893
chr1-g549,MLI1,3.4906568910084994,0.03768762635896568,Cdh7,chr1,1,549,6.533263811959891
chr1-g550,MLI1,3.4906568910084994,0.03768762635896568,Cdh7,chr1,1,550,6.533263811959891
chr1-g578,Purkinje,0.6990143846361458,6.080940493616916,Cntnap5a,chr1,1,578,-3.1209004223308536
chr1-g579,Purkinje,0.6990143846361458,6.080940493616916,Cntnap5a,chr1,1,579,-3.1209004223308536
chr1-g580,Purkinje,0.6990143846361458,6.080940493616916,Cntnap5a,chr1,1,580,-3.1209004223308536
chr1-g581,Purkinje,0.6990143846361458,6.080940493616916,Cntnap5a,chr1,1,581,-3.1209004223308536
chr1-g582,Purkinje,0.6990143846361458,6.080940493616916,Cntnap5a,chr1,1,582,-3.1209004223308536
chr1-g591,"MLI1,MLI1",3.189347518841649,0.5169363041520487,"Tsn,Nifk",chr1,1,591,2.6252028749826555
chr1-g616,Purkinje,2.3822740396871014,56.35859125904285,Dpp10,chr1,1,616,-4.564224265320463
chr1-g617,Purkinje,2.3822740396871014,56.35859125904285,Dpp10,chr1,1,617,-4.564224265320463
chr1-g618,Purkinje,2.3822740396871014,56.35859125904285,Dpp10,chr1,1,618,-4.564224265320463
chr1-g619,Purkinje,2.3822740396871014,56.35859125904285,Dpp10,chr1,1,619,-4.564224265320463
chr1-g620,Purkinje,2.3822740396871014,56.35859125904285,Dpp10,chr1,1,620,-4.564224265320463
chr1-g636,MLI1,20.577043881811914,2.505459322510251,Mgat5,chr1,1,636,3.0378887180071508
chr1-g637,"MLI1,MLI1",21.21791503126685,2.5809982253123747,"Mgat5,Tmem163",chr1,1,637,3.0392818428964627
chr1-g638,"MLI1,MLI1",5.676728436570947,1.3939741520421054,"Tmem163,Ccnt2",chr1,1,638,2.0258559175115813
chr1-g639,MLI1,5.035857287116014,1.3184352492399818,Ccnt2,chr1,1,639,1.9334106790502492
chr1-g653,MLI1,0.44989430166550753,0.09036024317244933,Yod1,chr1,1,653,2.3158260355936866
chr1-g656,Purkinje,3.4284072433577633,13.790864905788487,Srgap2,chr1,1,656,-2.008102544258472
chr1-g657,Purkinje,3.4284072433577633,13.790864905788487,Srgap2,chr1,1,657,-2.008102544258472
chr1-g659,"MLI1,MLI1",3.2250966233131155,0.588892883446332,"Slc41a1,Nucks1",chr1,1,659,2.4532652397617345
chr1-g660,"MLI1,MLI1",0.7799987547588061,0.12943177182409954,"Elk4,Lemd1",chr1,1,660,2.5912800193006573
chr1-g661,MLI1,0.2957840817427544,0.039360333638462766,Lemd1,chr1,1,661,2.909730057918145
chr1-g662,"MLI1,MLI1",2.733528354937707,0.579364568297914,"Dstyk,Cntn2",chr1,1,662,2.238220977960886
chr1-g665,"MLI1,MLI1",1.6810127649452025,0.05351492242702667,"Pik3c2b,Ppp1r15b",chr1,1,665,4.9732456321572025
chr1-g666,"MLI1,MLI1",6.740653848495587,0.619152768882758,"Plekha6,Gm19461",chr1,1,666,3.444521213680581
chr1-g670,MLI1,0.07557198632868688,0.05,Btg2,chr1,1,670,0.5959234480976286
chr1-g671,"MLI1,MLI1",1.0190703302845936,0.19613094883878085,"Ppfia4,Tmem183a",chr1,1,671,2.3773645100420024
chr1-g673,MLI1,10.624886578984425,2.1803815758354927,Syt2,chr1,1,673,2.2847949006788286
chr1-g676,MLI1,0.5648414211299511,0.09311363469979587,Shisa4,chr1,1,676,2.6007815453691183
chr1-g680,"MLI1,MLI1",2.2997828715354087,0.0960365466630234,"Tmem9,Kif21b",chr1,1,680,4.581770321544892
chr1-g692,Purkinje,0.03756934428102775,0.4634552308241699,Nek7,chr1,1,692,-3.6248021419654655
chr1-g693,Purkinje,0.03756934428102775,0.4634552308241699,Nek7,chr1,1,693,-3.6248021419654655
chr1-g701,MLI1,0.5655979771260218,0.09933947386523492,Kcnt2,chr1,1,701,2.509337949407925
chr1-g702,MLI1,0.5655979771260218,0.09933947386523492,Kcnt2,chr1,1,702,2.509337949407925
chr1-g703,MLI1,0.5655979771260218,0.09933947386523492,Kcnt2,chr1,1,703,2.509337949407925
chr1-g718,MLI1,1.1972113342766726,0.29409356681561444,Glrx2,chr1,1,718,2.0253307110609367
chr1-g761,MLI1,0.7761113214050546,0.17699380045033988,Tsen15,chr1,1,761,2.1325647719768823
chr1-g767,MLI1,1.6352528365187768,0.3284729881325601,Dhx9,chr1,1,767,2.3156670759520583
chr1-g768,"Purkinje,MLI1",1.422783903598035,4.558822052559509,"Rgs8,Rgs16",chr1,1,768,-1.6799445387141998
chr1-g769,MLI1,0.5084659210363607,0.07887178247957298,Teddm2,chr1,1,769,2.6885699307744337
chr1-g771,MLI1,3.647949293628211,0.12626254850683452,Cacna1e,chr1,1,771,4.852586994983843
chr1-g772,MLI1,3.647949293628211,0.12626254850683452,Cacna1e,chr1,1,772,4.852586994983843
chr1-g773,MLI1,3.647949293628211,0.12626254850683452,Cacna1e,chr1,1,773,4.852586994983843
chr1-g775,MLI1,0.305382253293605,0.020192428104353163,Ier5,chr1,1,775,3.9187299173216146
chr1-g776,MLI1,5.820919291543513,0.9870854498187995,Xpr1,chr1,1,776,2.560000128267641
chr1-g777,MLI1,5.820919291543513,0.9870854498187995,Xpr1,chr1,1,777,2.560000128267641
chr1-g780,MLI1,2.056222489042745,0.24201003787912925,Tor1aip1,chr1,1,780,3.086857583941883
chr1-g791,Purkinje,0.47519996681160304,2.321026479061339,Brinp2,chr1,1,791,-2.288156341040949
chr1-g797,MLI1,28.472212477373276,0.13218447254325377,Tnr,chr1,1,797,7.750858077887667
chr1-g798,MLI1,28.472212477373276,0.13218447254325377,Tnr,chr1,1,798,7.750858077887667
chr1-g799,MLI1,28.472212477373276,0.13218447254325377,Tnr,chr1,1,799,7.750858077887667
chr1-g801,"MLI1,MLI1",9.046845675661578,1.037210134052402,"Cacybp,Rabgap1l",chr1,1,801,3.124706654450407
chr1-g802,MLI1,7.691441721569102,0.7598821794176998,Rabgap1l,chr1,1,802,3.3394063998430346
chr1-g803,MLI1,7.691441721569102,0.7598821794176998,Rabgap1l,chr1,1,803,3.3394063998430346
chr1-g804,MLI1,0.7705531176595429,0.14535787856582405,Serpinc1,chr1,1,804,2.4062851422250104
chr1-g805,MLI1,0.7705531176595429,0.14535787856582405,Serpinc1,chr1,1,805,2.4062851422250104
chr1-g812,MLI1,1.69181546629121,0.38563319165423987,Vamp4,chr1,1,812,2.133271080428942
chr1-g821,"MLI1,MLI1",5.713067698169582,1.1345525857794456,"Slc19a2,Nme7",chr1,1,821,2.332142146991349
chr1-g822,MLI1,31.388213911560964,5.179469560602744,Atp1b1,chr1,1,822,2.5993466759269337
chr1-g827,Purkinje,1.3517239750785872,5.595774737767095,Mpzl1,chr1,1,827,-2.049537306580873
chr1-g828,Purkinje,1.3517239750785872,5.595774737767095,Mpzl1,chr1,1,828,-2.049537306580873
chr1-g835,Purkinje,0.7928833209332508,3.3561087641017977,Fam78b,chr1,1,835,-2.081608988459445
chr1-g836,MLI1,0.5782346593764589,0.1107238164002685,Aldh9a1,chr1,1,836,2.384689511135912
chr1-g851,MLI1,22.3204424905258,0.09486565575226363,Nos1ap,chr1,1,851,7.878264030391176
chr1-g852,MLI1,22.3204424905258,0.09486565575226363,Nos1ap,chr1,1,852,7.878264030391176
chr1-g856,"MLI1,MLI1",1.7513157232708767,0.3413525651945198,"B4galt3,Pfdn2",chr1,1,856,2.3591046944556737
chr1-g857,MLI1,0.5731782699804404,0.1291132150839354,Usf1,chr1,1,857,2.1503472440650517
chr1-g860,"MLI1,MLI1",2.2244116417565887,0.36251429451759737,"Vangl2,Pea15a",chr1,1,860,2.6173140036815576
chr1-g861,"MLI1,MLI1,MLI1,MLI1",5.820600724336492,0.9436399213429186,"Pea15a,Atp1a2,Igsf8,Kcnj9",chr1,1,861,2.624859697251397
chr1-g863,MLI1,0.5759860201731336,0.01496046437451925,Dusp23,chr1,1,863,5.266806933813713
chr1-g866,MLI1,3.5714730411356985,0.22929833418256476,Cadm3,chr1,1,866,3.961221452238627
chr1-g867,MLI1,1.3161420117720672,0.1927697050885774,Aim2,chr1,1,867,2.7713649179754083
chr1-g878,MLI1,1.2676071632775385,0.18474450886929936,Fh1,chr1,1,878,2.778504328425499
chr1-g879,MLI1,13.587420296351235,0.19556136511564937,Pld5,chr1,1,879,6.118506380996692
chr1-g880,MLI1,13.587420296351235,0.19556136511564937,Pld5,chr1,1,880,6.118506380996692
chr1-g881,MLI1,13.587420296351235,0.19556136511564937,Pld5,chr1,1,881,6.118506380996692
chr1-g883,MLI1,2.7080723569861314,0.5597795691994478,Cep170,chr1,1,883,2.2743355492083324
chr1-g884,MLI1,2.7080723569861314,0.5597795691994478,Cep170,chr1,1,884,2.2743355492083324
chr1-g885,MLI1,10.937188009027095,2.1219589054500085,Akt3,chr1,1,885,2.3657732417102157
chr1-g886,MLI1,10.937188009027095,2.1219589054500085,Akt3,chr1,1,886,2.3657732417102157
chr1-g887,MLI1,3.3076996323264014,0.05361833283771977,Zbtb18,chr1,1,887,5.946958058970805
chr1-g892,MLI1,1.2674538387780732,0.12215264983103215,Efcab2,chr1,1,892,3.3751761394734636
chr1-g894,MLI1,10.777988911173809,1.5591830614471962,Smyd3,chr1,1,894,2.7892257796902
chr1-g895,MLI1,10.777988911173809,1.5591830614471962,Smyd3,chr1,1,895,2.7892257796902
chr1-g896,MLI1,10.777988911173809,1.5591830614471962,Smyd3,chr1,1,896,2.7892257796902
chr1-g897,"MLI1,MLI1",13.6360615592084,1.8779294032944138,"Smyd3,Cnst",chr1,1,897,2.860212283452943
chr1-g898,MLI1,2.858072648034592,0.3187463418472176,Cnst,chr1,1,898,3.1645618982855694
chr1-g901,MLI1,0.6538707328240987,0.05,Itpkb,chr1,1,901,3.709005449871959
chr1-g902,MLI1,0.6538707328240987,0.05,Itpkb,chr1,1,902,3.709005449871959
chr1-g904,"MLI1,MLI1",3.834087538679509,0.6544181485343156,"H3f3a,Sde2",chr1,1,904,2.5505986133116347
chr1-g905,MLI1,1.0314185793967587,0.2201015149192101,Cnih4,chr1,1,905,2.2283889585972583
chr1-g906,MLI1,1.5412316928780954,0.01213495584658065,Cnih3,chr1,1,906,6.9887710886176215
chr1-g907,MLI1,1.5412316928780954,0.01213495584658065,Cnih3,chr1,1,907,6.9887710886176215
chr1-g909,"MLI1,MLI1",6.362839590074568,0.30929249450114293,"Lbr,Enah",chr1,1,909,4.3626270215246725
chr1-g910,MLI1,5.865781135456957,0.21503813881113087,Enah,chr1,1,910,4.7696587804907065
chr1-g912,MLI1,0.2526282810077858,0.04858869680699504,Trp53bp2,chr1,1,912,2.3783235100223856
chr1-g915,Purkinje,0.02596632576860225,0.29417897224069234,Disp1,chr1,1,915,-3.5019803347622798
chr1-g916,"Purkinje,MLI1",0.6695601216669157,0.3456562528850074,"Disp1,Aida",chr1,1,916,0.9538755808875075
chr1-g920,MLI1,6.998042574833537,1.2401587622815677,Dusp10,chr1,1,920,2.4964266187552413
chr1-g924,MLI1,0.5020269385300034,0.06679338470310331,Marc2,chr1,1,924,2.90998765195133
chr1-g926,MLI1,3.9090833546637764,0.633439041661235,Eprs,chr1,1,926,2.625552653092253
chr1-g927,MLI1,3.9090833546637764,0.633439041661235,Eprs,chr1,1,927,2.625552653092253
chr1-g938,MLI1,61.50153383298209,1.3429740538902863,Esrrg,chr1,1,938,5.517119053917515
chr1-g939,MLI1,61.50153383298209,1.3429740538902863,Esrrg,chr1,1,939,5.517119053917515
chr1-g940,MLI1,61.50153383298209,1.3429740538902863,Esrrg,chr1,1,940,5.517119053917515
chr1-g941,MLI1,61.50153383298209,1.3429740538902863,Esrrg,chr1,1,941,5.517119053917515
chr1-g946,MLI1,1.2108322408163112,0.09785508200630258,Kcnk2,chr1,1,946,3.6292084074597244
chr1-g947,MLI1,1.2108322408163112,0.09785508200630258,Kcnk2,chr1,1,947,3.6292084074597244
chr1-g950,MLI1,0.238050091502173,0.02353920233777771,Prox1,chr1,1,950,3.3381278450724645
chr1-g956,MLI1,1.121578477562018,0.2084830196890745,Nenf,chr1,1,956,2.4275287798258556
chr1-g959,"MLI1,MLI1",1.0429709637937568,0.02412782751875949,"Slc30a1,Traf5",chr1,1,959,5.4338571632639585
chr1-g960,MLI1,0.7595530251278722,0.02412782751875949,Traf5,chr1,1,960,4.976380758616683
chr1-g966,"MLI1,MLI1,MLI1",1.9824569532227483,0.05264496068191542,"G0s2,Lamb3,Camk1g",chr1,1,966,5.234850290390049
chr1-g973,MLI1,1.8347388330500958,0.05958465447655439,Plxna2,chr1,1,973,4.944490081578705
chr1-g974,MLI1,1.8347388330500958,0.05958465447655439,Plxna2,chr1,1,974,4.944490081578705
chr2-g15,MLI1,2.5109614196558563,0.11067451353731991,Fam171a1,chr2,2,15,4.503844924813108
chr2-g16,"MLI1,MLI1",8.388639708323241,1.4184398008397816,"Fam171a1,Nmt2",chr2,2,16,2.564131960597927
chr2-g18,Purkinje,2.496967048736262,23.550540537766835,Fam107b,chr2,2,18,-3.2375114853502582
chr2-g24,"MLI1,MLI1",2.1802063824248483,0.3429469258341795,"Sephs1,Phyh",chr2,2,24,2.668407481119897
chr2-g25,MLI1,1.6748875337676994,0.34308619373643984,Optn,chr2,2,25,2.2874212478446183
chr2-g29,MLI1,0.9244934033634454,0.07824637865422228,Dhtkd1,chr2,2,29,3.5625671365796694
chr2-g30,MLI1,1.512588967009606,0.11197760575498314,Proser2,chr2,2,30,3.7557378572166806
chr2-g57,MLI1,0.8614666729911051,0.21482139177800727,Rbm17,chr2,2,57,2.003657321777355
chr2-g58,"MLI1,MLI1",1.729840511134193,0.4275602482229137,"Rbm17,Ankrd16",chr2,2,58,2.01643939755281
