sep=;
"Cluster";"Purkinje";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"PolII";"PolII";"GO:0022836";"gated channel activity";"43/1784";"323/22669";0.000487307771999572;0.0397220324682356;0.0366065789413151;"Ano1/Ano10/Ano6/Cacna1f/Calhm1/Cftr/Chrm5/Clca1/Clca2/Clcn4/Clcn5/Cnga4/Glra4/Glrb/Gria2/Grik1/Grik4/Hcn1/Itpr1/Kcnb2/Kcnd1/Kcnh1/Kcnip1/Kcnip4/Kcnj1/Kcnj5/Kcnma1/Kcnmb1/Kcnq1/Kcnq3/Kcnv1/Mcoln2/Mcoln3/P2rx6/Rasa3/Ryr2/Ryr3/Scn1a/Scn2a/Scn3a/Scn9a/Slc17a3/Vdac1";43
"PolII";"PolII";"GO:0008201";"heparin binding";"25/1784";"156/22669";0.000506261198124571;0.0397220324682356;0.0366065789413151;"Adamts1/Adamts15/Adamts5/Adamts8/App/Bsph1/Bsph2/Ccdc80/Ccn1/Clec3b/Col25a1/Cxcl10/Fgf1/Fgfbp3/H1f1/Hbegf/Lipc/Mmp7/Nav2/Nell1/Pcsk6/Ptch1/Serpind1/Smoc2/Thbs2";25
"SF3A66";"SF3A66";"GO:0046977";"TAP binding";"12/2617";"12/22669";5.47964099789753e-12;6.11527935365364e-09;5.47964099789753e-09;"Abcb9/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/Tap1/Tap2/Tapbp";12
"SF3A66";"SF3A66";"GO:0017171";"serine hydrolase activity";"57/2617";"212/22669";5.87458417058705e-10;3.27801796718758e-07;2.93729208529353e-07;"Ache/Acr/Apeh/C1ra/C1rb/C1rl/C1s1/C1s2/C2/Cfb/Cfd/Ctrl/Ctsa/Dpp7/Dpp9/Elane/F2/Furin/Gzmm/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Klk4/Klk5/Klk6/Klk7/Klk8/Lipe/Mmp9/Mst1/Parl/Pcsk4/Pik3ip1/Prss28/Prss29/Prss34/Prss36/Prss53/Prss57/Prss8/Prtn3/Rhbdl1/Tmprss9/Tpsab1/Tpsb2/Tpsg1";57
"SF3A66";"SF3A66";"GO:0042605";"peptide antigen binding";"22/2617";"46/22669";1.06743856975818e-09;3.97087147950043e-07;3.5581285658606e-07;"Gm11127/Gm7030/Gm8909/H2-Aa/H2-Ab1/H2-Bl/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Tap1/Tap2";22
"SF3A66";"SF3A66";"GO:0008236";"serine-type peptidase activity";"55/2617";"207/22669";1.86903998273168e-09;4.97787079916605e-07;4.46045770534593e-07;"Acr/Apeh/C1ra/C1rb/C1rl/C1s1/C1s2/C2/Cfb/Cfd/Ctrl/Ctsa/Dpp7/Dpp9/Elane/F2/Furin/Gzmm/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Klk4/Klk5/Klk6/Klk7/Klk8/Mmp9/Mst1/Parl/Pcsk4/Pik3ip1/Prss28/Prss29/Prss34/Prss36/Prss53/Prss57/Prss8/Prtn3/Rhbdl1/Tmprss9/Tpsab1/Tpsb2/Tpsg1";55
"SF3A66";"SF3A66";"GO:0004252";"serine-type endopeptidase activity";"51/2617";"186/22669";2.23022885267296e-09;4.97787079916605e-07;4.46045770534593e-07;"Acr/Apeh/C1ra/C1rb/C1rl/C1s1/C1s2/C2/Cfb/Cfd/Ctrl/Elane/F2/Furin/Gzmm/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Klk4/Klk5/Klk6/Klk7/Klk8/Mmp9/Mst1/Parl/Pcsk4/Pik3ip1/Prss28/Prss29/Prss34/Prss36/Prss53/Prss57/Prss8/Prtn3/Rhbdl1/Tpsab1/Tpsb2/Tpsg1";51
"SF3A66";"SF3A66";"GO:0030881";"beta-2-microglobulin binding";"10/2617";"12/22669";2.1914424437077e-08;4.07608294529633e-06;3.65240407284617e-06;"Fcgrt/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-T23";10
"SF3A66";"SF3A66";"GO:0042610";"CD8 receptor binding";"8/2617";"11/22669";3.73150440874794e-06;0.000594908417166101;0.000533072058392564;"H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7";8
"SF3A66";"SF3A66";"GO:0005200";"structural constituent of cytoskeleton";"20/2617";"64/22669";2.07341310999753e-05;0.00289241128844655;0.00259176638749691;"Actb/Actg1/Arpc4/Des/Gfap/Mybpc2/Mybpc3/Odf2/Plec/Tln1/Tpm2/Tuba1a/Tuba1b/Tuba1c/Tuba4a/Tubb3/Tubb4b/Tubb5/Tubg1/Tubg2";20
"SF3A66";"SF3A66";"GO:0042608";"T cell receptor binding";"9/2617";"17/22669";3.66063665439747e-05;0.00447921052001171;0.00401362949821838;"H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-T23";9
"SF3A66";"SF3A66";"GO:0004175";"endopeptidase activity";"81/2617";"453/22669";4.01362949821838e-05;0.00447921052001171;0.00401362949821838;"Acr/Adam11/Adam15/Adam1b/Adamts13/Adamtsl2/Adamtsl5/Afg3l1/Apeh/C1ra/C1rb/C1rl/C1s1/C1s2/C2/Capn1/Capn15/Capns1/Cfb/Cfd/Ctrl/Ctsf/Ctsw/Ece2/Elane/F2/Furin/Gpaa1/Gzmm/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Klk4/Klk5/Klk6/Klk7/Klk8/Mmp23/Mmp9/Mst1/Napsa/Parl/Pcsk4/Pidd1/Pik3ip1/Pmpca/Prss28/Prss29/Prss34/Prss36/Prss53/Prss57/Prss8/Prtn3/Psmb10/Psmb3/Psmb6/Psmb8/Psmb9/Psmd2/Pycard/Rce1/Rhbdl1/Sppl2b/Thop1/Tpsab1/Tpsb2/Tpsg1/Usp42/Usp5";81
"SF3A66";"SF3A66";"GO:0003735";"structural constituent of ribosome";"36/2617";"158/22669";4.52981485474843e-05;0.0045957030708175;0.00411801350431676;"Mrpl10/Mrpl11/Mrpl12/Mrpl14/Mrpl2/Mrpl20/Mrpl28/Mrpl34/Mrpl49/Mrpl54/Mrps12/Mrps18a/Mrps18b/Mrps23/Mrps34/Mrps7/Ndufa7/Rpl13a/Rpl18/Rpl18a/Rpl19/Rpl23/Rpl23a/Rpl27/Rpl28/Rpl3l/Rpl41/Rpl7l1/Rplp2/Rps11/Rps15/Rps16/Rps18/Rps19/Rps2/Rps28";36
"SF3A66";"SF3A66";"GO:0044389";"ubiquitin-like protein ligase binding";"61/2617";"324/22669";7.847539566517e-05;0.00729821179686081;0.00653961630543083;"Actg1/Ambra1/Anapc2/Arrb2/Arrdc5/Axin1/Bag6/Becn1/Brca1/Calr/Casc3/Cd40/Cdk5rap3/Cul7/Cul9/Daxx/Dnajb2/Dtx1/Erbb3/Gabarap/Ggn/Grk2/H2-Ab1/Hgs/Hsp90aa1/Hsp90ab1/Hspa1a/Hspa1b/Hspa1l/Hspbp1/Mc1r/Myod1/Nlk/Nploc4/Pa2g4/Per1/Pias4/Polr2a/Pou5f1/Prkar2a/Ptprn/Rela/Rnf40/Rpl23/Scamp3/Stat2/Stub1/Tmbim6/Tpi1/Traf3/Traf4/Trp53/Tuba1b/Tubb5/Uba52/Ube2c/Ube2g1/Ube2j2/Uqcrc1/Usp19/Wrap53";61
"SF3A66";"SF3A66";"GO:0033218";"amide binding";"70/2617";"391/22669";0.000124648351730076;0.0107005815792896;0.00958833474846739;"Acadvl/Ager/Ap2m1/Apba3/Apoe/Atp1a3/Calr/Clip3/Cptp/Fasn/Fbxo2/Folr1/Folr2/Furin/Galr2/Gcdh/Gcgr/Gipr/Gltpd2/Gm11127/Gm7030/Gm8909/Gnmt/Grin1/Gstp1/Gstp2/H2-Aa/H2-Ab1/H2-Bl/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hsp90ab1/Kdelr1/Kdelr2/Kdelr3/Kiss1r/Kpnb1/Mag/Naa80/Npepps/Olfm1/Oprl1/Pcx/Pex5/Phb2/Pltp/Ramp2/Rela/Rps6kb2/Sardh/Slc46a1/Srp68/Sstr5/Tap1/Tap2/Thop1/Tnpo2/Tubb3";70
"SF3A66";"SF3A66";"GO:0004674";"protein serine/threonine kinase activity";"76/2617";"439/22669";0.000196863427077336;0.0148141431562384;0.0132743218245864;"Aatk/Adck5/Akt2/Aurkb/Bckdk/Brsk1/Camk1/Camkv/Cdc42bpb/Cdc42bpg/Cdk11b/Cdk12/Cdk3/Cdk4/Cdk5/Clk2/Csnk1d/Csnk1e/Csnk1g2/Csnk2b/Dapk3/Dmpk/Dyrk1b/Fastk/Grk2/Gsk3a/Limk2/Lmtk2/Lmtk3/Ly6g6e/Map2k2/Map3k10/Map3k11/Map3k14/Map4k1/Map4k2/Mapk11/Mapk12/Mapk3/Mapkapk5/Mark2/Mark3/Mark4/Mast1/Mast3/Mink1/Mknk2/Mok/Mylk3/Nek8/Nlk/Nrbp1/Pak4/Phkg2/Pkn3/Prkag1/Pskh1/Rps6ka4/Rps6kb2/Rskr/Sbk2/Sbk3/Speg/Stk11/Stk16/Stk19/Stk4/Stkld1/Taok1/Taok2/Tesk1/Tssk5/Tssk6/Ttbk1/Vrk3/Wnk4";76
"SF3A66";"SF3A66";"GO:0016887";"ATPase activity";"71/2617";"404/22669";0.000199114827368796;0.0148141431562384;0.0132743218245864;"Abca17/Abca3/Abca7/Abcb6/Abcb8/Abcb9/Abcc10/Abcc3/Abcc5/Abcc6/Abcc8/Abcf1/Abcf2/Abcf3/Atp13a1/Atp2a1/Atp5b/Atp5d/Atp6v1g2/Carns1/Chd3/Chtf18/Clpb/Ddx17/Ddx19a/Ddx39b/Ddx49/Ddx54/Dhx16/Dhx33/Dhx8/Dmc1/Dnah2/Dync1h1/Eif4a1/Entpd2/Ercc2/Gm960/Helz2/Hsp90aa1/Hspa1a/Hspa1b/Hspa1l/Kif13b/Kif18b/Kif1c/Kif22/Kif5a/Kifc1/Kifc2/Mov10l1/Msh5/Myh14/Myo15/Myo1a/Myo1f/Myo9b/Pex6/Psmc4/Ptpa/Recql4/Recql5/Rnf213/Rtel1/Ruvbl2/Skiv2l/Srcap/Tap1/Tap2/Top2a/Upf1";71
"SF3A66";"SF3A66";"GO:0016811";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";"21/2617";"80/22669";0.00021820160893766;0.0152195622234018;0.0136376005586038;"Acy3/Brms1/Gls2/Hdac10/Hdac5/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Sirt2/Sirt7";21
"SF3A66";"SF3A66";"GO:0003712";"transcription coregulator activity";"75/2617";"441/22669";0.000374163459607394;0.0231981344956585;0.0207868588670775;"Actn4/Aip/Atn1/Atxn7l3/Bicral/Brca1/C1qbp/Camta2/Cbfa2t3/Cbfb/Ccdc62/Daxx/Ddit3/Ddx17/Ddx54/Dpf1/Dpf2/Drap1/Dyrk1b/Eid2/Eid2b/Elane/Erf/Ezh1/Fus/Gm21992/Gmeb2/Gps2/Hdac5/Helz2/Hspa1a/Hyal2/Irf2bp1/Jmjd6/Kat5/Kat8/Kmt2d/Ldb1/Mamstr/Map3k10/Med1/Med11/Med16/Med22/Med27/Mybbp1a/Nab2/Naca/Nfe2l1/Notch1/Nupr1/Pa2g4/Parp10/Phf12/Pias4/Pmf1/Pprc1/Prpf6/Psmc3ip/Rbm14/Rcor1/Rcor2/Rfxank/Ruvbl2/Rxrb/Sirt7/Smarcd3/Tada3/Tle2/Tle5/Tle6/Tob1/Ube3a/Wbp2/Zbtb32";75
"SF3A66";"SF3A66";"GO:0030971";"receptor tyrosine kinase binding";"19/2617";"73/22669";0.000480183569167978;0.0282044664837613;0.0252728194298936;"Acp4/Cblc/Dusp3/Elmo2/Flt3l/Hyal2/Itgax/Lrp4/Mst1/Pik3r2/Pitpnm1/Pitpnm2/Ptprf/Rnf41/Sh2b1/Shc2/Tob1/Tradd/Trp53";19
"SF3A66";"SF3A66";"GO:0031267";"small GTPase binding";"72/2617";"424/22669";0.000505883146329401;0.0282282795651806;0.02529415731647;"Ankfy1/Arhgap1/Arhgdia/Arhgdig/Arhgef1/Arhgef10l/Arhgef25/Arhgef39/Cdc42bpb/Cdc42ep2/Cib1/Dapk3/Dennd6b/Dvl1/Dvl2/Dvl3/Ehd1/Elmo2/Elmo3/Eps8l2/Fmnl1/Fmnl3/Gas8/Gga3/Hps6/Ift20/Iqgap1/Kctd13/Kpnb1/Llgl1/Llgl2/Lsm2/Madd/Map3k11/Myo9b/Nutf2/Odf2/Pard6a/Pex5/Pfn1/Pkn3/Plekhg2/Ppp6r1/Rab11fip3/Rab34/Rac1/Ranbp10/Rapgef1/Rasgrp4/Rasip1/Rcc2/Rgl2/Rgp1/Rin1/Rnf41/Rundc1/Rusc2/Sbf1/Sergef/Smcr8/Stk19/Stx4a/Tbc1d10b/Tbc1d10c/Tbc1d13/Tbc1d17/Tnfaip1/Tnpo2/Tsc2/Unc13d/Vps52/Xpo5";72
"SF3A66";"SF3A66";"GO:0047485";"protein N-terminus binding";"28/2617";"129/22669";0.000692096393495505;0.0349821079521297;0.0313459748674997;"Acox1/Actn4/Banf1/Chmp6/Daxx/Eif5a/Ercc2/Hax1/Hspa1a/Kcnq2/Mark2/Mau2/Men1/Pex5/Phb2/Plec/Rassf1/Rela/Rnd2/Sct/Sgf29/Slc9a3r2/Syngr3/Trp53/Tsc1/Tsc2/Unc13a/Vps25";28
"SF3A66";"SF3A66";"GO:0001222";"transcription corepressor binding";"8/2617";"19/22669";0.000726940851759112;0.0349821079521297;0.0313459748674997;"Bsn/Cdc5l/Fam89b/Hdac5/Per1/Phf12/Zbtb7a/Zfp568";8
"SF3A66";"SF3A66";"GO:0051879";"Hsp90 protein binding";"14/2617";"48/22669";0.000767691552072028;0.0349821079521297;0.0313459748674997;"Arhgdia/Cdk5/Hsf1/Kpnb1/Nup62/Ptges3/Ptges3l/Stip1/Stub1/Telo2/Tsc1/Tsc2/Unc45a/Usp19";14
"SF3A66";"SF3A66";"GO:0003924";"GTPase activity";"53/2617";"296/22669";0.000772610833820456;0.0349821079521297;0.0313459748674997;"Agap2/Agap3/Arfrp1/Arl2/Diras1/Dnm1/Drg1/Drg2/Eef1a2/Eef2/Eftud2/Gm266/Gna11/Gna15/Gnai2/Gnat1/Gnb3/Gng13/Gng7/Gnl1/Gtpbp2/Gtpbp3/Hras/Rab11b/Rab1b/Rab25/Rab26/Rab34/Rab3a/Rab40b/Rab40c/Rabl2/Rac1/Rac3/Rhebl1/Rhoa/Rhod/Rhof/Rhot2/Rnd1/Rnd2/Rras/Tbcc/Tuba1a/Tuba1b/Tuba1c/Tuba4a/Tubb3/Tubb4b/Tubb5/Tubg1/Tubg2/Tufm";53
"SF3A66";"SF3A66";"GO:0005525";"GTP binding";"61/2617";"355/22669";0.000963459959560795;0.0391197027533421;0.0350534970908083;"Agap2/Agap3/Arf3/Arfrp1/Arl2/Arl4d/Arl5c/Diras1/Dnm1/Drg1/Drg2/Eef1a2/Eef2/Eftud2/Ehd1/Eif5/Eral1/Gm266/Gmppb/Gna11/Gna15/Gnai2/Gnat1/Gnl1/Gtpbp2/Gtpbp3/Gucy2e/Hcar2/Hras/Hsp90aa1/Hsp90ab1/Rab11b/Rab1b/Rab25/Rab26/Rab34/Rab3a/Rab40b/Rab40c/Rabl2/Rabl6/Rac1/Rac3/Rhebl1/Rhoa/Rhod/Rhof/Rhot2/Rnd1/Rnd2/Rras/Tuba1a/Tuba1b/Tuba1c/Tuba4a/Tubb3/Tubb4b/Tubb5/Tubg1/Tubg2/Tufm";61
"SF3A66";"SF3A66";"GO:0042626";"ATPase-coupled transmembrane transporter activity";"23/2617";"101/22669";0.00101004972919404;0.0391197027533421;0.0350534970908083;"Abca17/Abca3/Abca7/Abcb6/Abcb8/Abcb9/Abcc10/Abcc3/Abcc5/Abcc6/Abcc8/Atp1a3/Atp1b2/Atp2a1/Atp4a/Atp5b/Atp6v0a1/Atp6v0d1/Atp6v1g2/Kcnj11/Tap1/Tap2/Tcirg1";23
"SF3A66";"SF3A66";"GO:0090079";"translation regulator activity, nucleic acid binding";"22/2617";"95/22669";0.00101655141563344;0.0391197027533421;0.0350534970908083;"2810006K23Rik/Abcf1/C1qbp/Denr/Eef1a2/Eef2/Eif1ad/Eif2b4/Eif2b5/Eif3c/Eif3k/Eif4a1/Eif4g1/Eif5/Eif5a/Gtpbp2/Mif4gd/Rara/Shmt1/Shmt2/Tsfm/Tufm";22
"SF3A66";"SF3A66";"GO:0019894";"kinesin binding";"14/2617";"50/22669";0.00119605473534711;0.0444932361549123;0.0398684911782369;"Actb/Atcay/Daxx/Dlg4/Kcnc1/Kif18b/Kif5a/Klc2/Klc3/Kpnb1/Mapk8ip2/Mapk8ip3/Nup62/Prc1";14
"SF3A66";"SF3A66";"GO:0008022";"protein C-terminus binding";"43/2617";"233/22669";0.00125245308919065;0.0450883112108635;0.0404017125545372;"Ap2a1/Axin1/Banf1/Bcam/Cib1/Coro1a/Dapk3/Dgkz/Dlg4/Dnm1/Eml2/Ercc1/Ercc2/Homer3/Hras/Kcnj11/Mapre3/Mdc1/Mif4gd/Numa1/Oprl1/Pex5/Pex6/Phb2/Pias4/Polr2a/Rab3a/Rabac1/Shank1/Shank3/Sipa1/Slc4a1/Slc9a3r2/Snx17/Stip1/Stmn3/Taok1/Tesk1/Top2a/Trp53/Ube2i/Vamp2/Ywhab";43
"SF3A66";"SF3A66";"GO:0060589";"nucleoside-triphosphatase regulator activity";"52/2617";"298/22669";0.00155245018270261;0.0492043560661394;0.0440899247904475;"Acap1/Acap3/Adap1/Agap2/Agap3/Agfg2/Arap1/Arfgap1/Arhgap1/Arhgap23/Arhgap27/Arhgap33/Arhgap39/Arhgap45/Arhgap9/Arhgdia/Arhgdig/Arhgef1/Arhgef10l/Atp1b2/Cdc42ep2/Dnajb2/Eif5/Gmip/Gpsm1/Gpsm3/Gtf2h4/Hspbp1/Iqgap1/Llgl1/Llgl2/Myo9b/Nprl2/Pfn1/Preb/Rab3a/Rabep1/Rabep2/Racgap1/Rasal1/Rin1/Rinl/Rundc1/Sipa1/Sipa1l3/Tbc1d10b/Tbc1d10c/Tbc1d13/Tbc1d17/Tbc1d24/Tsc1/Tsc2";52
"SF3A66";"SF3A66";"GO:0019888";"protein phosphatase regulator activity";"18/2617";"74/22669";0.00156250583582573;0.0492043560661394;0.0440899247904475;"2810408A11Rik/Dmpk/Lmtk2/Ppp1r10/Ppp1r14a/Ppp1r14b/Ppp1r15a/Ppp1r16a/Ppp1r1b/Ppp1r27/Ppp1r35/Ppp1r37/Ppp2r5b/Ppp2r5c/Ppp2r5d/Ppp6r1/Ppp6r2/Ptpa";18
"SF3A66";"SF3A66";"GO:0032550";"purine ribonucleoside binding";"61/2617";"362/22669";0.00156699952073348;0.0492043560661394;0.0440899247904475;"Agap2/Agap3/Arf3/Arfrp1/Arl2/Arl4d/Arl5c/Diras1/Dnm1/Drg1/Drg2/Eef1a2/Eef2/Eftud2/Ehd1/Eif5/Eral1/Gm266/Gmppb/Gna11/Gna15/Gnai2/Gnat1/Gnl1/Gtpbp2/Gtpbp3/Gucy2e/Hcar2/Hras/Hsp90aa1/Hsp90ab1/Rab11b/Rab1b/Rab25/Rab26/Rab34/Rab3a/Rab40b/Rab40c/Rabl2/Rabl6/Rac1/Rac3/Rhebl1/Rhoa/Rhod/Rhof/Rhot2/Rnd1/Rnd2/Rras/Tuba1a/Tuba1b/Tuba1c/Tuba4a/Tubb3/Tubb4b/Tubb5/Tubg1/Tubg2/Tufm";61
"SF3A66";"SF3A66";"GO:0051213";"dioxygenase activity";"21/2617";"92/22669";0.00158723729245611;0.0492043560661394;0.0440899247904475;"Alkbh5/Alkbh6/Alox12/Alox12b/Alox12e/Alox15/Alox8/Aloxe3/Asphd1/Ethe1/Hpd/Jmjd6/Kdm2a/Kdm4b/Kdm6b/Ogfod2/Ogfod3/P3h3/P4hb/P4htm/Phyhd1";21
