sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"PolII";"PolII";"GO:0072164";"mesonephric tubule development";"27/2621";"104/23328";2.25632845006819e-05;0.00809967307958187;0.0072378039368215;"Adamts16/Agtr1a/Bcl2/Bdnf/Bmp4/Cat/Cer1/Ctnnb1/Dchs1/Fgf8/Fgfr1/Fmn1/Gata3/Gdnf/Grem1/Hs2st1/Ilk/Lgr4/Maged1/Pbx1/Pgf/Ptch1/Sfrp1/Smad3/Smad5/Smad6/Wt1";27
"PolII";"PolII";"GO:0045666";"positive regulation of neuron differentiation";"83/2621";"472/23328";2.28614382123347e-05;0.00809967307958187;0.0072378039368215;"Abl2/Adam17/Adamts1/Ahi1/Apbb1/App/Atoh1/Avil/Bcl2/Bdnf/Bmp4/Bmp6/Bnip2/Braf/Brinp3/Caprin1/Cdkl3/Cobl/Cyfip1/Dab1/Dnmt3b/Dpysl3/Dscam/Ect2/Eef1a1/Fez1/Fezf1/Fezf2/Fgfr1/Fkbp1b/Foxo6/Fut9/Gdf6/Gdf7/Gdpd5/Gsk3b/Hnrnpk/Ikbkb/Ilk/Irx3/Itpr1/Kat2b/Kdm4c/Kidins220/Lyn/Map2k1/Mef2c/Nedd4l/Neurog2/Nkx6-1/Nlgn1/Ntrk2/Numb/Picalm/Plxna4/Plxnd1/Prkci/Psen1/Pten/Ptprz1/Rab11a/Rapgef2/Rgs2/Rgs6/Rpl4/Rrn3/Sema4d/Sgk1/Sh3glb1/Shank2/Skil/Snap91/Ss18l2/Stau2/Tgif1/Tgif2/Tiam2/Trak1/Trim32/Trpv2/Vldlr/Vwc2/Wnt5a";83
"PolII";"PolII";"GO:0001764";"neuron migration";"41/2621";"189/23328";2.51907165430049e-05;0.00842909365213993;0.00753217156049031;"Adam17/Adgrl3/Apbb1/Aspm/Astn2/Atoh1/Auts2/Bbs4/Cck/Ctnnb1/Dab1/Dnaaf4/Fezf1/Fezf2/Flrt2/Gata3/Gsk3b/Katna1/Kirrel3/Mef2c/Mrtfb/Nde1/Neo1/Neurog2/Nipbl/Nkx6-1/Ntrk2/Pcm1/Pomgnt2/Pomk/Psen1/Ptprz1/Rapgef2/Robo3/Scrt2/Sh3rf1/Sox14/Spock1/Tnn/Ulk4/Zfp609";41
"PolII";"PolII";"GO:0036498";"IRE1-mediated unfolded protein response";"8/2621";"14/23328";4.03417435322946e-05;0.0110444691497732;0.00986925046318767;"Agr2/Bfar/Cops5/Ddrgk1/Ern2/Parp16/Ptpn1/Ufl1";8
"PolII";"PolII";"GO:0007178";"transmembrane receptor protein serine/threonine kinase signaling pathway";"66/2621";"368/23328";8.26860145041408e-05;0.0160650924309174;0.0143556398016867;"Adam17/Adam9/Akap7/Aspn/Bambi/Bmp4/Bmp6/Bmpr1a/Btbd11/Cer1/Cidea/Cilp/Crb2/Dsg4/Dusp15/Egr1/Fermt2/Fstl1/Gdf6/Gdf7/Gdf9/Gdnf/Grem1/Hipk2/Id1/Il17rd/Ilk/Itga8/Jak2/Kcp/Ldlrad4/Lef1/Lnpep/Lrrc32/Mir122/Mir125a/Mir130a/Mir7-1/Nceh1/Neo1/Nepn/Parp1/Ppm1l/Ptprk/Sfrp1/Sfrp4/Skil/Skor1/Slc33a1/Smad3/Smad5/Smad6/Sostdc1/Src/Sub1/Synj2bp/Tgfb3/Tgif1/Tgif2/Tob1/Vim/Vsir/Vwc2/Wfikkn2/Wnt5a/Zfyve9";66
"PolII";"PolII";"GO:0042176";"regulation of protein catabolic process";"69/2621";"395/23328";0.000132028451165857;0.0240971927688472;0.0215330612698892;"Adam9/Agap2/Agtpbp1/Ankib1/Anxa2/App/Arel1/Arih1/Atg7/Atpif1/Btrc/Clec16a/Cop1/Csnk1a1/Cyp51/Ddrgk1/Dlgap1/Dnaaf4/Ecscr/Edem1/Fbxl5/Fbxo22/Gclc/Gsk3b/Hecw1/Hipk2/Il33/Klhl40/Lats1/Lpcat1/Lrrk2/Mfsd8/Mylip/Nedd4/Nedd4l/Nell1/Nkd2/Oaz2/Os9/Pias1/Plk1/Ppp2ca/Psen1/Pten/Rab7/Ric1/Rnf144a/Rnf180/Rnft1/Rps7/Rybp/Smad3/Socs4/Sox17/Styx/Timp4/Tnfaip3/Tnfrsf1b/Trim32/Ube3a/Ubqln1/Ubxn2a/Uchl5/Ufl1/Usp7/Vhl/Wnt5a/Zdhhc2/Zyg11b";69
"PolII";"PolII";"GO:0030307";"positive regulation of cell growth";"40/2621";"198/23328";0.000163507691030093;0.0289649065610073;0.0258828118958782;"Adam10/Adam17/Adnp2/Avp/Bcl2/Bdnf/Ccn4/Cd38/Cyfip1/Dscam/Gsk3b/Hbegf/Hnrnpk/Il9/Ilk/Lef1/Map2k5/Mir155/Mir21a/Mir467a-1/Mir467a-10/Mir467a-2/Mir467a-3/Mir467a-4/Mir467a-5/Mir467a-6/Mir467a-7/Mir467a-8/Mir467a-9/Nedd4l/Picalm/Rab11a/Rpl4/Sema4d/Sfrp1/Sgk1/Sh3glb1/Trim32/Trpv2/Usp47";40
"PolII";"PolII";"GO:0009314";"response to radiation";"69/2621";"401/23328";0.000208508403694971;0.0352871401289179;0.0315323099136044;"Abl2/Apbb1/App/Arrb1/Asic2/Atxn1/Bcl2/Bcl2l1/Best1/Bhlhe40/Braf/Brca2/Cacna2d4/Cacnb4/Cat/Cck/Cop1/D7Ertd443e/Dclre1c/Ddhd2/Ddias/Ect2/Egr1/Ercc3/Ercc5/Ext1/Eya3/Fancd2/Fbxl21/Fbxl22/Fbxo4/Fignl1/Gata3/Ghrl/Gpr52/Gpr88/Grm6/Hrh1/Htt/Id2/Mbd4/Mettl3/Nek1/Nipbl/Opn1sw/Opn4/Parp1/Pias1/Pmaip1/Pparg/Ppid/Ptprk/Rgs14/Rho/Rhob/Ro60/Rp1/Rrh/Sfrp1/Sgk1/Slc1a3/Tipin/Tnks1bp1/Trim32/Uaca/Ube2b/Uimc1/Usp1/Usp47";69
"PolII";"PolII";"GO:0051963";"regulation of synapse assembly";"28/2621";"124/23328";0.000225900868741669;0.036641509029316;0.0327425632735728;"Adgrl3/App/Arhgef9/Asic2/Bdnf/Clstn2/Flrt2/Gap43/Ghrl/Ghsr/Grid2/Gsk3b/Lrrtm2/Lrtm1/Lrtm2/Mdga2/Mef2c/Nlgn1/Nrxn1/Ntrk2/Numb/Oxt/Sema4d/Sipa1l1/Stau2/Tpbg/Wnt5a/Wnt7a";28
"PolII";"PolII";"GO:0099111";"microtubule-based transport";"39/2621";"195/23328";0.000243334228312343;0.036900280692715;0.0329737995896173;"Actr10/Adcy10/Agtpbp1/Ap3m1/Ap3m2/App/Arl8b/Bicd2/Bloc1s4/Bloc1s5/Copg1/Copg2/Dlg2/Dnaaf4/Dpcd/Dtnbp1/Fez1/Htt/Ift122/Ift43/Ift80/Kif23/Kif27/Kif3a/Lca5/Lrrc6/Map2/Map2k1/Nde1/Nme7/Pcm1/Pura/Stau1/Stau2/Trak1/Ttc21b/Ttc26/Ulk4/Wdr35";39
"PolII";"PolII";"GO:1901888";"regulation of cell junction assembly";"42/2621";"215/23328";0.000245062465168288;0.036900280692715;0.0329737995896173;"Adgrl3/App/Arhgap6/Arhgef9/Asic2/Bcas3/Bdnf/Clstn2/Fam107a/Flrt2/Fmn1/Gap43/Ghrl/Ghsr/Grem1/Grid2/Gsk3b/Ikbkb/Itgb1bp1/Lrrtm2/Lrtm1/Lrtm2/Mdga2/Mef2c/Nedd4l/Nlgn1/Nrxn1/Ntrk2/Numb/Oxt/Pten/Rapgef2/Sema4d/Sipa1l1/Smad3/Snai1/Src/Stau2/Tpbg/Vcl/Wnt5a/Wnt7a";42
"PolII";"PolII";"GO:0008333";"endosome to lysosome transport";"15/2621";"50/23328";0.000267775280244065;0.0382660474457243;0.0341942379807209;"Aktip/Atg14/Bin1/Clec16a/Fam160a2/Hook3/Lyst/Rab7/Rhob/Snx16/Tgfbrap1/Trak1/Vps16/Vps41/Vps4b";15
"PolII";"PolII";"GO:0048732";"gland development";"78/2621";"471/23328";0.00029176385240013;0.0382660474457243;0.0341942379807209;"Agap2/Ahr/Asxl1/Atg7/Atp2b2/Bcl2/Bmp4/Bmpr1a/Braf/Brca2/Btrc/Cacnb4/Cckbr/Cobl/Crh/Csmd1/Ctnnb1/Ctnnd1/E2f8/Elf5/Fem1b/Fgf8/Fgfr1/Fgl1/Gata3/Gdf7/Gpat4/Gsx1/Hesx1/Id2/Ikzf1/Insm1/Itpr1/Jak2/Jarid2/Lats1/Lef1/Lims2/Lmo4/Map2k1/Mrtfb/Myb/Nfib/Nr5a1/Pbx1/Plag1/Plau/Plaur/Plxnd1/Polb/Pou3f2/Proc/Prop1/Psap/Psen1/Ptch1/Pten/Raf1/Rln1/Rpgrip1l/Rreb1/Rxfp1/Serpinb5/Sfrp1/Slc6a3/Smad3/Sostdc1/Src/Taf10/Tbx19/Tbx2/Tgfb3/Tnfaip3/Tnfrsf11a/Ube3a/Wnt5a/Wt1/Zdhhc21";78
"PolII";"PolII";"GO:0016358";"dendrite development";"55/2621";"306/23328";0.0002922527282921;0.0382660474457243;0.0341942379807209;"Abl2/Adam10/App/Asap1/Bbs4/Bdnf/Caprin1/Cdkl3/Cobl/Ctnnd2/Cyfip1/Dab1/Dscam/Dtnbp1/Fezf2/Fmn1/Foxo6/Ghrl/Gsk3b/Hecw1/Hnrnpk/Id1/Ilk/Iqsec1/Kidins220/Lamc2/Lrrk2/Lzts3/Map2/Mef2c/Nck2/Nedd4/Nedd4l/Nlgn1/Ntrk2/Numb/Picalm/Prmt3/Psen1/Pten/Ptprz1/Rapgef2/Sema4d/Sgk1/Sh3glb1/Shank2/Sipa1l1/Spire1/Ss18l2/Stau2/Tnik/Trak1/Ube3a/Vldlr/Wnt7a";55
"PolII";"PolII";"GO:0048339";"paraxial mesoderm development";"9/2621";"22/23328";0.000355811315625662;0.0437357460002726;0.0390819174391838;"Bmpr1a/Exoc4/Fgfr1/Htt/Lef1/Poglut1/Smad3/Tcf15/Wnt5a";9
"PolII";"PolII";"GO:0032968";"positive regulation of transcription elongation from RNA polymerase II promoter";"8/2621";"18/23328";0.000388200920846741;0.0458457675737239;0.0409674160637644;"Btbd18/Cdc73/Cdk13/Ctnnb1/Eloc/Ikzf1/Map2k1/Supt16";8
"PolII";"PolII";"GO:0097091";"synaptic vesicle clustering";"8/2621";"18/23328";0.000388200920846741;0.0458457675737239;0.0409674160637644;"Bcl2l1/Ctnnb1/Nlgn1/Nrxn1/Picalm/Pten/Snap91/Syn2";8
"PolII";"PolII";"GO:0030509";"BMP signaling pathway";"34/2621";"167/23328";0.000419186123828684;0.0485530389196186;0.0433866123711754;"Bmp4/Bmp6/Bmpr1a/Cer1/Crb2/Dsg4/Egr1/Fstl1/Gdf6/Gdf7/Gdf9/Grem1/Hipk2/Id1/Ilk/Kcp/Lef1/Mir122/Mir125a/Neo1/Sfrp1/Sfrp4/Skil/Skor1/Slc33a1/Smad3/Smad5/Smad6/Sostdc1/Tgfb3/Tob1/Vsir/Vwc2/Wnt5a";34
"PolII";"PolII";"GO:0032465";"regulation of cytokinesis";"20/2621";"80/23328";0.000427709606647024;0.0486055652987741;0.0434335495290215;"Bbs4/Bcl2l1/Brca2/Cdc14a/Cdc14b/Chmp4c/Cspp1/E2f8/Ect2/Incenp/Kif23/Kif3b/Pkp4/Plk1/Plk4/Prkce/Prpf40a/Rab11a/Setd2/Sh3glb1";20
"PolII";"PolII";"GO:0051098";"regulation of binding";"66/2621";"390/23328";0.000452303487236359;0.0495313437022653;0.0442608178036269;"Abl2/Add1/Aktip/Anxa2/Aplp2/App/Arrb1/Bambi/Bdnf/Bmp4/Calm1/Ccm2l/Ccpg1/Cfhr1/Csnk1a1/Ctbp2/Ctnnb1/Ddrgk1/Dhx9/Dtnbp1/Efhb/Epb41/Fbh1/Gata3/Gsk3b/Gtpbp4/Habp4/Hipk2/Hipk3/Hmgb2/Hnrnpk/Id1/Id2/Itgb1bp1/Jak2/Kat2b/Krit1/Larp6/Larp7/Lef1/Lhx2/Lrpap1/Lrrc6/Lrrk2/Map2/Mapre1/Nfib/Nipbl/Nmd3/Nsd1/Parp1/Plaur/Plk1/Plxnd1/Pparg/Ppp2ca/Psen1/Rapgef2/Smad3/Src/Styx/Taf10/Tert/Ufl1/Wfikkn2/Wnt5a";66
"SF3A66";"SF3A66";"GO:0048002";"antigen processing and presentation of peptide antigen";"36/2581";"72/23328";2.37860482362221e-16;1.41931349825537e-12;1.24764082485363e-12;"Bag6/Calr/Gm11127/Gm7030/Gm8909/H2-Aa/H2-Ab1/H2-Bl/H2-D1/H2-DMa/H2-DMb1/H2-DMb2/H2-Eb1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Oa/H2-Ob/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Pycard/Tap1/Tap2/Tapbp/Unc93b1";36
"SF3A66";"SF3A66";"GO:0001916";"positive regulation of T cell mediated cytotoxicity";"24/2581";"51/23328";1.1779030402637e-10;5.85712286771126e-08;5.1486761838895e-08;"Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Nectin2/Tap2";24
"SF3A66";"SF3A66";"GO:0001913";"T cell mediated cytotoxicity";"26/2581";"69/23328";7.27907303357265e-09;3.10244491366629e-06;2.72718954333027e-06;"Ager/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Nectin2/Tap2";26
"SF3A66";"SF3A66";"GO:0001912";"positive regulation of leukocyte mediated cytotoxicity";"28/2581";"82/23328";2.44802539010088e-08;9.73824500182131e-06;8.56035825885803e-06;"Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap2/Tyrobp";28
"SF3A66";"SF3A66";"GO:0002824";"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains";"39/2581";"147/23328";1.39469496354636e-07;4.38007623551637e-05;3.85028532041634e-05;"Clcf1/Gm11127/Gm7030/Gm8909/H2-Ab1/H2-Bl/H2-D1/H2-DMa/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Il27ra/Kmt5b/Lta/Nectin2/Nfkbid/Pagr1a/Prkcz/Tap2/Tbx21/Tgfb1/Tnf/Tnfsf13/Tnfsfm13/Traf2";39
"SF3A66";"SF3A66";"GO:0002703";"regulation of leukocyte mediated immunity";"58/2581";"261/23328";1.52165828648673e-07;4.53986749773317e-05;3.99074907450705e-05;"Ager/Arrb2/Clcf1/Foxj1/Fut7/Gfer/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Il27ra/Itgam/Jak3/Kmt5b/Lta/Nectin2/Pagr1a/Pld2/Pram1/Prkcz/Scimp/Sphk2/Spn/Stat5a/Stat5b/Stx4a/Stxbp1/Supt6/Tap1/Tap2/Tbx21/Tgfb1/Ticam1/Tnf/Tnfsf13/Tnfsfm13/Traf2/Trpm4/Tyrobp/Unc13d";58
"SF3A66";"SF3A66";"GO:0031343";"positive regulation of cell killing";"29/2581";"95/23328";2.23267991576326e-07;5.79234828580842e-05;5.09173639370633e-05;"Bad/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap2/Tyrobp";29
"SF3A66";"SF3A66";"GO:0034248";"regulation of cellular amide metabolic process";"80/2581";"410/23328";2.975746496394e-07;6.82933820922424e-05;6.00329748644993e-05;"Abca2/Abca7/Abcf1/Akt2/Aplp1/Apoe/Bcl3/Calr/Casc3/Cirbp/Cnot3/Coa3/Dapk3/Ddx39b/Eef2/Eif3c/Eif3k/Eif4a3/Eif4g3/Eif5a/Erbb2/Fxr2/Gcn1/Gga3/Gle1/Grb7/Gsk3a/Gtpbp2/Hnrnpl/Inpp5e/Larp4/Mapk3/Mapkapk5/Mex3d/Mif4gd/Mir3960/Mir7116/Mir7b/Mir9-1/Mknk2/Mtor/Nanos2/Nanos3/Ormdl3/Pa2g4/Padi6/Pcif1/Per1/Pink1/Pla2g6/Ppp1ca/Ppp1r15a/Ptbp1/Pym1/Rara/Rbm4/Rbm4b/Rela/Rpl13a/Rpl22/Rpl26/Rps6kb2/Rps9/Samd4b/Shmt2/Sp1/Sphk1/Sphk2/Stat3/Tarbp2/Tnf/Trp53/Trub2/Unk/Upf1/Uqcc2/Ybx2/Ythdf1/Zfp36/Zfp598";80
"SF3A66";"SF3A66";"GO:0006397";"mRNA processing";"87/2581";"462/23328";4.57993813997851e-07;9.50461363432261e-05;8.35498570908939e-05;"Alyref/Aplp1/Aurkaip1/BC005624/Cactin/Casc3/Ccnt1/Cd2bp2/Cdc5l/Cdk11b/Cdk12/Cdk9/Celf5/Cirbp/Clasrp/Cpsf1/Dazap1/Ddx23/Ddx39b/Dhx16/Dhx8/Eftud2/Eif4a3/Fxr2/Gemin7/Hnrnpl/Hnrnpm/Hsf1/Jmjd6/Khdc4/Lsm2/Lsm7/Luc7l/Malat1/Myod1/Nelfe/Nova2/Nsrp1/Paf1/Pan2/Prkaca/Prpf3/Prpf31/Prpf40b/Prpf6/Ptbp1/Puf60/Rbm4/Rbm42/Rbm4b/Rbm5/Rbm6/Rnf40/Rnps1/Rprd2/Safb/Safb2/Sart1/Scaf1/Setx/Sf1/Sf3a2/Sf3b2/Sf3b4/Slc39a5/Snrnp70/Snrpa/Snrpc/Snrpd2/Srsf2/Srsf9/Ssu72/Sugp1/Sugp2/Supt5/Supt6/Sympk/Trub2/Tsen34/Tsen54/U2af1l4/Wdr83/Yju2/Zbtb7a/Zc3h10/Zc3h3/Zfp473";87
