sep=;
"Cluster";"Granule";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0048002";"antigen processing and presentation of peptide antigen";"37/2587";"72/23328";3.04856446452099e-17;1.81359099994354e-13;1.63114243928002e-13;"Bag6/Calr/Gm11127/Gm7030/Gm8909/H2-Aa/H2-Ab1/H2-Bl/H2-D1/H2-DMa/H2-DMb1/H2-DMb2/H2-Eb1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Oa/H2-Ob/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Ifi30/Pycard/Tap1/Tap2/Tapbp/Unc93b1";37
"SF3A66";"SF3A66";"GO:0001916";"positive regulation of T cell mediated cytotoxicity";"24/2587";"51/23328";1.23651123957131e-10;6.13000447017478e-08;5.51332160591314e-08;"Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Nectin2/Tap2";24
"SF3A66";"SF3A66";"GO:0002703";"regulation of leukocyte mediated immunity";"65/2587";"261/23328";2.32629000134356e-10;9.88507086999489e-08;8.89062562167618e-08;"Ager/Arrb2/Cd177/Cd300a/Ceacam1/Clcf1/Foxj1/Fut7/Gfer/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Il27ra/Itgam/Jak3/Kmt5b/Kmt5c/Lta/Lypd10/Lypd11/Nectin2/Pagr1a/Pdpk1/Pla2g3/Pld2/Pram1/Prkcz/Scimp/Sphk2/Spn/Stat5a/Stat5b/Stat6/Stx4a/Stxbp1/Tap1/Tap2/Tgfb1/Ticam1/Tnf/Tnfsf13/Tnfsfm13/Traf2/Trpm4/Tyrobp/Unc13d";65
"SF3A66";"SF3A66";"GO:0002819";"regulation of adaptive immune response";"54/2587";"213/23328";3.83593940344853e-09;1.34235314771267e-06;1.20731145434854e-06;"Ager/Alox15/Ccr7/Clcf1/Foxj1/Fut7/Gm11127/Gm7030/Gm8909/H2-Ab1/H2-Bl/H2-D1/H2-DMa/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il12rb1/Il23a/Il27/Il27ra/Irf7/Jak3/Kmt5b/Kmt5c/Lta/Nectin2/Nfkbid/Otud5/Pagr1a/Prkcz/Pycard/Spn/Stat6/Tap2/Tgfb1/Tnf/Tnfrsf14/Tnfsf13/Tnfsfm13/Traf2/Trpm4";54
"SF3A66";"SF3A66";"GO:0001913";"T cell mediated cytotoxicity";"26/2587";"69/23328";7.64340734512471e-09;2.16526810934033e-06;1.94744057820897e-06;"Ager/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Nectin2/Tap2";26
"SF3A66";"SF3A66";"GO:0001910";"regulation of leukocyte mediated cytotoxicity";"33/2587";"105/23328";1.59936519264254e-08;4.13679283957845e-06;3.72062850077895e-06;"Ager/Arrb2/Ceacam1/Gfer/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap1/Tap2/Tyrobp";33
"SF3A66";"SF3A66";"GO:0031341";"regulation of cell killing";"35/2587";"126/23328";1.89182224177655e-07;3.88084500563059e-05;3.49042920324871e-05;"Ager/Arrb2/Bad/Ceacam1/Gfer/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hsp90ab1/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap1/Tap2/Tyrobp";35
"SF3A66";"SF3A66";"GO:0001909";"leukocyte mediated cytotoxicity";"37/2587";"141/23328";4.11904107716179e-07;7.42550768728349e-05;6.67849626641575e-05;"Ager/Arrb2/Ceacam1/Coro1a/Elane/Gfer/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Il23a/Itgam/Nectin2/Stat5a/Stat5b/Tap1/Tap2/Tyrobp/Unc13d";37
"SF3A66";"SF3A66";"GO:0060079";"excitatory postsynaptic potential";"26/2587";"88/23328";1.93523492849396e-06;0.000338609193812076;0.000304544865062997;"Baiap2/Bscl2/Cacnb3/Dlg4/Dmpk/Drd4/Dvl1/Grik5/Grin1/Grin2c/Grk2/Hcrt/Mapk8ip2/Mecp2/Mpp2/Nlgn2/Npas4/Prkcz/Sh3gl1/Shank1/Shank3/Slc17a7/Slc29a1/Slc8a2/Stx1b/Tbc1d24";26
"SF3A66";"SF3A66";"GO:0006397";"mRNA processing";"83/2587";"462/23328";6.21731791715908e-06;0.00099964389970755;0.000899079003497001;"Akap8l/Alyref/Aplp1/Aurkaip1/BC005624/Cactin/Casc3/Cd2bp2/Cdc5l/Cdk11b/Cdk12/Cdk9/Celf5/Cirbp/Clasrp/Cpsf1/Cpsf7/Cwc25/Dazap1/Ddx23/Ddx39b/Dhx16/Dhx8/Eftud2/Fxr2/Gemin7/Hnrnpl/Hnrnpm/Hsf1/Khsrp/Lmntd2/Lsm2/Lsm4/Lsm7/Luc7l/Malat1/Myod1/Nelfe/Paf1/Pan2/Phrf1/Pqbp1/Prpf31/Prpf40b/Ptbp1/Puf60/Rbm4/Rbm42/Rbm4b/Rnf40/Rnps1/Rrp1b/Safb/Safb2/Sart1/Scaf1/Setx/Sf1/Sf3a2/Sf3b2/Slc39a5/Snrnp70/Snrpa/Snrpd2/Srrm2/Ssu72/Sugp1/Sugp2/Supt5/Sympk/Thoc6/Trub2/Tsen34/Tsen54/Tut1/U2af1l4/U2af2/Wdr83/Yju2/Zbtb7a/Zc3h10/Zc3h3/Zfp473";83
"SF3A66";"SF3A66";"GO:0014902";"myotube differentiation";"31/2587";"127/23328";1.70107066592227e-05;0.00246821204672478;0.00221990813732552;"Actn3/Daxx/Dmpk/Dyrk1b/Ehd1/Ehd2/Flot1/Flt3l/Gdf15/Hdac5/Hdac6/Mamstr/Mymk/Mymx/Myod1/Naca/Nkx2-5/Notch1/Nphs1/Ntn3/Pld3/Plpp7/Ryr1/Sik1/Ski/Stac3/Thra/Tnfsf14/Trim72/Wnt1/Wnt10b";31
"SF3A66";"SF3A66";"GO:0034248";"regulation of cellular amide metabolic process";"73/2587";"410/23328";2.98399767273166e-05;0.0041283260825769;0.00371301350562914;"Abca2/Abca7/Abcf1/Akt2/Aplp1/Apoe/Bcl3/Calr/Casc3/Cdk4/Cirbp/Cnot3/Coa3/Dapk3/Ddx39b/Dph7/Eef2/Eif3c/Eif3k/Eif5a/Erbb2/Fxr2/Gga3/Gle1/Grb7/Gsk3a/Gtpbp2/Hnrnpl/Inpp5e/Khsrp/Mapk3/Mex3d/Mif4gd/Mir3960/Mir7b/Mknk2/Mpv17l2/Mtg1/Nanos3/Ormdl2/Ormdl3/Pa2g4/Plxnb2/Ppp1ca/Ppp1r15a/Ptbp1/Pym1/Rara/Rbm4/Rbm4b/Rela/Rpl10/Rpl13a/Rps6kb2/Rps9/Samd4b/Sarnp/Shmt2/Sirt3/Sphk1/Sphk2/Stat3/Tnf/Trp53/Trub2/Tsc1/Tsfm/Unk/Upf1/Uqcc2/Ybx2/Zfp36/Zfp598";73
"SF3A66";"SF3A66";"GO:0010830";"regulation of myotube differentiation";"19/2587";"63/23328";3.29046541728781e-05;0.00442578781687292;0.003980550375236;"Actn3/Daxx/Dmpk/Ehd1/Ehd2/Flot1/Flt3l/Gdf15/Hdac5/Mamstr/Myod1/Naca/Nkx2-5/Notch1/Plpp7/Sik1/Thra/Tnfsf14/Trim72";19
"SF3A66";"SF3A66";"GO:0042098";"T cell proliferation";"44/2587";"213/23328";3.3477971383305e-05;0.00442578781687292;0.003980550375236;"Abl1/Ager/Aif1/Bax/Btnl2/Ccdc88b/Ccr7/Cd151/Cd6/Ceacam1/Coro1a/Crip3/Dhps/Ebi3/Erbb2/Foxj1/H2-Aa/H2-Ab1/H2-T23/Il12rb1/Il23a/Il27/Il27ra/Itgad/Itgal/Itgam/Jak3/Lgals7/Lmbr1l/Prdx2/Pycard/Rasal3/Scrib/Slc4a1/Spn/Stat5a/Stat5b/Tarm1/Tgfb1/Tnfrsf14/Tnfrsf4/Tnfsf9/Trp53/Zbtb32";44
"SF3A66";"SF3A66";"GO:0016569";"covalent chromatin modification";"80/2587";"462/23328";3.51135427177759e-05;0.00454109707887062;0.00408425944243604;"Akap8/Akap8l/Atxn7l3/Baz2a/Brca1/Brd4/Brms1/Cdk2/Cdk9/Daxx/Ddb1/Dmrtc2/Dot1l/Ehmt1/Ehmt2/Epop/Ezh1/Fbl/Gfi1b/Hcfc1/Hdac10/Hdac5/Hdac6/Hipk4/Kat2a/Kat5/Kat8/Kdm2a/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Mapk3/Mbd3/Mcrs1/Mecp2/Men1/Mier2/Mllt6/Morc2a/Msl1/Msx3/Mta2/Myod1/Naa40/Ntmt1/Otub1/Paf1/Pagr1a/Pcgf2/Phf1/Pih1d1/Pim3/Pou5f1/Ppp1r1b/Prkd2/Prmt1/Rbm14/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Sgf29/Sirt2/Sirt6/Sirt7/Sphk2/Tcf3/Tgfb1/Trim28/Trmt112/Trp53/Uhrf1/Vegfa/Wbp2/Zfp541";80
"SF3A66";"SF3A66";"GO:1902563";"regulation of neutrophil activation";"8/2587";"14/23328";3.66477711507689e-05;0.00463867213991328;0.0041720183820685;"Cd177/Cd300a/Grn/Itgam/Lypd10/Lypd11/Pram1/Tnf";8
"SF3A66";"SF3A66";"GO:0033559";"unsaturated fatty acid metabolic process";"29/2587";"120/23328";3.82453278616855e-05;0.00474003032185764;0.00426317985791551;"Abhd16a/Acox1/Alox12/Alox12e/Alox15/Cyp2a12/Cyp2a22/Cyp2a5/Cyp2b10/Cyp2b13/Cyp2b9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2s1/Cyp2t4/Cyp4f14/Cyp4f15/Cyp4f18/Cyp4f40/Decr2/Gpx4/Pla2g3/Prxl2b/Ptgds/Ptges/Ptges2/Ptges3/Sphk1";29
"SF3A66";"SF3A66";"GO:0030100";"regulation of endocytosis";"45/2587";"222/23328";4.45365976144808e-05;0.00540710651446013;0.00486314770514298;"Abca2/Abca7/Actn4/Ager/Alox15/Ankrd13d/Ap2a1/Apoc2/Apoe/Arrb2/Axl/Caly/Ccr7/Cd151/Cd177/Cd300a/Cd63/Clip3/Cln3/Dlg4/Dnm1/Drd4/Flot1/Gsg1l/Lrp1/Nr1h2/Pacsin1/Pip5k1c/Pld2/Ptpn5/Rab4b/Rab5b/Rab5c/Scrib/Sh3gl1/Sirt2/Slc17a7/Slc2a4/Sphk1/Syt7/Tor1a/Tsc2/Tsg101/Vegfa/Vps28";45
"SF3A66";"SF3A66";"GO:0048147";"negative regulation of fibroblast proliferation";"13/2587";"35/23328";5.18755558149507e-05;0.00605113101064984;0.00544238287321764;"Bax/C1ql4/Cd300a/Emd/Gstp1/Ifi30/Lta/Med25/Nupr1/Parp10/Ski/Trp53/Tsc2";13
"SF3A66";"SF3A66";"GO:0003009";"skeletal muscle contraction";"14/2587";"40/23328";5.78087282123885e-05;0.0066135408487596;0.0059482138765905;"Actn3/Atp2a1/Bscl2/Ccdc78/Chrnb1/Chrne/Dmpk/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1";14
"SF3A66";"SF3A66";"GO:0016570";"histone modification";"77/2587";"448/23328";6.28718973532581e-05;0.00680045304280968;0.00611632256931313;"Akap8/Akap8l/Atxn7l3/Baz2a/Brca1/Brd4/Brms1/Cdk2/Cdk9/Daxx/Ddb1/Dmrtc2/Dot1l/Ehmt1/Ehmt2/Epop/Ezh1/Fbl/Gfi1b/Hcfc1/Hdac10/Hdac5/Hdac6/Hipk4/Kat2a/Kat5/Kat8/Kdm2a/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Mapk3/Mbd3/Mcrs1/Mecp2/Men1/Mier2/Mllt6/Msl1/Msx3/Mta2/Myod1/Naa40/Ntmt1/Otub1/Paf1/Pagr1a/Pcgf2/Phf1/Pih1d1/Pim3/Ppp1r1b/Prkd2/Prmt1/Rbm14/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Sgf29/Sirt2/Sirt6/Sirt7/Sphk2/Tcf3/Tgfb1/Trmt112/Trp53/Uhrf1/Vegfa/Wbp2/Zfp541";77
"SF3A66";"SF3A66";"GO:0120254";"olefinic compound metabolic process";"29/2587";"126/23328";9.82387155960293e-05;0.00992389966491992;0.00892554821186894;"Alox12/Alox12e/Alox15/Cacna1h/Cyp21a1/Cyp2a12/Cyp2a22/Cyp2a5/Cyp2b10/Cyp2b13/Cyp2b9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2s1/Cyp2t4/Cyp4f14/Cyp4f15/Cyp4f18/Cyp4f40/Dhrs4/Dkkl1/Gpx4/Grin1/Hsd17b1/Rdh13/Sphk1/Stard3/Stat5b";29
"SF3A66";"SF3A66";"GO:0050879";"multicellular organismal movement";"17/2587";"57/23328";9.84215969457514e-05;0.00992389966491992;0.00892554821186894;"Actn3/Atp2a1/Bscl2/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1/Vps35";17
"SF3A66";"SF3A66";"GO:0050881";"musculoskeletal movement";"17/2587";"57/23328";9.84215969457514e-05;0.00992389966491992;0.00892554821186894;"Actn3/Atp2a1/Bscl2/Cacna1a/Ccdc78/Chrnb1/Chrne/Comp/Dmpk/Jsrp1/Myh14/Stac2/Stac3/Tcap/Tnni3/Tnnt1/Vps35";17
"SF3A66";"SF3A66";"GO:0006360";"transcription by RNA polymerase I";"16/2587";"53/23328";0.000133509514951361;0.0132374684074274;0.0119057695525924;"Baz2a/Cavin1/Cd3eap/Erbb2/Ercc2/Flna/Gtf2h1/Lipe/Maf1/Nop53/Pih1d1/Polr2l/Ppp1r15a/Sirt7/Ttf1/Ubtf";16
"SF3A66";"SF3A66";"GO:0043254";"regulation of protein-containing complex assembly";"74/2587";"438/23328";0.000150161416809567;0.0143999570336779;0.0129513109858684;"Abl1/Alox15/Apoe/Arl2/Atat1/Avil/Baiap2/Bak1/Bax/Bbc3/Caly/Camsap1/Capn1/Cdc42ep2/Cdc42ep5/Cfl1/Cldn7/Clip3/Coro1a/Coro1b/Cptp/Csf3/Eml2/Epn1/Gmfg/Grb2/H3f3b/Hcfc1/Hdac6/Hsf1/Inpp5j/Kank3/Mapk15/Mecp2/Med25/Mlst8/Myadm/Napa/Ncln/Nop53/Nphs1/Nr1h2/Pfn1/Pih1d1/Pik3r2/Plekhg2/Ppp2r5b/Prkcz/Prrt2/Psmc4/Pycard/Rab3a/Rasip1/Rpl13a/Sirt2/Sost/Sptan1/Ssh3/Stub1/Stx1b/Stxbp1/Tgfb1/Thra/Ticam1/Tnf/Traf2/Trp53/Ttbk1/Tubb4a/Unc13a/Vasp/Vegfa/Vps35/Wnt10b";74
"SF3A66";"SF3A66";"GO:0006690";"icosanoid metabolic process";"29/2587";"129/23328";0.000152495762837738;0.0143999570336779;0.0129513109858684;"Abhd16a/Acox1/Alox12/Alox12e/Alox15/Cyp2a12/Cyp2a22/Cyp2a5/Cyp2b10/Cyp2b13/Cyp2b9/Cyp2e1/Cyp2f2/Cyp2g1/Cyp2s1/Cyp2t4/Cyp4f13/Cyp4f14/Cyp4f15/Cyp4f18/Cyp4f40/Gpx4/Pla2g3/Prxl2b/Ptgds/Ptges/Ptges2/Ptges3/Sphk1";29
"SF3A66";"SF3A66";"GO:0001906";"cell killing";"40/2587";"200/23328";0.000154961973700576;0.0144041997116364;0.0129551268473689;"Ager/Arrb2/Bad/Ceacam1/Coro1a/Elane/Gfer/Gm11127/Gm7030/Gm8909/Gzmm/H2-Bl/H2-D1/H2-K1/H2-M10.1/H2-M10.2/H2-M10.3/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hsp90ab1/Il23a/Itgam/Nectin2/Rps19/Stat5a/Stat5b/Tap1/Tap2/Tyrobp/Unc13d";40
"SF3A66";"SF3A66";"GO:1905269";"positive regulation of chromatin organization";"27/2587";"117/23328";0.000160285557815491;0.0146698274376055;0.013194032232812;"Akap8/Akap8l/Brca1/Cdk9/Daxx/Dmrtc2/Gfi1b/Kat2a/Kdm2a/Mapk3/Mecp2/Men1/Morc2a/Paf1/Phf1/Pih1d1/Prkd2/Rnf40/Rps6ka4/Ruvbl2/Sirt6/Sphk2/Tgfb1/Trim28/Trp53/Vegfa/Wbp2";27
"SF3A66";"SF3A66";"GO:0051085";"chaperone cofactor-dependent protein refolding";"11/2587";"30/23328";0.000223406276125627;0.0198101728334714;0.0178172551800011;"Dnajc7/H2-DMa/H2-DMb1/H2-DMb2/Hspa1a/Hspa1b/Hspa1l/Ptges3/Tor1a/Tor1b/Tor2a";11
"SF3A66";"SF3A66";"GO:0031058";"positive regulation of histone modification";"24/2587";"101/23328";0.000226440032387973;0.0198101728334714;0.0178172551800011;"Akap8/Akap8l/Brca1/Cdk9/Daxx/Dmrtc2/Gfi1b/Kat2a/Kdm2a/Mapk3/Mecp2/Men1/Paf1/Phf1/Pih1d1/Prkd2/Rnf40/Rps6ka4/Ruvbl2/Sphk2/Tgfb1/Trp53/Vegfa/Wbp2";24
"SF3A66";"SF3A66";"GO:0060078";"regulation of postsynaptic membrane potential";"26/2587";"114/23328";0.000256419401524744;0.0219478243798354;0.0197398574413574;"Baiap2/Bscl2/Cacnb3/Dlg4/Dmpk/Drd4/Dvl1/Grik5/Grin1/Grin2c/Grk2/Hcrt/Mapk8ip2/Mecp2/Mpp2/Nlgn2/Npas4/Prkcz/Sh3gl1/Shank1/Shank3/Slc17a7/Slc29a1/Slc8a2/Stx1b/Tbc1d24";26
"SF3A66";"SF3A66";"GO:0070661";"leukocyte proliferation";"60/2587";"344/23328";0.000258253102469067;0.0219478243798354;0.0197398574413574;"Abl1/Ager/Aif1/Bax/Btnl2/Ccdc88b/Ccr7/Cd151/Cd19/Cd300a/Cd320/Cd6/Cd70/Cd79a/Ceacam1/Clcf1/Coro1a/Crip3/Dhps/Ebi3/Erbb2/Flt3l/Foxj1/Gal/Gstp1/H2-Aa/H2-Ab1/H2-T23/Ikzf3/Il12rb1/Il23a/Il27/Il27ra/Impdh2/Itgad/Itgal/Itgam/Jak3/Lgals7/Lmbr1l/Mapk3/Prdx2/Pycard/Rasal3/Scrib/Slc4a1/Spn/Stat5a/Stat5b/Tarm1/Tcf3/Tcirg1/Tgfb1/Ticam1/Tnfrsf14/Tnfrsf4/Tnfsf9/Trp53/Tyrobp/Zbtb32";60
"SF3A66";"SF3A66";"GO:2000311";"regulation of AMPA receptor activity";"10/2587";"26/23328";0.000273882687624675;0.0229482832208337;0.0206396694024644;"Cacng7/Cacng8/Cnih2/Gsg1l/Mapk8ip2/Mink1/Nlgn2/Prrt1/Shank1/Shank3";10
"SF3A66";"SF3A66";"GO:0010498";"proteasomal protein catabolic process";"77/2587";"470/23328";0.000299067803139679;0.0243719775462733;0.0219201390534822;"Apoe/Arrb2/Axin1/Bag6/Brsk2/Ccnf/Cdc34/Csnk1d/Dcaf11/Dda1/Ddb1/Ddit3/Dmac2/Dvl1/Fbxl16/Fbxl19/Fbxl20/Fbxl6/Fbxo17/Fbxo27/Fbxw5/Fzr1/Gsk3a/Hsp90ab1/Hspa1a/Hspa1b/Hspbp1/Kat5/Kctd13/Kctd2/Kctd5/Man1b1/Nccrp1/Nop53/Nploc4/Nr1d1/Nupr1/Os9/Otud5/Pkd1/Prkcg/Psmb3/Psmb6/Psmb8/Psmb9/Psmd8/Psme1/Psme2/Psme3/Rad23a/Rcn3/Rnf126/Rnf185/Rnf40/Rnf41/Rnf5/Sgta/Sharpin/Sirt2/Sirt6/Spsb3/Stub1/Sumo2/Syvn1/Tmem259/Tmub2/Tor1a/Trim39/Trim72/Ube2i/Ube2j2/Ube2s/Ubxn1/Ubxn6/Usp19/Wnt10b/Zer1";77
