sep=;
"Cluster";"Purkinje";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0031638";"zymogen activation";"22/2676";"69/23328";5.09420929659077e-06;0.001001190730085;0.000882803198103138;"Bad/C1ra/C1rb/C1rl/Furin/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Pycard/Serpine1/Tmprss9";22
"SF3A66";"SF3A66";"GO:0034976";"response to endoplasmic reticulum stress";"53/2676";"249/23328";5.9737068605021e-06;0.00111316293778669;0.000981535058164736;"Alox15/Ankzf1/Atf6b/Atp2a1/Bag6/Bax/Bhlha15/Calr/Cdk5rap3/Creb3/Creb3l1/Creb3l3/Ddit3/Dnajb2/Eif2b5/Eif4g1/Erp29/Fbxo17/Fbxo2/Fbxo27/Fbxo44/Fbxo6/Flot1/Get4/Grina/Lpcat3/Man1b1/Nccrp1/Nfe2l1/Nploc4/Nr1h2/Nr1h3/Nupr1/Os9/P4hb/Pdia2/Pik3r2/Ppp1r15a/Rcn3/Rnf185/Rnf5/Sdf2/Sec16a/Sgta/Stub1/Syvn1/Tmbim6/Tmem259/Tmub1/Tmub2/Trp53/Ube2j2/Usp19";53
"SF3A66";"SF3A66";"GO:0043254";"regulation of protein-containing complex assembly";"81/2676";"438/23328";9.23670805870451e-06;0.00158928214941232;0.0014013547289539;"Alox15/Apoe/Arl2/Arpc4/Atat1/Avil/Baiap2/Bax/Camsap1/Capn1/Capzb/Carmil2/Cdc42ep2/Cfl1/Ckap5/Cldn7/Clip3/Coro1a/Coro1b/Cptp/Dhx33/Drg1/Eif4g1/Eml2/Fchsd2/Fes/Flii/Fscn1/Gba/Gba2/Gmfg/Grb2/H3f3b/Hax1/Hip1r/Hsf1/Hsp90aa1/Inpp5j/Kank3/Lcat/Mapre3/Med25/Mlst8/Ncln/Nol3/Nphs1/Nr1h2/Numa1/Pex5/Pfn1/Pih1d1/Pik3r2/Plekhg2/Ppp2r5b/Preb/Prrt2/Psmc3/Psmc4/Pycard/Rab3a/Rac1/Rasip1/Rhoa/Rpl13a/Sirt2/Sost/Sptan1/Ssh3/Stub1/Stx1b/Ticam1/Tnf/Tppp3/Trp53/Ttbk1/Unc13a/Vasp/Vegfa/Vps35/Wnt10b/Zdhhc1";81
"SF3A66";"SF3A66";"GO:0006397";"mRNA processing";"84/2676";"462/23328";1.2353975681399e-05;0.00199099343211304;0.00175556496525144;"Alkbh5/Alyref/Aplp1/Arl6ip4/Aurkaip1/C1qbp/Cactin/Casc3/Cd2bp2/Cdc5l/Cdk11b/Cdk12/Celf1/Celf5/Cirbp/Clasrp/Cpsf1/Cwc25/Dazap1/Ddx17/Ddx23/Ddx39b/Dhx16/Dhx8/Eftud2/Fxr2/Gemin7/Hnrnpl/Hnrnpm/Hsf1/Jmjd6/Lmntd2/Lsm2/Lsm4/Lsm7/Luc7l3/Malat1/Myod1/Nelfe/Nol3/Pabpc1l/Paf1/Pan2/Papolb/Phrf1/Prpf40b/Prpf6/Ptbp1/Rbm4/Rbm42/Rbm4b/Rbm5/Rbm6/Rnf40/Rnps1/Safb/Safb2/Sart1/Scaf1/Sf1/Sf3a2/Sf3b2/Sf3b3/Slc39a5/Snrnp70/Snrpd2/Srrt/Srsf1/Srsf2/Ssu72/Sugp1/Sugp2/Supt4a/Supt5/Supt6/Sympk/Trub2/Tsen54/U2af1l4/Usp4/Wdr83/Zbtb7a/Zc3h10/Zfp473";84
"SF3A66";"SF3A66";"GO:0031341";"regulation of cell killing";"31/2676";"126/23328";2.79835487827793e-05;0.00427861285619777;0.00377268086828563;"Ager/Arrb2/Bad/Ceacam1/Gfer/Gm11127/Gm7030/Gm8909/H2-Bl/H2-D1/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-Q4/H2-Q6/H2-Q7/H2-Q9/H2-T10/H2-T22/H2-T23/H2-T24/H2-T3/Hsp90ab1/Il23a/Itgam/Lag3/Nectin2/Tap1/Tap2/Tyrobp";31
"SF3A66";"SF3A66";"GO:0022411";"cellular component disassembly";"71/2676";"383/23328";2.94975022394804e-05;0.00431064961284227;0.00380092938315174;"2810006K23Rik/Abcc8/Ambra1/Apc2/Aqp2/Atg13/Atg2a/Atg9a/Avil/Bax/Becn1/Camsap1/Capzb/Carmil2/Cdk5/Cdk5rap3/Cfl1/Cib1/Cln3/Ddr1/Dedd2/Denr/Dhx8/Dnase2a/Dusp3/Eif5a/Endog/Flii/Flot1/Fscn1/Gabarap/Gba/Gbf1/Gle1/Golga2/Grwd1/Gsk3a/Hsf1/Itgam/Kif18b/Klk4/Klk5/Lima1/Map1s/Map6d1/Nckap5l/Noxo1/Parl/Phb2/Phf23/Plk5/Rnf41/Rpl23/Rsph6a/Sharpin/Smarcc2/Smarcd1/Smarcd3/Smcr8/Sptan1/Stmn3/Taok1/Tecpr1/Tnf/Top2a/Trim54/Trp53/Ubqln4/Upf1/Wdr45b/Wipi2";71
"SF3A66";"SF3A66";"GO:0017156";"calcium-ion regulated exocytosis";"20/2676";"68/23328";5.02978300090187e-05;0.00681649909872223;0.00601047035634087;"Baiap3/Cacna1a/Cacna1g/Cacna1h/Cbarp/Cdk5/Doc2a/Gnai2/Hyal3/Notch1/Pou5f1/Rab3a/Sdf4/Stx1b/Syt12/Syt3/Syt7/Unc13a/Unc13d/Vamp2";20
"SF3A66";"SF3A66";"GO:0043393";"regulation of protein binding";"47/2676";"231/23328";6.420513195488e-05;0.00846027200697208;0.00745987248997335;"Actb/Adam15/Apoe/Arrb2/Aurkb/Bax/Camk1/Cdk5/Csnk1e/Dnajb2/Dvl1/Eif2b4/Fam220a/Flot1/Gas8/Golga2/Gpsm1/Hdac5/Hip1r/Hsf1/Hsp90ab1/Lrp1/Mapk3/Mapre3/Mark2/Mark3/Men1/Mmp9/Pacs1/Pkd1/Ptprf/Ramp2/Rfng/Ripor1/Ruvbl2/Slpi/Smarcd3/Stk4/Stub1/Sympk/Ticam1/Tle5/Tmbim6/Ttbk1/Vtn/Wfikkn1/Wfikkn2";47
"SF3A66";"SF3A66";"GO:0016570";"histone modification";"79/2676";"448/23328";6.52645501124796e-05;0.00846027200697208;0.00745987248997335;"Ash1l/Atxn7l3/Aurkb/Baz2a/Brca1/Brms1/Brpf1/Cdk5/Ctcf/Daxx/Dmrtc2/Dot1l/Ehmt2/Epop/Ezh1/Fbl/Gfi1b/Hdac10/Hdac5/Hsf4/Kat5/Kat8/Kdm2a/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Ldb1/Lmna/Mapk3/Mbd3/Mcrs1/Men1/Mllt6/Msl1/Mst1/Mthfr/Myod1/Naa40/Otub1/Padi3/Padi4/Padi6/Paf1/Pagr1a/Pax7/Pcgf2/Per1/Pih1d1/Ppp1r1b/Prmt1/Rbm14/Rcor1/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Setd1b/Sgf29/Sirt2/Sirt7/Sphk2/Spi1/Supt6/Tada3/Tcf3/Trmt112/Trp53/Ubr2/Uhrf1/Vegfa/Wbp2/Yeats2/Zbtb7b/Zfp335";79
"SF3A66";"SF3A66";"GO:0071900";"regulation of protein serine/threonine kinase activity";"78/2676";"442/23328";7.05348524438708e-05;0.00890677412025926;0.00785357718751511;"Actb/Ager/Apoe/Axin1/Camk1/Cblc/Ccnf/Cd40/Cdc6/Cdk12/Cdk5rap3/Ceacam1/Cib1/Cks1brt/Cnppd1/Cxcl17/Drd4/Dusp3/Dvl2/Dvl3/Erp29/Fem1a/Gadd45b/Gba/Gdf15/Gstp1/Hexim1/Hexim2/Hgs/Hras/Hsp90ab1/Hyal2/Il34/Inca1/Inppl1/Iqgap1/Kiss1r/Lamtor2/Lime1/Lpar2/Madd/Map2k2/Map3k10/Map3k11/Map4k1/Map4k2/Mapk8ip3/Mapre3/Men1/Mst1/Mst1r/Nppa/Nup62/Pde6g/Pih1d1/Pkd1/Prdx2/Prkag1/Prkar2a/Ptpn6/Pycard/Rasip1/Rhoa/Rptor/Sbk2/Shc2/Slc27a1/Spdye4a/Spred3/Stk11/Taok2/Telo2/Tesk1/Tnf/Tnxb/Traf7/Tsc2/Vegfa";78
"SF3A66";"SF3A66";"GO:0010507";"negative regulation of autophagy";"21/2676";"75/23328";7.32441945937714e-05;0.00891337004821752;0.00785939316854754;"Becn1/Cptp/Ctsa/Ehmt2/Eif4g1/Foxk1/Foxk2/Golga2/Nupr1/Phf23/Poldip2/Rasip1/Rnf41/Rnf5/Sirt2/Smcr8/Trp53/Tsc1/Tsc2/Ubqln4/Wdr6";21
"SF3A66";"SF3A66";"GO:0051258";"protein polymerization";"56/2676";"293/23328";8.4285944927397e-05;0.0100493848388265;0.00886107792261727;"Aif1/Alox15/Arl2/Arpc4/Avil/Baiap2/Camsap1/Capn1/Capzb/Carmil2/Cdc42ep2/Cfl1/Ckap5/Clip3/Coro1a/Coro1b/Csnk1d/Dnm1/Drg1/Eml2/Fchsd2/Fes/Flii/Gba2/Gmfg/Golga2/Gpx4/Grb2/Hax1/Hip1r/Hsp90aa1/Inpp5j/Kank3/Mapre3/Mief2/Mlst8/Msrb1/Nphs1/Numa1/Pfn1/Pik3r2/Plekhg2/Pycard/Rac1/Rhoa/Sptan1/Ssh3/Tppp3/Ttbk1/Tubg1/Tubg2/Tubgcp6/Ube2c/Ube2s/Vasp/Vtn";56
"SF3A66";"SF3A66";"GO:0051348";"negative regulation of transferase activity";"51/2676";"260/23328";8.67118441271623e-05;0.0100493848388265;0.00886107792261727;"Acp4/Actb/Akt1s1/Apoe/Camk2n2/Cblc/Cdk5rap3/Ceacam1/Cers1/Chmp6/Dbndd1/Dbndd2/Dusp3/Dvl1/Fem1a/Gadd45b/Gba/Gckr/Gsk3a/Gstp1/Hexim1/Hexim2/Hyal2/Inca1/Inppl1/Mad2l2/Mcrs1/Men1/Midn/Mvp/Nppa/Nprl2/Nup62/Pik3ip1/Prkar2a/Prpsap1/Ptk6/Ptpn6/Ptprh/Pycard/Rasip1/Rpl23/Smcr8/Spred3/Srcin1/Tesk1/Trp53/Tsc2/Vps25/Zfp36/Zgpat";51
"SF3A66";"SF3A66";"GO:0034248";"regulation of cellular amide metabolic process";"73/2676";"410/23328";8.87988235912554e-05;0.0100493848388265;0.00886107792261727;"Abca7/Abcf1/Akt2/Aplp1/Apoe/C1qbp/Calr/Casc3/Cdk4/Cirbp/Coa3/Csnk1e/Dapk3/Ddx39b/Eef2/Efna1/Eif2b5/Eif3c/Eif3k/Eif4enif1/Eif4g1/Eif5/Eif5a/Fxr2/Gga3/Gle1/Gsk3a/Gtpbp2/Hnrnpl/Inpp5e/Larp4/Mapk3/Mapkapk5/Mex3d/Mif4gd/Mir1247/Mir7b/Mknk2/Mpv17l2/Ngrn/Olfm1/Pa2g4/Padi6/Pcif1/Per1/Plxnb2/Ppp1ca/Ppp1r15a/Ptbp1/Rara/Rbm4/Rbm4b/Rela/Rpl13a/Rps6kb2/Samd4b/Shmt1/Shmt2/Sphk1/Sphk2/Tnf/Tob1/Trp53/Trub2/Tsc1/Tsfm/Ucn/Unk/Upf1/Ybx2/Ythdf1/Zfp36/Zfp598";73
"SF3A66";"SF3A66";"GO:0044088";"regulation of vacuole organization";"15/2676";"45/23328";8.97852387105584e-05;0.0100493848388265;0.00886107792261727;"Becn1/Ehmt2/Eno2/Eno3/Grn/Ift20/Nprl2/Nupr1/Phf23/Pip4k2b/Pip4k2c/Rab1b/Rnf5/Smcr8/Trex1";15
"SF3A66";"SF3A66";"GO:1903362";"regulation of cellular protein catabolic process";"50/2676";"254/23328";9.22181523172919e-05;0.0100493848388265;0.00886107792261727;"Apoe/Arih2/Atraid/Axin1/Bag6/Cbfa2t3/Cdk5rap3/Csnk1d/Csnk1e/Dda1/Dnajb2/Dvl1/Efna1/Furin/Fzr1/Gba/Gpx1/Gsk3a/Hamp/Hsp90aa1/Hsp90ab1/Hspa1a/Hspa1b/Hspbp1/Lrp1/Nfe2l1/Nupr1/Os9/Osbpl7/Pkd1/Psme3/Qrich2/Rad23a/Rgp1/Rnf185/Rnf40/Rpl23/Sgta/Sirt2/Stub1/Sufu/Tmem259/Ube3a/Ubqln4/Usp19/Usp5/Vps35/Wnt1/Wnt10b/Zer1";50
"SF3A66";"SF3A66";"GO:0016569";"covalent chromatin modification";"80/2676";"462/23328";0.000109959823206337;0.0115033408031471;0.0101431083456261;"Ash1l/Atxn7l3/Aurkb/Baz2a/Brca1/Brms1/Brpf1/Cdk5/Ctcf/Daxx/Dmrtc2/Dot1l/Ehmt2/Epop/Ezh1/Fbl/Gfi1b/Hdac10/Hdac5/Hsf4/Kat5/Kat8/Kdm2a/Kdm4b/Kdm6b/Kmt2b/Kmt2d/Kmt5b/Kmt5c/Ldb1/Lmna/Mapk3/Mbd3/Mcrs1/Men1/Mllt6/Msl1/Mst1/Mthfr/Myod1/Naa40/Otub1/Padi3/Padi4/Padi6/Paf1/Pagr1a/Pax7/Pcgf2/Per1/Pih1d1/Pou5f1/Ppp1r1b/Prmt1/Rbm14/Rcor1/Rcor2/Ring1/Rnf40/Rps6ka4/Ruvbl2/Setd1a/Setd1b/Sgf29/Sirt2/Sirt7/Sphk2/Spi1/Supt6/Tada3/Tcf3/Trmt112/Trp53/Ubr2/Uhrf1/Vegfa/Wbp2/Yeats2/Zbtb7b/Zfp335";80
"SF3A66";"SF3A66";"GO:0032535";"regulation of cellular component size";"73/2676";"413/23328";0.000112324124813415;0.011548082004524;0.0101825590461526;"Aatk/Akt1s1/Alox15/Anapc2/Ap2m1/Apoe/Aqp2/Arpc4/Avil/Baiap2/Capn1/Capzb/Carmil2/Cdc42ep2/Cdhr5/Cdk4/Cdk5/Cfl1/Cln3/Coro1a/Coro1b/Draxin/E2f4/Fchsd2/Flii/Gba2/Gmfg/Gnb3/Grb2/Hax1/Hip1r/Hsp90aa1/Hsp90ab1/Kank3/Lima1/Lrp1/Lrrc8a/Mag/Megf8/Mlst8/Naa80/Nphs1/Ocm/Olfm1/Pfn1/Pik3r2/Plekhg2/Ppp1r15a/Ptprs/Pycard/Rac1/Rhoa/Rnd2/Rptor/Sct/Sema3b/Sema3f/Sema4a/Sema4b/Shank3/Slc12a4/Slc12a5/Slc12a9/Sptan1/Srf/Ssh3/Trim46/Tsc1/Tsc2/Ucn/Ush1c/Vasp/Vegfa";73
"SF3A66";"SF3A66";"GO:0031668";"cellular response to extracellular stimulus";"44/2676";"217/23328";0.000117276356229763;0.0117998866559807;0.0104045886204619;"Angptl4/Aqp2/Asgr1/Becn1/Bhlha15/Brsk1/Cd68/Comt/Cyp27b1/Dctpp1/Ehmt2/Eif4g1/Fes/Folr1/Fosl1/Foxa3/Gabarap/Gba/Gcgr/Hamp/Hnrnpl/Mapk3/Med1/Mmp9/Mybbp1a/Myod1/Nprl2/Prkag1/Ripor1/Rptor/Sipa1/Slc38a3/Slc39a4/Slc39a5/Srf/Szt2/Tle5/Trp53/Tsc1/Ucn2/Usf2/Wdr24/Wdr45b/Wipi2";44
"SF3A66";"SF3A66";"GO:0017158";"regulation of calcium ion-dependent exocytosis";"15/2676";"46/23328";0.000119199621335669;0.0117998866559807;0.0104045886204619;"Baiap3/Cacna1a/Cacna1g/Cacna1h/Cbarp/Cdk5/Doc2a/Gnai2/Hyal3/Notch1/Pou5f1/Syt12/Syt3/Syt7/Vamp2";15
"SF3A66";"SF3A66";"GO:0050684";"regulation of mRNA processing";"34/2676";"154/23328";0.000123951507270023;0.0119213360943734;0.0105116770596565;"C1qbp/Cdk11b/Celf1/Celf5/Cirbp/Dazap1/Ddx17/Fxr2/Hnrnpl/Hsf1/Jmjd6/Lmntd2/Malat1/Myod1/Nelfe/Paf1/Ptbp1/Rbm4/Rbm42/Rbm4b/Rbm5/Rnf40/Rnps1/Safb/Safb2/Sf1/Slc39a5/Snrnp70/Srsf1/Srsf2/Supt5/Supt6/Zbtb7a/Zc3h10";34
"SF3A66";"SF3A66";"GO:1904861";"excitatory synapse assembly";"11/2676";"28/23328";0.000147377447405178;0.0133153290738951;0.0117408349248622;"Lrfn1/Lrfn4/Lrrc4b/Nlgn2/Nptx1/Nrxn2/Plxnb2/Ptprs/Sema4a/Shank1/Shank3";11
"SF3A66";"SF3A66";"GO:0071496";"cellular response to external stimulus";"53/2676";"280/23328";0.000165819960313668;0.0147579764679164;0.0130128939790537;"Angptl4/Aqp2/Arhgdia/Asgr1/Becn1/Bhlha15/Brsk1/Cd68/Cnn2/Comt/Cyp27b1/Dag1/Dctpp1/Ehmt2/Eif4g1/Fes/Folr1/Fosl1/Foxa3/Gabarap/Gba/Gcgr/Hamp/Hnrnpl/Kcnk4/Mapk3/Med1/Mir194-2/Mir5621/Mmp9/Mybbp1a/Myod1/Nprl2/Pde2a/Prkag1/Rac1/Ripor1/Rptor/Scx/Sipa1/Slc38a3/Slc39a4/Slc39a5/Srf/Szt2/Tle5/Trp53/Tsc1/Ucn2/Usf2/Wdr24/Wdr45b/Wipi2";53
"SF3A66";"SF3A66";"GO:0045787";"positive regulation of cell cycle";"64/2676";"358/23328";0.000207872378903136;0.0179643912376725;0.0158401606807195;"Aif1/Anapc11/Aurkb/Becn1/Brca1/Calr/Cdc6/Cdca5/Cdk4/Cks1brt/Ddx39b/Dusp3/Dync1h1/Eif4g1/Fen1/Flt3l/Fosl1/Gli1/Hsf1/Hsp90ab1/Hyal1/Mapre3/Med1/Med25/Meioc/Mepce/Mir124a-1/Mir124a-3/Mybbp1a/Numa1/Nup62/Nupr1/Ovol1/Paf1/Pagr1a/Phb2/Pidd1/Pkd1/Poldip2/Ppp1r10/Ppp2r5b/Racgap1/Rad23a/Rara/Rassf1/Rcc2/Rhoa/Rpl23/Rptor/Sh2b1/Sirt2/Smarcd3/Sox15/Spag5/Spdye4a/Sphk1/Sstr5/Tas1r2/Tcf3/Tnf/Trp53/Ube2c/Usp19/Wnt10b";64
"SF3A66";"SF3A66";"GO:1901185";"negative regulation of ERBB signaling pathway";"11/2676";"29/23328";0.00021294058823737;0.0181394961094205;0.015994559973619;"Acp4/Cblc/Chmp6/Dusp3/Mvp/Nppa/Nup62/Ptprf/Rnf126/Vps25/Zgpat";11
"SF3A66";"SF3A66";"GO:0007163";"establishment or maintenance of cell polarity";"44/2676";"223/23328";0.000222819484449536;0.0187136983911631;0.0165008647120153;"Actb/Atn1/Brsk1/Carmil2/Cfl1/Ckap5/Cyth3/Fam89b/Fbf1/Flot2/Foxj1/Fscn1/Fscn2/Gbf1/Hsp90aa1/Hsp90ab1/Ift20/Lin7b/Llgl1/Llgl2/Lmna/Mark2/Misp/Myo18a/Myo9b/Numa1/Pard6a/Pkd1/Ptk7/Rac1/Rac3/Rhoa/Rhod/Rhof/Rnd1/Rnd2/Rnf41/Sapcd2/Sipa1l3/Spag5/Spint2/Stk11/Syne4/Tsc2";44
"SF3A66";"SF3A66";"GO:0009895";"negative regulation of catabolic process";"57/2676";"311/23328";0.000232869621911061;0.0192861327146619;0.0170056105474525;"Actn3/Agap2/Apoc1/Atraid/Bag6/Becn1/Cbfa2t3/Cdk5rap3/Cirbp/Cptp/Crtc3/Ctsa/Efna1/Ehmt2/Eif4g1/Foxk1/Foxk2/Furin/Fus/Golga2/Hcar2/Hsp90ab1/Ier3/Mad2l2/Meioc/Nupr1/Os9/Phf23/Pkp3/Poldip2/Ptbp1/Qrich2/Rasip1/Rela/Rgp1/Rnf41/Rnf5/Rpl23/Sf3b3/Sgta/Sirt2/Slc4a1/Smcr8/Sufu/Tnf/Tob1/Trp53/Tsc1/Tsc2/Ubqln4/Usp19/Vegfa/Vps35/Wdr6/Wnt1/Ybx2/Zfp36";57
"SF3A66";"SF3A66";"GO:0031109";"microtubule polymerization or depolymerization";"28/2676";"122/23328";0.00023943722505091;0.0195584133284736;0.017245694868483;"Apc2/Arl2/Camsap1/Capzb/Cib1/Ckap5/Clip3/Csnk1d/Drg1/Eml2/Fes/Gba2/Golga2/Inpp5j/Kif18b/Map1s/Map6d1/Mapre3/Nckap5l/Numa1/Rac1/Stmn3/Taok1/Tppp3/Trim54/Tubg1/Tubg2/Tubgcp6";28
"SF3A66";"SF3A66";"GO:0060079";"excitatory postsynaptic potential";"22/2676";"88/23328";0.000303707557447057;0.023829054803379;0.0210113469452639;"Baiap2/Cacnb3/Cdk5/Chrna4/Dlg4/Dmpk/Drd4/Dvl1/Grik5/Grin1/Grk2/Mapk8ip2/Mpp2/Nlgn2/Npas4/Sez6/Shank1/Shank3/Slc17a7/Slc29a1/Stx1b/Tbc1d24";22
