sep=;
"Cluster";"Purkinje";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0021953";"central nervous system neuron differentiation";"10/263";"235/23328";0.000355076646728098;0.0180341560048744;0.0162095931802744;"Bcl11b/Epha4/Evx1/Fgfr2/Hoxa1/Lmo4/Ntrk2/Pax3/Prdm8/Tfap2c";10
"H3K27me3";"H3K27me3";"GO:0002067";"glandular epithelial cell differentiation";"5/263";"57/23328";0.000455002380048742;0.0209084427022398;0.0187930807599079;"Fgfr2/Foxp1/Hnf4a/Hoxa5/Rfx3";5
"H3K27me3";"H3K27me3";"GO:0032526";"response to retinoic acid";"6/263";"88/23328";0.000485448525679045;0.0215845427314113;0.0194007779772925;"Halr1/Hoxa1/Hoxa2/Rorb/Sox9/Tead1";6
"H3K27me3";"H3K27me3";"GO:0035019";"somatic stem cell population maintenance";"5/263";"58/23328";0.000493395147133621;0.0215845427314113;0.0194007779772925;"Kit/Six2/Sox9/Tcf7l2/Tfap2c";5
"H3K27me3";"H3K27me3";"GO:0060740";"prostate gland epithelium morphogenesis";"4/263";"33/23328";0.000499538640070658;0.0215845427314113;0.0194007779772925;"Fgfr2/Hoxa13/Mmp2/Sox9";4
"H3K27me3";"H3K27me3";"GO:0060441";"epithelial tube branching involved in lung morphogenesis";"4/263";"35/23328";0.000628004326992619;0.0256066553048399;0.0230159628810342;"Ctsz/Fgfr2/Hoxa5/Sox9";4
"H3K27me3";"H3K27me3";"GO:0003401";"axis elongation";"4/263";"36/23328";0.000700296630504686;0.0271080054826715;0.0243654175268299;"Fgfr2/Nkd1/Sox9/Tfap2c";4
"H3K27me3";"H3K27me3";"GO:0008045";"motor neuron axon guidance";"4/263";"36/23328";0.000700296630504686;0.0271080054826715;0.0243654175268299;"Epha4/Foxp1/Hoxa1/Hoxa2";4
"H3K27me3";"H3K27me3";"GO:0002070";"epithelial cell maturation";"3/263";"16/23328";0.000711643667248027;0.0271080054826715;0.0243654175268299;"Hoxa5/Rfx3/Six3";3
"H3K27me3";"H3K27me3";"GO:0048681";"negative regulation of axon regeneration";"3/263";"16/23328";0.000711643667248027;0.0271080054826715;0.0243654175268299;"Epha4/Rgma/Tnr";3
"H3K27me3";"H3K27me3";"GO:0001894";"tissue homeostasis";"10/263";"261/23328";0.000802168821465548;0.0297728043351636;0.0267606116958547;"Hoxa13/Lpcat1/Mc4r/Nod2/Pantr2/Pdk4/Slc1a1/Slc28a3/Sox9/Ush2a";10
"H3K27me3";"H3K27me3";"GO:0050905";"neuromuscular process";"7/263";"140/23328";0.00107535594425621;0.0366253583367264;0.0329198748507909;"Grin2a/Grin2b/Hottip/Hoxa1/Rbfox1/Slc6a3/Tnr";7
"H3K27me3";"H3K27me3";"GO:0021510";"spinal cord development";"6/263";"106/23328";0.00129174445776607;0.0415511133914751;0.037347278357868;"Evx1/Foxp1/Lmo4/Pax3/Sox11/Sox6";6
"H3K27me3";"H3K27me3";"GO:0060485";"mesenchyme development";"10/263";"281/23328";0.00139866630645823;0.0444960324966656;0.0399942522795227;"Fgfr2/Hoxa5/Kbtbd8/Pax1/Pax3/Six2/Sox11/Sox9/Tcf7l2/Tead1";10
"H3K27me3";"H3K27me3";"GO:0008406";"gonad development";"9/263";"236/23328";0.00149866985431226;0.0471592307416739;0.0423880077787175;"Fancf/Gas2/Hoxa10/Hoxa11/Hoxa9/Kit/Mmp2/Six3/Sox9";9
"H3K27me3";"H3K27me3";"GO:0048709";"oligodendrocyte differentiation";"6/263";"110/23328";0.00156253835782771;0.0486403069452819;0.0437192396213933;"Nkx2-2os/Ntrk2/Prdm8/Sox6/Sox9/Tcf7l2";6
