sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0030900";"forebrain development";"24/575";"393/23328";4.82261866864303e-05;0.00551294208378308;0.00508659358524244;"Aldh1a2/Bcl11b/Ccdc85c/Cdon/Dicer1/Drd1/Drd2/Fgfr2/Foxb1/Gbx2/Gsc/Hes5/Igf2bp1/Ncam1/Pax5/Pitx1/Rpgrip1l/Sox1/Szt2/Tacc2/Tbx3/Tfap2c/Trp73/Uncx";24
"H3K27me3";"H3K27me3";"GO:0031047";"gene silencing by RNA";"14/575";"169/23328";8.08091457145423e-05;0.00873830789199686;0.00806252273174679;"Dicer1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g/Piwil1/Tdrd12";14
"H3K27me3";"H3K27me3";"GO:0043583";"ear development";"17/575";"246/23328";0.00014009588436587;0.0142080799572191;0.0131092848919263;"Celsr1/Cys1/Dicer1/Fgfr2/Gbx2/Gsc/Hes5/Hmx2/Hmx3/Hoxa1/Hoxa13/Hoxa2/Kcnq1/Mafb/Ror2/Rpgrip1l/Tifab";17
"H3K27me3";"H3K27me3";"GO:1904321";"response to forskolin";"8/575";"66/23328";0.000212084744284044;0.0174192351421047;0.0160721024068617;"Mir100/Mir10a/Mir125b-1/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g";8
"H3K27me3";"H3K27me3";"GO:1904322";"cellular response to forskolin";"8/575";"66/23328";0.000212084744284044;0.0174192351421047;0.0160721024068617;"Mir100/Mir10a/Mir125b-1/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g";8
"H3K27me3";"H3K27me3";"GO:0046628";"positive regulation of insulin receptor signaling pathway";"5/575";"24/23328";0.000257685522743477;0.0202395083791443;0.0186742671925858;"Erfe/Igf2/Ins2/Serpina12/Sorl1";5
"H3K27me3";"H3K27me3";"GO:0021953";"central nervous system neuron differentiation";"16/575";"235/23328";0.000257989234525458;0.0202395083791443;0.0186742671925858;"Bcl11b/Dicer1/Drd1/Drd2/Evx1/Fgfr2/Gbx2/Hes5/Hoxa1/Hoxc10/Nfe2l1/Sox1/Szt2/Tfap2c/Ulk1/Uncx";16
"H3K27me3";"H3K27me3";"GO:0030432";"peristalsis";"4/575";"14/23328";0.000300317491639529;0.0218467324372683;0.0201571950847814;"Drd1/Drd2/Tbx3/Tifab";4
"H3K27me3";"H3K27me3";"GO:1904888";"cranial skeletal system development";"8/575";"72/23328";0.000388502538120015;0.025906644250303;0.0239031298453841;"Fgfr2/Foxc2/Hoxa1/Hoxa2/Msx2/Pax5/Tgfbr2/Tifab";8
"H3K27me3";"H3K27me3";"GO:0060442";"branching involved in prostate gland morphogenesis";"4/575";"15/23328";0.000401568584211178;0.0263389492693266;0.0243020021540742;"Fgfr2/Hoxa13/Hoxb13/Rxra";4
"H3K27me3";"H3K27me3";"GO:0045638";"negative regulation of myeloid cell differentiation";"9/575";"96/23328";0.000610065178013695;0.0381386058942624;0.0351891213699676;"Hoxa5/Hoxa7/Hoxa9/Hoxb8/Mafb/Pilrb1/Prdm16/Runx1/Zbtb16";9
"H3K27me3";"H3K27me3";"GO:0097306";"cellular response to alcohol";"11/575";"138/23328";0.000635776212970166;0.0382687277413317;0.0353091801230877;"Hoxa1/Mir100/Mir10a/Mir125b-1/Mir152/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g/Nfe2l1";11
"H3K27me3";"H3K27me3";"GO:0030262";"apoptotic nuclear changes";"5/575";"29/23328";0.000650405770160099;0.0382687277413317;0.0353091801230877;"Cdk5rap3/Dffb/Dicer1/Exog/Gper1";5
"H3K27me3";"H3K27me3";"GO:2000027";"regulation of animal organ morphogenesis";"14/575";"210/23328";0.000755518197566861;0.0430989752056675;0.039765875911621;"Ajap1/Celsr1/Dicer1/Fgfr2/Foxc2/Hoxa11/Hoxb7/Hoxc11/Jhy/Ngfr/Ror2/Rxra/Tbx5/Tgfbr2";14
"H3K27me3";"H3K27me3";"GO:0097305";"response to alcohol";"14/575";"212/23328";0.000828669657520876;0.0460487124964031;0.0424874925281537;"Drd2/Hoxa1/Mir100/Mir10a/Mir125b-1/Mir152/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g/Nfe2l1/Tgfbr2/Th";14
"H3K27me3";"H3K27me3";"GO:0003214";"cardiac left ventricle morphogenesis";"4/575";"18/23328";0.000848855230675444;0.0465242435333212;0.0429262479304799;"Foxf1/Hand1/Tbx5/Tgfbr2";4
"H3K27me3";"H3K27me3";"GO:0060038";"cardiac muscle cell proliferation";"7/575";"63/23328";0.000893081729425406;0.0482867567490682;0.0445524555490028;"Fgfr2/Foxc2/Ncam1/Rxra/Tbx5/Tgfbr2/Trp73";7
"LaminB1";"LaminB1";"GO:0017144";"drug metabolic process";"5/100";"70/23328";1.27000470139099e-05;0.0134651188655614;0.0128467571602358;"Cyp2j11/Fmo1/Fmo2/Fmo3/Fmo4";5
"LaminB1";"LaminB1";"GO:0009404";"toxin metabolic process";"3/100";"13/23328";2.118822795525e-05;0.0134651188655614;0.0128467571602358;"Fmo1/Fmo2/Gsta3";3
"LaminB1";"LaminB1";"GO:0035458";"cellular response to interferon-beta";"4/100";"47/23328";4.92137174185662e-05;0.0208502116129992;0.0198927026197152;"Ifi202b/Ifi203/Ifi211/Mndal";4
"LaminB1";"LaminB1";"GO:0035456";"response to interferon-beta";"4/100";"58/23328";0.000112912511461797;0.035877950516986;0.034230319264208;"Ifi202b/Ifi203/Ifi211/Mndal";4
